rgn_id,catch_total,ram_stock_id,dfo_stock,catch_wt
4,0,PANDALSMA14,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
5,0,PANDALSMA14,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
6,13703762,PANDALSMA14,tot_shrimptrawl_sum_pinks_2005_2015.tif,1
7,0,PANDALSMA14,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
8,0,PANDALSMA14,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
1,0,PANDALSMAFR,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
2,0,PANDALSMAFR,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
3,0,PANDALSMAFR,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
4,0,PANDALSMAFR,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
5,0,PANDALSMAFR,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
6,23148792,PANDALSMAFR,tot_shrimptrawl_sum_pinks_2005_2015.tif,1
7,0,PANDALSMAFR,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
8,0,PANDALSMAFR,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
1,12869067,PANDALSMAPRD,tot_shrimptrawl_sum_pinks_2005_2015.tif,1
2,0,PANDALSMAPRD,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
3,0,PANDALSMAPRD,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
4,0,PANDALSMAPRD,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
5,0,PANDALSMAPRD,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
6,0,PANDALSMAPRD,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
7,0,PANDALSMAPRD,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
8,0,PANDALSMAPRD,tot_shrimptrawl_sum_pinks_2005_2015.tif,0
1,116.86,PERCHQCI,"tot_groundfishlonglineold_popwt_2006_2012.tif, tot_groundfishtrawlold_popwt_1996_2012.tif",0
2,630308825.072,PERCHQCI,"tot_groundfishlonglineold_popwt_2006_2012.tif, tot_groundfishtrawlold_popwt_1996_2012.tif",1
3,0,PERCHQCI,"tot_groundfishlonglineold_popwt_2006_2012.tif, tot_groundfishtrawlold_popwt_1996_2012.tif",0
4,0,PERCHQCI,"tot_groundfishlonglineold_popwt_2006_2012.tif, tot_groundfishtrawlold_popwt_1996_2012.tif",0
5,0,PERCHQCI,"tot_groundfishlonglineold_popwt_2006_2012.tif, tot_groundfishtrawlold_popwt_1996_2012.tif",0
6,0,PERCHQCI,"tot_groundfishlonglineold_popwt_2006_2012.tif, tot_groundfishtrawlold_popwt_1996_2012.tif",0
7,0,PERCHQCI,"tot_groundfishlonglineold_popwt_2006_2012.tif, tot_groundfishtrawlold_popwt_1996_2012.tif",0
8,0,PERCHQCI,"tot_groundfishlonglineold_popwt_2006_2012.tif, tot_groundfishtrawlold_popwt_1996_2012.tif",0
1,0,PERCHWCVANI,"tot_groundfishlonglineold_popwt_2006_2012.tif, tot_groundfishtrawlold_popwt_1996_2012.tif",0
2,0,PERCHWCVANI,"tot_groundfishlonglineold_popwt_2006_2012.tif, tot_groundfishtrawlold_popwt_1996_2012.tif",0
3,458682.37,PERCHWCVANI,"tot_groundfishlonglineold_popwt_2006_2012.tif, tot_groundfishtrawlold_popwt_1996_2012.tif",0
4,74293212.45,PERCHWCVANI,"tot_groundfishlonglineold_popwt_2006_2012.tif, tot_groundfishtrawlold_popwt_1996_2012.tif",0
5,113233210.74,PERCHWCVANI,"tot_groundfishlonglineold_popwt_2006_2012.tif, tot_groundfishtrawlold_popwt_1996_2012.tif",1
6,0,PERCHWCVANI,"tot_groundfishlonglineold_popwt_2006_2012.tif, tot_groundfishtrawlold_popwt_1996_2012.tif",0
7,0,PERCHWCVANI,"tot_groundfishlonglineold_popwt_2006_2012.tif, tot_groundfishtrawlold_popwt_1996_2012.tif",0
8,0,PERCHWCVANI,"tot_groundfishlonglineold_popwt_2006_2012.tif, tot_groundfishtrawlold_popwt_1996_2012.tif",0
1,33101797.4,SABLEFPCAN,"tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif",0
2,133982972.95,SABLEFPCAN,"tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif",0
3,89993199.55,SABLEFPCAN,"tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif",0
4,45198131.95,SABLEFPCAN,"tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif",0
5,379007018.95,SABLEFPCAN,"tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif",1
6,8725.5,SABLEFPCAN,"tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif",0
7,0,SABLEFPCAN,"tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif",0
8,48849.15,SABLEFPCAN,"tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishtrawlold_sablewt_1996_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif, tot_groundfishlonglineold_sablewt_2006_2012.tif",0
1,17996744,SSHRIMPSMAPRD,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,1
2,0,SSHRIMPSMAPRD,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
3,0,SSHRIMPSMAPRD,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
4,0,SSHRIMPSMAPRD,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
5,0,SSHRIMPSMAPRD,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
6,0,SSHRIMPSMAPRD,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
7,0,SSHRIMPSMAPRD,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
8,0,SSHRIMPSMAPRD,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
1,0,SSSHRIMPSMA14,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
2,0,SSSHRIMPSMA14,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
3,0,SSSHRIMPSMA14,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
4,0,SSSHRIMPSMA14,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
5,0,SSSHRIMPSMA14,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
6,2860313,SSSHRIMPSMA14,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,1
7,0,SSSHRIMPSMA14,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
8,0,SSSHRIMPSMA14,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
1,0,SSSHRIMPSMAFR,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
2,0,SSSHRIMPSMAFR,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
3,0,SSSHRIMPSMAFR,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
4,0,SSSHRIMPSMAFR,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
5,0,SSSHRIMPSMAFR,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
6,11942833,SSSHRIMPSMAFR,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,1
7,0,SSSHRIMPSMAFR,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
8,0,SSSHRIMPSMAFR,tot_shrimptrawl_sum_sdstrp_2005_2015.tif,0
