rgn_id,year,cf_area_km2,area_km2_tot
1,1990.0,12518.1252,21885.5871
1,1991.0,12517.781760000002,21885.5871
1,1992.0,12517.438320000001,21885.5871
1,1993.0,12517.09488,21885.5871
1,1994.0,12516.75144,21885.5871
1,1995.0,12516.408,21885.5871
1,1996.0,12516.06456,21885.5871
1,1997.0,12515.72112,21885.5871
1,1998.0,12515.37768,21885.5871
1,1999.0,12515.03424,21885.5871
1,2e3,12514.6908,21885.5871
1,2001.0,12514.621770000002,21885.5871
1,2002.0,12514.552740000001,21885.5871
1,2003.0,12514.48371,21885.5871
1,2004.0,12514.414680000002,21885.5871
1,2005.0,12514.34565,21885.5871
1,2006.0,12514.27662,21885.5871
1,2007.0,12514.20759,21885.5871
1,2008.0,12514.138560000001,21885.5871
1,2009.0,12514.06953,21885.5871
1,2010.0,12514.0005,21885.5871
2,1990.0,7064.8443,14681.381399999998
2,1991.0,7064.84376,14681.381399999998
2,1992.0,7064.84322,14681.381399999998
2,1993.0,7064.84268,14681.381399999998
2,1994.0,7064.84214,14681.381399999998
2,1995.0,7064.8416,14681.381399999998
2,1996.0,7064.84106,14681.381399999998
2,1997.0,7064.84052,14681.381399999998
2,1998.0,7064.83998,14681.381399999998
2,1999.0,7064.83944,14681.381399999998
2,2e3,7064.8389,14681.381399999998
2,2001.0,7064.838180000001,14681.381399999998
2,2002.0,7064.83746,14681.381399999998
2,2003.0,7064.836739999999,14681.381399999998
2,2004.0,7064.83602,14681.381399999998
2,2005.0,7064.8353,14681.381399999998
2,2006.0,7064.83458,14681.381399999998
2,2007.0,7064.83386,14681.381399999998
2,2008.0,7064.83314,14681.381399999998
2,2009.0,7064.83242,14681.381399999998
2,2010.0,7064.8317,14681.381399999998
3,1990.0,11539.8864,18021.3543
3,1991.0,11539.81548,18021.3543
3,1992.0,11539.744560000001,18021.3543
3,1993.0,11539.673639999999,18021.3543
3,1994.0,11539.602719999999,18021.3543
3,1995.0,11539.5318,18021.3543
3,1996.0,11539.460879999999,18021.3543
3,1997.0,11539.38996,18021.3543
3,1998.0,11539.31904,18021.3543
3,1999.0,11539.24812,18021.3543
3,2e3,11539.1772,18021.3543
3,2001.0,11539.10484,18021.3543
3,2002.0,11539.032480000002,18021.3543
3,2003.0,11538.96012,18021.3543
3,2004.0,11538.88776,18021.3543
3,2005.0,11538.8154,18021.3543
3,2006.0,11538.74304,18021.3543
3,2007.0,11538.67068,18021.3543
3,2008.0,11538.59832,18021.3543
3,2009.0,11538.525959999999,18021.3543
3,2010.0,11538.453599999999,18021.3543
4,1990.0,12139.4025,19146.0519
4,1991.0,12138.65343,19146.0519
4,1992.0,12137.90436,19146.0519
4,1993.0,12137.155289999999,19146.0519
4,1994.0,12136.40622,19146.0519
4,1995.0,12135.65715,19146.0519
4,1996.0,12134.908080000001,19146.0519
4,1997.0,12134.15901,19146.0519
