am_sid,iucn_sid,sciname,year,category_score
NA,22728182.0,Butorides striata,1965.0,0.0
NA,22728182.0,Butorides striata,1966.0,0.0
NA,22728182.0,Butorides striata,1967.0,0.0
NA,22728182.0,Butorides striata,1968.0,0.0
NA,22728182.0,Butorides striata,1969.0,0.0
NA,22728182.0,Butorides striata,1970.0,0.0
NA,22728182.0,Butorides striata,1971.0,0.0
NA,22728182.0,Butorides striata,1972.0,0.0
NA,22728182.0,Butorides striata,1973.0,0.0
NA,22728182.0,Butorides striata,1974.0,0.0
NA,22728182.0,Butorides striata,1975.0,0.0
NA,22728182.0,Butorides striata,1976.0,0.0
NA,22728182.0,Butorides striata,1977.0,0.0
NA,22728182.0,Butorides striata,1978.0,0.0
NA,22728182.0,Butorides striata,1979.0,0.0
NA,22728182.0,Butorides striata,1980.0,0.0
NA,22728182.0,Butorides striata,1981.0,0.0
NA,22728182.0,Butorides striata,1982.0,0.0
NA,22728182.0,Butorides striata,1983.0,0.0
NA,22728182.0,Butorides striata,1984.0,0.0
NA,22728182.0,Butorides striata,1985.0,0.0
NA,22728182.0,Butorides striata,1986.0,0.0
NA,22728182.0,Butorides striata,1987.0,0.0
NA,22728182.0,Butorides striata,1988.0,0.0
NA,22728182.0,Butorides striata,1989.0,0.0
NA,22728182.0,Butorides striata,1990.0,0.0
NA,22728182.0,Butorides striata,1991.0,0.0
NA,22728182.0,Butorides striata,1992.0,0.0
NA,22728182.0,Butorides striata,1993.0,0.0
NA,22728182.0,Butorides striata,1994.0,0.0
NA,22728182.0,Butorides striata,1995.0,0.0
NA,22728182.0,Butorides striata,1996.0,0.0
NA,22728182.0,Butorides striata,1997.0,0.0
NA,22728182.0,Butorides striata,1998.0,0.0
NA,22728182.0,Butorides striata,1999.0,0.0
NA,22728182.0,Butorides striata,2e3,0.0
NA,22728182.0,Butorides striata,2001.0,0.0
NA,22728182.0,Butorides striata,2002.0,0.0
NA,22728182.0,Butorides striata,2003.0,0.0
NA,22728182.0,Butorides striata,2004.0,0.0
NA,22728182.0,Butorides striata,2005.0,0.0
NA,22728182.0,Butorides striata,2006.0,0.0
NA,22728182.0,Butorides striata,2007.0,0.0
NA,22728182.0,Butorides striata,2008.0,0.0
NA,22728182.0,Butorides striata,2009.0,0.0
NA,22728182.0,Butorides striata,2010.0,0.0
NA,22728182.0,Butorides striata,2011.0,0.0
NA,22728182.0,Butorides striata,2012.0,0.0
NA,22728182.0,Butorides striata,2013.0,0.0
NA,22728182.0,Butorides striata,2014.0,0.0
NA,22728182.0,Butorides striata,2015.0,0.0
NA,22728182.0,Butorides striata,2016.0,0.0
NA,22680157.0,Mareca penelope,1965.0,0.0
NA,22680157.0,Mareca penelope,1966.0,0.0
NA,22680157.0,Mareca penelope,1967.0,0.0
NA,22680157.0,Mareca penelope,1968.0,0.0
NA,22680157.0,Mareca penelope,1969.0,0.0
NA,22680157.0,Mareca penelope,1970.0,0.0
NA,22680157.0,Mareca penelope,1971.0,0.0
NA,22680157.0,Mareca penelope,1972.0,0.0
NA,22680157.0,Mareca penelope,1973.0,0.0
NA,22680157.0,Mareca penelope,1974.0,0.0
NA,22680157.0,Mareca penelope,1975.0,0.0
NA,22680157.0,Mareca penelope,1976.0,0.0
NA,22680157.0,Mareca penelope,1977.0,0.0
NA,22680157.0,Mareca penelope,1978.0,0.0
NA,22680157.0,Mareca penelope,1979.0,0.0
NA,22680157.0,Mareca penelope,1980.0,0.0
NA,22680157.0,Mareca penelope,1981.0,0.0
NA,22680157.0,Mareca penelope,1982.0,0.0
NA,22680157.0,Mareca penelope,1983.0,0.0
NA,22680157.0,Mareca penelope,1984.0,0.0
NA,22680157.0,Mareca penelope,1985.0,0.0
NA,22680157.0,Mareca penelope,1986.0,0.0
NA,22680157.0,Mareca penelope,1987.0,0.0
NA,22680157.0,Mareca penelope,1988.0,0.0
NA,22680157.0,Mareca penelope,1989.0,0.0
NA,22680157.0,Mareca penelope,1990.0,0.0
NA,22680157.0,Mareca penelope,1991.0,0.0
NA,22680157.0,Mareca penelope,1992.0,0.0
NA,22680157.0,Mareca penelope,1993.0,0.0
NA,22680157.0,Mareca penelope,1994.0,0.0
NA,22680157.0,Mareca penelope,1995.0,0.0
NA,22680157.0,Mareca penelope,1996.0,0.0
NA,22680157.0,Mareca penelope,1997.0,0.0
NA,22680157.0,Mareca penelope,1998.0,0.0
NA,22680157.0,Mareca penelope,1999.0,0.0
NA,22680157.0,Mareca penelope,2e3,0.0
NA,22680157.0,Mareca penelope,2001.0,0.0
NA,22680157.0,Mareca penelope,2002.0,0.0
NA,22680157.0,Mareca penelope,2003.0,0.0
NA,22680157.0,Mareca penelope,2004.0,0.0
NA,22680157.0,Mareca penelope,2005.0,0.0
NA,22680157.0,Mareca penelope,2006.0,0.0
NA,22680157.0,Mareca penelope,2007.0,0.0
NA,22680157.0,Mareca penelope,2008.0,0.0
NA,22680157.0,Mareca penelope,2009.0,0.0
NA,22680157.0,Mareca penelope,2010.0,0.0
NA,22680157.0,Mareca penelope,2011.0,0.0
NA,22680157.0,Mareca penelope,2012.0,0.0
NA,22680157.0,Mareca penelope,2013.0,0.0
NA,22680157.0,Mareca penelope,2014.0,0.0
NA,22680157.0,Mareca penelope,2015.0,0.0
NA,22680157.0,Mareca penelope,2016.0,0.0
NA,22680163.0,Mareca americana,1965.0,0.0
NA,22680163.0,Mareca americana,1966.0,0.0
NA,22680163.0,Mareca americana,1967.0,0.0
NA,22680163.0,Mareca americana,1968.0,0.0
NA,22680163.0,Mareca americana,1969.0,0.0
NA,22680163.0,Mareca americana,1970.0,0.0
NA,22680163.0,Mareca americana,1971.0,0.0
NA,22680163.0,Mareca americana,1972.0,0.0
NA,22680163.0,Mareca americana,1973.0,0.0
NA,22680163.0,Mareca americana,1974.0,0.0
NA,22680163.0,Mareca americana,1975.0,0.0
NA,22680163.0,Mareca americana,1976.0,0.0
NA,22680163.0,Mareca americana,1977.0,0.0
NA,22680163.0,Mareca americana,1978.0,0.0
NA,22680163.0,Mareca americana,1979.0,0.0
NA,22680163.0,Mareca americana,1980.0,0.0
NA,22680163.0,Mareca americana,1981.0,0.0
NA,22680163.0,Mareca americana,1982.0,0.0
NA,22680163.0,Mareca americana,1983.0,0.0
NA,22680163.0,Mareca americana,1984.0,0.0
NA,22680163.0,Mareca americana,1985.0,0.0
NA,22680163.0,Mareca americana,1986.0,0.0
NA,22680163.0,Mareca americana,1987.0,0.0
NA,22680163.0,Mareca americana,1988.0,0.0
NA,22680163.0,Mareca americana,1989.0,0.0
NA,22680163.0,Mareca americana,1990.0,0.0
NA,22680163.0,Mareca americana,1991.0,0.0
NA,22680163.0,Mareca americana,1992.0,0.0
NA,22680163.0,Mareca americana,1993.0,0.0
NA,22680163.0,Mareca americana,1994.0,0.0
NA,22680163.0,Mareca americana,1995.0,0.0
NA,22680163.0,Mareca americana,1996.0,0.0
NA,22680163.0,Mareca americana,1997.0,0.0
NA,22680163.0,Mareca americana,1998.0,0.0
NA,22680163.0,Mareca americana,1999.0,0.0
NA,22680163.0,Mareca americana,2e3,0.0
NA,22680163.0,Mareca americana,2001.0,0.0
NA,22680163.0,Mareca americana,2002.0,0.0
NA,22680163.0,Mareca americana,2003.0,0.0
NA,22680163.0,Mareca americana,2004.0,0.0
NA,22680163.0,Mareca americana,2005.0,0.0
NA,22680163.0,Mareca americana,2006.0,0.0
NA,22680163.0,Mareca americana,2007.0,0.0
NA,22680163.0,Mareca americana,2008.0,0.0
NA,22680163.0,Mareca americana,2009.0,0.0
NA,22680163.0,Mareca americana,2010.0,0.0
NA,22680163.0,Mareca americana,2011.0,0.0
NA,22680163.0,Mareca americana,2012.0,0.0
NA,22680163.0,Mareca americana,2013.0,0.0
NA,22680163.0,Mareca americana,2014.0,0.0
NA,22680163.0,Mareca americana,2015.0,0.0
NA,22680163.0,Mareca americana,2016.0,0.0
NA,22680229.0,Spatula discors,1965.0,0.0
NA,22680229.0,Spatula discors,1966.0,0.0
NA,22680229.0,Spatula discors,1967.0,0.0
NA,22680229.0,Spatula discors,1968.0,0.0
NA,22680229.0,Spatula discors,1969.0,0.0
NA,22680229.0,Spatula discors,1970.0,0.0
NA,22680229.0,Spatula discors,1971.0,0.0
NA,22680229.0,Spatula discors,1972.0,0.0
NA,22680229.0,Spatula discors,1973.0,0.0
NA,22680229.0,Spatula discors,1974.0,0.0
NA,22680229.0,Spatula discors,1975.0,0.0
NA,22680229.0,Spatula discors,1976.0,0.0
NA,22680229.0,Spatula discors,1977.0,0.0
NA,22680229.0,Spatula discors,1978.0,0.0
NA,22680229.0,Spatula discors,1979.0,0.0
NA,22680229.0,Spatula discors,1980.0,0.0
NA,22680229.0,Spatula discors,1981.0,0.0
NA,22680229.0,Spatula discors,1982.0,0.0
NA,22680229.0,Spatula discors,1983.0,0.0
NA,22680229.0,Spatula discors,1984.0,0.0
NA,22680229.0,Spatula discors,1985.0,0.0
NA,22680229.0,Spatula discors,1986.0,0.0
NA,22680229.0,Spatula discors,1987.0,0.0
NA,22680229.0,Spatula discors,1988.0,0.0
NA,22680229.0,Spatula discors,1989.0,0.0
NA,22680229.0,Spatula discors,1990.0,0.0
NA,22680229.0,Spatula discors,1991.0,0.0
NA,22680229.0,Spatula discors,1992.0,0.0
NA,22680229.0,Spatula discors,1993.0,0.0
NA,22680229.0,Spatula discors,1994.0,0.0
NA,22680229.0,Spatula discors,1995.0,0.0
NA,22680229.0,Spatula discors,1996.0,0.0
NA,22680229.0,Spatula discors,1997.0,0.0
NA,22680229.0,Spatula discors,1998.0,0.0
NA,22680229.0,Spatula discors,1999.0,0.0
NA,22680229.0,Spatula discors,2e3,0.0
NA,22680229.0,Spatula discors,2001.0,0.0
NA,22680229.0,Spatula discors,2002.0,0.0
NA,22680229.0,Spatula discors,2003.0,0.0
NA,22680229.0,Spatula discors,2004.0,0.0
NA,22680229.0,Spatula discors,2005.0,0.0
NA,22680229.0,Spatula discors,2006.0,0.0
NA,22680229.0,Spatula discors,2007.0,0.0
NA,22680229.0,Spatula discors,2008.0,0.0
NA,22680229.0,Spatula discors,2009.0,0.0
NA,22680229.0,Spatula discors,2010.0,0.0
NA,22680229.0,Spatula discors,2011.0,0.0
NA,22680229.0,Spatula discors,2012.0,0.0
NA,22680229.0,Spatula discors,2013.0,0.0
NA,22680229.0,Spatula discors,2014.0,0.0
NA,22680229.0,Spatula discors,2015.0,0.0
NA,22680229.0,Spatula discors,2016.0,0.0
NA,22680247.0,Spatula clypeata,1965.0,0.0
NA,22680247.0,Spatula clypeata,1966.0,0.0
NA,22680247.0,Spatula clypeata,1967.0,0.0
NA,22680247.0,Spatula clypeata,1968.0,0.0
NA,22680247.0,Spatula clypeata,1969.0,0.0
NA,22680247.0,Spatula clypeata,1970.0,0.0
NA,22680247.0,Spatula clypeata,1971.0,0.0
NA,22680247.0,Spatula clypeata,1972.0,0.0
NA,22680247.0,Spatula clypeata,1973.0,0.0
NA,22680247.0,Spatula clypeata,1974.0,0.0
NA,22680247.0,Spatula clypeata,1975.0,0.0
