year,stock,E_Et,rgn_id
2005,FRS ES,0.57602,1
2005,FRS ES,0.57602,2
2005,FRS ES,0.57602,3
2005,FRS ES,0.57602,4
2005,FRS ES,0.57602,5
2005,FRS ES,0.57602,6
2005,FRS ES,0.57602,8
2006,FRS ES,0.66667,1
2006,FRS ES,0.66667,2
2006,FRS ES,0.66667,3
2006,FRS ES,0.66667,4
2006,FRS ES,0.66667,5
2006,FRS ES,0.66667,6
2006,FRS ES,0.66667,8
2007,FRS ES,0.40769,1
2007,FRS ES,0.40769,2
2007,FRS ES,0.40769,3
2007,FRS ES,0.40769,4
2007,FRS ES,0.40769,5
2007,FRS ES,0.40769,6
2007,FRS ES,0.40769,8
2008,FRS ES,0.87683,1
2008,FRS ES,0.87683,2
2008,FRS ES,0.87683,3
2008,FRS ES,0.87683,4
2008,FRS ES,0.87683,5
2008,FRS ES,0.87683,6
2008,FRS ES,0.87683,8
2009,FRS ES,0.54878,1
2009,FRS ES,0.54878,2
2009,FRS ES,0.54878,3
2009,FRS ES,0.54878,4
2009,FRS ES,0.54878,5
2009,FRS ES,0.54878,6
2009,FRS ES,0.54878,8
2010,FRS ES,0.57483,1
2010,FRS ES,0.57483,2
2010,FRS ES,0.57483,3
2010,FRS ES,0.57483,4
2010,FRS ES,0.57483,5
2010,FRS ES,0.57483,6
2010,FRS ES,0.57483,8
2011,FRS ES,0.03774,1
2011,FRS ES,0.03774,2
2011,FRS ES,0.03774,3
2011,FRS ES,0.03774,4
2011,FRS ES,0.03774,5
2011,FRS ES,0.03774,6
2011,FRS ES,0.03774,8
2012,FRS ES,0.35405,1
2012,FRS ES,0.35405,2
2012,FRS ES,0.35405,3
2012,FRS ES,0.35405,4
2012,FRS ES,0.35405,5
2012,FRS ES,0.35405,6
2012,FRS ES,0.35405,8
2015,FRS ES,0.35192,1
2015,FRS ES,0.35192,2
2015,FRS ES,0.35192,3
2015,FRS ES,0.35192,4
2015,FRS ES,0.35192,5
2015,FRS ES,0.35192,6
2015,FRS ES,0.35192,8
2005,FRS ESum,0.69783,1
2005,FRS ESum,0.69783,2
2005,FRS ESum,0.69783,3
2005,FRS ESum,0.69783,4
2005,FRS ESum,0.69783,5
2005,FRS ESum,0.69783,6
2005,FRS ESum,0.69783,8
2006,FRS ESum,0.53846,1
2006,FRS ESum,0.53846,2
2006,FRS ESum,0.53846,3
2006,FRS ESum,0.53846,4
2006,FRS ESum,0.53846,5
2006,FRS ESum,0.53846,6
2006,FRS ESum,0.53846,8
2007,FRS ESum,0.7069,1
2007,FRS ESum,0.7069,2
2007,FRS ESum,0.7069,3
2007,FRS ESum,0.7069,4
2007,FRS ESum,0.7069,5
2007,FRS ESum,0.7069,6
2007,FRS ESum,0.7069,8
2008,FRS ESum,1.04082,1
2008,FRS ESum,1.04082,2
2008,FRS ESum,1.04082,3
2008,FRS ESum,1.04082,4
2008,FRS ESum,1.04082,5
2008,FRS ESum,1.04082,6
2008,FRS ESum,1.04082,8
2009,FRS ESum,0.51751,1
2009,FRS ESum,0.51751,2
2009,FRS ESum,0.51751,3
2009,FRS ESum,0.51751,4
2009,FRS ESum,0.51751,5
2009,FRS ESum,0.51751,6
2009,FRS ESum,0.51751,8
2010,FRS ESum,1.27377,1
2010,FRS ESum,1.27377,2
2010,FRS ESum,1.27377,3
2010,FRS ESum,1.27377,4
2010,FRS ESum,1.27377,5
2010,FRS ESum,1.27377,6
2010,FRS ESum,1.27377,8
2011,FRS ESum,1.01238,1
2011,FRS ESum,1.01238,2
2011,FRS ESum,1.01238,3
2011,FRS ESum,1.01238,4
2011,FRS ESum,1.01238,5
2011,FRS ESum,1.01238,6
2011,FRS ESum,1.01238,8
2012,FRS ESum,1.28854,1
2012,FRS ESum,1.28854,2
2012,FRS ESum,1.28854,3
2012,FRS ESum,1.28854,4
2012,FRS ESum,1.28854,5
2012,FRS ESum,1.28854,6
2012,FRS ESum,1.28854,8
2015,FRS ESum,1.01194,1
2015,FRS ESum,1.01194,2
2015,FRS ESum,1.01194,3
2015,FRS ESum,1.01194,4
2015,FRS ESum,1.01194,5
2015,FRS ESum,1.01194,6
2015,FRS ESum,1.01194,8
2005,FRS Sum,0.72741,1
2005,FRS Sum,0.72741,2
2005,FRS Sum,0.72741,3
2005,FRS Sum,0.72741,4
2005,FRS Sum,0.72741,5
2005,FRS Sum,0.72741,6
2005,FRS Sum,0.72741,8
2006,FRS Sum,0.41859,1
2006,FRS Sum,0.41859,2
2006,FRS Sum,0.41859,3
2006,FRS Sum,0.41859,4
2006,FRS Sum,0.41859,5
2006,FRS Sum,0.41859,6
2006,FRS Sum,0.41859,8
2007,FRS Sum,0.71833,1
2007,FRS Sum,0.71833,2
2007,FRS Sum,0.71833,3
2007,FRS Sum,0.71833,4
2007,FRS Sum,0.71833,5
2007,FRS Sum,0.71833,6
2007,FRS Sum,0.71833,8
2008,FRS Sum,1.08538,1
2008,FRS Sum,1.08538,2
2008,FRS Sum,1.08538,3
2008,FRS Sum,1.08538,4
2008,FRS Sum,1.08538,5
