rgn_id,year,a_tot_inland
1,1980,13739.5
1,1981,13739.5
1,1982,13739.5
1,1983,13739.5
1,1984,13739.5
1,1985,13739.5
1,1986,13739.5
1,1987,13739.5
1,1988,13739.5
1,1989,13739.5
1,1990,13739.5
1,1991,13739.5
1,1992,13739.5
1,1993,13739.5
1,1994,13739.5
1,1995,13739.5
1,1996,13739.5
1,1997,13739.5
1,1998,13739.5
1,1999,13739.5
1,2e3,13739.5
1,2001,13739.5
1,2002,13739.5
1,2003,13739.5
1,2004,13739.5
1,2005,13739.5
1,2006,13739.5
1,2007,13739.5
1,2008,13739.5
1,2009,13739.5
1,2010,13739.5
1,2011,13739.5
1,2012,13739.5
1,2013,13739.5
1,2014,13739.5
1,2015,13739.5
1,2016,13739.5
2,1980,7983.75
2,1981,7983.75
2,1982,7983.75
2,1983,7983.75
2,1984,7983.75
2,1985,7983.75
2,1986,7983.75
2,1987,7983.75
2,1988,7983.75
2,1989,7983.75
2,1990,7983.75
2,1991,7983.75
2,1992,7983.75
2,1993,7983.75
2,1994,7983.75
2,1995,7983.75
2,1996,7983.75
2,1997,7983.75
2,1998,7983.75
2,1999,7983.75
2,2e3,7983.75
2,2001,7983.75
2,2002,7983.75
2,2003,7983.75
2,2004,7983.75
2,2005,7983.75
2,2006,7983.75
2,2007,7983.75
2,2008,7983.75
2,2009,7983.75
2,2010,7983.75
2,2011,7983.75
2,2012,7983.75
2,2013,7983.75
2,2014,7983.75
2,2015,7983.75
2,2016,7983.75
3,1980,12843.25
3,1981,12843.25
3,1982,12843.25
3,1983,12843.25
3,1984,12843.25
3,1985,12843.25
3,1986,12843.25
3,1987,12843.25
3,1988,12843.25
3,1989,12843.25
3,1990,12843.25
3,1991,12843.25
3,1992,12843.25
3,1993,12843.25
3,1994,12843.25
3,1995,12843.25
3,1996,12843.25
3,1997,12843.25
3,1998,12843.25
3,1999,12843.25
3,2e3,12843.25
3,2001,12843.25
3,2002,12843.25
3,2003,12843.25
3,2004,12843.25
3,2005,12843.25
3,2006,12843.25
3,2007,12843.25
3,2008,12843.25
3,2009,12843.25
3,2010,12843.25
3,2011,12843.25
3,2012,12843.25
3,2013,12843.25
3,2014,12843.25
3,2015,12843.25
3,2016,12843.25
4,1980,12519.5
4,1981,12519.5
4,1982,12519.5
4,1983,12519.5
4,1984,12519.5
4,1985,12519.5
4,1986,12519.5
4,1987,12519.5
4,1988,12519.5
4,1989,12519.5
4,1990,12519.5
4,1991,12519.5
4,1992,12519.5
4,1993,12519.5
4,1994,12519.5
4,1995,12519.5
4,1996,12519.5
4,1997,12519.5
4,1998,12519.5
4,1999,12519.5
4,2e3,12519.5
4,2001,12519.5
4,2002,12519.5
4,2003,12519.5
4,2004,12519.5
4,2005,12519.5
4,2006,12519.5
4,2007,12519.5
4,2008,12519.5
4,2009,12519.5
4,2010,12519.5
4,2011,12519.5
4,2012,12519.5
4,2013,12519.5
4,2014,12519.5
4,2015,12519.5
4,2016,12519.5
5,1980,8465.5
5,1981,8465.5
5,1982,8465.5
5,1983,8465.5
5,1984,8465.5
5,1985,8465.5
5,1986,8465.5
5,1987,8465.5
5,1988,8465.5
5,1989,8465.5
5,1990,8465.5
5,1991,8465.5
5,1992,8465.5
5,1993,8465.5
5,1994,8465.5
5,1995,8465.5
5,1996,8465.5
5,1997,8465.5
5,1998,8465.5
5,1999,8465.5
5,2e3,8465.5
5,2001,8465.5
5,2002,8465.5
5,2003,8465.5
5,2004,8465.5
5,2005,8465.5
5,2006,8465.5
5,2007,8465.5
5,2008,8465.5
5,2009,8465.5
5,2010,8465.5
5,2011,8465.5
5,2012,8465.5
5,2013,8465.5
5,2014,8465.5
5,2015,8465.5
5,2016,8465.5
6,1980,10649.75
6,1981,10649.75
6,1982,10649.75
6,1983,10649.75
6,1984,10649.75
6,1985,10649.75
6,1986,10649.75
6,1987,10649.75
6,1988,10649.75
6,1989,10649.75
6,1990,10649.75
6,1991,10649.75
6,1992,10649.75
6,1993,10649.75
6,1994,10649.75
6,1995,10649.75
6,1996,10649.75
6,1997,10649.75
6,1998,10649.75
6,1999,10649.75
6,2e3,10649.75
6,2001,10649.75
6,2002,10649.75
6,2003,10649.75
6,2004,10649.75
6,2005,10649.75
6,2006,10649.75
6,2007,10649.75
6,2008,10649.75
6,2009,10649.75
6,2010,10649.75
6,2011,10649.75
6,2012,10649.75
6,2013,10649.75
6,2014,10649.75
6,2015,10649.75
6,2016,10649.75
8,1980,1137.75
8,1981,1137.75
8,1982,1137.75
8,1983,1137.75
8,1984,1137.75
8,1985,1137.75
8,1986,1137.75
8,1987,1137.75
8,1988,1137.75
8,1989,1137.75
8,1990,1137.75
8,1991,1137.75
8,1992,1137.75
8,1993,1137.75
8,1994,1137.75
8,1995,1137.75
8,1996,1137.75
8,1997,1137.75
8,1998,1137.75
8,1999,1137.75
8,2e3,1137.75
8,2001,1137.75
8,2002,1137.75
8,2003,1137.75
8,2004,1137.75
8,2005,1137.75
8,2006,1137.75
8,2007,1137.75
8,2008,1137.75
8,2009,1137.75
8,2010,1137.75
8,2011,1137.75
8,2012,1137.75
8,2013,1137.75
8,2014,1137.75
8,2015,1137.75
8,2016,1137.75
