rgn_id,year,a_prot_3nm
1,1980.0,6.25
1,1981.0,6.25
1,1982.0,6.25
1,1983.0,6.25
1,1984.0,6.25
1,1985.0,6.25
1,1986.0,6.25
1,1987.0,6.25
1,1988.0,6.25
1,1989.0,6.25
1,1990.0,6.25
1,1991.0,6.25
1,1992.0,6.25
1,1993.0,13.25
1,1994.0,18.5
1,1995.0,18.5
1,1996.0,18.5
1,1997.0,18.5
1,1998.0,18.5
1,1999.0,18.5
1,2e3,18.5
1,2001.0,18.5
1,2002.0,18.5
1,2003.0,18.5
1,2004.0,41.25
1,2005.0,41.25
1,2006.0,339.5
1,2007.0,348.25
1,2008.0,548.25
1,2009.0,548.25
1,2010.0,548.25
1,2011.0,548.25
1,2012.0,548.25
1,2013.0,548.25
1,2014.0,548.25
1,2015.0,548.25
1,2016.0,548.25
2,1980.0,36.75
2,1981.0,36.75
2,1982.0,36.75
2,1983.0,36.75
2,1984.0,36.75
2,1985.0,36.75
2,1986.0,36.75
2,1987.0,36.75
2,1988.0,36.75
2,1989.0,36.75
2,1990.0,36.75
2,1991.0,36.75
2,1992.0,36.75
2,1993.0,36.75
2,1994.0,36.75
2,1995.0,36.75
2,1996.0,43.0
2,1997.0,43.0
2,1998.0,43.0
2,1999.0,43.0
2,2e3,43.0
2,2001.0,43.0
2,2002.0,43.0
2,2003.0,43.0
2,2004.0,43.0
2,2005.0,43.0
2,2006.0,43.0
2,2007.0,43.0
2,2008.0,1674.75
2,2009.0,1674.75
2,2010.0,3961.75
2,2011.0,3961.75
2,2012.0,3961.75
2,2013.0,3961.75
2,2014.0,3961.75
2,2015.0,3961.75
2,2016.0,3961.75
3,1980.0,9.25
3,1981.0,9.25
3,1982.0,9.25
3,1983.0,9.25
3,1984.0,9.25
3,1985.0,9.25
3,1986.0,9.25
3,1987.0,84.0
3,1988.0,84.0
3,1989.0,84.0
3,1990.0,84.0
3,1991.0,84.0
3,1992.0,99.5
3,1993.0,99.5
3,1994.0,99.5
3,1995.0,99.5
3,1996.0,99.5
3,1997.0,99.5
3,1998.0,99.5
3,1999.0,99.5
3,2e3,99.5
3,2001.0,99.5
3,2002.0,99.5
3,2003.0,99.5
3,2004.0,99.5
3,2005.0,99.5
3,2006.0,104.5
3,2007.0,116.25
3,2008.0,782.25
3,2009.0,782.25
3,2010.0,782.25
3,2011.0,782.25
3,2012.0,782.25
3,2013.0,782.25
3,2014.0,782.25
3,2015.0,782.25
3,2016.0,782.25
4,1980.0,75.25
4,1981.0,75.25
4,1982.0,87.75
4,1983.0,87.75
4,1984.0,87.75
4,1985.0,87.75
4,1986.0,103.75
4,1987.0,103.75
4,1988.0,108.25
4,1989.0,108.25
4,1990.0,111.25
4,1991.0,111.25
4,1992.0,216.5
4,1993.0,216.5
