year,cpi
1996,67.8425424933049
1997,69.47423074821009
1998,71.10591900311526
1999,72.35202492211837
2e3,74.29906542056075
2001,76.16822429906541
2002,77.8816199376947
2003,80.06230529595015
2004,81.54205607476635
2005,83.33333333333333
2006,84.96884735202492
2007,86.83800623052959
2008,88.86292834890965
2009,89.09657320872273
2010,90.73208722741433
2011,93.38006230529595
2012,94.78193146417445
2013,95.6386292834891
2014,97.50778816199376
2015,98.59813084112149
2016,100
