sgc,name,type,pop,prev_pop,year
5909836,Boston Bar 1A,IRI,0,0,2011
5909837,Cheam 1,IRI,223,205,2011
5909838,Schelowat 1,IRI,10,5,2011
5909839,Chehalis 5,IRI,537,560,2011
5909841,Stullawheets 8,IRI,48,54,2011
5909842,Douglas 8,IRI,10,10,2011
5909843,Peters 1,IRI,27,43,2011
5909844,Popkum 1,IRI,5,15,2011
5909845,Skookumchuck 4,IRI,94,72,2011
5909847,Bucktum 4,IRI,5,0,2011
5909848,Tipella 7,IRI,26,34,2011
5909849,Skwahla 2,IRI,0,0,2011
5909852,Paqulh,IRI,0,10,2011
5909875,Q'alatk�7em,IRI,84,71,2011
5909876,Albert Flat 5,IRI,15,15,2011
5909877,Upper Sumas 6,IRI,187,182,2011
5909878,Matsqui Main 2,IRI,81,75,2011
5909879,Holachten 8,IRI,316,266,2011
5909880,Lakahahmen 11,IRI,185,214,2011
5909881,Skweahm 10,IRI,292,304,2011
5909882,Squawkum Creek 3,IRI,108,97,2011
5909883,Sachteen,IRI,5,0,2011
5909884,Skowkale,IRI,795,638,2011
5909885,Squiaala,IRI,80,114,2011
5915001,Langley,DM,104177,93726,2011
5915002,Langley,CY,25081,23606,2011
5915004,Surrey,CY,468251,394976,2011
5915007,White Rock,CY,19339,18755,2011
5915011,Delta,DM,99863,96635,2011
5915015,Richmond,CY,190473,174461,2011
5915020,Greater Vancouver A,RDA,13035,11050,2011
5915022,Vancouver,CY,603502,578041,2011
5915025,Burnaby,CY,223218,202799,2011
5915029,New Westminster,CY,65976,58549,2011
5915034,Coquitlam,CY,126456,114565,2011
5915036,Belcarra,VL,644,676,2011
5915038,Anmore,VL,2092,1785,2011
5915039,Port Coquitlam,CY,56342,52687,2011
5915043,Port Moody,CY,32975,27512,2011
5915046,North Vancouver,DM,84412,82562,2011
5915051,North Vancouver,CY,48196,45165,2011
5915055,West Vancouver,DM,42694,42131,2011
5915062,Bowen Island,IM,3402,3362,2011
5915065,Lions Bay,VL,1318,1328,2011
5915070,Pitt Meadows,CY,17736,15623,2011
5915075,Maple Ridge,DM,76052,68949,2011
5915801,Semiahmoo,IRI,108,109,2011
5915802,Tsawwassen,IRI,720,762,2011
5915803,Musqueam 2,IRI,1569,1371,2011
5915804,Coquitlam 2,IRI,5,5,2011
5915805,Coquitlam 1,IRI,39,24,2011
5915806,Burrard Inlet 3,IRI,1472,1405,2011
5915807,Mission 1,IRI,574,569,2011
5915808,Capilano 5,IRI,2700,2492,2011
5915809,Barnston Island 3,IRI,0,49,2011
5915810,Musqueam 4,IRI,5,5,2011
5915811,Seymour Creek 2,IRI,107,75,2011
5915813,Katzie 2,IRI,0,37,2011
5915816,McMillan Island 6,IRI,68,63,2011
5915825,Matsqui 4,IRI,498,426,2011
5915830,Katzie 1,IRI,229,246,2011
5915835,Langley 5,IRI,0,0,2011
5915840,Whonnock 1,IRI,0,0,2011
5917005,North Saanich,DM,11089,10823,2011
5917010,Sidney,T,11178,11315,2011
5917015,Central Saanich,DM,15936,15745,2011
5917021,Saanich,DM,109752,108265,2011
5917027,Capital F,RDA,10234,9640,2011
5917029,Capital G,RDA,4868,5101,2011
5917030,Oak Bay,DM,18015,17908,2011
5917034,Victoria,CY,80017,78057,2011
5917040,Esquimalt,DM,16209,16840,2011
5917041,Colwood,CY,16093,14687,2011
5917042,Metchosin,DM,4803,4795,2011
5917044,Langford,CY,29228,22459,2011
5917047,View Royal,T,9381,8768,2011
5917049,Highlands,DM,2120,1903,2011
5917052,Sooke,DM,11435,9699,2011
5917054,Capital H (Part 1),RDA,4173,4250,2011
5917056,Capital H (Part 2),RDA,178,234,2011
5917801,Cole Bay 3,IRI,322,258,2011
5917802,Union Bay 4,IRI,116,111,2011
5917803,East Saanich 2,IRI,1709,1637,2011
5917804,South Saanich 1,IRI,818,571,2011
5917805,Galiano Island 9,IRI,0,0,2011
5917809,Becher Bay 1,IRI,324,140,2011
5917811,Esquimalt,IRI,NA,NA,2011
5917812,New Songhees 1A,IRI,1678,1643,2011
5917815,Gordon River 2,IRI,96,101,2011
5917819,T'Sou-ke,IRI,219,214,2011
5919008,North Cowichan,DM,28807,27557,2011
5919012,Duncan,CY,4932,4986,2011
5919013,Cowichan Valley D,RDA,2971,2823,2011
5919015,Cowichan Valley G,RDA,2221,2249,2011
5919016,Lake Cowichan,T,2974,3012,2011
5919017,Cowichan Valley H,RDA,2332,2269,2011
5919021,Ladysmith,T,7921,7538,2011
5919033,Cowichan Valley F,RDA,1649,1685,2011
5919035,Cowichan Valley I,RDA,1111,1171,2011
5919043,Cowichan Valley A,RDA,4393,4073,2011
5919046,Cowichan Valley B,RDA,8127,7562,2011
5919049,Cowichan Valley C,RDA,4796,4530,2011
5919051,Cowichan Valley E,RDA,3854,3878,2011
5919801,Halalt 2,IRI,160,152,2011
5919802,Squaw-hay-one 11,IRI,40,43,2011
5919803,Tsussie 6,IRI,88,73,2011
5919804,Chemainus 13,IRI,683,684,2011
5919808,Kil-pah-las 3,IRI,0,5,2011
5919809,Kuper Island 7,IRI,446,361,2011
5919811,Shingle Point 4,IRI,0,0,2011
5919812,Cowichan Lake,IRI,33,15,2011
5919814,Malachan 11,IRI,162,199,2011
5919815,Malahat 11,IRI,102,90,2011
5919816,Oyster Bay 12,IRI,89,89,2011
5919817,Portier Pass 5,IRI,0,0,2011
5919818,Theik 2,IRI,31,41,2011
5919820,Est-Patrolas 4,IRI,41,15,2011
5919821,Tzart-Lam 5,IRI,32,32,2011
5919822,Cowichan,IRI,2337,1797,2011
5921007,Nanaimo,CY,83810,78692,2011
5921008,Lantzville,DM,3601,3661,2011
5921010,Nanaimo A,RDA,6908,6751,2011
5921014,Nanaimo B,RDA,4045,4050,2011
5921016,Nanaimo C,RDA,2834,2508,2011
5921018,Parksville,CY,11977,10993,2011
5921023,Qualicum Beach,T,8687,8502,2011
5921030,Nanaimo E,RDA,5674,5462,2011
5921032,Nanaimo F,RDA,7422,6680,2011
5921034,Nanaimo G,RDA,7158,7023,2011
5921036,Nanaimo H,RDA,3509,3474,2011
5921804,Nanaimo Town 1,IRI,377,279,2011
5921805,Nanoose,IRI,204,191,2011
5921806,Qualicum,IRI,81,86,2011
5921807,Nanaimo River,IRI,287,279,2011
5923008,Port Alberni,CY,17743,17548,2011
5923019,Ucluelet,DM,1627,1487,2011
5923025,Tofino,DM,1876,1655,2011
5923033,Alberni-Clayoquot B,RDA,456,476,2011
5923035,Alberni-Clayoquot D,RDA,1701,2027,2011
5923037,Alberni-Clayoquot E,RDA,2885,2822,2011
5923039,Alberni-Clayoquot F,RDA,1916,1882,2011
5923047,Alberni-Clayoquot A,RDA,192,303,2011
5923049,Alberni-Clayoquot C,RDA,433,401,2011
5923801,Ahahswinis 1,IRI,160,148,2011
5923802,Alberni 2,IRI,10,5,2011
5923803,Anacla 12,IRI,73,95,2011
5923804,Clakamucus 2,IRI,0,5,2011
5923805,Elhlateese 2,IRI,19,27,2011
5923806,Hesquiat 1,IRI,5,10,2011
5923807,Ittatsoo 1,IRI,240,200,2011
5923808,Marktosis 15,IRI,695,661,2011
5923809,Numukamis 1,IRI,10,5,2011
5923810,Macoah 1,IRI,22,19,2011
5923813,Opitsat 1,IRI,156,174,2011
5923814,Sachsa 4,IRI,0,0,2011
5923816,Tsahaheh 1,IRI,584,425,2011
5923822,Klehkoot 2,IRI,10,10,2011
5923823,Esowista 3,IRI,176,160,2011
5923824,Refuge Cove 6,IRI,72,103,2011
5923825,Tin Wis 11,IRI,0,16,2011
5924025,Gold River,VL,1267,1362,2011
5924029,Zeballos,VL,125,189,2011
5924030,Tahsis,VL,316,366,2011
5924034,Campbell River,CY,31186,29572,2011
5924039,Sayward,VL,317,341,2011
5924042,Strathcona D (Oyster Bay - Buttle Lake),RDA,4037,4326,2011
5924048,Strathcona A,RDA,807,829,2011
5924052,Strathcona B,RDA,1007,1042,2011
5924054,Strathcona C,RDA,2601,2472,2011
5924803,Ahaminaquus 12,IRI,0,0,2011
5924804,Campbell River 11,IRI,424,381,2011
5924805,Chenahkint 12,IRI,0,10,2011
5924806,Houpsitas 6,IRI,182,182,2011
5924812,Quinsam 12,IRI,246,208,2011
5924813,Village Island 1,IRI,0,0,2011
5924814,Yuquot 1,IRI,10,5,2011
5924817,Cape Mudge 10,IRI,143,175,2011
5924818,Squirrel Cove 8,IRI,0,5,2011
5924820,Tork 7,IRI,47,74,2011
5924833,Oclucje 7,IRI,30,54,2011
5924835,Tsa Xana 18,IRI,234,221,2011
5924836,Ehatis 11,IRI,70,79,2011
5924840,Homalco 9,IRI,203,220,2011
5926005,Comox,T,13627,12385,2011
5926010,Courtenay,CY,24099,22021,2011
5926014,Cumberland,VL,3398,2762,2011
5926021,Comox Valley A,RDA,6899,6973,2011
5926022,Comox Valley B (Lazo North),RDA,6939,6970,2011
5926024,Comox Valley C (Puntledge - Black Creek),RDA,8325,8099,2011
5926801,Comox 1,IRI,251,272,2011
5926802,Pentledge 2,IRI,0,0,2011
5927008,Powell River,CY,13165,12957,2011
5927010,Powell River A,RDA,1008,914,2011
5927012,Powell River B,RDA,1488,1489,2011
5927016,Powell River C,RDA,2014,2074,2011
5927018,Powell River D,RDA,1053,1107,2011
5927020,Powell River E,RDA,426,359,2011
5927802,Sliammon 1,IRI,730,682,2011
5927806,Sechelt (Part),IGD,22,17,2011
5929005,Gibsons,T,4437,4182,2011
5929011,Sechelt,DM,9291,8454,2011
5929018,Sunshine Coast A,RDA,2678,2624,2011
5929022,Sunshine Coast B,RDA,2675,2558,2011
5929024,Sunshine Coast D,RDA,3244,3307,2011
5929026,Sunshine Coast E,RDA,3482,3552,2011
5929028,Sunshine Coast F,RDA,2015,2235,2011
5929801,Chekwelp 26,IRI,0,20,2011
5929803,Sechelt (Part),IGD,797,827,2011
5931006,Squamish,DM,17158,14949,2011
5931012,Pemberton,VL,2369,2192,2011
5931017,Squamish-Lillooet C,RDA,1804,1887,2011
5931020,Whistler,DM,9824,9248,2011
5931021,Squamish-Lillooet D,RDA,836,839,2011
5931026,Lillooet,DM,2322,2324,2011
5931032,Squamish-Lillooet A,RDA,224,207,2011
5931034,Squamish-Lillooet B,RDA,359,575,2011
5931801,Cheakamus 11,IRI,56,82,2011
5931802,Kowtain 17,IRI,37,34,2011
5931806,Seaichem 16,IRI,53,54,2011
5931807,Stawamus 24,IRI,97,96,2011
5931808,Waiwakum 14,IRI,111,103,2011
5931809,Yekwaupsum 18,IRI,23,20,2011
5931812,Nesuch 3,IRI,110,116,2011
5931813,Bridge River 1,IRI,236,208,2011
5931814,Cayoosh Creek 1,IRI,54,52,2011
5931815,Chilhil 6,IRI,70,51,2011
5931816,Fountain  1,IRI,130,165,2011
5931817,Fountain  3,IRI,10,5,2011
5931818,Fountain 10,IRI,5,0,2011
5931819,Fountain 11,IRI,0,10,2011
5931820,Fountain 12,IRI,15,5,2011
5931821,Lillooet 1,IRI,222,195,2011
5931822,Fountain Creek 8,IRI,5,5,2011
5931823,McCartney's Flat 4,IRI,32,49,2011
5931824,Seton Lake 5,IRI,5,5,2011
5931826,Necait 6,IRI,16,16,2011
5931827,Nesikep 6,IRI,5,0,2011
5931828,Pashilqua 2,IRI,30,39,2011
5931829,Pavilion 1,IRI,51,56,2011
5931831,Slosh 1,IRI,223,227,2011
5931832,Towinock 2,IRI,5,5,2011
5931833,Mission 5,IRI,25,51,2011
5931842,Fountain  1B,IRI,51,0,2011
5931843,Mount Currie,IRI,1306,1181,2011
5931844,Nequatque,IRI,292,174,2011
5933006,Merritt,CY,7113,6998,2011
5933008,Thompson-Nicola M,RDA,1823,1797,2011
5933012,Thompson-Nicola N,RDA,749,839,2011
5933015,Lytton,VL,228,235,2011
5933019,Ashcroft,VL,1628,1664,2011
5933024,Cache Creek,VL,1040,1037,2011
5933028,Clinton,VL,636,598,2011
5933032,Thompson-Nicola E (Bonaparte Plateau),RDA,1074,1384,2011
5933035,Logan Lake,DM,2073,2162,2011
5933037,Thompson-Nicola I (Blue Sky Country),RDA,1256,1271,2011
5933039,Thompson-Nicola J (Copper Desert Country),RDA,1560,1609,2011
5933042,Kamloops,CY,85678,80376,2011
5933044,Thompson-Nicola P (Rivers and the Peaks),RDA,3620,3655,2011
5933045,Sun Peaks Mountain,VL,371,426,2011
5933054,Chase,VL,2495,2409,2011
5933060,Thompson-Nicola L,RDA,3049,2981,2011
5933067,Clearwater,DM,2331,2225,2011
5933068,Thompson-Nicola A (Wells Gray Country),RDA,1536,1672,2011
5933070,Thompson-Nicola B (Thompson Headwaters),RDA,283,269,2011
5933072,Thompson-Nicola O (Lower North Thompson),RDA,1335,1546,2011
5933074,Barriere,DM,1773,1432,2011
5933801,Coldwater 1,IRI,349,254,2011
5933802,Douglas Lake 3,IRI,158,204,2011
5933803,Hamilton Creek 2,IRI,0,0,2011
5933805,Joeyaska 2,IRI,44,44,2011
5933806,Nicola Lake 1,IRI,144,153,2011
5933807,Nicola Mameet 1,IRI,603,483,2011
5933808,Nooaitch 10,IRI,127,120,2011
5933809,Paul's Basin 2,IRI,36,34,2011
5933810,Chuchhraischin,IRI,0,0,2011
5933811,Zoht 4,IRI,25,25,2011
5933812,Bonaparte 3,IRI,138,127,2011
5933813,Halhalaeden,IRI,5,5,2011
5933814,Canoe Creek 1,IRI,97,57,2011
5933817,Skeetchestn,IRI,253,258,2011
5933819,High Bar 1,IRI,5,0,2011
5933821,Canoe Creek 2,IRI,0,5,2011
5933823,Kitzowit 20,IRI,20,39,2011
5933824,Skuppah 2A,IRI,0,0,2011
5933825,Inklyuhkinatko 2,IRI,41,40,2011
5933828,Basque 18,IRI,5,5,2011
5933829,Klahkamich 17,IRI,52,60,2011
5933830,Klahkowit 5,IRI,0,0,2011
5933831,Kleetlekut 22,IRI,5,5,2011
5933832,Klickkumcheen 18,IRI,87,104,2011
5933833,Inkluckcheen,IRI,199,186,2011
5933834,Kumcheen 1,IRI,39,42,2011
5933836,Lower Hat Creek 2,IRI,54,50,2011
5933837,Peq-Paq 22,IRI,0,0,2011
5933838,Neskonlith,IRI,237,206,2011
5933839,Lytton  4A,IRI,0,15,2011
5933840,Lytton  4E,IRI,5,0,2011
5933841,Lytton  9A,IRI,5,45,2011
5933842,Lytton  9B,IRI,0,5,2011
5933844,Ashcroft 4,IRI,76,50,2011
5933845,105 Mile Post 2,IRI,21,5,2011
5933846,Oregon Jack Creek 5,IRI,5,0,2011
5933848,Nickel Palm 4,IRI,10,5,2011
5933849,Siska Flat,IRI,106,104,2011
5933850,Nickeyeah 25,IRI,16,20,2011
5933851,Nicomen 1,IRI,64,49,2011
5933852,Nohomeen 23,IRI,5,10,2011
5933853,Nuuautin 2,IRI,128,118,2011
5933854,Paska Island 3,IRI,0,0,2011
5933855,Papyum 27,IRI,29,27,2011
5933857,Pemynoos 9,IRI,0,0,2011
5933858,Seah 5,IRI,20,10,2011
5933859,Shackan 11,IRI,55,43,2011
5933861,Kloklowuck 7,IRI,5,0,2011
5933865,Skuppah 4,IRI,5,16,2011
5933866,Skwayaynope 26,IRI,5,5,2011
5933868,Spintlum Flat 3,IRI,5,0,2011
5933870,Nkaih 10,IRI,0,0,2011
5933872,Marble Canyon 3,IRI,68,62,2011
5933873,Stryen 9,IRI,75,18,2011
5933874,Tsaukan 12,IRI,0,5,2011
5933875,Upper Hat Creek 1,IRI,29,40,2011
5933876,Upper Nepa 6,IRI,10,16,2011
5933877,Whispering Pines 4,IRI,60,64,2011
5933878,Yawaucht 11,IRI,10,5,2011
5933879,Zacht 5,IRI,25,15,2011
5933880,Kamloops 1,IRI,2577,1786,2011
5933881,Spences Bridge,IRI,0,26,2011
5933882,Kanaka Bar,IRI,15,62,2011
5933884,Sahhaltkum 4,IRI,320,310,2011
5933886,Nekalliston 2,IRI,0,0,2011
5933887,North Thompson 1,IRI,252,236,2011
5933888,Louis Creek 4,IRI,15,18,2011
5933889,Squaam 2,IRI,10,5,2011
5933895,Shawniken 4B,IRI,15,0,2011
5933896,Nekliptum  1,IRI,53,0,2011
5933897,Boothroyd 8A (Part),IRI,0,0,2011
5935010,Kelowna,CY,117312,107035,2011
5935012,Central Okanagan,RDA,3795,3650,2011
5935016,Lake Country,DM,11708,9606,2011
5935018,Peachland,DM,5200,4883,2011
5935020,Central Okanagan J,RDA,1947,1758,2011
5935029,West Kelowna,DM,30892,27214,2011
5935801,Duck Lake 7,IRI,1917,1923,2011
5935802,Tsinstikeptum  9,IRI,5882,5171,2011
5935803,Tsinstikeptum 10,IRI,1186,1036,2011
5937005,Lumby,VL,1731,1634,2011
5937010,Coldstream,DM,10314,9471,2011
5937014,Vernon,CY,38150,35979,2011
5937017,North Okanagan B,RDA,3046,3211,2011
5937021,North Okanagan C,RDA,3872,3912,2011
5937022,North Okanagan D,RDA,2848,2837,2011
5937023,North Okanagan E,RDA,939,934,2011
5937024,Spallumcheen,DM,5055,4960,2011
5937028,Armstrong,CY,4815,4241,2011
5937033,Enderby,CY,2932,2828,2011
5937041,North Okanagan F,RDA,3938,4091,2011
5937801,Okanagan (Part) 1,IRI,2604,2192,2011
5937802,Enderby 2,IRI,390,353,2011
5937803,Priest's Valley 6,IRI,598,653,2011
5937805,Harris 3,IRI,5,5,2011
5939007,Golden,T,3701,3811,2011
5939011,Columbia-Shuswap A,RDA,3065,3097,2011
5939019,Revelstoke,CY,7139,7230,2011
5939023,Columbia-Shuswap B,RDA,552,706,2011
5939032,Salmon Arm,CY,17464,16012,2011
5939037,Columbia-Shuswap C,RDA,7662,7695,2011
5939039,Columbia-Shuswap D,RDA,4047,3899,2011
5939043,Columbia-Shuswap E,RDA,1335,1528,2011
5939044,Columbia-Shuswap F,RDA,2368,2731,2011
5939045,Sicamous,DM,2441,2676,2011
5939801,Chum Creek 2,IRI,51,78,2011
5939802,Hustalen 1,IRI,26,73,2011
5939803,North Bay 5,IRI,75,66,2011
5939804,Okanagan (Part) 1,IRI,69,92,2011
5939805,Quaaout 1,IRI,234,186,2011
5939806,Salmon River 1,IRI,45,53,2011
5939807,Scotch Creek 4,IRI,19,15,2011
5939808,Switsemalph 3,IRI,90,63,2011
5939811,Switsemalph,IRI,129,130,2011
5941005,One Hundred Mile House,DM,1886,1885,2011
5941009,Williams Lake,CY,10832,10744,2011
5941010,Cariboo D,RDA,2988,3073,2011
5941012,Cariboo E,RDA,4129,4336,2011
5941013,Quesnel,CY,10007,9326,2011
5941014,Cariboo F,RDA,4564,4384,2011
5941015,Cariboo G,RDA,4955,4974,2011
5941016,Cariboo H,RDA,1569,1744,2011
5941017,Cariboo L,RDA,4177,4316,2011
5941019,Cariboo A,RDA,6250,5859,2011
5941021,Cariboo B,RDA,4006,3858,2011
5941025,Wells,DM,245,236,2011
5941026,Cariboo C,RDA,1225,1164,2011
5941027,Cariboo I,RDA,1511,1661,2011
5941039,Cariboo J,RDA,600,808,2011
5941041,Cariboo K,RDA,494,552,2011
5941801,Alkali Lake 1,IRI,353,363,2011
5941802,Canim Lake 1,IRI,224,243,2011
5941803,Canim Lake 4,IRI,0,0,2011
5941804,Canoe Creek 3,IRI,0,39,2011
5941805,Deep Creek 2,IRI,111,132,2011
5941806,Dog Creek 1,IRI,80,109,2011
5941807,Dog Creek 2,IRI,30,48,2011
5941808,Lohbiee 3,IRI,118,80,2011
5941809,Quesnel 1,IRI,73,128,2011
5941810,Soda Creek 1,IRI,33,47,2011
5941811,Johny Sticks 2,IRI,20,15,2011
5941812,Williams Lake 1,IRI,227,237,2011
5941813,Canim Lake 2,IRI,5,10,2011
5941817,Alexis Creek 14,IRI,0,0,2011
5941818,Alexis Creek 16,IRI,0,0,2011
5941819,Alexis Creek 24,IRI,0,0,2011
5941820,Alexis Creek 25,IRI,0,0,2011
5941821,Anahim's Flat 1,IRI,475,526,2011
5941827,Charley Boy's Meadow 3,IRI,0,0,2011
5941828,Chilco Lake 1,IRI,43,5,2011
5941829,Chilco Lake 1A,IRI,0,42,2011
5941831,Tanakut 4,IRI,5,10,2011
5941833,Kluskus 1,IRI,39,32,2011
5941834,Louis Squinas Ranch 14,IRI,0,0,2011
5941835,Coglistiko River 29,IRI,0,0,2011
5941837,Nazco 20,IRI,132,117,2011
5941838,Puntzi Lake 2,IRI,5,0,2011
5941839,Redstone Flat 1,IRI,185,163,2011
5941840,Squinas 2,IRI,161,176,2011
5941841,Stone 1,IRI,201,212,2011
5941842,Alexis Creek 17,IRI,0,0,2011
5941843,Seymour Meadows 19,IRI,0,0,2011
5941844,Agats Meadow 8,IRI,0,0,2011
5941845,Thomas Squinas Ranch 2A,IRI,20,10,2011
5941846,Toby's Meadow 4,IRI,0,0,2011
5941847,Alexis Creek  6,IRI,0,0,2011
5941848,Alexis Creek 21,IRI,0,0,2011
5941849,Baptiste Meadow 2,IRI,5,0,2011
5941850,Toosey 1,IRI,113,128,2011
5941851,Towdystan Lake 3,IRI,10,20,2011
5941852,Trout Lake Alec 16,IRI,21,0,2011
5941854,Ulkatcho 13,IRI,0,0,2011
5941855,Windy Mouth 7,IRI,5,0,2011
5941856,Alexis Creek 34,IRI,0,0,2011
5941858,Cahoose 10,IRI,0,0,2011
5941859,Blackwater Meadow 11,IRI,0,0,2011
5941860,Cahoose 12,IRI,0,0,2011
5941861,Betty Creek 18,IRI,0,0,2011
5941862,Salmon River Meadow 7,IRI,0,0,2011
5941863,Tzetzi Lake 11,IRI,0,0,2011
5941864,Sundayman's Meadow 3,IRI,5,0,2011
5941865,Tatelkus Lake 28,IRI,0,0,2011
5941866,Euchinico Creek 17,IRI,0,26,2011
5941868,Sandy Harry 4,IRI,5,0,2011
5941871,Fishtrap 19,IRI,20,20,2011
5941872,Swan Lake  3,IRI,5,5,2011
5941873,Alkali Lake 4A,IRI,5,5,2011
5941876,Lezbye  6,IRI,0,21,2011
5941879,Michel Gardens 36,IRI,10,0,2011
5941880,Ulkatcho 14A,IRI,138,219,2011
5941881,Baezaeko River 27,IRI,0,0,2011
5941882,Alexandria,IRI,52,42,2011
5941883,Anahim's Meadow,IRI,0,15,2011
5941884,Garden,IRI,10,10,2011
5941885,Little Springs,IRI,10,15,2011
5943008,Alert Bay,VL,445,456,2011
5943012,Port McNeill,T,2505,2623,2011
5943017,Port Alice,VL,805,821,2011
5943023,Port Hardy,DM,4008,3822,2011
5943027,Mount Waddington B,RDA,81,150,2011
5943031,Mount Waddington C,RDA,756,736,2011
5943033,Mount Waddington D,RDA,272,304,2011
5943037,Mount Waddington A,RDA,981,1119,2011
5943804,Fort Rupert 1,IRI,46,5,2011
5943806,Tsulquate 4,IRI,491,432,2011
5943807,Dead Point 5,IRI,10,0,2011
5943808,Gwayasdums 1,IRI,38,40,2011
5943809,Hopetown 10A,IRI,0,0,2011
5943813,Quaee 7,IRI,91,148,2011
5943815,Kippase 2,IRI,211,271,2011
5943816,Quatsino Subdivision 18,IRI,214,234,2011
5943817,Thomas Point 5,IRI,0,0,2011
5943836,Hope Island 1,IRI,15,5,2011
5943837,Alert Bay,IRI,537,485,2011
5945006,Central Coast A,RDA,129,138,2011
5945010,Central Coast C,RDA,588,556,2011
5945012,Central Coast D,RDA,384,421,2011
5945014,Central Coast E,RDA,95,135,2011
5945801,Bella Bella 1,IRI,1095,1066,2011
5945802,Bella Coola 1,IRI,852,788,2011
5945803,Katit 1,IRI,63,85,2011
5947007,Port Edward,DM,544,577,2011
5947012,Prince Rupert,CY,12508,12815,2011
5947016,Skeena-Queen Charlotte A,RDA,29,52,2011
5947021,Skeena-Queen Charlotte C,RDA,147,37,2011
5947023,Masset,VL,884,940,2011
5947026,Queen Charlotte,VL,944,948,2011
5947027,Skeena-Queen Charlotte D,RDA,524,607,2011
5947030,Port Clements,VL,378,440,2011
5947032,Skeena-Queen Charlotte E,RDA,317,402,2011
5947803,Masset 1,IRI,614,694,2011
5947804,Skidegate 1,IRI,709,781,2011
5947806,Kulkayu (Hartley Bay) 4,IRI,20,157,2011
5947807,Dolphin Island 1,IRI,405,417,2011
5947809,Lax Kw'alaams 1,IRI,678,679,2011
5947810,S1/2 Tsimpsean 2,IRI,83,118,2011
5949005,Kitimat,DM,8335,8987,2011
5949011,Terrace,CY,11486,11320,2011
5949013,Kitimat-Stikine C (Part 1),RDA,2696,2822,2011
5949018,Kitimat-Stikine E,RDA,3988,4002,2011
5949020,Kitimat-Stikine C (Part 2),RDA,5,5,2011
5949022,Hazelton,VL,270,293,2011
5949024,New Hazelton,DM,666,627,2011
5949028,Kitimat-Stikine B,RDA,1507,1618,2011
5949032,Stewart,DM,494,496,2011
5949035,Nisga'a,NL,1909,1919,2011
5949038,Kitimat-Stikine F,RDA,328,409,2011
5949039,Kitimat-Stikine A,RDA,35,46,2011
5949041,Kitimat-Stikine D,RDA,248,91,2011
5949802,Kitasoo 1,IRI,322,282,2011
5949803,Kitamaat 2,IRI,514,514,2011
5949804,Kitsumkaylum 1,IRI,302,251,2011
5949805,Kshish 4,IRI,0,10,2011
5949807,Kulspai 6,IRI,95,98,2011
5949810,Coryatsaqua (Moricetown) 2,IRI,88,170,2011
5949811,Hagwilget 1,IRI,238,229,2011
5949812,Gitanmaax 1,IRI,627,723,2011
5949813,Kispiox 1,IRI,536,617,2011
5949814,Gitsegukla 1,IRI,448,721,2011
5949815,Gitanyow 1,IRI,383,387,2011
5949816,Gitwangak 1,IRI,500,465,2011
5949817,Moricetown 1,IRI,259,227,2011
5949818,Sik-e-dakh 2,IRI,222,225,2011
5949819,Babine 17,IRI,175,154,2011
5949820,Bulkley River 19,IRI,38,36,2011
5949830,Kluachon Lake 1,IRI,0,0,2011
5949832,Iskut 6,IRI,207,335,2011
5949843,Guhthe Tah 12,IRI,157,173,2011
5949844,Kitselas 1,IRI,220,78,2011
5949845,Dease Lake 9,IRI,58,68,2011
5949846,Tahltan 1,IRI,0,0,2011
5949847,Telegraph Creek,IRI,5,78,2011
5951007,Vanderhoof,DM,4480,4064,2011
5951009,Fraser Lake,VL,1167,1113,2011
5951013,Fort St. James,DM,1691,1350,2011
5951015,Bulkley-Nechako C,RDA,1429,1355,2011
5951017,Bulkley-Nechako D,RDA,1734,1682,2011
5951019,Bulkley-Nechako F,RDA,3702,3137,2011
5951022,Burns Lake,VL,2029,2107,2011
5951028,Bulkley-Nechako B,RDA,2102,2154,2011
5951031,Bulkley-Nechako E,RDA,1507,1771,2011
5951032,Granisle,VL,303,364,2011
5951034,Houston,DM,3147,3163,2011
5951038,Telkwa,VL,1350,1295,2011
5951043,Smithers,T,5404,5217,2011
5951051,Bulkley-Nechako A,RDA,5391,5290,2011
5951053,Bulkley-Nechako G,RDA,975,1059,2011
5951801,Ye Koo Che 3,IRI,88,93,2011
5951802,Nautley (Fort Fraser) 1,IRI,201,153,2011
5951803,Nak'azdli (Necoslie 1),IRI,534,495,2011
5951804,Sowchea 3,IRI,0,10,2011
5951805,Binche 2 (Pinchie 2),IRI,111,110,2011
5951806,Seaspunkut 4,IRI,15,15,2011
5951807,Stellaquo (Stella) 1,IRI,205,186,2011
5951809,Stony Creek 1,IRI,332,384,2011
5951810,Tache 1,IRI,409,375,2011
5951811,Tacla Lake (Ferry Landing) 9,IRI,0,0,2011
5951813,Laketown 3,IRI,10,27,2011
5951814,Dzitline Lee 9,IRI,15,17,2011
5951815,Burns Lake 18,IRI,55,102,2011
5951818,Cheslatta 1,IRI,84,86,2011
5951819,Omineca 1,IRI,10,5,2011
5951820,Palling 1,IRI,5,75,2011
5951821,Duncan Lake 2,IRI,10,10,2011
5951822,Francois Lake 7,IRI,10,10,2011
5951823,Skins Lake 16A,IRI,0,0,2011
5951824,Skins Lake 16B,IRI,20,26,2011
5951825,Tatla West 11,IRI,5,0,2011
5951826,Uncha Lake 13A,IRI,5,16,2011
5951827,Woyenne 27,IRI,301,569,2011
5951828,Babine  6,IRI,93,78,2011
