"rgn_id","year","L"
1,1989,
1,1990,2115140.95472367
1,1991,2129323.2233381
1,1992,2124035.40687396
1,1993,2138663.11654922
1,1994,2154641.51847348
1,1995,2162415.18343843
1,1996,2183767.6162257
1,1997,2219963.29468542
1,1998,2256949.27180147
1,1999,2297757.42060083
1,2000,2333636.97959802
1,2001,2369530.90766168
1,2002,2432726.06203478
1,2003,2492199.62818991
1,2004,2526584.80427332
1,2005,2545638.18642401
1,2006,2575267.20150299
1,2007,2628993.14106666
1,2008,2673867.73567948
1,2009,2691369.25865047
1,2010,2718210.67483259
1,2011,2739634.95295226
1,2012,2768904.74136927
1,2013,2794136.82210577
2,1989,
2,1990,356624.759504226
2,1991,359015.970417404
2,1992,358124.414575409
2,1993,360590.72937745
2,1994,363284.778552175
2,1995,364595.462548152
2,1996,368195.603801427
2,1997,374298.400448128
2,1998,380534.445929911
2,1999,387414.931232266
2,2000,393464.428344936
2,2001,399516.348163698
2,2002,410171.409557979
2,2003,420198.990074334
2,2004,425996.525753396
2,2005,429209.03403189
2,2006,434204.653994375
2,2007,443263.152073779
2,2008,450829.263200277
2,2009,453780.119220794
2,2010,458305.734201357
2,2011,461917.988985094
2,2012,466853.041295269
2,2013,471107.313193486
3,1989,
3,1990,1044889.61364417
3,1991,1051895.72127025
3,1992,1049283.51498211
3,1993,1056509.67259442
3,1994,1064403.07855207
3,1995,1068243.30573111
3,1996,1078791.50829682
3,1997,1096672.34427463
3,1998,1114943.59151833
3,1999,1135103.00961162
3,2000,1152827.68108307
3,2001,1170559.45094118
3,2002,1201778.15543916
3,2003,1231158.37779412
3,2004,1248144.81705371
3,2005,1257557.27775501
3,2006,1272194.1510326
3,2007,1298735.01872654
3,2008,1320903.2802425
3,2009,1329549.11518532
3,2010,1342808.90145231
3,2011,1353392.59595129
3,2012,1367852.00956256
3,2013,1380316.77652446
4,1989,
4,1990,7364822.20032617
4,1991,7414204.19849006
4,1992,7395792.26807029
4,1993,7446725.27124236
4,1994,7502361.32185861
4,1995,7529428.86087245
4,1996,7603777.03642618
4,1997,7729808.70144627
4,1998,7858592.14954539
4,1999,8000684.22126316
4,2000,8125615.17305163
4,2001,8250596.15725971
4,2002,8470638.73874377
4,2003,8677722.92354652
4,2004,8797450.50369462
4,2005,8863793.49210932
4,2006,8966960.34136356
4,2007,9154031.55831874
4,2008,9310282.80478866
4,2009,9371222.29188452
4,2010,9464682.85173268
4,2011,9539281.1893845
4,2012,9641197.22814826
4,2013,9729054.15699911
5,1989,
5,1990,948793.92607985
5,1991,955155.700830299
5,1992,952783.732129017
5,1993,959345.31946028
5,1994,966512.79010111
5,1995,969999.841914679
5,1996,979577.954659529
5,1997,995814.338242488
5,1998,1012405.22801721
5,1999,1030710.63864667
5,2000,1046805.21975292
5,2001,1062906.2464263
5,2002,1091253.85063347
5,2003,1117932.05295576
5,2004,1133356.29508122
5,2005,1141903.11708638
5,2006,1155193.87649411
5,2007,1179293.85196718
5,2008,1199423.35809246
5,2009,1207274.05884834
5,2010,1219314.37823419
5,2011,1228924.71881466
5,2012,1242054.33904431
5,2013,1253372.75491238
6,1989,
6,1990,2877459.64391253
6,1991,2896753.34890463
6,1992,2889559.74866441
6,1993,2909459.43628544
6,1994,2931196.61962
6,1995,2941771.99388619
6,1996,2970820.0644214
6,1997,3020061.03997874
6,1998,3070377.14600676
6,1999,3125892.97394755
6,2000,3174703.89731661
6,2001,3223534.36851241
6,2002,3309505.71051367
6,2003,3390414.16538935
6,2004,3437192.11477748
6,2005,3463112.53303434
6,2006,3503420.15177163
6,2007,3576509.47595142
6,2008,3637557.33885954
6,2009,3661366.59182851
6,2010,3697881.93217829
6,2011,3727027.74184721
6,2012,3766846.664916
6,2013,3801172.64867094
7,1989,
7,1990,10800.571878247
7,1991,10872.9909816758
7,1992,10845.9897354126
7,1993,10920.6834003473
7,1994,11002.2741227515
7,1995,11041.9688896765
7,1996,11151.0010960547
7,1997,11335.8275616446
7,1998,11524.6895395837
7,1999,11733.0687227021
7,2000,11916.2809833524
7,2001,12099.5666169545
7,2002,12422.2608589809
7,2003,12725.9515064906
7,2004,12901.5329801534
7,2005,12998.8255142432
7,2006,13150.1205408595
7,2007,13424.4620076482
7,2008,13653.6057361267
7,2009,13742.9739914219
7,2010,13880.0346653886
7,2011,13989.4337365258
7,2012,14138.894439347
7,2013,14267.7373427118
8,1989,
8,1990,1568.32993112691
8,1991,1578.84576758198
8,1992,1574.92496939002
8,1993,1585.77109047538
8,1994,1597.61871979457
8,1995,1603.38271931046
8,1996,1619.21507287909
8,1997,1646.05336267677
8,1998,1673.47764133466
8,1999,1703.7359752074
8,2000,1730.33986946099
8,2001,1756.95441805751
8,2002,1803.81221818859
8,2003,1847.91054350523
8,2004,1873.40638609588
8,2005,1887.53404479843
8,2006,1909.50329988491
8,2007,1949.33988803637
8,2008,1982.61340095346
8,2009,1995.59039062142
8,2010,2015.49270318278
8,2011,2031.37832846597
8,2012,2053.08122497961
8,2013,2071.79025113473
