"rgn_id","species_code","sust_coeff"
1,9,0.887878788
1,317,0.4
1,318,0.23
1,10,0.17
1,510,0.27
1,11,0.93
1,819,0.93
1,511,0.811764706
1,319,0.370833333
1,320,0.33
1,512,0.841666667
1,321,0.533333333
1,322,0.533333333
1,12,0.83
1,13,0.566666667
1,954,0.444010417
1,323,0.833333333
1,324,0.833333333
2,9,0.887878788
2,317,0.4
2,318,0.23
2,10,0.17
2,510,0.27
2,11,0.93
2,819,0.93
2,511,0.811764706
2,319,0.370833333
2,320,0.33
2,512,0.841666667
2,321,0.533333333
2,322,0.533333333
2,12,0.83
2,13,0.566666667
2,954,0.444010417
2,323,0.833333333
2,324,0.833333333
3,9,0.887878788
3,317,0.4
3,318,0.23
3,10,0.17
3,510,0.27
3,11,0.93
3,819,0.93
3,511,0.811764706
3,319,0.370833333
3,320,0.33
3,512,0.841666667
3,321,0.533333333
3,322,0.533333333
3,12,0.83
3,13,0.566666667
3,954,0.444010417
3,323,0.833333333
3,324,0.833333333
4,9,0.887878788
4,317,0.4
4,318,0.23
4,10,0.17
4,510,0.27
4,11,0.93
4,819,0.93
4,511,0.811764706
4,319,0.370833333
4,320,0.33
4,512,0.841666667
4,321,0.533333333
4,322,0.533333333
4,12,0.83
4,13,0.566666667
4,954,0.444010417
4,323,0.833333333
4,324,0.833333333
5,9,0.887878788
5,317,0.4
5,318,0.23
5,10,0.17
5,510,0.27
5,11,0.93
5,819,0.93
5,511,0.811764706
5,319,0.370833333
5,320,0.33
5,512,0.841666667
5,321,0.533333333
5,322,0.533333333
5,12,0.83
5,13,0.566666667
5,954,0.444010417
5,323,0.833333333
5,324,0.833333333
6,9,0.887878788
6,317,0.4
6,318,0.23
6,10,0.17
6,510,0.27
6,11,0.93
6,819,0.93
6,511,0.811764706
6,319,0.370833333
6,320,0.33
6,512,0.841666667
6,321,0.533333333
6,322,0.533333333
6,12,0.83
6,13,0.566666667
6,954,0.444010417
6,323,0.833333333
6,324,0.833333333
7,9,0.887878788
7,317,0.4
7,318,0.23
7,10,0.17
7,510,0.27
7,11,0.93
7,819,0.93
7,511,0.811764706
7,319,0.370833333
7,320,0.33
7,512,0.841666667
7,321,0.533333333
7,322,0.533333333
7,12,0.83
7,13,0.566666667
7,954,0.444010417
7,323,0.833333333
7,324,0.833333333
8,9,0.887878788
8,317,0.4
8,318,0.23
8,10,0.17
8,510,0.27
8,11,0.93
8,819,0.93
8,511,0.811764706
8,319,0.370833333
8,320,0.33
8,512,0.841666667
8,321,0.533333333
8,322,0.533333333
8,12,0.83
8,13,0.566666667
8,954,0.444010417
8,323,0.833333333
8,324,0.833333333
