"X","rgn_id","year","popsum"
1,1,2005,860057.998587063
2,1,2006,752579.94471883
3,1,2007,751715.12216092
4,1,2008,750850.277423514
5,1,2009,749985.434872361
6,1,2010,854888.172727894
7,1,2011,747775.909923592
8,1,2012,746431.226269185
9,1,2013,745086.53214992
10,1,2014,743741.830235722
11,1,2015,846984.285545252
12,2,2005,143009.573561436
13,2,2006,126681.61067961
14,2,2007,126584.886920314
15,2,2008,126488.161634518
16,2,2009,126391.435116055
17,2,2010,142477.301398713
18,2,2011,126070.804551852
19,2,2012,125846.90118997
20,2,2013,125622.99742987
21,2,2014,125399.090187679
22,2,2015,141228.66433095
23,3,2005,439876.702749316
24,3,2006,382037.163588831
25,3,2007,380338.399209326
26,3,2008,378639.624817573
27,3,2009,376940.853815028
28,3,2010,430069.595790434
29,3,2011,373284.553948275
30,3,2012,371327.034414992
31,3,2013,369369.505865996
32,3,2014,367411.974086398
33,3,2015,418784.511717056
34,4,2005,2703788.22543146
35,4,2006,2384304.06592546
36,4,2007,2410294.10611934
37,4,2008,2436284.15251871
38,4,2009,2462274.16661433
39,4,2010,2852564.78756195
40,4,2011,2513616.73615409
41,4,2012,2538969.33773709
42,4,2013,2564321.85847085
43,4,2014,2589674.3809903
44,4,2015,2997684.2303462
45,5,2005,445981.192737899
46,5,2006,380924.71552709
47,5,2007,374892.004256491
48,5,2008,368859.286567831
49,5,2009,362826.566517
50,5,2010,411033.515809732
51,5,2011,351000.908027111
52,5,2012,345207.972829204
53,5,2013,339415.031937563
54,5,2014,333622.082974301
55,5,2015,377502.004348186
56,6,2005,1196104.341823
57,6,2006,1039607.19114267
58,6,2007,1036526.48088186
59,6,2008,1033445.76224266
60,6,2009,1030365.03119668
61,6,2010,1178247.02797888
62,6,2011,1023411.75969466
63,6,2012,1019539.21444879
64,6,2013,1015666.66574763
65,6,2014,1011794.08266553
66,6,2015,1155854.7543669
67,7,2005,5146.87265183142
68,7,2006,4223.26118609792
69,7,2007,4169.85758682256
70,7,2008,4116.45369881963
71,7,2009,4063.04988194997
72,7,2010,4832.2819343743
73,7,2011,3956.6792550289
74,7,2012,3903.7125227357
75,7,2013,3850.74559358368
76,7,2014,3797.77862008696
77,7,2015,4519.06391861699
78,8,2005,761.616062866403
79,8,2006,632.545151308723
80,8,2007,622.213036281241
81,8,2008,611.880979512841
82,8,2009,601.548896611362
83,8,2010,700.421559046457
84,8,2011,581.279585292355
85,8,2012,571.342392538009
86,8,2013,561.405215790963
87,8,2014,551.468010103457
88,8,2015,641.564555193109
