"rgn_id","year","Ed"
1,1989,37599.9673266763
1,1990,38366.5570233123
1,1991,36863.9837416399
1,1992,37521.7996050325
1,1993,39735.9290587276
1,1994,43805.5360668106
1,1995,45195.024795296
1,1996,49340.787855716
1,1997,51711.109062034
1,1998,57459.5977974825
1,1999,58738.4447140823
1,2000,63196.4475890833
1,2001,66383.5065340477
1,2002,70144.6096848342
1,2003,66904.6725752283
1,2004,70993.2467510632
1,2005,67012.7279551478
1,2006,61437.386470767
1,2007,62604.8731221573
1,2008,63195.5854450945
1,2009,62173.3700558034
1,2010,61578.6343942521
1,2011,62434.4559937205
1,2012,63294.4446224677
1,2013,64249.9875432978
2,1989,6339.56771310993
2,1990,6468.81908313833
2,1991,6215.47670705829
2,1992,6326.38819196739
2,1993,6699.70297374201
2,1994,7385.86179322548
2,1995,7620.1374723585
2,1996,8319.13663413158
2,1997,8718.78623113036
2,1998,9688.01403044735
2,1999,9903.63487266905
2,2000,10655.2794378295
2,2001,11192.6356491191
2,2002,11826.7789687992
2,2003,11280.5071990897
2,2004,11969.8639906151
2,2005,11298.7259489044
2,2006,10358.6917580005
2,2007,10555.5366280063
2,2008,10655.134075464
2,2009,10482.7827640522
2,2010,10382.5069588886
2,2011,10526.8033337507
2,2012,10671.8022933795
2,2013,10832.9122485227
3,1989,18574.5613053656
3,1990,18953.2602332799
3,1991,18210.9819410212
3,1992,18535.9460819756
3,1993,19629.7364812693
3,1994,21640.1415490087
3,1995,22326.5555383117
3,1996,24374.5820553096
3,1997,25545.5319175167
3,1998,28385.3124817417
3,1999,29017.06889382
3,2000,31219.3433527782
3,2001,32793.765512317
3,2002,34651.7682186258
3,2003,33051.2239962056
3,2004,35070.9989343263
3,2005,33104.6038638328
3,2006,30350.3588587712
3,2007,30927.1027742921
3,2008,31218.917449579
3,2009,30713.9382231156
3,2010,30420.1359995659
3,2011,30842.9159085927
3,2012,31267.7543497487
3,2013,31739.7970621442
4,1989,130921.333389444
4,1990,133590.562976114
4,1991,128358.672856562
4,1992,130649.157026717
4,1993,138358.652565798
4,1994,152528.834450271
4,1995,157366.969427422
4,1996,171802.323135876
4,1997,180055.671076214
4,1998,200071.640868964
4,1999,204524.526215048
4,2000,220047.084401822
4,2001,231144.2750733
4,2002,244240.260908555
4,2003,232958.950932879
4,2004,247195.175611249
4,2005,233335.194728413
4,2006,213922.115592072
4,2007,217987.24968611
4,2008,220044.082456644
4,2009,216484.776124954
4,2010,214413.934276926
4,2011,217393.86518943
4,2012,220388.305503623
4,2013,223715.461408281
5,1989,16866.3088578945
5,1990,17210.1798639091
5,1991,16536.1669098519
5,1992,16831.2449727451
5,1993,17824.4424107356
5,1994,19649.9559313254
5,1995,20273.2422721242
5,1996,22132.9172984661
5,1997,23196.1780510842
5,1998,25774.7916343309
5,1999,26348.4471082822
5,2000,28348.184308208
5,2001,29777.8110961001
5,2002,31464.9382905581
5,2003,30011.5918156531
5,2004,31845.6134848453
5,2005,30060.0624804184
5,2006,27559.1179810044
5,2007,28082.8203097521
5,2008,28347.7975741806
5,2009,27889.259929047
5,2010,27622.477905824
5,2011,28006.3758836728
5,2012,28392.1430759872
5,2013,28820.7732896699
6,1989,51151.3846646098
6,1990,52194.2612211735
6,1991,50150.1449790017
6,1992,51045.0444871458
6,1993,54057.1691094682
6,1994,59593.5045986898
6,1995,61483.7794444201
6,1996,67123.7184153621
6,1997,70348.3279143452
6,1998,78168.6314798349
6,1999,79908.3880596694
6,2000,85973.1013056654
6,2001,90308.8092765338
6,2002,95425.4529256538
6,2003,91017.8089523832
6,2004,96579.9475729012
6,2005,91164.8086094659
6,2006,83580.0563561897
6,2007,85168.3172787914
6,2008,85971.9284360611
6,2009,84581.2960417979
6,2010,83772.2114930411
6,2011,84936.4800536584
6,2012,86106.4174840303
6,2013,87406.3479622212
7,1989,191.997204169573
7,1990,195.911651148224
7,1991,188.23904157826
7,1992,191.598055311768
7,1993,202.904093454981
7,1994,223.684780864422
7,1995,230.779945303702
7,1996,251.949509357695
7,1997,264.053111486999
7,1998,293.406694585018
7,1999,299.936887295421
7,2000,322.700845592077
7,2001,338.974966301822
7,2002,358.180336436068
7,2003,341.636203263691
7,2004,362.513742969511
7,2005,342.187967861244
7,2006,313.718528832442
7,2007,319.680081166377
7,2008,322.696443214969
7,2009,317.476691423755
7,2010,314.439784948659
7,2011,318.809877958002
7,2012,323.201249123369
7,2013,328.08055041822
8,1989,27.8795387305638
8,1990,28.4479479249688
8,1991,27.3338232865632
8,1992,27.8215791051174
8,1993,29.4633068045715
8,1994,32.4808298043729
8,1995,33.5111047640537
8,1996,36.5850957812936
8,1997,38.3426361882113
8,1998,42.60501261396
8,1999,43.5532491332112
8,2000,46.8587590219492
8,2001,49.2218922800381
8,2002,52.0106665374988
8,2003,49.6083252974903
8,2004,52.6399120299367
8,2005,49.6884459561956
8,2006,45.5544543625477
8,2007,46.4201197242237
8,2008,46.8581197613744
8,2009,46.1001698065483
8,2010,45.6591865533819
8,2011,46.2937592172763
8,2012,46.9314216406154
8,2013,47.6399354443256
