year,region_id,status,component,rgn_name,rgn_code,score,goal,dimension
2007,3,0.8487658517019971,shellfish_closures,Central Coast,CC,66.4749,AO,status
2008,3,0.8491790597574562,shellfish_closures,Central Coast,CC,60.30937,AO,status
2009,3,0.8487658517019971,shellfish_closures,Central Coast,CC,64.00839,AO,status
2010,3,0.42264017710212387,shellfish_closures,Central Coast,CC,52.88682,AO,status
2011,3,0.3078640133814101,shellfish_closures,Central Coast,CC,51.95577,AO,status
2012,3,0.33908273455541493,shellfish_closures,Central Coast,CC,56.00983,AO,status
2013,3,0.22029437208355407,shellfish_closures,Central Coast,CC,53.19073,AO,status
2014,3,0.43659407129943206,shellfish_closures,Central Coast,CC,60.11584,AO,status
2015,3,0.4584115054153992,shellfish_closures,Central Coast,CC,64.56224,AO,status
2016,3,0.45989125540060305,shellfish_closures,Central Coast,CC,63.52526,AO,status
2e3,4,0.316983194469732,shellfish_closures,North Vancouver Island,NV,60.14286,AO,status
2001,4,0.315111915550471,shellfish_closures,North Vancouver Island,NV,54.74584,AO,status
2002,4,0.315111915550471,shellfish_closures,North Vancouver Island,NV,61.22289,AO,status
2003,4,0.315111915550471,shellfish_closures,North Vancouver Island,NV,62.0984,AO,status
2004,4,0.316983194469732,shellfish_closures,North Vancouver Island,NV,60.71472,AO,status
2005,4,0.315111915550471,shellfish_closures,North Vancouver Island,NV,59.35751,AO,status
2006,4,0.315111915550471,shellfish_closures,North Vancouver Island,NV,58.90704,AO,status
2007,4,0.315111915550471,shellfish_closures,North Vancouver Island,NV,55.75464,AO,status
2008,4,0.316983194469732,shellfish_closures,North Vancouver Island,NV,47.61631,AO,status
2009,4,0.315111915550471,shellfish_closures,North Vancouver Island,NV,49.1074,AO,status
2010,4,0.42841081055326746,shellfish_closures,North Vancouver Island,NV,49.50731,AO,status
2011,4,0.3139645246573718,shellfish_closures,North Vancouver Island,NV,49.50919,AO,status
2012,4,0.2757679505961341,shellfish_closures,North Vancouver Island,NV,51.51142,AO,status
2013,4,0.4077046064019344,shellfish_closures,North Vancouver Island,NV,60.16585,AO,status
2014,4,0.32205993265738053,shellfish_closures,North Vancouver Island,NV,58.55625,AO,status
2015,4,0.29858238317506536,shellfish_closures,North Vancouver Island,NV,60.13007,AO,status
2016,4,0.3004988247510897,shellfish_closures,North Vancouver Island,NV,58.6587,AO,status
2e3,5,0.6303474522946738,shellfish_closures,West Vancouver Island,WV,65.88295,AO,status
2001,5,0.6293347055886318,shellfish_closures,West Vancouver Island,WV,67.17714,AO,status
2002,5,0.6293347055886318,shellfish_closures,West Vancouver Island,WV,66.29386,AO,status
2003,5,0.6293347055886318,shellfish_closures,West Vancouver Island,WV,66.93865,AO,status
2004,5,0.6303474522946738,shellfish_closures,West Vancouver Island,WV,67.16825,AO,status
2005,5,0.6293347055886318,shellfish_closures,West Vancouver Island,WV,65.82115,AO,status
2006,5,0.6293347055886318,shellfish_closures,West Vancouver Island,WV,64.84475,AO,status
2007,5,0.6293347055886318,shellfish_closures,West Vancouver Island,WV,58.96436,AO,status
2008,5,0.6303474522946738,shellfish_closures,West Vancouver Island,WV,55.16091,AO,status
2009,5,0.6293347055886318,shellfish_closures,West Vancouver Island,WV,62.93218,AO,status
2010,5,0.46947683784737115,shellfish_closures,West Vancouver Island,WV,57.03993,AO,status
2011,5,0.46642835437780494,shellfish_closures,West Vancouver Island,WV,66.3935,AO,status
2012,5,0.46838903497791606,shellfish_closures,West Vancouver Island,WV,61.02656,AO,status
2013,5,0.38996858980917193,shellfish_closures,West Vancouver Island,WV,63.92314,AO,status
2014,5,0.46589314427157225,shellfish_closures,West Vancouver Island,WV,63.07176,AO,status
2015,5,0.5470965042610665,shellfish_closures,West Vancouver Island,WV,68.38553,AO,status
2016,5,0.5483339455062548,shellfish_closures,West Vancouver Island,WV,69.53751,AO,status
2e3,6,0.2718237828615988,shellfish_closures,Strait of Georgia,SG,60.87698,AO,status
2001,6,0.26982877952697304,shellfish_closures,Strait of Georgia,SG,61.09845,AO,status
2002,6,0.26982877952697304,shellfish_closures,Strait of Georgia,SG,61.63898,AO,status
2003,6,0.26982877952697304,shellfish_closures,Strait of Georgia,SG,63.26697,AO,status
2004,6,0.2718237828615988,shellfish_closures,Strait of Georgia,SG,63.13388,AO,status
2005,6,0.26982877952697304,shellfish_closures,Strait of Georgia,SG,62.76475,AO,status
2006,6,0.26982877952697304,shellfish_closures,Strait of Georgia,SG,62.90141,AO,status
2007,6,0.26982877952697304,shellfish_closures,Strait of Georgia,SG,60.73246,AO,status
2008,6,0.2718237828615988,shellfish_closures,Strait of Georgia,SG,61.84826,AO,status
2009,6,0.26982877952697304,shellfish_closures,Strait of Georgia,SG,59.37521,AO,status
2010,6,0.07031434246409951,shellfish_closures,Strait of Georgia,SG,54.16853,AO,status
2011,6,0.15927930729000428,shellfish_closures,Strait of Georgia,SG,58.17935,AO,status
2012,6,0.23063159406311384,shellfish_closures,Strait of Georgia,SG,61.71812,AO,status
2013,6,0.07862415014082313,shellfish_closures,Strait of Georgia,SG,55.97323,AO,status
2014,6,0.13115987688928799,shellfish_closures,Strait of Georgia,SG,55.28542,AO,status
2015,6,0.135277679926482,shellfish_closures,Strait of Georgia,SG,54.78906,AO,status
2016,6,0.13764030921630033,shellfish_closures,Strait of Georgia,SG,55.0245,AO,status
2e3,8,0.9491025193850446,shellfish_closures,Aristazabal Island,AZ,42.82537,AO,status
2001,8,0.9489630742326749,shellfish_closures,Aristazabal Island,AZ,42.14828,AO,status
2002,8,0.9489630742326749,shellfish_closures,Aristazabal Island,AZ,43.26594,AO,status
2003,8,0.9489630742326749,shellfish_closures,Aristazabal Island,AZ,44.54415,AO,status
2004,8,0.9491025193850446,shellfish_closures,Aristazabal Island,AZ,48.29773,AO,status
2005,8,0.9489630742326749,shellfish_closures,Aristazabal Island,AZ,45.94653,AO,status
2006,8,0.9489630742326749,shellfish_closures,Aristazabal Island,AZ,42.81635,AO,status
2007,8,0.9489630742326749,shellfish_closures,Aristazabal Island,AZ,38.41282,AO,status
2008,8,0.9491025193850446,shellfish_closures,Aristazabal Island,AZ,35.97637,AO,status
2009,8,0.9489630742326749,shellfish_closures,Aristazabal Island,AZ,38.60892,AO,status
2010,8,0.8393844958111936,shellfish_closures,Aristazabal Island,AZ,36.76227,AO,status
2011,8,0.4650569094754463,shellfish_closures,Aristazabal Island,AZ,29.60595,AO,status
2012,8,0.5644774459737836,shellfish_closures,Aristazabal Island,AZ,43.95072,AO,status
2013,8,0.5656659865928301,shellfish_closures,Aristazabal Island,AZ,45.56695,AO,status
2014,8,0.2203371970495258,shellfish_closures,Aristazabal Island,AZ,36.26693,AO,status
2015,8,0.5552660882302386,shellfish_closures,Aristazabal Island,AZ,48.24614,AO,status
2016,8,0.5564812082077516,shellfish_closures,Aristazabal Island,AZ,49.3932,AO,status
2e3,1,0.03682513998047979,first_nations_licenses,North Coast,NC,62.85724,AO,status
2001,1,0.047896440129449845,first_nations_licenses,North Coast,NC,63.21248,AO,status
2002,1,0.07823833018803575,first_nations_licenses,North Coast,NC,64.22388,AO,status
2003,1,0.04710627043188278,first_nations_licenses,North Coast,NC,63.18615,AO,status
2004,1,0.11434991334222919,first_nations_licenses,North Coast,NC,65.4414,AO,status
2005,1,0.11144495018572914,first_nations_licenses,North Coast,NC,65.33077,AO,status
2006,1,0.09078197551709584,first_nations_licenses,North Coast,NC,64.642,AO,status
2007,1,0.03826777433023054,first_nations_licenses,North Coast,NC,62.89153,AO,status
2008,1,0,first_nations_licenses,North Coast,NC,61.62974,AO,status
2009,1,0.11104196055652368,first_nations_licenses,North Coast,NC,65.31734,AO,status
2010,1,0.12137245046427343,first_nations_licenses,North Coast,NC,52.68615,AO,status
2011,1,0.3110592829636058,first_nations_licenses,North Coast,NC,47.47547,AO,status
2012,1,0.43162489651539104,first_nations_licenses,North Coast,NC,62.58473,AO,status
2013,1,0.46677518748909946,first_nations_licenses,North Coast,NC,65.34902,AO,status
2014,1,0.6374096956621229,first_nations_licenses,North Coast,NC,55.91453,AO,status
2015,1,0.6550542547115935,first_nations_licenses,North Coast,NC,63.90819,AO,status
2016,1,0.7086496028243602,first_nations_licenses,North Coast,NC,65.7619,AO,status
2e3,2,0.6850304809212012,first_nations_licenses,Haida Gwaii,HG,71.22181,AO,status
2001,2,0.6939050701186624,first_nations_licenses,Haida Gwaii,HG,71.46755,AO,status
2002,2,0.7041917090460781,first_nations_licenses,Haida Gwaii,HG,69.07101,AO,status
2003,2,0.7034677526877811,first_nations_licenses,Haida Gwaii,HG,69.14614,AO,status
2004,2,0.7075691527686411,first_nations_licenses,Haida Gwaii,HG,71.63797,AO,status
2005,2,0.6949609775097737,first_nations_licenses,Haida Gwaii,HG,71.50275,AO,status
2006,2,0.6818994612425426,first_nations_licenses,Haida Gwaii,HG,71.06737,AO,status
2007,2,0.70717579054080415,first_nations_licenses,Haida Gwaii,HG,71.90991,AO,status
2008,2,0.681506157146649,first_nations_licenses,Haida Gwaii,HG,71.10433,AO,status
2009,2,0.7131802109552919,first_nations_licenses,Haida Gwaii,HG,72.11006,AO,status
2010,2,0.7263205155155545,first_nations_licenses,Haida Gwaii,HG,75.61277,AO,status
2011,2,0.822880992029828,first_nations_licenses,Haida Gwaii,HG,70.47581,AO,status
2012,2,0.9328017841273036,first_nations_licenses,Haida Gwaii,HG,73.76347,AO,status
2013,2,0.9377277253490846,first_nations_licenses,Haida Gwaii,HG,78.47312,AO,status
2014,2,0.9507863509907456,first_nations_licenses,Haida Gwaii,HG,76.98139,AO,status
2015,2,1,first_nations_licenses,Haida Gwaii,HG,77.00277,AO,status
2016,2,0.8179513445075981,first_nations_licenses,Haida Gwaii,HG,70.99731,AO,status
2e3,3,0.09651937014168657,first_nations_licenses,Central Coast,CC,64.85661,AO,status
2001,3,0.09310294932469394,first_nations_licenses,Central Coast,CC,64.72896,AO,status
2002,3,0.10115569257197198,first_nations_licenses,Central Coast,CC,64.99738,AO,status
2003,3,0.1253169373584849,first_nations_licenses,Central Coast,CC,65.80276,AO,status
2004,3,0.11946583342632891,first_nations_licenses,Central Coast,CC,65.6215,AO,status
2005,3,0.11599919093851134,first_nations_licenses,Central Coast,CC,65.49217,AO,status
2006,3,0.12841423948220065,first_nations_licenses,Central Coast,CC,65.906,AO,status
2007,3,0.1454811705832161,first_nations_licenses,Central Coast,CC,66.4749,AO,status
2008,3,0.16139017869705924,first_nations_licenses,Central Coast,CC,60.30937,AO,status
2009,3,0.15728703856069334,first_nations_licenses,Central Coast,CC,64.00839,AO,status
2010,3,0.16396450056584672,first_nations_licenses,Central Coast,CC,52.88682,AO,status
2011,3,0.25080906148867316,first_nations_licenses,Central Coast,CC,51.95577,AO,status
2012,3,0.3412121048219164,first_nations_licenses,Central Coast,CC,56.00983,AO,status
2013,3,0.3754275809291991,first_nations_licenses,Central Coast,CC,53.19073,AO,status
2014,3,0.36688116203808235,first_nations_licenses,Central Coast,CC,60.11584,AO,status
2015,3,0.478455586420602,first_nations_licenses,Central Coast,CC,64.56224,AO,status
2016,3,0.44586664418623173,first_nations_licenses,Central Coast,CC,63.52526,AO,status
2e3,4,0.4873025372759381,first_nations_licenses,North Vancouver Island,NV,60.14286,AO,status
2001,4,0.3272634179134813,first_nations_licenses,North Vancouver Island,NV,54.74584,AO,status
2002,4,0.5264578665670899,first_nations_licenses,North Vancouver Island,NV,61.22289,AO,status
2003,4,0.5972338232901232,first_nations_licenses,North Vancouver Island,NV,62.0984,AO,status
2004,4,0.5044585426997548,first_nations_licenses,North Vancouver Island,NV,60.71472,AO,status
2005,4,0.465613477216603,first_nations_licenses,North Vancouver Island,NV,59.35751,AO,status
2006,4,0.45209941083727495,first_nations_licenses,North Vancouver Island,NV,58.90704,AO,status
2007,4,0.35752725139121905,first_nations_licenses,North Vancouver Island,NV,55.75464,AO,status
2008,4,0.42849634021850097,first_nations_licenses,North Vancouver Island,NV,47.61631,AO,status
2009,4,0.3774012674545439,first_nations_licenses,North Vancouver Island,NV,49.1074,AO,status
2010,4,0.32486430518217235,first_nations_licenses,North Vancouver Island,NV,49.50731,AO,status
2011,4,0.39436643931286725,first_nations_licenses,North Vancouver Island,NV,49.50919,AO,status
2012,4,0.5149854191116328,first_nations_licenses,North Vancouver Island,NV,51.51142,AO,status
2013,4,0.5378144307149162,first_nations_licenses,North Vancouver Island,NV,60.16585,AO,status
2014,4,0.47435897435897445,first_nations_licenses,North Vancouver Island,NV,58.55625,AO,status
2015,4,0.5053196307550417,first_nations_licenses,North Vancouver Island,NV,60.13007,AO,status
2016,4,0.4592621028994122,first_nations_licenses,North Vancouver Island,NV,58.6587,AO,status
2e3,5,0.3461409399751821,first_nations_licenses,West Vancouver Island,WV,65.88295,AO,status
2001,5,0.38597960878655097,first_nations_licenses,West Vancouver Island,WV,67.17714,AO,status
2002,5,0.3594809934392891,first_nations_licenses,West Vancouver Island,WV,66.29386,AO,status
2003,5,0.3788247550649466,first_nations_licenses,West Vancouver Island,WV,66.93865,AO,status
2004,5,0.3847001308269642,first_nations_licenses,West Vancouver Island,WV,67.16825,AO,status
2005,5,0.3452999172123128,first_nations_licenses,West Vancouver Island,WV,65.82115,AO,status
2006,5,0.4039594789838133,first_nations_licenses,West Vancouver Island,WV,64.84475,AO,status
2007,5,0.4061924531180195,first_nations_licenses,West Vancouver Island,WV,58.96436,AO,status
2008,5,0.4003423328335163,first_nations_licenses,West Vancouver Island,WV,55.16091,AO,status
2009,5,0.3587906321350161,first_nations_licenses,West Vancouver Island,WV,62.93218,AO,status
2010,5,0.4234450686697452,first_nations_licenses,West Vancouver Island,WV,57.03993,AO,status
2011,5,0.5253765391627674,first_nations_licenses,West Vancouver Island,WV,66.3935,AO,status
2012,5,0.5462064005753327,first_nations_licenses,West Vancouver Island,WV,61.02656,AO,status
2013,5,0.5432157234193702,first_nations_licenses,West Vancouver Island,WV,63.92314,AO,status
2014,5,0.5330014106713136,first_nations_licenses,West Vancouver Island,WV,63.07176,AO,status
2015,5,0.5430265155742223,first_nations_licenses,West Vancouver Island,WV,68.38553,AO,status
2016,5,0.5377914560286539,first_nations_licenses,West Vancouver Island,WV,69.53751,AO,status
2e3,6,0.5544857591749588,first_nations_licenses,Strait of Georgia,SG,60.87698,AO,status
2001,6,0.5631248127954454,first_nations_licenses,Strait of Georgia,SG,61.09845,AO,status
2002,6,0.5793405920318871,first_nations_licenses,Strait of Georgia,SG,61.63898,AO,status
2003,6,0.6281802340054768,first_nations_licenses,Strait of Georgia,SG,63.26697,AO,status
2004,6,0.6221925220097042,first_nations_licenses,Strait of Georgia,SG,63.13388,AO,status
2005,6,0.6131138104014591,first_nations_licenses,Strait of Georgia,SG,62.76475,AO,status
2006,6,0.6172134937056153,first_nations_licenses,Strait of Georgia,SG,62.90141,AO,status
2007,6,0.5521448959142722,first_nations_licenses,Strait of Georgia,SG,60.73246,AO,status
2008,6,0.5836239936314619,first_nations_licenses,Strait of Georgia,SG,61.84826,AO,status
2009,6,0.5114275440489033,first_nations_licenses,Strait of Georgia,SG,59.37521,AO,status
2010,6,0.5547415182889693,first_nations_licenses,Strait of Georgia,SG,54.16853,AO,status
2011,6,0.5861011752682678,first_nations_licenses,Strait of Georgia,SG,58.17935,AO,status
2012,6,0.6209120329508679,first_nations_licenses,Strait of Georgia,SG,61.71812,AO,status
2013,6,0.6005728092255089,first_nations_licenses,Strait of Georgia,SG,55.97323,AO,status
2014,6,0.5274026563575394,first_nations_licenses,Strait of Georgia,SG,55.28542,AO,status
2015,6,0.5083942026873592,first_nations_licenses,Strait of Georgia,SG,54.78906,AO,status
2016,6,0.5130946100616707,first_nations_licenses,Strait of Georgia,SG,55.0245,AO,status
2e3,7,0.1502823526328892,first_nations_licenses,Pacific Offshore,PO,15.02824,AO,status
2001,7,0.15213008647673618,first_nations_licenses,Pacific Offshore,PO,15.21301,AO,status
2002,7,0.1355284664920538,first_nations_licenses,Pacific Offshore,PO,13.55285,AO,status
2003,7,0.1574776895165245,first_nations_licenses,Pacific Offshore,PO,15.74777,AO,status
2004,7,0.15684397648024068,first_nations_licenses,Pacific Offshore,PO,15.6844,AO,status
2005,7,0.14847896440129452,first_nations_licenses,Pacific Offshore,PO,14.8479,AO,status
2006,7,0.15202624341429471,first_nations_licenses,Pacific Offshore,PO,15.20262,AO,status
2007,7,0.14919510088554513,first_nations_licenses,Pacific Offshore,PO,14.91951,AO,status
2008,7,0.1653849851004518,first_nations_licenses,Pacific Offshore,PO,16.5385,AO,status
2009,7,0.1770617974121059,first_nations_licenses,Pacific Offshore,PO,17.70618,AO,status
2010,7,0.2023563398995496,first_nations_licenses,Pacific Offshore,PO,20.23563,AO,status
2011,7,0.28121015985093656,first_nations_licenses,Pacific Offshore,PO,28.12102,AO,status
2012,7,0.39242707229111634,first_nations_licenses,Pacific Offshore,PO,39.24271,AO,status
2013,7,0.42498451349207733,first_nations_licenses,Pacific Offshore,PO,42.49845,AO,status
2014,7,0.4221197995163157,first_nations_licenses,Pacific Offshore,PO,42.21198,AO,status
2015,7,0.5414654677200108,first_nations_licenses,Pacific Offshore,PO,54.14655,AO,status
2016,7,0.4884176460568898,first_nations_licenses,Pacific Offshore,PO,48.84176,AO,status
2e3,8,0.0722173951368164,first_nations_licenses,Aristazabal Island,AZ,42.82537,AO,status
2001,8,0.057549986202052136,first_nations_licenses,Aristazabal Island,AZ,42.14828,AO,status
2002,8,0.06905998344246256,first_nations_licenses,Aristazabal Island,AZ,43.26594,AO,status
2003,8,0.0961651323842581,first_nations_licenses,Aristazabal Island,AZ,44.54415,AO,status
2004,8,0.10971352049356736,first_nations_licenses,Aristazabal Island,AZ,48.29773,AO,status
2005,8,0.09768352921137796,first_nations_licenses,Aristazabal Island,AZ,45.94653,AO,status
2006,8,0.04927399261104906,first_nations_licenses,Aristazabal Island,AZ,42.81635,AO,status
2007,8,0.050161812297734636,first_nations_licenses,Aristazabal Island,AZ,38.41282,AO,status
2008,8,0,first_nations_licenses,Aristazabal Island,AZ,35.97637,AO,status
2009,8,0.032561176403792656,first_nations_licenses,Aristazabal Island,AZ,38.60892,AO,status
2010,8,0.06749043836422478,first_nations_licenses,Aristazabal Island,AZ,36.76227,AO,status
2011,8,0.19885575589459084,first_nations_licenses,Aristazabal Island,AZ,29.60595,AO,status
2012,8,0.5209788224606825,first_nations_licenses,Aristazabal Island,AZ,43.95072,AO,status
2013,8,0.5048284789644014,first_nations_licenses,Aristazabal Island,AZ,45.56695,AO,status
2014,8,0.5172422940209029,first_nations_licenses,Aristazabal Island,AZ,36.26693,AO,status
2015,8,0.5388349514563108,first_nations_licenses,Aristazabal Island,AZ,48.24614,AO,status
2016,8,0.5689887321947418,first_nations_licenses,Aristazabal Island,AZ,49.3932,AO,status
2e3,1,1,herring_spawn_hab_index,North Coast,NC,62.85724,AO,status
2001,1,1,herring_spawn_hab_index,North Coast,NC,63.21248,AO,status
2002,1,1,herring_spawn_hab_index,North Coast,NC,64.22388,AO,status
2003,1,1,herring_spawn_hab_index,North Coast,NC,63.18615,AO,status
2004,1,1,herring_spawn_hab_index,North Coast,NC,65.4414,AO,status
2005,1,1,herring_spawn_hab_index,North Coast,NC,65.33077,AO,status
2006,1,1,herring_spawn_hab_index,North Coast,NC,64.642,AO,status
2007,1,1,herring_spawn_hab_index,North Coast,NC,62.89153,AO,status
2008,1,1,herring_spawn_hab_index,North Coast,NC,61.62974,AO,status
2009,1,1,herring_spawn_hab_index,North Coast,NC,65.31734,AO,status
2010,1,1,herring_spawn_hab_index,North Coast,NC,52.68615,AO,status
2011,1,1,herring_spawn_hab_index,North Coast,NC,47.47547,AO,status
2012,1,1,herring_spawn_hab_index,North Coast,NC,62.58473,AO,status
2013,1,1,herring_spawn_hab_index,North Coast,NC,65.34902,AO,status
2014,1,1,herring_spawn_hab_index,North Coast,NC,55.91453,AO,status
2015,1,1,herring_spawn_hab_index,North Coast,NC,63.90819,AO,status
2016,1,1,herring_spawn_hab_index,North Coast,NC,65.7619,AO,status
2e3,2,1,herring_spawn_hab_index,Haida Gwaii,HG,71.22181,AO,status
2001,2,1,herring_spawn_hab_index,Haida Gwaii,HG,71.46755,AO,status
2002,2,0.9178170091700126,herring_spawn_hab_index,Haida Gwaii,HG,69.07101,AO,status
2003,2,0.9207950023272026,herring_spawn_hab_index,Haida Gwaii,HG,69.14614,AO,status
2004,2,0.989946003222201,herring_spawn_hab_index,Haida Gwaii,HG,71.63797,AO,status
2005,2,1,herring_spawn_hab_index,Haida Gwaii,HG,71.50275,AO,status
2006,2,1,herring_spawn_hab_index,Haida Gwaii,HG,71.06737,AO,status
2007,2,1,herring_spawn_hab_index,Haida Gwaii,HG,71.90991,AO,status
2008,2,1,herring_spawn_hab_index,Haida Gwaii,HG,71.10433,AO,status
2009,2,1,herring_spawn_hab_index,Haida Gwaii,HG,72.11006,AO,status
2010,2,1,herring_spawn_hab_index,Haida Gwaii,HG,75.61277,AO,status
2011,2,1,herring_spawn_hab_index,Haida Gwaii,HG,70.47581,AO,status
2012,2,1,herring_spawn_hab_index,Haida Gwaii,HG,73.76347,AO,status
2013,2,1,herring_spawn_hab_index,Haida Gwaii,HG,78.47312,AO,status
2014,2,1,herring_spawn_hab_index,Haida Gwaii,HG,76.98139,AO,status
2015,2,1,herring_spawn_hab_index,Haida Gwaii,HG,77.00277,AO,status
2016,2,1,herring_spawn_hab_index,Haida Gwaii,HG,70.99731,AO,status
2e3,3,1,herring_spawn_hab_index,Central Coast,CC,64.85661,AO,status
2001,3,1,herring_spawn_hab_index,Central Coast,CC,64.72896,AO,status
2002,3,1,herring_spawn_hab_index,Central Coast,CC,64.99738,AO,status
2003,3,1,herring_spawn_hab_index,Central Coast,CC,65.80276,AO,status
2004,3,1,herring_spawn_hab_index,Central Coast,CC,65.6215,AO,status
2005,3,1,herring_spawn_hab_index,Central Coast,CC,65.49217,AO,status
2006,3,1,herring_spawn_hab_index,Central Coast,CC,65.906,AO,status
2007,3,1,herring_spawn_hab_index,Central Coast,CC,66.4749,AO,status
2008,3,0.7987119761974011,herring_spawn_hab_index,Central Coast,CC,60.30937,AO,status
2009,3,0.914198819383909,herring_spawn_hab_index,Central Coast,CC,64.00839,AO,status
2010,3,1,herring_spawn_hab_index,Central Coast,CC,52.88682,AO,status
2011,3,1,herring_spawn_hab_index,Central Coast,CC,51.95577,AO,status
2012,3,1,herring_spawn_hab_index,Central Coast,CC,56.00983,AO,status
2013,3,1,herring_spawn_hab_index,Central Coast,CC,53.19073,AO,status
2014,3,1,herring_spawn_hab_index,Central Coast,CC,60.11584,AO,status
2015,3,1,herring_spawn_hab_index,Central Coast,CC,64.56224,AO,status
2016,3,1,herring_spawn_hab_index,Central Coast,CC,63.52526,AO,status
2e3,4,1,herring_spawn_hab_index,North Vancouver Island,NV,60.14286,AO,status
2001,4,1,herring_spawn_hab_index,North Vancouver Island,NV,54.74584,AO,status
2002,4,0.9951170255959663,herring_spawn_hab_index,North Vancouver Island,NV,61.22289,AO,status
2003,4,0.9506062561817098,herring_spawn_hab_index,North Vancouver Island,NV,62.0984,AO,status
2004,4,1,herring_spawn_hab_index,North Vancouver Island,NV,60.71472,AO,status
2005,4,1,herring_spawn_hab_index,North Vancouver Island,NV,59.35751,AO,status
2006,4,1,herring_spawn_hab_index,North Vancouver Island,NV,58.90704,AO,status
2007,4,1,herring_spawn_hab_index,North Vancouver Island,NV,55.75464,AO,status
2008,4,0.6830097236078156,herring_spawn_hab_index,North Vancouver Island,NV,47.61631,AO,status
2009,4,0.7807087968296642,herring_spawn_hab_index,North Vancouver Island,NV,49.1074,AO,status
2010,4,0.7319443340853413,herring_spawn_hab_index,North Vancouver Island,NV,49.50731,AO,status
2011,4,0.7769447372642098,herring_spawn_hab_index,North Vancouver Island,NV,49.50919,AO,status
2012,4,0.754589283656439,herring_spawn_hab_index,North Vancouver Island,NV,51.51142,AO,status
2013,4,0.8594565951922066,herring_spawn_hab_index,North Vancouver Island,NV,60.16585,AO,status
2014,4,0.9602685150725759,herring_spawn_hab_index,North Vancouver Island,NV,58.55625,AO,status
2015,4,1,herring_spawn_hab_index,North Vancouver Island,NV,60.13007,AO,status
2016,4,1,herring_spawn_hab_index,North Vancouver Island,NV,58.6587,AO,status
2e3,5,1,herring_spawn_hab_index,West Vancouver Island,WV,65.88295,AO,status
