year,area,score,hab,hab_weight,a_ref,cs_score_tot
2e3,4.3137,0.9978053475993345,cf,4.6,4.3236,0.8766027920396908
2010.0,3.4398,0.8743387763043331,cf,4.6,4.3236,0.8668048547805378
2e3,0.4743,0.571737334413267,sm,218.0,0.6282,0.8766027920396908
2010.0,0.4599,0.5517415192084403,sm,218.0,0.6282,0.8668048547805378
2e3,1.72,0.99927413908368,sg,138.0,1.72,0.8766027920396908
2010.0,1.72,0.9993818393923919,sg,138.0,1.72,0.8668048547805378
