rgn_id,sum_estton,year
1,0,2004
2,0,2004
3,0,2004
4,41.6,2004
5,1971.71065625,2004
6,0,2004
7,0,2004
8,0,2004
1,0,2003
2,0,2003
3,0,2003
4,138.88375,2003
5,415.736875,2003
6,0,2003
7,0,2003
8,0,2003
1,0,2002
2,0,2002
3,0,2002
4,210.796875,2002
5,121.875,2002
6,0,2002
7,0,2002
8,0,2002
