"country","commodity","year","tonnes","product"
"Austria","Miscellaneous corals and shells",1999,0.1,"shells"
"Austria","Miscellaneous corals and shells",2000,47,"shells"
"Austria","Miscellaneous corals and shells",2001,0.1,"shells"
"Austria","Miscellaneous corals and shells",2002,24,"shells"
"Austria","Miscellaneous corals and shells",2003,0.1,"shells"
"Austria","Miscellaneous corals and shells",2004,6,"shells"
"Austria","Miscellaneous corals and shells",2005,10,"shells"
"Austria","Miscellaneous corals and shells",2006,14,"shells"
"Austria","Miscellaneous corals and shells",2007,18,"shells"
"Austria","Miscellaneous corals and shells",2008,28,"shells"
"Austria","Miscellaneous corals and shells",2009,28,"shells"
"Austria","Miscellaneous corals and shells",2010,0.1,"shells"
"Austria","Miscellaneous corals and shells",2011,21,"shells"
"Austria","Miscellaneous corals and shells",1976,,"shells"
"Austria","Miscellaneous corals and shells",1977,,"shells"
"Austria","Miscellaneous corals and shells",1978,,"shells"
"Austria","Miscellaneous corals and shells",1979,,"shells"
"Austria","Miscellaneous corals and shells",1980,,"shells"
"Austria","Miscellaneous corals and shells",1981,,"shells"
"Austria","Miscellaneous corals and shells",1982,,"shells"
"Austria","Miscellaneous corals and shells",1983,,"shells"
"Austria","Miscellaneous corals and shells",1984,,"shells"
"Austria","Miscellaneous corals and shells",1985,,"shells"
"Austria","Miscellaneous corals and shells",1986,,"shells"
"Austria","Miscellaneous corals and shells",1987,,"shells"
"Austria","Miscellaneous corals and shells",1988,,"shells"
"Austria","Miscellaneous corals and shells",1989,,"shells"
"Austria","Miscellaneous corals and shells",1990,,"shells"
"Austria","Miscellaneous corals and shells",1991,,"shells"
"Austria","Miscellaneous corals and shells",1992,,"shells"
"Austria","Miscellaneous corals and shells",1993,,"shells"
"Austria","Natural sponges other than raw",1994,0.1,"sponges"
"Austria","Natural sponges other than raw",1995,0.1,"sponges"
"Austria","Natural sponges other than raw",1996,0.1,"sponges"
"Austria","Natural sponges other than raw",1997,67,"sponges"
"Austria","Natural sponges other than raw",1998,93,"sponges"
"Austria","Natural sponges other than raw",1999,6,"sponges"
"Austria","Natural sponges other than raw",2000,6,"sponges"
"Austria","Natural sponges other than raw",2001,0.1,"sponges"
"Austria","Natural sponges other than raw",2002,0.1,"sponges"
"Austria","Natural sponges other than raw",2003,0.1,"sponges"
"Austria","Natural sponges other than raw",2004,0.1,"sponges"
"Austria","Natural sponges other than raw",2005,0.1,"sponges"
"Austria","Natural sponges other than raw",2006,0.1,"sponges"
"Austria","Natural sponges other than raw",2007,0.1,"sponges"
"Austria","Natural sponges other than raw",2008,1,"sponges"
"Austria","Natural sponges other than raw",2009,0.1,"sponges"
"Austria","Natural sponges other than raw",2010,0.1,"sponges"
"Austria","Natural sponges other than raw",2011,0.1,"sponges"
"Austria","Natural sponges other than raw",1976,,"sponges"
"Austria","Natural sponges other than raw",1977,,"sponges"
"Austria","Natural sponges other than raw",1978,,"sponges"
"Austria","Natural sponges other than raw",1979,,"sponges"
"Austria","Natural sponges other than raw",1980,,"sponges"
"Austria","Natural sponges other than raw",1981,,"sponges"
"Austria","Natural sponges other than raw",1982,,"sponges"
"Austria","Natural sponges other than raw",1983,,"sponges"
"Austria","Natural sponges other than raw",1984,,"sponges"
"Austria","Natural sponges other than raw",1985,,"sponges"
"Austria","Natural sponges other than raw",1986,,"sponges"
"Austria","Natural sponges other than raw",1987,,"sponges"
"Austria","Natural sponges other than raw",1988,,"sponges"
"Austria","Natural sponges other than raw",1989,,"sponges"
"Austria","Natural sponges other than raw",1990,,"sponges"
"Austria","Natural sponges other than raw",1991,,"sponges"
"Austria","Natural sponges other than raw",1992,,"sponges"
"Austria","Natural sponges other than raw",1993,,"sponges"
"Austria","Natural sponges raw",1994,0.1,"sponges"
"Austria","Natural sponges raw",1995,0.1,"sponges"
"Austria","Natural sponges raw",1996,21,"sponges"
"Austria","Natural sponges raw",1997,0.1,"sponges"
"Austria","Natural sponges raw",1998,0.1,"sponges"
"Austria","Natural sponges raw",1999,0.1,"sponges"
"Austria","Natural sponges raw",2000,0.1,"sponges"
"Austria","Natural sponges raw",2001,0.1,"sponges"
"Austria","Natural sponges raw",2002,0.1,"sponges"
"Austria","Natural sponges raw",2003,0.1,"sponges"
"Austria","Natural sponges raw",2004,0.1,"sponges"
"Austria","Natural sponges raw",2005,0.1,"sponges"
"Austria","Natural sponges raw",2007,0.1,"sponges"
"Austria","Natural sponges raw",2008,0.1,"sponges"
"Austria","Natural sponges raw",2009,0,"sponges"
"Austria","Natural sponges raw",2010,0,"sponges"
"Austria","Natural sponges raw",2011,0,"sponges"
"Austria","Natural sponges raw",1976,,"sponges"
"Austria","Natural sponges raw",1977,,"sponges"
"Austria","Natural sponges raw",1978,,"sponges"
"Austria","Natural sponges raw",1979,,"sponges"
"Austria","Natural sponges raw",1980,,"sponges"
"Austria","Natural sponges raw",1981,,"sponges"
"Austria","Natural sponges raw",1982,,"sponges"
"Austria","Natural sponges raw",1983,,"sponges"
"Austria","Natural sponges raw",1984,,"sponges"
"Austria","Natural sponges raw",1985,,"sponges"
"Austria","Natural sponges raw",1986,,"sponges"
"Austria","Natural sponges raw",1987,,"sponges"
"Austria","Natural sponges raw",1988,,"sponges"
"Austria","Natural sponges raw",1989,,"sponges"
"Austria","Natural sponges raw",1990,,"sponges"
"Austria","Natural sponges raw",1991,,"sponges"
"Austria","Natural sponges raw",1992,,"sponges"
"Austria","Natural sponges raw",1993,,"sponges"
"Austria","Natural sponges raw",2006,,"sponges"
"Austria","Ornamental fish nei",1984,0.1,"ornamentals"
"Austria","Ornamental fish nei",1985,2,"ornamentals"
"Austria","Ornamental fish nei",1986,0.1,"ornamentals"
"Austria","Ornamental fish nei",1987,0.1,"ornamentals"
"Austria","Ornamental fish nei",1988,1,"ornamentals"
"Austria","Ornamental fish nei",1989,0.1,"ornamentals"
"Austria","Ornamental fish nei",1990,0.1,"ornamentals"
"Austria","Ornamental fish nei",1991,1,"ornamentals"
"Austria","Ornamental fish nei",1992,7,"ornamentals"
"Austria","Ornamental fish nei",1993,1,"ornamentals"
"Austria","Ornamental fish nei",1994,3,"ornamentals"
"Austria","Ornamental fish nei",1995,0,"ornamentals"
"Austria","Ornamental fish nei",1996,0,"ornamentals"
"Austria","Ornamental fish nei",1997,0,"ornamentals"
"Austria","Ornamental fish nei",1998,0,"ornamentals"
"Austria","Ornamental fish nei",1999,0,"ornamentals"
"Austria","Ornamental fish nei",2000,0,"ornamentals"
"Austria","Ornamental fish nei",2001,0,"ornamentals"
"Austria","Ornamental fish nei",2002,0,"ornamentals"
"Austria","Ornamental fish nei",2003,0,"ornamentals"
"Austria","Ornamental fish nei",2004,0,"ornamentals"
"Austria","Ornamental fish nei",2005,0,"ornamentals"
"Austria","Ornamental fish nei",2006,0,"ornamentals"
"Austria","Ornamental fish nei",2007,0,"ornamentals"
"Austria","Ornamental fish nei",2008,0,"ornamentals"
"Austria","Ornamental fish nei",2009,0,"ornamentals"
"Austria","Ornamental fish nei",2010,0,"ornamentals"
"Austria","Ornamental fish nei",2011,0,"ornamentals"
"Austria","Ornamental fish nei",1976,,"ornamentals"
"Austria","Ornamental fish nei",1977,,"ornamentals"
"Austria","Ornamental fish nei",1978,,"ornamentals"
"Austria","Ornamental fish nei",1979,,"ornamentals"
"Austria","Ornamental fish nei",1980,,"ornamentals"
"Austria","Ornamental fish nei",1981,,"ornamentals"
"Austria","Ornamental fish nei",1982,,"ornamentals"
"Austria","Ornamental fish nei",1983,,"ornamentals"
"Austria","Ornamental saltwater fish",1992,0.1,"ornamentals"
"Austria","Ornamental saltwater fish",1993,0.1,"ornamentals"
"Austria","Ornamental saltwater fish",1994,1,"ornamentals"
"Austria","Ornamental saltwater fish",1995,2,"ornamentals"
"Austria","Ornamental saltwater fish",1996,0.1,"ornamentals"
"Austria","Ornamental saltwater fish",1997,0.1,"ornamentals"
"Austria","Ornamental saltwater fish",1998,0,"ornamentals"
"Austria","Ornamental saltwater fish",1999,0,"ornamentals"
"Austria","Ornamental saltwater fish",2000,0,"ornamentals"
"Austria","Ornamental saltwater fish",2001,0,"ornamentals"
"Austria","Ornamental saltwater fish",2002,0,"ornamentals"
"Austria","Ornamental saltwater fish",2003,0,"ornamentals"
"Austria","Ornamental saltwater fish",2004,0,"ornamentals"
"Austria","Ornamental saltwater fish",2005,0,"ornamentals"
"Austria","Ornamental saltwater fish",2006,0.1,"ornamentals"
"Austria","Ornamental saltwater fish",2007,0,"ornamentals"
"Austria","Ornamental saltwater fish",2008,0.1,"ornamentals"
"Austria","Ornamental saltwater fish",2009,0.1,"ornamentals"
"Austria","Ornamental saltwater fish",2010,0.1,"ornamentals"
"Austria","Ornamental saltwater fish",2011,0.1,"ornamentals"
"Austria","Ornamental saltwater fish",1976,,"ornamentals"
"Austria","Ornamental saltwater fish",1977,,"ornamentals"
"Austria","Ornamental saltwater fish",1978,,"ornamentals"
"Austria","Ornamental saltwater fish",1979,,"ornamentals"
"Austria","Ornamental saltwater fish",1980,,"ornamentals"
"Austria","Ornamental saltwater fish",1981,,"ornamentals"
"Austria","Ornamental saltwater fish",1982,,"ornamentals"
"Austria","Ornamental saltwater fish",1983,,"ornamentals"
"Austria","Ornamental saltwater fish",1984,,"ornamentals"
"Austria","Ornamental saltwater fish",1985,,"ornamentals"
"Austria","Ornamental saltwater fish",1986,,"ornamentals"
"Austria","Ornamental saltwater fish",1987,,"ornamentals"
"Austria","Ornamental saltwater fish",1988,,"ornamentals"
"Austria","Ornamental saltwater fish",1989,,"ornamentals"
"Austria","Ornamental saltwater fish",1990,,"ornamentals"
"Austria","Ornamental saltwater fish",1991,,"ornamentals"
"Austria","Other seaweeds and aquatic plants and products thereof",1994,0.1,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1995,0.1,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1996,0.1,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1997,1,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1998,0.1,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1999,0.1,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",2000,0.1,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",2001,13,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",2002,6,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",2003,10,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",2004,2,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",2005,2,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",2006,148,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",2007,13,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",2008,42,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",2009,68,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",2010,55,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",2011,90,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1976,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1977,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1978,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1979,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1980,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1981,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1982,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1983,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1984,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1985,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1986,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1987,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1988,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1989,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1990,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1991,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1992,,"seaweeds"
"Austria","Other seaweeds and aquatic plants and products thereof",1993,,"seaweeds"
"Azerbaijan","Fish body oils, nei",1999,143,"fish_oil"
"Azerbaijan","Fish body oils, nei",2000,71,"fish_oil"
"Azerbaijan","Fish body oils, nei",2001,36,"fish_oil"
"Azerbaijan","Fish body oils, nei",2002,13,"fish_oil"
"Azerbaijan","Fish body oils, nei",2003,0,"fish_oil"
"Azerbaijan","Fish body oils, nei",2004,0.1,"fish_oil"
"Azerbaijan","Fish body oils, nei",2005,0,"fish_oil"
"Azerbaijan","Fish body oils, nei",2006,0,"fish_oil"
"Azerbaijan","Fish body oils, nei",2007,0,"fish_oil"
"Azerbaijan","Fish body oils, nei",2008,0,"fish_oil"
"Azerbaijan","Fish body oils, nei",2009,0,"fish_oil"
"Azerbaijan","Fish body oils, nei",2010,0,"fish_oil"
"Azerbaijan","Fish body oils, nei",2011,0,"fish_oil"
"Azerbaijan","Fish body oils, nei",1976,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1977,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1978,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1979,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1980,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1981,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1982,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1983,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1984,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1985,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1986,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1987,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1988,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1989,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1990,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1991,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1992,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1993,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1994,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1995,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1996,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1997,,"fish_oil"
"Azerbaijan","Fish body oils, nei",1998,,"fish_oil"
"Bahamas","Miscellaneous corals and shells",2000,7,"shells"
"Bahamas","Miscellaneous corals and shells",2001,4,"shells"
"Bahamas","Miscellaneous corals and shells",2002,0,"shells"
"Bahamas","Miscellaneous corals and shells",2003,0,"shells"
"Bahamas","Miscellaneous corals and shells",2004,0,"shells"
"Bahamas","Miscellaneous corals and shells",2005,20,"shells"
"Bahamas","Miscellaneous corals and shells",2006,45,"shells"
"Bahamas","Miscellaneous corals and shells",2007,4,"shells"
"Bahamas","Miscellaneous corals and shells",2008,95,"shells"
"Bahamas","Miscellaneous corals and shells",2009,62,"shells"
"Bahamas","Miscellaneous corals and shells",2010,13,"shells"
"Bahamas","Miscellaneous corals and shells",2011,113,"shells"
"Bahamas","Miscellaneous corals and shells",1976,,"shells"
"Bahamas","Miscellaneous corals and shells",1977,,"shells"
"Bahamas","Miscellaneous corals and shells",1978,,"shells"
"Bahamas","Miscellaneous corals and shells",1979,,"shells"
"Bahamas","Miscellaneous corals and shells",1980,,"shells"
"Bahamas","Miscellaneous corals and shells",1981,,"shells"
"Bahamas","Miscellaneous corals and shells",1982,,"shells"
"Bahamas","Miscellaneous corals and shells",1983,,"shells"
"Bahamas","Miscellaneous corals and shells",1984,,"shells"
"Bahamas","Miscellaneous corals and shells",1985,,"shells"
"Bahamas","Miscellaneous corals and shells",1986,,"shells"
"Bahamas","Miscellaneous corals and shells",1987,,"shells"
"Bahamas","Miscellaneous corals and shells",1988,,"shells"
"Bahamas","Miscellaneous corals and shells",1989,,"shells"
"Bahamas","Miscellaneous corals and shells",1990,,"shells"
"Bahamas","Miscellaneous corals and shells",1991,,"shells"
"Bahamas","Miscellaneous corals and shells",1992,,"shells"
"Bahamas","Miscellaneous corals and shells",1993,,"shells"
"Bahamas","Miscellaneous corals and shells",1994,,"shells"
"Bahamas","Miscellaneous corals and shells",1995,,"shells"
"Bahamas","Miscellaneous corals and shells",1996,,"shells"
"Bahamas","Miscellaneous corals and shells",1997,,"shells"
"Bahamas","Miscellaneous corals and shells",1998,,"shells"
"Bahamas","Miscellaneous corals and shells",1999,,"shells"
"Bahamas","Natural sponges nei",1995,90,"sponges"
"Bahamas","Natural sponges nei",1996,73,"sponges"
"Bahamas","Natural sponges nei",1997,66,"sponges"
"Bahamas","Natural sponges nei",1998,96,"sponges"
"Bahamas","Natural sponges nei",1999,97,"sponges"
"Bahamas","Natural sponges nei",2000,84,"sponges"
"Bahamas","Natural sponges nei",2001,67,"sponges"
"Bahamas","Natural sponges nei",2002,8,"sponges"
"Bahamas","Natural sponges nei",2003,3,"sponges"
"Bahamas","Natural sponges nei",2004,31,"sponges"
"Bahamas","Natural sponges nei",2005,23,"sponges"
"Bahamas","Natural sponges nei",2006,50,"sponges"
"Bahamas","Natural sponges nei",2007,31,"sponges"
"Bahamas","Natural sponges nei",2008,26,"sponges"
"Bahamas","Natural sponges nei",1976,,"sponges"
"Bahamas","Natural sponges nei",1977,,"sponges"
"Bahamas","Natural sponges nei",1978,,"sponges"
"Bahamas","Natural sponges nei",1979,,"sponges"
"Bahamas","Natural sponges nei",1980,,"sponges"
"Bahamas","Natural sponges nei",1981,,"sponges"
"Bahamas","Natural sponges nei",1982,,"sponges"
"Bahamas","Natural sponges nei",1983,,"sponges"
"Bahamas","Natural sponges nei",1984,,"sponges"
"Bahamas","Natural sponges nei",1985,,"sponges"
"Bahamas","Natural sponges nei",1986,,"sponges"
"Bahamas","Natural sponges nei",1987,,"sponges"
"Bahamas","Natural sponges nei",1988,,"sponges"
"Bahamas","Natural sponges nei",1989,,"sponges"
"Bahamas","Natural sponges nei",1990,,"sponges"
"Bahamas","Natural sponges nei",1991,,"sponges"
"Bahamas","Natural sponges nei",1992,,"sponges"
"Bahamas","Natural sponges nei",1993,,"sponges"
"Bahamas","Natural sponges nei",1994,,"sponges"
"Bahamas","Natural sponges nei",2009,,"sponges"
"Bahamas","Natural sponges nei",2010,,"sponges"
"Bahamas","Natural sponges nei",2011,,"sponges"
"Bahamas","Shells nei",2000,2,"shells"
"Bahamas","Shells nei",2001,4,"shells"
"Bahamas","Shells nei",2002,0,"shells"
"Bahamas","Shells nei",2003,0,"shells"
"Bahamas","Shells nei",2004,0,"shells"
"Bahamas","Shells nei",2005,0,"shells"
"Bahamas","Shells nei",2006,0,"shells"
"Bahamas","Shells nei",2007,0,"shells"
"Bahamas","Shells nei",2008,0,"shells"
"Bahamas","Shells nei",2009,0,"shells"
"Bahamas","Shells nei",2010,0,"shells"
"Bahamas","Shells nei",2011,0,"shells"
"Bahamas","Shells nei",1976,,"shells"
"Bahamas","Shells nei",1977,,"shells"
"Bahamas","Shells nei",1978,,"shells"
"Bahamas","Shells nei",1979,,"shells"
"Bahamas","Shells nei",1980,,"shells"
"Bahamas","Shells nei",1981,,"shells"
"Bahamas","Shells nei",1982,,"shells"
"Bahamas","Shells nei",1983,,"shells"
"Bahamas","Shells nei",1984,,"shells"
"Bahamas","Shells nei",1985,,"shells"
"Bahamas","Shells nei",1986,,"shells"
"Bahamas","Shells nei",1987,,"shells"
"Bahamas","Shells nei",1988,,"shells"
"Bahamas","Shells nei",1989,,"shells"
"Bahamas","Shells nei",1990,,"shells"
"Bahamas","Shells nei",1991,,"shells"
"Bahamas","Shells nei",1992,,"shells"
"Bahamas","Shells nei",1993,,"shells"
"Bahamas","Shells nei",1994,,"shells"
"Bahamas","Shells nei",1995,,"shells"
"Bahamas","Shells nei",1996,,"shells"
"Bahamas","Shells nei",1997,,"shells"
"Bahamas","Shells nei",1998,,"shells"
"Bahamas","Shells nei",1999,,"shells"
"Bahrain","Fish body oils, nei",1976,2,"fish_oil"
"Bahrain","Fish body oils, nei",1978,1,"fish_oil"
"Bahrain","Fish body oils, nei",1982,0.1,"fish_oil"
"Bahrain","Fish body oils, nei",1983,0.1,"fish_oil"
"Bahrain","Fish body oils, nei",1984,0.1,"fish_oil"
"Bahrain","Fish body oils, nei",1997,282,"fish_oil"
"Bahrain","Fish body oils, nei",1998,0,"fish_oil"
"Bahrain","Fish body oils, nei",1999,0,"fish_oil"
"Bahrain","Fish body oils, nei",2000,0,"fish_oil"
"Bahrain","Fish body oils, nei",2001,0,"fish_oil"
"Bahrain","Fish body oils, nei",2002,0,"fish_oil"
"Bahrain","Fish body oils, nei",2003,0,"fish_oil"
"Bahrain","Fish body oils, nei",2004,0,"fish_oil"
"Bahrain","Fish body oils, nei",2005,0,"fish_oil"
"Bahrain","Fish body oils, nei",2006,0,"fish_oil"
"Bahrain","Fish body oils, nei",2007,0,"fish_oil"
"Bahrain","Fish body oils, nei",2008,0,"fish_oil"
"Bahrain","Fish body oils, nei",2009,0,"fish_oil"
"Bahrain","Fish body oils, nei",2010,0,"fish_oil"
"Bahrain","Fish body oils, nei",2011,0,"fish_oil"
"Bahrain","Fish body oils, nei",1977,,"fish_oil"
"Bahrain","Fish body oils, nei",1979,,"fish_oil"
"Bahrain","Fish body oils, nei",1980,,"fish_oil"
"Bahrain","Fish body oils, nei",1981,,"fish_oil"
"Bahrain","Fish body oils, nei",1985,,"fish_oil"
"Bahrain","Fish body oils, nei",1986,,"fish_oil"
"Bahrain","Fish body oils, nei",1987,,"fish_oil"
"Bahrain","Fish body oils, nei",1988,,"fish_oil"
"Bahrain","Fish body oils, nei",1989,,"fish_oil"
"Bahrain","Fish body oils, nei",1990,,"fish_oil"
"Bahrain","Fish body oils, nei",1991,,"fish_oil"
"Bahrain","Fish body oils, nei",1992,,"fish_oil"
"Bahrain","Fish body oils, nei",1993,,"fish_oil"
"Bahrain","Fish body oils, nei",1994,,"fish_oil"
"Bahrain","Fish body oils, nei",1995,,"fish_oil"
"Bahrain","Fish body oils, nei",1996,,"fish_oil"
"Bahrain","Ornamental fish nei",1994,1,"ornamentals"
"Bahrain","Ornamental fish nei",1995,4,"ornamentals"
"Bahrain","Ornamental fish nei",1996,4,"ornamentals"
"Bahrain","Ornamental fish nei",1997,1,"ornamentals"
"Bahrain","Ornamental fish nei",1998,0.1,"ornamentals"
"Bahrain","Ornamental fish nei",1999,1,"ornamentals"
"Bahrain","Ornamental fish nei",2000,0,"ornamentals"
"Bahrain","Ornamental fish nei",2001,0,"ornamentals"
"Bahrain","Ornamental fish nei",2002,0,"ornamentals"
"Bahrain","Ornamental fish nei",2003,0,"ornamentals"
"Bahrain","Ornamental fish nei",2004,0,"ornamentals"
"Bahrain","Ornamental fish nei",2005,0,"ornamentals"
"Bahrain","Ornamental fish nei",2006,0,"ornamentals"
"Bahrain","Ornamental fish nei",2007,0,"ornamentals"
"Bahrain","Ornamental fish nei",2008,0,"ornamentals"
"Bahrain","Ornamental fish nei",2009,0,"ornamentals"
"Bahrain","Ornamental fish nei",2010,0,"ornamentals"
"Bahrain","Ornamental fish nei",2011,0,"ornamentals"
"Bahrain","Ornamental fish nei",1976,,"ornamentals"
"Bahrain","Ornamental fish nei",1977,,"ornamentals"
"Bahrain","Ornamental fish nei",1978,,"ornamentals"
"Bahrain","Ornamental fish nei",1979,,"ornamentals"
"Bahrain","Ornamental fish nei",1980,,"ornamentals"
"Bahrain","Ornamental fish nei",1981,,"ornamentals"
"Bahrain","Ornamental fish nei",1982,,"ornamentals"
"Bahrain","Ornamental fish nei",1983,,"ornamentals"
"Bahrain","Ornamental fish nei",1984,,"ornamentals"
"Bahrain","Ornamental fish nei",1985,,"ornamentals"
"Bahrain","Ornamental fish nei",1986,,"ornamentals"
"Bahrain","Ornamental fish nei",1987,,"ornamentals"
"Bahrain","Ornamental fish nei",1988,,"ornamentals"
"Bahrain","Ornamental fish nei",1989,,"ornamentals"
"Bahrain","Ornamental fish nei",1990,,"ornamentals"
"Bahrain","Ornamental fish nei",1991,,"ornamentals"
"Bahrain","Ornamental fish nei",1992,,"ornamentals"
"Bahrain","Ornamental fish nei",1993,,"ornamentals"
"Bangladesh","Agar agar nei",2004,0,"seaweeds"
"Bangladesh","Agar agar nei",2005,0,"seaweeds"
"Bangladesh","Agar agar nei",2007,8,"seaweeds"
"Bangladesh","Agar agar nei",2009,0,"seaweeds"
"Bangladesh","Agar agar nei",2010,0,"seaweeds"
"Bangladesh","Agar agar nei",2011,0,"seaweeds"
"Bangladesh","Agar agar nei",1976,,"seaweeds"
"Bangladesh","Agar agar nei",1977,,"seaweeds"
"Bangladesh","Agar agar nei",1978,,"seaweeds"
"Bangladesh","Agar agar nei",1979,,"seaweeds"
"Bangladesh","Agar agar nei",1980,,"seaweeds"
"Bangladesh","Agar agar nei",1981,,"seaweeds"
"Bangladesh","Agar agar nei",1982,,"seaweeds"
"Bangladesh","Agar agar nei",1983,,"seaweeds"
"Bangladesh","Agar agar nei",1984,,"seaweeds"
"Bangladesh","Agar agar nei",1985,,"seaweeds"
"Bangladesh","Agar agar nei",1986,,"seaweeds"
"Bangladesh","Agar agar nei",1987,,"seaweeds"
"Bangladesh","Agar agar nei",1988,,"seaweeds"
"Bangladesh","Agar agar nei",1989,,"seaweeds"
"Bangladesh","Agar agar nei",1990,,"seaweeds"
"Bangladesh","Agar agar nei",1991,,"seaweeds"
"Bangladesh","Agar agar nei",1992,,"seaweeds"
"Bangladesh","Agar agar nei",1993,,"seaweeds"
"Bangladesh","Agar agar nei",1994,,"seaweeds"
"Bangladesh","Agar agar nei",1995,,"seaweeds"
"Bangladesh","Agar agar nei",1996,,"seaweeds"
"Bangladesh","Agar agar nei",1997,,"seaweeds"
"Bangladesh","Agar agar nei",1998,,"seaweeds"
"Bangladesh","Agar agar nei",1999,,"seaweeds"
"Bangladesh","Agar agar nei",2000,,"seaweeds"
"Bangladesh","Agar agar nei",2001,,"seaweeds"
"Bangladesh","Agar agar nei",2002,,"seaweeds"
"Bangladesh","Agar agar nei",2003,,"seaweeds"
"Bangladesh","Agar agar nei",2006,,"seaweeds"
"Bangladesh","Agar agar nei",2008,,"seaweeds"
"Bangladesh","Fish body oils, nei",2005,8,"fish_oil"
"Bangladesh","Fish body oils, nei",2010,1,"fish_oil"
"Bangladesh","Fish body oils, nei",2011,0.1,"fish_oil"
"Bangladesh","Fish body oils, nei",1976,,"fish_oil"
"Bangladesh","Fish body oils, nei",1977,,"fish_oil"
"Bangladesh","Fish body oils, nei",1978,,"fish_oil"
"Bangladesh","Fish body oils, nei",1979,,"fish_oil"
"Bangladesh","Fish body oils, nei",1980,,"fish_oil"
"Bangladesh","Fish body oils, nei",1981,,"fish_oil"
"Bangladesh","Fish body oils, nei",1982,,"fish_oil"
"Bangladesh","Fish body oils, nei",1983,,"fish_oil"
"Bangladesh","Fish body oils, nei",1984,,"fish_oil"
"Bangladesh","Fish body oils, nei",1985,,"fish_oil"
"Bangladesh","Fish body oils, nei",1986,,"fish_oil"
"Bangladesh","Fish body oils, nei",1987,,"fish_oil"
"Bangladesh","Fish body oils, nei",1988,,"fish_oil"
"Bangladesh","Fish body oils, nei",1989,,"fish_oil"
"Bangladesh","Fish body oils, nei",1990,,"fish_oil"
"Bangladesh","Fish body oils, nei",1991,,"fish_oil"
"Bangladesh","Fish body oils, nei",1992,,"fish_oil"
"Bangladesh","Fish body oils, nei",1993,,"fish_oil"
"Bangladesh","Fish body oils, nei",1994,,"fish_oil"
"Bangladesh","Fish body oils, nei",1995,,"fish_oil"
