year,rgn_id,sm_area_km2,area_km2_tot
1990.0,1,2.2815,21885.5871
1990.0,2,4.1175,14681.3814
1990.0,8,0.4275,2059.9109999999996
1990.0,3,0.8756999999999999,18021.3543
1990.0,4,0.657,19146.0519
1990.0,6,13.104899999999999,17090.5725
1990.0,5,6.4062,13021.8192
2e3,1,2.2815,21885.5871
2e3,2,4.1166,14681.381399999998
2e3,8,0.4275,2059.9109999999996
2e3,3,0.8756999999999999,18021.3543
2e3,4,0.6471,19146.0519
2e3,6,12.428099999999999,17090.572500000002
2e3,5,5.9742,13021.8192
2010.0,1,2.2815,21885.5871
2010.0,2,4.1166,14681.381399999998
2010.0,8,0.4275,2059.9109999999996
2010.0,3,0.8756999999999999,18021.3543
2010.0,4,0.6435,19146.0519
2010.0,6,12.3894,17090.5725
2010.0,5,5.9706,13021.8192
