rgn_id,n_tot,n_phi,min_prod,max_prod,quants,prob_lvl
1,17486,0,NA,NA,NA,0.01
1,17486,0,NA,NA,NA,0.02
1,17486,0,NA,NA,NA,0.05
1,17486,0,NA,NA,NA,0.1
1,17486,0,NA,NA,NA,0.25
1,17486,0,NA,NA,NA,0.5
1,17486,0,NA,NA,NA,0.75
1,17486,0,NA,NA,NA,0.9
1,17486,0,NA,NA,NA,0.95
1,17486,0,NA,NA,NA,0.98
1,17486,0,NA,NA,NA,0.99
2,46041,38,129550919,132180200,129594340.35,0.01
2,46041,38,129550919,132180200,129637761.7,0.02
2,46041,38,129550919,132180200,129768074.2,0.05
2,46041,38,129550919,132180200,130154316.10000001,0.1
2,46041,38,129550919,132180200,130173520,0.25
2,46041,38,129550919,132180200,130371576,0.5
2,46041,38,129550919,132180200,131929065.5,0.75
2,46041,38,129550919,132180200,132032530.1,0.9
2,46041,38,129550919,132180200,132154997.5,0.95
2,46041,38,129550919,132180200,132180200,0.98
2,46041,38,129550919,132180200,132180200,0.99
3,20528,6095,125371150,144884467,131087439,0.01
3,20528,6095,125371150,144884467,131610600,0.02
3,20528,6095,125371150,144884467,132720795,0.05
3,20528,6095,125371150,144884467,133431959.8,0.1
3,20528,6095,125371150,144884467,134640182,0.25
3,20528,6095,125371150,144884467,139734238,0.5
3,20528,6095,125371150,144884467,141495259.5,0.75
3,20528,6095,125371150,144884467,142667858,0.9
3,20528,6095,125371150,144884467,142976655,0.95
3,20528,6095,125371150,144884467,143858146,0.98
3,20528,6095,125371150,144884467,144182756,0.99
4,13719,3682,120632642,142476328,124956534.85,0.01
4,13719,3682,120632642,142476328,126943244.12,0.02
4,13719,3682,120632642,142476328,129643686,0.05
4,13719,3682,120632642,142476328,130468994,0.1
4,13719,3682,120632642,142476328,134655857,0.25
4,13719,3682,120632642,142476328,137326350,0.5
4,13719,3682,120632642,142476328,138723340,0.75
4,13719,3682,120632642,142476328,139580802.1,0.9
4,13719,3682,120632642,142476328,140194620,0.95
4,13719,3682,120632642,142476328,140916046,0.98
4,13719,3682,120632642,142476328,141253582,0.99
5,28153,2458,124486804,142742184,125815221,0.01
5,28153,2458,124486804,142742184,128780207,0.02
5,28153,2458,124486804,142742184,134455994.05,0.05
5,28153,2458,124486804,142742184,136175717,0.1
5,28153,2458,124486804,142742184,138676926.5,0.25
5,28153,2458,124486804,142742184,139905428.5,0.5
5,28153,2458,124486804,142742184,140856654.5,0.75
5,28153,2458,124486804,142742184,141565892.1,0.9
5,28153,2458,124486804,142742184,141886616,0.95
5,28153,2458,124486804,142742184,142046443,0.98
5,28153,2458,124486804,142742184,142246257.13,0.99
6,8142,1,149663096,149663096,149663096,0.01
6,8142,1,149663096,149663096,149663096,0.02
6,8142,1,149663096,149663096,149663096,0.05
6,8142,1,149663096,149663096,149663096,0.1
6,8142,1,149663096,149663096,149663096,0.25
6,8142,1,149663096,149663096,149663096,0.5
6,8142,1,149663096,149663096,149663096,0.75
6,8142,1,149663096,149663096,149663096,0.9
6,8142,1,149663096,149663096,149663096,0.95
6,8142,1,149663096,149663096,149663096,0.98
6,8142,1,149663096,149663096,149663096,0.99
7,315882,0,NA,NA,NA,0.01
7,315882,0,NA,NA,NA,0.02
7,315882,0,NA,NA,NA,0.05
7,315882,0,NA,NA,NA,0.1
7,315882,0,NA,NA,NA,0.25
7,315882,0,NA,NA,NA,0.5
7,315882,0,NA,NA,NA,0.75
7,315882,0,NA,NA,NA,0.9
7,315882,0,NA,NA,NA,0.95
7,315882,0,NA,NA,NA,0.98
7,315882,0,NA,NA,NA,0.99
8,3211,910,132697808,143897156,132727686.02,0.01
8,3211,910,132697808,143897156,133386477,0.02
8,3211,910,132697808,143897156,134256914,0.05
8,3211,910,132697808,143897156,134950602.8,0.1
8,3211,910,132697808,143897156,137460267,0.25
8,3211,910,132697808,143897156,140192641,0.5
8,3211,910,132697808,143897156,141223660.5,0.75
8,3211,910,132697808,143897156,142169605,0.9
8,3211,910,132697808,143897156,143020290.8,0.95
8,3211,910,132697808,143897156,143897156,0.98
8,3211,910,132697808,143897156,143897156,0.99
