year,rgn_id,n_cells
2004,15106,0
2007,15106,0
2008,15106,0
2009,15106,0
2010,15106,0
2011,15106,0
NA,15106,120
1,15107,0
1927,15107,0
1936,15107,0
1947,15107,0
1956,15107,0
1957,15107,0
1960,15107,0
1962,15107,0
1963,15107,0
1965,15107,0
1966,15107,0
1969,15107,0
1971,15107,0
1973,15107,0
1975,15107,0
1980,15107,0
1981,15107,0
1982,15107,0
1984,15107,0
1986,15107,0
1988,15107,0
1989,15107,0
1990,15107,0
1992,15107,0
1995,15107,0
1997,15107,0
1998,15107,7
1999,15107,0
2000,15107,0
2004,15107,0
2007,15107,0
2008,15107,1
2009,15107,0
2010,15107,0
2011,15107,0
NA,15107,205
1,15108,0
1927,15108,0
1936,15108,0
1947,15108,0
1956,15108,0
1957,15108,0
1960,15108,0
1962,15108,0
1963,15108,0
1965,15108,0
1966,15108,0
1969,15108,0
1971,15108,0
1973,15108,0
1975,15108,0
1980,15108,0
1981,15108,0
1982,15108,0
1984,15108,0
1986,15108,0
1988,15108,0
1989,15108,0
1990,15108,0
1992,15108,0
1995,15108,0
1997,15108,0
1998,15108,0
1999,15108,0
2000,15108,0
2004,15108,0
2007,15108,0
2008,15108,0
2009,15108,0
2010,15108,0
2011,15108,0
NA,15108,169
1,15109,0
1927,15109,0
1936,15109,0
1947,15109,0
1956,15109,0
1957,15109,0
1960,15109,0
1962,15109,0
1963,15109,0
1965,15109,0
1966,15109,0
1969,15109,0
1971,15109,0
1973,15109,0
1975,15109,0
1980,15109,0
1981,15109,0
1982,15109,0
1984,15109,0
1986,15109,0
1988,15109,0
1989,15109,0
1990,15109,0
1992,15109,0
1995,15109,0
1997,15109,0
1998,15109,0
1999,15109,0
2000,15109,0
2004,15109,0
2007,15109,0
2008,15109,0
2009,15109,0
2010,15109,0
2011,15109,0
NA,15109,356
1,15110,0
1927,15110,0
1936,15110,0
1947,15110,0
1956,15110,0
1957,15110,0
1960,15110,0
1962,15110,0
1963,15110,0
1965,15110,0
1966,15110,0
1969,15110,0
1971,15110,0
1973,15110,0
1975,15110,0
1980,15110,0
1981,15110,0
1982,15110,0
1984,15110,0
1986,15110,0
1988,15110,0
1989,15110,0
1990,15110,0
1992,15110,0
1995,15110,0
1997,15110,0
1998,15110,0
1999,15110,0
2000,15110,0
2004,15110,0
2007,15110,0
2008,15110,0
2009,15110,0
2010,15110,0
2011,15110,0
NA,15110,121
1,15111,0
1927,15111,0
1936,15111,0
1947,15111,0
1956,15111,0
1957,15111,0
1960,15111,0
1962,15111,0
1963,15111,0
1965,15111,0
1966,15111,0
1969,15111,0
1971,15111,0
1973,15111,0
1975,15111,0
1980,15111,0
1981,15111,0
1982,15111,0
1984,15111,0
1986,15111,0
1988,15111,0
1989,15111,0
1990,15111,0
1992,15111,0
1995,15111,0
1997,15111,0
1998,15111,0
1999,15111,0
2000,15111,0
2004,15111,0
2007,15111,0
2008,15111,0
2009,15111,0
2010,15111,0
2011,15111,0
NA,15111,99
1,15112,0
1927,15112,0
1936,15112,0
1947,15112,0
1956,15112,0
1957,15112,0
1960,15112,0
1962,15112,0
1963,15112,0
1965,15112,0
1966,15112,0
1969,15112,0
1971,15112,0
1973,15112,0
1975,15112,0
1980,15112,0
1981,15112,0
1982,15112,0
1984,15112,0
1986,15112,0
1988,15112,0
1989,15112,0
1990,15112,0
1992,15112,0
1995,15112,0
1997,15112,0
1998,15112,0
1999,15112,0
2000,15112,0
2004,15112,0
2007,15112,0
2008,15112,0
2009,15112,0
2010,15112,0
2011,15112,0
NA,15112,80
1,15113,0
1927,15113,0
1936,15113,0
1947,15113,0
1956,15113,0
1957,15113,0
1960,15113,0
1962,15113,0
1963,15113,0
1965,15113,0
1966,15113,0
1969,15113,0
1971,15113,0
1973,15113,0
1975,15113,0
1980,15113,0
1981,15113,0
1982,15113,0
1984,15113,0
1986,15113,0
1988,15113,0
1989,15113,0
1990,15113,0
1992,15113,0
1995,15113,0
1997,15113,0
1998,15113,0
1999,15113,0
2000,15113,0
2004,15113,0
2007,15113,0
2008,15113,0
2009,15113,0
2010,15113,0
2011,15113,0
NA,15113,253
1,15114,0
1927,15114,0
1936,15114,0
1947,15114,0
1956,15114,0
1957,15114,0
1960,15114,0
1962,15114,0
1963,15114,0
1965,15114,0
1966,15114,0
1969,15114,0
1971,15114,0
1973,15114,0
1975,15114,0
1980,15114,0
1981,15114,0
1982,15114,0
1984,15114,0
1986,15114,0
1988,15114,0
1989,15114,0
1990,15114,0
1992,15114,0
1995,15114,0
1997,15114,0
1998,15114,0
1999,15114,0
2000,15114,0
2004,15114,0
2007,15114,0
2008,15114,0
2009,15114,0
2010,15114,0
2011,15114,0
NA,15114,98
1,15115,0
1927,15115,0
1936,15115,0
1947,15115,0
1956,15115,0
1957,15115,0
1960,15115,0
1962,15115,0
1963,15115,0
1965,15115,0
1966,15115,0
1969,15115,0
1971,15115,0
1973,15115,0
1975,15115,0
1980,15115,0
1981,15115,0
1982,15115,0
1984,15115,0
1986,15115,0
1988,15115,0
1989,15115,0
1990,15115,0
1992,15115,0
1995,15115,0
1997,15115,0
1998,15115,0
1999,15115,0
2000,15115,0
2004,15115,0
2007,15115,0
2008,15115,0
2009,15115,0
2010,15115,0
2011,15115,0
NA,15115,95
1,15116,0
1927,15116,0
1936,15116,0
1947,15116,0
1956,15116,0
1957,15116,0
1960,15116,0
1962,15116,0
1963,15116,0
1965,15116,0
1966,15116,0
1969,15116,0
1971,15116,0
1973,15116,0
1975,15116,0
1980,15116,0
1981,15116,0
1982,15116,0
1984,15116,0
1986,15116,0
1988,15116,0
1989,15116,0
1990,15116,0
1992,15116,0
1995,15116,0
1997,15116,0
1998,15116,0
1999,15116,0
2000,15116,0
2004,15116,0
2007,15116,0
2008,15116,0
2009,15116,0
2010,15116,0
2011,15116,0
NA,15116,140
1,15117,0
1927,15117,0
1936,15117,0
1947,15117,0
1956,15117,0
1957,15117,0
1960,15117,0
1962,15117,0
1963,15117,0
1965,15117,0
1966,15117,0
1969,15117,0
1971,15117,0
1973,15117,0
1975,15117,0
1980,15117,0
1981,15117,0
1982,15117,0
1984,15117,0
1986,15117,0
1988,15117,0
1989,15117,0
1990,15117,0
1992,15117,0
1995,15117,0
1997,15117,0
1998,15117,4
1999,15117,0
2000,15117,0
2004,15117,0
2007,15117,0
2008,15117,0
2009,15117,0
2010,15117,0
2011,15117,0
NA,15117,325
1,15118,0
1927,15118,0
1936,15118,0
1947,15118,0
1956,15118,0
1957,15118,0
1960,15118,0
1962,15118,0
1963,15118,0
1965,15118,0
1966,15118,0
1969,15118,0
1971,15118,0
1973,15118,0
1975,15118,0
1980,15118,0
1981,15118,0
1982,15118,0
1984,15118,0
1986,15118,0
1988,15118,0
1989,15118,0
1990,15118,0
1992,15118,0
1995,15118,0
1997,15118,0
1998,15118,0
1999,15118,0
2000,15118,0
2004,15118,0
2007,15118,0
2008,15118,0
2009,15118,0
2010,15118,0
2011,15118,0
NA,15118,101
1,15119,0
1927,15119,0
1936,15119,0
1947,15119,0
1956,15119,0
1957,15119,0
1960,15119,0
1962,15119,0
1963,15119,0
1965,15119,0
1966,15119,0
1969,15119,0
1971,15119,0
1973,15119,0
1975,15119,0
1980,15119,0
1981,15119,0
1982,15119,0
1984,15119,0
1986,15119,0
1988,15119,0
1989,15119,0
1990,15119,0
1992,15119,0
1995,15119,0
1997,15119,0
1998,15119,0
1999,15119,0
2000,15119,0
2004,15119,0
2007,15119,0
2008,15119,0
2009,15119,0
2010,15119,0
2011,15119,0
NA,15119,91
1,15120,0
1927,15120,0
1936,15120,0
1947,15120,0
1956,15120,0
1957,15120,0
1960,15120,0
1962,15120,0
1963,15120,0
1965,15120,0
1966,15120,0
1969,15120,0
1971,15120,0
1973,15120,0
1975,15120,0
1980,15120,0
1981,15120,0
1982,15120,0
1984,15120,0
1986,15120,0
1988,15120,0
1989,15120,0
1990,15120,0
1992,15120,0
1995,15120,0
1997,15120,0
1998,15120,0
1999,15120,0
2000,15120,0
2004,15120,0
2007,15120,0
2008,15120,0
2009,15120,0
2010,15120,0
2011,15120,0
NA,15120,389
1,15121,0
1927,15121,0
1936,15121,0
1947,15121,0
1956,15121,0
1957,15121,0
1960,15121,0
1962,15121,0
1963,15121,0
1965,15121,0
1966,15121,0
1969,15121,0
1971,15121,0
1973,15121,0
1975,15121,0
1980,15121,0
1981,15121,0
1982,15121,0
1984,15121,0
1986,15121,0
1988,15121,0
1989,15121,0
1990,15121,0
1992,15121,0
1995,15121,0
1997,15121,0
1998,15121,0
1999,15121,0
2000,15121,0
2004,15121,0
2007,15121,0
2008,15121,0
2009,15121,0
2010,15121,0
2011,15121,0
NA,15121,145
1,15122,0
1927,15122,0
1936,15122,0
1947,15122,0
1956,15122,0
1957,15122,0
1960,15122,0
1962,15122,0
1963,15122,0
1965,15122,0
1966,15122,0
1969,15122,0
1971,15122,0
1973,15122,0
1975,15122,0
1980,15122,0
1981,15122,0
1982,15122,0
1984,15122,0
1986,15122,0
1988,15122,0
1989,15122,0
1990,15122,0
1992,15122,0
1995,15122,0
1997,15122,0
1998,15122,302
1999,15122,0
2000,15122,0
2004,15122,0
2007,15122,0
2008,15122,0
2009,15122,0
2010,15122,0
2011,15122,0
NA,15122,21
1,15123,0
1927,15123,0
1936,15123,0
1947,15123,0
1956,15123,0
1957,15123,0
1960,15123,0
1962,15123,0
1963,15123,0
1965,15123,0
1966,15123,0
1969,15123,0
1971,15123,0
1973,15123,0
1975,15123,0
1980,15123,0
1981,15123,0
1982,15123,0
1984,15123,0
1986,15123,0
1988,15123,0
1989,15123,0
1990,15123,0
1992,15123,0
1995,15123,0
1997,15123,0
1998,15123,39
1999,15123,0
2000,15123,0
2004,15123,0
2007,15123,0
2008,15123,0
2009,15123,0
2010,15123,0
2011,15123,0
NA,15123,76
1,15124,0
1927,15124,0
1936,15124,0
1947,15124,0
1956,15124,0
1957,15124,0
1960,15124,0
1962,15124,0
1963,15124,0
1965,15124,0
1966,15124,0
1969,15124,0
1971,15124,0
1973,15124,0
1975,15124,0
1980,15124,0
1981,15124,0
1982,15124,0
1984,15124,0
1986,15124,0
1988,15124,0
1989,15124,0
1990,15124,0
1992,15124,0
1995,15124,0
1997,15124,0
1998,15124,45
1999,15124,0
2000,15124,0
2004,15124,0
2007,15124,0
2008,15124,0
2009,15124,0
2010,15124,0
2011,15124,0
NA,15124,132
1,15125,0
1927,15125,0
1936,15125,0
1947,15125,0
1956,15125,0
1957,15125,0
1960,15125,0
1962,15125,0
1963,15125,0
1965,15125,0
1966,15125,0
1969,15125,0
1971,15125,0
1973,15125,0
1975,15125,0
1980,15125,0
1981,15125,0
1982,15125,0
1984,15125,0
1986,15125,0
1988,15125,0
1989,15125,0
1990,15125,0
1992,15125,0
1995,15125,0
1997,15125,0
1998,15125,149
1999,15125,0
2000,15125,0
2004,15125,0
2007,15125,0
2008,15125,0
2009,15125,0
2010,15125,0
2011,15125,0
NA,15125,104
1,15126,0
1927,15126,0
1936,15126,0
1947,15126,0
1956,15126,0
1957,15126,0
1960,15126,0
1962,15126,0
1963,15126,0
1965,15126,0
1966,15126,0
1969,15126,0
1971,15126,0
1973,15126,0
1975,15126,0
1980,15126,0
1981,15126,0
1982,15126,0
1984,15126,0
1986,15126,0
1988,15126,0
1989,15126,0
1990,15126,0
1992,15126,0
1995,15126,0
1997,15126,0
1998,15126,305
1999,15126,0
2000,15126,0
2004,15126,0
2007,15126,0
2008,15126,0
2009,15126,0
2010,15126,0
2011,15126,0
NA,15126,32
1,15127,0
1927,15127,0
1936,15127,0
1947,15127,0
1956,15127,0
1957,15127,0
1960,15127,0
1962,15127,0
1963,15127,0
1965,15127,0
1966,15127,0
1969,15127,0
1971,15127,0
1973,15127,0
1975,15127,0
1980,15127,0
1981,15127,0
1982,15127,0
1984,15127,0
1986,15127,0
1988,15127,0
1989,15127,0
1990,15127,0
1992,15127,0
1995,15127,0
1997,15127,0
1998,15127,16
1999,15127,0
2000,15127,0
2004,15127,0
2007,15127,0
2008,15127,0
2009,15127,0
2010,15127,0
2011,15127,0
NA,15127,246
1,15128,0
1927,15128,0
1936,15128,0
1947,15128,0
1956,15128,0
1957,15128,0
1960,15128,0
1962,15128,0
1963,15128,0
1965,15128,0
1966,15128,0
1969,15128,0
1971,15128,0
1973,15128,0
1975,15128,0
1980,15128,0
1981,15128,0
1982,15128,0
1984,15128,0
1986,15128,0
1988,15128,0
1989,15128,0
1990,15128,0
1992,15128,0
1995,15128,0
1997,15128,0
1998,15128,0
1999,15128,0
2000,15128,0
2004,15128,0
2007,15128,0
2008,15128,0
2009,15128,0
2010,15128,0
2011,15128,0
NA,15128,166
1,15129,0
1927,15129,0
1936,15129,0
1947,15129,0
1956,15129,0
1957,15129,0
1960,15129,0
1962,15129,0
1963,15129,0
1965,15129,0
1966,15129,0
1969,15129,0
1971,15129,0
1973,15129,0
1975,15129,0
1980,15129,0
1981,15129,0
1982,15129,0
1984,15129,0
1986,15129,0
1988,15129,0
1989,15129,0
1990,15129,0
1992,15129,0
1995,15129,0
1997,15129,0
1998,15129,0
1999,15129,0
2000,15129,0
2004,15129,0
2007,15129,0
2008,15129,9
2009,15129,0
2010,15129,0
2011,15129,0
NA,15129,142
1,15130,0
1927,15130,0
1936,15130,0
1947,15130,0
1956,15130,0
1957,15130,0
1960,15130,0
1962,15130,0
1963,15130,0
1965,15130,0
1966,15130,0
1969,15130,0
1971,15130,0
1973,15130,0
1975,15130,0
1980,15130,0
1981,15130,0
1982,15130,0
1984,15130,0
1986,15130,0
1988,15130,0
1989,15130,0
1990,15130,0
1992,15130,0
1995,15130,0
1997,15130,0
1998,15130,88
1999,15130,0
2000,15130,0
2004,15130,0
2007,15130,0
2008,15130,14
2009,15130,0
2010,15130,0
2011,15130,0
NA,15130,0
1,15131,0
1927,15131,0
1936,15131,0
1947,15131,0
1956,15131,0
1957,15131,0
1960,15131,0
1962,15131,0
1963,15131,0
1965,15131,0
1966,15131,0
1969,15131,0
1971,15131,0
1973,15131,0
1975,15131,0
1980,15131,0
1981,15131,0
1982,15131,0
1984,15131,0
1986,15131,0
1988,15131,0
1989,15131,0
1990,15131,0
1992,15131,0
1995,15131,0
1997,15131,0
1998,15131,0
1999,15131,0
2000,15131,0
2004,15131,0
2007,15131,0
2008,15131,20
2009,15131,0
2010,15131,0
2011,15131,0
NA,15131,76
1,15132,0
1927,15132,0
1936,15132,0
1947,15132,0
1956,15132,0
1957,15132,0
1960,15132,0
1962,15132,0
1963,15132,0
1965,15132,0
1966,15132,0
1969,15132,0
1971,15132,0
1973,15132,0
1975,15132,0
1980,15132,0
1981,15132,0
1982,15132,0
1984,15132,0
1986,15132,0
1988,15132,0
1989,15132,0
1990,15132,0
1992,15132,0
1995,15132,0
1997,15132,0
1998,15132,0
1999,15132,0
2000,15132,0
2004,15132,0
2007,15132,0
2008,15132,84
2009,15132,0
2010,15132,0
2011,15132,0
NA,15132,0
1,15133,0
1927,15133,0
1936,15133,0
1947,15133,0
1956,15133,0
1957,15133,0
1960,15133,0
1962,15133,0
1963,15133,0
1965,15133,0
1966,15133,0
1969,15133,0
1971,15133,0
1973,15133,0
1975,15133,0
1980,15133,0
1981,15133,0
1982,15133,0
1984,15133,0
1986,15133,0
1988,15133,0
1989,15133,0
1990,15133,0
1992,15133,0
1995,15133,0
1997,15133,0
1998,15133,59
1999,15133,0
2000,15133,0
2004,15133,0
2007,15133,0
2008,15133,0
2009,15133,0
2010,15133,0
2011,15133,0
NA,15133,23
1,15134,0
1927,15134,0
1936,15134,0
1947,15134,0
1956,15134,0
1957,15134,0
1960,15134,0
1962,15134,0
1963,15134,0
1965,15134,0
1966,15134,0
1969,15134,0
1971,15134,0
1973,15134,0
1975,15134,0
1980,15134,0
1981,15134,0
1982,15134,0
1984,15134,0
1986,15134,0
1988,15134,0
1989,15134,0
1990,15134,0
1992,15134,0
1995,15134,0
1997,15134,0
1998,15134,0
1999,15134,0
2000,15134,0
2004,15134,0
2007,15134,0
2008,15134,0
2009,15134,0
2010,15134,0
2011,15134,0
NA,15134,128
1,15135,0
1927,15135,0
1936,15135,0
1947,15135,0
1956,15135,0
1957,15135,0
1960,15135,0
1962,15135,0
1963,15135,0
1965,15135,0
1966,15135,0
1969,15135,0
1971,15135,0
1973,15135,0
1975,15135,0
1980,15135,0
1981,15135,0
1982,15135,0
1984,15135,0
1986,15135,0
1988,15135,0
1989,15135,0
1990,15135,0
1992,15135,0
1995,15135,0
1997,15135,0
1998,15135,0
1999,15135,0
2000,15135,0
2004,15135,0
2007,15135,0
2008,15135,0
2009,15135,0
2010,15135,0
2011,15135,0
NA,15135,306
1,15136,0
1927,15136,0
1936,15136,0
1947,15136,0
1956,15136,0
1957,15136,0
1960,15136,0
1962,15136,0
1963,15136,0
1965,15136,0
1966,15136,0
1969,15136,0
1971,15136,0
1973,15136,0
1975,15136,0
1980,15136,0
1981,15136,0
1982,15136,0
1984,15136,0
1986,15136,0
1988,15136,0
1989,15136,0
1990,15136,0
1992,15136,0
1995,15136,0
1997,15136,0
1998,15136,78
1999,15136,0
2000,15136,0
2004,15136,0
2007,15136,0
2008,15136,0
2009,15136,0
2010,15136,0
2011,15136,0
NA,15136,123
1,15137,0
1927,15137,0
1936,15137,0
1947,15137,0
1956,15137,0
1957,15137,0
1960,15137,0
1962,15137,0
1963,15137,0
1965,15137,0
1966,15137,0
1969,15137,0
1971,15137,0
1973,15137,0
1975,15137,0
1980,15137,0
1981,15137,0
1982,15137,0
1984,15137,0
1986,15137,0
1988,15137,0
1989,15137,0
1990,15137,0
1992,15137,0
1995,15137,0
1997,15137,0
1998,15137,27
1999,15137,0
2000,15137,0
2004,15137,0
2007,15137,0
2008,15137,21
2009,15137,0
2010,15137,0
2011,15137,0
NA,15137,108
1,15138,0
1927,15138,0
1936,15138,0
1947,15138,0
1956,15138,0
1957,15138,0
1960,15138,0
1962,15138,0
1963,15138,0
1965,15138,0
1966,15138,0
1969,15138,0
1971,15138,0
1973,15138,0
1975,15138,0
1980,15138,0
1981,15138,0
1982,15138,0
1984,15138,0
1986,15138,0
1988,15138,0
1989,15138,0
1990,15138,0
1992,15138,0
1995,15138,0
1997,15138,0
1998,15138,10
1999,15138,0
2000,15138,0
2004,15138,0
2007,15138,0
2008,15138,133
2009,15138,0
2010,15138,0
2011,15138,0
NA,15138,17
1,15139,0
1927,15139,0
1936,15139,0
1947,15139,0
1956,15139,0
1957,15139,0
1960,15139,0
1962,15139,0
1963,15139,0
1965,15139,0
1966,15139,0
1969,15139,0
1971,15139,0
1973,15139,0
1975,15139,0
1980,15139,0
1981,15139,0
1982,15139,0
1984,15139,0
1986,15139,0
1988,15139,0
1989,15139,0
1990,15139,0
1992,15139,0
1995,15139,0
1997,15139,0
1998,15139,49
1999,15139,0
2000,15139,0
2004,15139,0
2007,15139,0
2008,15139,122
2009,15139,0
2010,15139,0
2011,15139,0
NA,15139,172
1,15140,0
1927,15140,0
1936,15140,0
1947,15140,0
1956,15140,0
1957,15140,0
1960,15140,0
1962,15140,0
1963,15140,0
1965,15140,0
1966,15140,0
1969,15140,0
1971,15140,0
1973,15140,0
1975,15140,0
1980,15140,0
1981,15140,0
1982,15140,0
1984,15140,0
1986,15140,0
1988,15140,0
1989,15140,0
1990,15140,0
1992,15140,0
1995,15140,0
1997,15140,0
1998,15140,0
1999,15140,0
2000,15140,0
2004,15140,0
2007,15140,0
2008,15140,0
2009,15140,1
2010,15140,0
2011,15140,0
NA,15140,85
1,15141,0
1927,15141,0
1936,15141,0
1947,15141,0
1956,15141,0
1957,15141,0
1960,15141,0
1962,15141,0
1963,15141,0
1965,15141,0
1966,15141,0
1969,15141,0
1971,15141,0
1973,15141,0
1975,15141,0
1980,15141,0
1981,15141,0
1982,15141,0
1984,15141,0
1986,15141,0
1988,15141,0
1989,15141,0
1990,15141,0
1992,15141,0
1995,15141,0
1997,15141,0
1998,15141,0
1999,15141,0
2000,15141,0
2004,15141,0
2007,15141,0
2008,15141,0
2009,15141,0
2010,15141,0
2011,15141,0
NA,15141,168
1,15142,0
1927,15142,0
1936,15142,0
1947,15142,0
1956,15142,0
1957,15142,0
1960,15142,0
1962,15142,0
1963,15142,0
1965,15142,0
1966,15142,0
1969,15142,0
1971,15142,0
1973,15142,0
1975,15142,0
1980,15142,0
1981,15142,0
1982,15142,0
1984,15142,0
1986,15142,0
1988,15142,0
1989,15142,0
1990,15142,0
1992,15142,0
1995,15142,0
1997,15142,0
1998,15142,0
1999,15142,0
2000,15142,0
2004,15142,0
2007,15142,0
2008,15142,0
2009,15142,0
2010,15142,0
2011,15142,0
NA,15142,110
1,15143,0
1927,15143,0
1936,15143,0
1947,15143,0
1956,15143,0
1957,15143,0
1960,15143,0
1962,15143,0
1963,15143,0
1965,15143,0
1966,15143,0
1969,15143,0
1971,15143,0
1973,15143,0
1975,15143,0
1980,15143,0
1981,15143,0
1982,15143,0
1984,15143,0
1986,15143,0
1988,15143,0
1989,15143,0
1990,15143,0
1992,15143,0
1995,15143,0
1997,15143,0
1998,15143,0
1999,15143,0
2000,15143,0
2004,15143,0
2007,15143,0
2008,15143,0
2009,15143,0
2010,15143,0
2011,15143,0
NA,15143,190
1,15144,0
1927,15144,0
1936,15144,0
1947,15144,0
1956,15144,0
1957,15144,0
1960,15144,0
1962,15144,0
1963,15144,0
1965,15144,0
1966,15144,0
1969,15144,0
1971,15144,0
1973,15144,0
1975,15144,0
1980,15144,0
1981,15144,0
1982,15144,0
1984,15144,0
1986,15144,0
1988,15144,0
1989,15144,0
1990,15144,0
1992,15144,0
1995,15144,0
1997,15144,0
1998,15144,0
1999,15144,0
2000,15144,0
2004,15144,0
2007,15144,0
2008,15144,0
2009,15144,2
2010,15144,0
2011,15144,0
NA,15144,161
1,15145,0
1927,15145,0
1936,15145,0
1947,15145,0
1956,15145,10
1957,15145,0
1960,15145,0
1962,15145,0
1963,15145,0
1965,15145,0
1966,15145,0
1969,15145,0
1971,15145,0
1973,15145,0
1975,15145,0
1980,15145,0
1981,15145,0
1982,15145,0
1984,15145,0
1986,15145,0
1988,15145,0
1989,15145,0
1990,15145,0
1992,15145,0
1995,15145,0
1997,15145,0
1998,15145,0
1999,15145,0
2000,15145,0
2004,15145,0
2007,15145,0
2008,15145,0
2009,15145,0
2010,15145,0
2011,15145,0
NA,15145,61
1,15146,0
1927,15146,0
1936,15146,0
1947,15146,0
1956,15146,0
1957,15146,0
1960,15146,0
1962,15146,0
1963,15146,0
1965,15146,0
1966,15146,0
1969,15146,0
1971,15146,0
1973,15146,0
1975,15146,0
1980,15146,0
1981,15146,0
1982,15146,0
1984,15146,0
1986,15146,0
1988,15146,0
1989,15146,0
1990,15146,0
1992,15146,0
1995,15146,0
1997,15146,0
1998,15146,141
1999,15146,2
2000,15146,0
2004,15146,0
2007,15146,0
2008,15146,0
2009,15146,0
2010,15146,0
2011,15146,0
NA,15146,79
1,15147,0
1927,15147,0
1936,15147,0
1947,15147,0
1956,15147,0
1957,15147,0
1960,15147,0
1962,15147,0
1963,15147,0
1965,15147,0
1966,15147,0
1969,15147,0
1971,15147,0
1973,15147,0
1975,15147,0
1980,15147,0
1981,15147,0
1982,15147,0
1984,15147,0
1986,15147,0
1988,15147,0
1989,15147,0
1990,15147,0
1992,15147,0
1995,15147,0
1997,15147,0
1998,15147,130
1999,15147,0
2000,15147,0
2004,15147,0
2007,15147,0
2008,15147,0
2009,15147,0
2010,15147,0
2011,15147,0
NA,15147,77
1,15148,0
1927,15148,0
1936,15148,0
1947,15148,0
1956,15148,0
1957,15148,0
1960,15148,0
1962,15148,0
1963,15148,0
1965,15148,0
1966,15148,0
1969,15148,0
1971,15148,0
1973,15148,0
1975,15148,0
1980,15148,0
1981,15148,0
1982,15148,0
1984,15148,0
1986,15148,0
1988,15148,0
1989,15148,0
1990,15148,0
1992,15148,0
1995,15148,0
1997,15148,0
1998,15148,71
1999,15148,0
2000,15148,0
2004,15148,0
2007,15148,0
2008,15148,8
2009,15148,0
2010,15148,0
2011,15148,0
NA,15148,134
1,15149,0
1927,15149,0
1936,15149,0
1947,15149,0
1956,15149,0
1957,15149,0
1960,15149,0
1962,15149,0
1963,15149,0
1965,15149,0
1966,15149,0
1969,15149,0
1971,15149,0
1973,15149,0
1975,15149,0
1980,15149,0
1981,15149,0
1982,15149,0
1984,15149,0
1986,15149,0
1988,15149,0
1989,15149,0
1990,15149,0
1992,15149,0
1995,15149,0
1997,15149,0
1998,15149,0
1999,15149,0
2000,15149,0
2004,15149,0
2007,15149,0
2008,15149,0
2009,15149,0
2010,15149,0
2011,15149,0
NA,15149,342
1,15150,0
1927,15150,0
1936,15150,0
1947,15150,0
1956,15150,0
1957,15150,0
1960,15150,0
1962,15150,0
1963,15150,0
1965,15150,0
1966,15150,0
1969,15150,0
1971,15150,0
1973,15150,0
1975,15150,0
1980,15150,0
1981,15150,0
1982,15150,0
1984,15150,0
1986,15150,0
1988,15150,0
1989,15150,0
1990,15150,0
1992,15150,0
1995,15150,0
1997,15150,0
1998,15150,0
1999,15150,0
2000,15150,0
2004,15150,0
2007,15150,0
2008,15150,0
2009,15150,0
2010,15150,0
2011,15150,0
NA,15150,186
1,15151,0
1927,15151,0
1936,15151,0
1947,15151,0
1956,15151,0
1957,15151,0
1960,15151,0
1962,15151,0
1963,15151,0
1965,15151,0
1966,15151,0
1969,15151,0
1971,15151,0
1973,15151,0
1975,15151,0
1980,15151,0
1981,15151,0
1982,15151,0
1984,15151,0
1986,15151,0
1988,15151,0
1989,15151,0
1990,15151,0
1992,15151,0
1995,15151,0
1997,15151,0
1998,15151,0
1999,15151,0
2000,15151,0
2004,15151,0
2007,15151,0
2008,15151,0
2009,15151,0
2010,15151,0
2011,15151,0
NA,15151,220
1,15152,0
1927,15152,0
1936,15152,0
1947,15152,0
1956,15152,0
1957,15152,0
1960,15152,0
1962,15152,0
1963,15152,0
1965,15152,0
1966,15152,0
1969,15152,0
1971,15152,0
1973,15152,0
1975,15152,0
1980,15152,0
1981,15152,0
1982,15152,0
1984,15152,0
1986,15152,0
1988,15152,0
1989,15152,0
1990,15152,0
1992,15152,0
1995,15152,0
1997,15152,0
1998,15152,0
1999,15152,0
2000,15152,0
2004,15152,0
2007,15152,0
2008,15152,0
2009,15152,6
2010,15152,0
2011,15152,0
NA,15152,369
1,15153,0
1927,15153,0
1936,15153,0
1947,15153,0
1956,15153,0
1957,15153,0
1960,15153,0
1962,15153,0
1963,15153,0
1965,15153,0
1966,15153,0
1969,15153,0
1971,15153,0
1973,15153,0
1975,15153,0
1980,15153,0
1981,15153,0
1982,15153,0
1984,15153,0
1986,15153,0
1988,15153,0
1989,15153,0
1990,15153,0
1992,15153,0
1995,15153,0
1997,15153,0
1998,15153,0
1999,15153,0
2000,15153,0
2004,15153,0
2007,15153,0
2008,15153,0
2009,15153,0
2010,15153,0
2011,15153,0
NA,15153,168
1,15154,0
1927,15154,0
1936,15154,0
1947,15154,0
1956,15154,0
1957,15154,0
1960,15154,0
1962,15154,0
1963,15154,0
1965,15154,0
1966,15154,0
1969,15154,0
1971,15154,0
1973,15154,0
1975,15154,0
1980,15154,0
1981,15154,0
1982,15154,0
1984,15154,0
1986,15154,0
1988,15154,0
1989,15154,0
1990,15154,0
1992,15154,0
1995,15154,0
1997,15154,0
1998,15154,0
1999,15154,0
2000,15154,0
2004,15154,0
2007,15154,0
2008,15154,0
2009,15154,0
2010,15154,0
2011,15154,0
NA,15154,162
1,15155,0
1927,15155,0
1936,15155,0
1947,15155,0
1956,15155,0
1957,15155,0
1960,15155,0
1962,15155,0
1963,15155,0
1965,15155,0
1966,15155,0
1969,15155,0
1971,15155,0
1973,15155,0
1975,15155,0
1980,15155,0
1981,15155,0
1982,15155,0
1984,15155,0
