year,rgn_id,n_cells,n_cells_tot,n_cells_cum,a_tot_km2,a_prot_km2,pct_prot,lsp_status
1.0,1,0,18821,0,4705.25,0.0,0.0,0.0
1.0,5362,0,18821,39,4705.25,9.75,0.0021,0.7
1.0,5363,0,18821,310,4705.25,77.5,0.0165,5.5
1.0,5364,0,18821,394,4705.25,98.5,0.0209,6.97
1.0,5429,0,18821,528,4705.25,132.0,0.0281,9.37
1.0,5449,0,18821,784,4705.25,196.0,0.0417,13.9
1.0,5450,0,18821,984,4705.25,246.0,0.0523,17.43
1.0,15065,0,18821,1260,4705.25,315.0,0.0669,22.3
1.0,15066,0,18821,1480,4705.25,370.0,0.0786,26.2
1.0,15067,0,18821,1596,4705.25,399.0,0.0848,28.27
1.0,15068,1,18821,1809,4705.25,452.25,0.0961,32.03
1.0,15069,0,18821,1943,4705.25,485.75,0.1032,34.4
1.0,15070,0,18821,2203,4705.25,550.75,0.1171,39.03
1.0,15071,0,18821,2370,4705.25,592.5,0.1259,41.97
1.0,15072,0,18821,2591,4705.25,647.75,0.1377,45.9
1.0,15073,0,18821,2740,4705.25,685.0,0.1456,48.53
1.0,15074,0,18821,2963,4705.25,740.75,0.1574,52.47
1.0,15075,0,18821,3081,4705.25,770.25,0.1637,54.57
1.0,15076,0,18821,3216,4705.25,804.0,0.1709,56.97
1.0,15077,0,18821,3459,4705.25,864.75,0.1838,61.27
1.0,15078,0,18821,3539,4705.25,884.75,0.188,62.67
1.0,15079,0,18821,3665,4705.25,916.25,0.1947,64.9
1.0,15080,0,18821,3797,4705.25,949.25,0.2017,67.23
1.0,15081,0,18821,3914,4705.25,978.5,0.208,69.33
1.0,15082,0,18821,4144,4705.25,1036.0,0.2202,73.4
1.0,15083,0,18821,4238,4705.25,1059.5,0.2252,75.07
1.0,15084,0,18821,4523,4705.25,1130.75,0.2403,80.1
1.0,15085,0,18821,4705,4705.25,1176.25,0.25,83.33
1.0,15086,0,18821,4796,4705.25,1199.0,0.2548,84.93
1.0,15087,0,18821,5010,4705.25,1252.5,0.2662,88.73
1.0,15088,0,18821,5323,4705.25,1330.75,0.2828,94.27
1.0,15089,0,18821,5505,4705.25,1376.25,0.2925,97.5
1.0,15090,0,18821,5626,4705.25,1406.5,0.2989,99.63
1.0,15091,0,18821,5832,4705.25,1458.0,0.3099,100.0
1.0,15092,0,18821,5969,4705.25,1492.25,0.3171,100.0
1.0,15093,0,18821,6060,4705.25,1515.0,0.322,100.0
1.0,15094,0,18821,6197,4705.25,1549.25,0.3293,100.0
1.0,15095,0,18821,6299,4705.25,1574.75,0.3347,100.0
1.0,15096,0,18821,6548,4705.25,1637.0,0.3479,100.0
1.0,15097,0,18821,6698,4705.25,1674.5,0.3559,100.0
1.0,15098,0,18821,6826,4705.25,1706.5,0.3627,100.0
1.0,15099,0,18821,6968,4705.25,1742.0,0.3702,100.0
1.0,15100,0,18821,7319,4705.25,1829.75,0.3889,100.0
1.0,15101,0,18821,7683,4705.25,1920.75,0.4082,100.0
1.0,15102,0,18821,7791,4705.25,1947.75,0.414,100.0
1.0,15103,0,18821,7914,4705.25,1978.5,0.4205,100.0
1.0,15104,0,18821,7997,4705.25,1999.25,0.4249,100.0
1.0,15105,0,18821,8179,4705.25,2044.75,0.4346,100.0
1.0,15106,0,18821,8300,4705.25,2075.0,0.441,100.0
1.0,15107,0,18821,8420,4705.25,2105.0,0.4474,100.0
1.0,15108,0,18821,8633,4705.25,2158.25,0.4587,100.0
1.0,15109,0,18821,8802,4705.25,2200.5,0.4677,100.0
1.0,15110,0,18821,9158,4705.25,2289.5,0.4866,100.0
1.0,15111,0,18821,9279,4705.25,2319.75,0.493,100.0
1.0,15112,0,18821,9378,4705.25,2344.5,0.4983,100.0
1.0,15113,0,18821,9458,4705.25,2364.5,0.5025,100.0
1.0,15114,0,18821,9711,4705.25,2427.75,0.516,100.0
1.0,15115,0,18821,9809,4705.25,2452.25,0.5212,100.0
1.0,15116,0,18821,9904,4705.25,2476.0,0.5262,100.0
1.0,15117,0,18821,10044,4705.25,2511.0,0.5337,100.0
1.0,15118,0,18821,10373,4705.25,2593.25,0.5511,100.0
1.0,15119,0,18821,10474,4705.25,2618.5,0.5565,100.0
1.0,15120,0,18821,10565,4705.25,2641.25,0.5613,100.0
1.0,15121,0,18821,10954,4705.25,2738.5,0.582,100.0
1.0,15122,0,18821,11099,4705.25,2774.75,0.5897,100.0
1.0,15123,0,18821,11422,4705.25,2855.5,0.6069,100.0
1.0,15124,0,18821,11537,4705.25,2884.25,0.613,100.0
1.0,15125,0,18821,11714,4705.25,2928.5,0.6224,100.0
1.0,15126,0,18821,11967,4705.25,2991.75,0.6358,100.0
1.0,15127,0,18821,12304,4705.25,3076.0,0.6537,100.0
1.0,15128,0,18821,12566,4705.25,3141.5,0.6677,100.0
1.0,15129,0,18821,12732,4705.25,3183.0,0.6765,100.0
