rgn_id,year,a_tot_3nm
5,2005.0,4525.0
5,2006.0,4525.0
5,2007.0,4525.0
5,2008.0,4525.0
5,2009.0,4525.0
5,2010.0,4525.0
5,2011.0,4525.0
5,2012.0,4525.0
5,2013.0,4525.0
5,2014.0,4525.0
5,2015.0,4525.0
5,2016.0,4525.0
6,1980.0,6252.25
6,1981.0,6252.25
6,1982.0,6252.25
6,1983.0,6252.25
6,1984.0,6252.25
6,1985.0,6252.25
6,1986.0,6252.25
6,1987.0,6252.25
6,1988.0,6252.25
6,1989.0,6252.25
6,1990.0,6252.25
6,1991.0,6252.25
6,1992.0,6252.25
6,1993.0,6252.25
6,1994.0,6252.25
6,1995.0,6252.25
6,1996.0,6252.25
6,1997.0,6252.25
6,1998.0,6252.25
6,1999.0,6252.25
6,2e3,6252.25
6,2001.0,6252.25
6,2002.0,6252.25
6,2003.0,6252.25
6,2004.0,6252.25
6,2005.0,6252.25
6,2006.0,6252.25
6,2007.0,6252.25
6,2008.0,6252.25
6,2009.0,6252.25
6,2010.0,6252.25
6,2011.0,6252.25
6,2012.0,6252.25
6,2013.0,6252.25
6,2014.0,6252.25
6,2015.0,6252.25
6,2016.0,6252.25
8,1980.0,925.5
8,1981.0,925.5
8,1982.0,925.5
8,1983.0,925.5
8,1984.0,925.5
8,1985.0,925.5
8,1986.0,925.5
8,1987.0,925.5
8,1988.0,925.5
8,1989.0,925.5
8,1990.0,925.5
8,1991.0,925.5
8,1992.0,925.5
8,1993.0,925.5
8,1994.0,925.5
8,1995.0,925.5
8,1996.0,925.5
8,1997.0,925.5
8,1998.0,925.5
8,1999.0,925.5
8,2e3,925.5
8,2001.0,925.5
8,2002.0,925.5
8,2003.0,925.5
8,2004.0,925.5
8,2005.0,925.5
8,2006.0,925.5
8,2007.0,925.5
8,2008.0,925.5
8,2009.0,925.5
8,2010.0,925.5
8,2011.0,925.5
8,2012.0,925.5
8,2013.0,925.5
8,2014.0,925.5
8,2015.0,925.5
8,2016.0,925.5
