rgn_id,year,pct_prot
1,1980,4e-4
1,1981,4e-4
1,1982,4e-4
1,1983,4e-4
1,1984,4e-4
1,1985,4e-4
1,1986,4e-4
1,1987,4e-4
1,1988,4e-4
1,1989,4e-4
1,1990,4e-4
1,1991,4e-4
1,1992,4e-4
1,1993,8e-4
1,1994,0.0011
1,1995,0.0011
1,1996,0.0011
1,1997,0.0011
1,1998,0.0011
1,1999,0.0011
1,2e3,0.0011
1,2001,0.0011
1,2002,0.0011
1,2003,0.0011
1,2004,0.0024
1,2005,0.0024
1,2006,0.0194
1,2007,0.0199
1,2008,0.0313
1,2009,0.0313
1,2010,0.0313
1,2011,0.0313
1,2012,0.0313
1,2013,0.0313
1,2014,0.0313
1,2015,0.1746
1,2016,0.1746
2,1980,8e-4
2,1981,8e-4
2,1982,8e-4
2,1983,8e-4
2,1984,8e-4
2,1985,8e-4
2,1986,8e-4
2,1987,8e-4
2,1988,8e-4
2,1989,8e-4
2,1990,8e-4
2,1991,8e-4
2,1992,8e-4
2,1993,8e-4
2,1994,8e-4
2,1995,8e-4
2,1996,9e-4
2,1997,9e-4
2,1998,9e-4
2,1999,9e-4
2,2e3,9e-4
2,2001,9e-4
2,2002,9e-4
2,2003,9e-4
2,2004,9e-4
2,2005,9e-4
2,2006,9e-4
2,2007,9e-4
2,2008,0.0371
2,2009,0.0371
2,2010,0.1122
2,2011,0.1122
2,2012,0.1122
2,2013,0.1122
2,2014,0.1122
2,2015,0.2749
2,2016,0.2749
3,1980,5e-4
3,1981,5e-4
3,1982,5e-4
3,1983,5e-4
3,1984,5e-4
3,1985,5e-4
3,1986,5e-4
3,1987,0.0041
3,1988,0.0041
3,1989,0.0041
3,1990,0.0041
3,1991,0.0041
3,1992,0.0048
3,1993,0.0048
3,1994,0.0048
3,1995,0.0048
3,1996,0.0048
3,1997,0.0048
3,1998,0.0048
3,1999,0.0048
3,2e3,0.0048
3,2001,0.0048
3,2002,0.0048
3,2003,0.0048
3,2004,0.0048
3,2005,0.0048
3,2006,0.0051
3,2007,0.0057
3,2008,0.0398
3,2009,0.0398
3,2010,0.0398
3,2011,0.0398
3,2012,0.0398
3,2013,0.0398
3,2014,0.0398
3,2015,0.1852
3,2016,0.1852
4,1980,0.0055
4,1981,0.0055
4,1982,0.0064
4,1983,0.0064
4,1984,0.0064
4,1985,0.0064
4,1986,0.0075
4,1987,0.0075
4,1988,0.0079
4,1989,0.0079
4,1990,0.0081
4,1991,0.0081
4,1992,0.0158
4,1993,0.0158
4,1994,0.0158
4,1995,0.02
4,1996,0.0205
4,1997,0.0206
4,1998,0.0206
4,1999,0.0206
4,2e3,0.0206
4,2001,0.0207
4,2002,0.0207
4,2003,0.0207
4,2004,0.0207
4,2005,0.0207
4,2006,0.0254
4,2007,0.038
4,2008,0.0381
4,2009,0.0382
4,2010,0.0382
4,2011,0.0382
4,2012,0.0382
4,2013,0.0382
4,2014,0.0382
4,2015,0.2196
4,2016,0.2196
5,1980,0.0126
5,1981,0.0244
5,1982,0.0244
5,1983,0.0244
5,1984,0.0244
5,1985,0.0244
5,1986,0.0252
5,1987,0.0252
5,1988,0.0252
5,1989,0.0253
5,1990,0.0253
5,1991,0.0253
5,1992,0.0253
5,1993,0.0253
5,1994,0.0253
5,1995,0.0304
5,1996,0.0312
5,1997,0.0317
5,1998,0.0317
5,1999,0.0317
5,2e3,0.0317
5,2001,0.0397
5,2002,0.0397
5,2003,0.0398
5,2004,0.0398
5,2005,0.0398
5,2006,0.0398
5,2007,0.0398
5,2008,0.0398
5,2009,0.0398
5,2010,0.0398
5,2011,0.0398
5,2012,0.0398
5,2013,0.0398
5,2014,0.0398
5,2015,0.0398
5,2016,0.0398
6,1980,0.0088
6,1981,0.0089
6,1982,0.0325
6,1983,0.0325
6,1984,0.0325
6,1985,0.0325
6,1986,0.0325
6,1987,0.0325
6,1988,0.0326
6,1989,0.0328
6,1990,0.0328
6,1991,0.0328
6,1992,0.0328
6,1993,0.0341
6,1994,0.0341
6,1995,0.0349
6,1996,0.035
6,1997,0.035
6,1998,0.035
6,1999,0.035
6,2e3,0.035
6,2001,0.0376
6,2002,0.0377
6,2003,0.0416
6,2004,0.0417
6,2005,0.0417
6,2006,0.0417
6,2007,0.0418
6,2008,0.0418
6,2009,0.0418
6,2010,0.0418
6,2011,0.0523
6,2012,0.0523
6,2013,0.0523
6,2014,0.0523
6,2015,0.0523
6,2016,0.0523
7,1980,0
7,1981,0
7,1982,0
7,1983,0
7,1984,0
7,1985,0
7,1986,0
7,1987,0
7,1988,0
7,1989,0
7,1990,0
7,1991,0
7,1992,0
7,1993,0
7,1994,0
7,1995,0
7,1996,0
7,1997,0
7,1998,0
7,1999,0
7,2e3,0
7,2001,0
7,2002,0
7,2003,3e-4
7,2004,3e-4
7,2005,3e-4
7,2006,3e-4
7,2007,3e-4
7,2008,0.0196
7,2009,0.0196
7,2010,0.0196
7,2011,0.0196
7,2012,0.0196
7,2013,0.0196
7,2014,0.0196
7,2015,0.0196
7,2016,0.0196
8,1980,2e-4
8,1981,0.037
8,1982,0.037
8,1983,0.037
8,1984,0.037
8,1985,0.037
8,1986,0.037
8,1987,0.037
8,1988,0.037
8,1989,0.037
8,1990,0.037
8,1991,0.037
8,1992,0.037
8,1993,0.037
8,1994,0.037
8,1995,0.037
8,1996,0.037
8,1997,0.037
8,1998,0.037
8,1999,0.037
8,2e3,0.037
8,2001,0.037
8,2002,0.037
8,2003,0.037
8,2004,0.037
8,2005,0.037
8,2006,0.0371
8,2007,0.0371
8,2008,0.0371
8,2009,0.0371
8,2010,0.0371
8,2011,0.0371
8,2012,0.0371
8,2013,0.0371
8,2014,0.0371
8,2015,0.236
8,2016,0.236
