goal,model,lag,yrs,rgns,adj_r_squared,aic,model_error,intercept,factor_rgn_code_cc,factor_rgn_code_hg,factor_rgn_code_nc,factor_rgn_code_nv,factor_rgn_code_po,factor_rgn_code_sg,factor_rgn_code_wv,factor_year_2002,factor_year_2003,factor_year_2004,factor_year_2005,factor_year_2006,factor_year_2007,factor_year_2008,factor_year_2009,factor_year_2010,factor_year_2011,factor_year_2012,factor_year_2013,factor_year_2014,factor_year_2015,res_ecol,res_reg,res_soc,rmse,rsquared,mae,rmsesd,rsquaredsd,maesd
FIS,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),2,13,5,0.6669348573843049,-257.5034343575835,NA,53.6800**,NA,0.0198,-2.4140**,-0.8480**,NA,-2.4339**,0.7525*,0.0268,0.0729*,0.0879**,-0.0210,-0.0087,-0.0780**,-0.0716*,0.0107,0.0323,0.0454,0.0167,0.1681***,0.2135***,NA,-61.0860**,NA,0.6143*,0.053882374595286664,0.5753692261943866,0.042287862285657216,0.011560010639137005,0.18405723335941707,0.008407405934997062
FIS,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),3,12,5,0.6667160335947283,-219.26777633109572,NA,33.8716,NA,-0.0081,-1.6040,-0.5650,NA,-1.6231,0.4046,0.0646*,0.1031**,0.1000**,-0.0334,-0.0716*,-0.1059**,-0.0825*,0.0180,0.0291,0.0306,0.1002**,0.1635***,NA,NA,-38.9355,NA,0.8374**,0.06054237179215246,0.6141553602967499,0.04990440377792028,0.011253115009543778,0.1218021205049536,0.00884771060149895
FIS,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),4,11,5,0.6704797888994969,-186.66329656062192,NA,35.4056,NA,-0.0212,-1.7128,-0.6010,NA,-1.7365,0.3883,0.0420,0.0614,0.0084,-0.1488°,-0.1495***,-0.1652***,-0.1119**,-0.0323,-0.0336,0.0690°,0.0713°,NA,NA,NA,-40.8719,NA,1.1449**,0.0685066166173386,0.5791868523863494,0.05356991457811977,0.00873634903249877,0.121656187725711,0.006996379589919264
FIS,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),5,10,5,0.7198499815497001,-174.7716681294684,NA,40.0410,NA,-0.0614,-1.9928,-0.7205,NA,-2.0231,0.3840,0.0248,-0.0103,-0.0891°,-0.2153*,-0.1915***,-0.1764***,-0.1429***,-0.0715*,0.0240,0.0624,NA,NA,NA,NA,-46.5128,NA,1.7012***,0.06908136762251409,0.6361538911443875,0.05726230042691946,0.015658124147889155,0.1562200902513728,0.013805360578722876
FIS,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),6,9,5,0.7239745794560926,-162.26237028365207,NA,25.4089,NA,-0.1142°,-1.4120,-0.5236,NA,-1.4408,0.1127,-0.0218,-0.0738°,-0.1179**,-0.2080*,-0.1759***,-0.1799***,-0.1574***,0.0002,0.0412,NA,NA,NA,NA,NA,-30.3106,NA,2.0644***,0.06432488187458171,0.6548553833185937,0.052963416351140075,0.012958375445299718,0.1590877348189122,0.012356243174865056
FIS,d_prs ~ res_reg + factor(year) + factor(rgn_code),1,14,7,0.5088674391111944,-427.69280351798733,NA,-0.0438*,0.0075,0.0253°,0.0020,0.0393**,-0.0027,0.0308*,0.0337*,-0.0352°,0.0327°,0.0614**,0.0293,0.0113,-0.0305,-0.0554**,-0.0236,0.0165,0.0411*,0.0303,0.0244,0.1029***,0.0491*,NA,-0.2209*,NA,0.041857660707739656,0.41950057642826616,0.03157933616940435,0.007109069301693674,0.13514901843054009,0.005494489932867674
FIS,d_prs ~ res_reg + factor(year) + factor(rgn_code),2,13,7,0.6671208740412341,-340.9587850567394,NA,-0.1194***,0.0150,0.0494**,0.0058,0.0793***,-0.0079,0.0594**,0.0668***,0.0298,0.1267***,0.1235***,0.0743**,0.0145,-0.0525*,-0.0390,0.0230,0.0902***,0.1010***,0.0878***,0.1557***,0.1842***,NA,NA,-0.4423***,NA,0.054604207842406355,0.5995472183455174,0.04252165408239243,0.008326875272404777,0.10422448534384844,0.005916214399799061
FIS,d_prs ~ res_reg + factor(year) + factor(rgn_code),3,12,7,0.6813638272788713,-286.60526132095805,NA,-0.1327***,0.0256,0.0660**,0.0154,0.1080***,-0.0037,0.0775***,0.0801***,0.0563*,0.1230***,0.1025***,0.0132,-0.0710*,-0.1038***,-0.0594*,0.0237,0.0770**,0.0820**,0.1429***,0.1624***,NA,NA,NA,-0.5141***,NA,0.06590957074159814,0.5930361663957416,0.052710355695347044,0.009487350503022995,0.11874234070702565,0.00811890931762731
FIS,d_prs ~ res_reg + factor(year) + factor(rgn_code),4,11,7,0.6877421834639049,-241.62529773127193,NA,-0.1162***,0.0275,0.0746**,0.0217,0.1411***,-0.0132,0.1022***,0.1012***,0.0280,0.0760*,0.0146,-0.0969**,-0.1463***,-0.1498***,-0.0810*,-0.0139,0.0355,0.1159***,0.1272***,NA,NA,NA,NA,-0.6389***,NA,0.07187472046837468,0.5954083395781439,0.05627994698187678,0.010326451744972424,0.10786966125277293,0.009444927868766736
FIS,d_prs ~ res_reg + factor(year) + factor(rgn_code),5,10,7,0.7243724009190631,-221.32313460016292,NA,-0.1183***,0.0211,0.0652*,0.0181,0.1668***,-0.0360,0.1341***,0.1280***,0.0114,0.0166,-0.0694*,-0.1429***,-0.1642***,-0.1457***,-0.0858**,-0.0260,0.1012**,0.1327***,NA,NA,NA,NA,NA,-0.8538***,NA,0.07212983208739203,0.6512202295750726,0.05752373869243471,0.011574967758002923,0.12966518169500915,0.009991899976314162
FIS,d_prs ~ res_reg + factor(year) + factor(rgn_code),6,9,7,0.7268007112920387,-203.06942704897926,NA,-0.1436***,0.0202,0.0494,0.0194,0.1911***,-0.0519,0.1554***,0.1479***,-0.0272,-0.0517°,-0.1012**,-0.1447***,-0.1445***,-0.1398***,-0.0857**,0.0444,0.1247***,NA,NA,NA,NA,NA,NA,-0.8950***,NA,0.07232109245861106,0.6476535393720071,0.057878455081318114,0.014130926255598605,0.140237026135962,0.01153570492807841
FIS,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),1,14,7,0.5058672522698827,-426.2055225553437,NA,4.4907,0.1205,0.1424,-0.0840,0.0822,0.4101,-0.0569,0.2186,-0.0352°,0.0293,0.0580**,0.0214,0.0093,-0.0325°,-0.0575**,-0.0234,0.0146,0.0391*,0.0276,0.0271,0.1061***,0.0523*,-5.2390,-0.2197*,NA,0.04186794854014445,0.42182760293742055,0.0319187673190335,0.008943196098230726,0.16293332149852816,0.0060205730933362645
FIS,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),2,13,7,0.6785644022578179,-344.1282048678909,NA,20.7693*,0.5359*,0.5901*,-0.3907*,0.2785**,1.8975*,-0.3439°,0.9208*,0.0298,0.1110***,0.1078***,0.0381,0.0051,-0.0619*,-0.0484*,0.0238,0.0812**,0.0920***,0.0758**,0.1684***,0.1991***,NA,-24.1352*,-0.4385***,NA,0.054555528844203616,0.5917141350211081,0.04194350483639379,0.00816845670560029,0.12366858751202929,0.006161228890988069
FIS,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),3,12,7,0.6886299676231876,-288.26494523580845,NA,24.7106°,0.6461°,0.7108°,-0.4569,0.3474*,2.2678°,-0.4013,1.0988°,0.0563*,0.1044***,0.0838**,-0.0299,-0.0821**,-0.1149***,-0.0706*,0.0247,0.0665*,0.0715*,0.1288***,0.1777***,NA,NA,-28.7062°,-0.5122***,NA,0.06202515084805061,0.6349613848756606,0.04903493032186788,0.010643140867932624,0.12140392246626067,0.007834918997755501
FIS,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),4,11,7,0.7056209546362973,-246.557093074872,NA,54.5549*,1.3965*,1.4995*,-1.0162*,0.6747**,5.0006*,-0.9494*,2.3503*,0.0280,0.0349,-0.0265,-0.1917***,-0.1708***,-0.1744***,-0.1060**,-0.0121,0.0118,0.0920**,0.0954**,NA,NA,NA,-63.1785*,-0.6223***,NA,0.0700532852172049,0.6335790673129827,0.05371300719766224,0.009070025683785272,0.10547078652652915,0.007612970477716807
FIS,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),5,10,7,0.7486219985957421,-228.7120030896956,NA,68.7595**,1.7457**,1.8606**,-1.2899**,0.8406**,6.2872**,-1.1887*,2.9623**,0.0114,-0.0351,-0.1211***,-0.2623***,-0.1951***,-0.1766***,-0.1169***,-0.0232,0.0721*,0.1036**,NA,NA,NA,NA,-79.5966**,-0.8484***,NA,0.06934627211352253,0.6921315249697613,0.055008136199276914,0.013108014999437657,0.11966442391143246,0.010376919471193707
FIS,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),6,9,7,0.7359397716975077,-205.09221347863516,NA,45.0118°,1.1507°,1.2264°,-0.8383°,0.6340*,4.0936°,-0.7102,2.0067°,-0.0272,-0.0856*,-0.1351***,-0.2230***,-0.1647***,-0.1600***,-0.1057**,0.0465,0.1061**,NA,NA,NA,NA,NA,-52.1825°,-0.9006***,NA,0.07117629168855946,0.6454718157420176,0.056280007571775,0.011680580452810336,0.15758392494254087,0.008792059508743335
FIS,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),1,14,5,0.4792123972887198,-311.78241123730834,NA,16.2033,NA,0.0268,-0.7069,-0.2202,NA,-0.6891,0.2686,-0.0203,0.0172,0.0588*,0.0132,0.0197,-0.0274,-0.0500*,-0.0081,0.0062,0.0399,0.0221,0.0294,0.1364***,0.0647*,-18.3452,-0.1650,0.0375,0.04493104200023741,0.36605685721214637,0.03540240466354595,0.010565142021607958,0.19817284277273867,0.008145015619579761
FIS,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),2,13,5,0.6740338929028844,-258.65721651332257,NA,55.0355**,NA,0.0760,-2.3822**,-0.7764**,NA,-2.3551**,0.8933**,0.0279,0.0749*,0.0912**,-0.0177,-0.0031,-0.0723*,-0.0576°,0.0236,0.0522°,0.0649*,0.0390,0.1916***,0.2371***,NA,-62.2100**,-0.3373,0.0641,0.056217573595884016,0.5508975082508161,0.04379705726181012,0.012536437378487433,0.18537798350460385,0.008406756334524515
FIS,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),3,12,5,0.6621225660890429,-217.5566425543779,NA,34.9596,NA,0.0118,-1.6194,-0.5492,NA,-1.6219,0.4636,0.0650*,0.1034**,0.1007**,-0.0334,-0.0700*,-0.1042**,-0.0779*,0.0227,0.0359,0.0373,0.1079**,0.1723***,NA,NA,-40.0192,-0.1209,0.6436,0.06206584821122025,0.5785657151683306,0.049766287352765,0.008989321566310634,0.12080074987125239,0.007523578058607763
FIS,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),4,11,5,0.6641504086660863,-184.66491446022604,NA,35.5355,NA,-0.0195,-1.7158,-0.6003,NA,-1.7380,0.3939,0.0421,0.0614,0.0085,-0.1489°,-0.1494***,-0.1651***,-0.1115*,-0.0319,-0.0330,0.0696,0.0720,NA,NA,NA,-41.0062,-0.0105,1.1284°,0.06988352542014777,0.5746662198396761,0.055164971392302926,0.013461205635710601,0.1585022395277305,0.011909765627097852
FIS,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),5,10,5,0.7139711094069772,-172.79053273062001,NA,40.4674,NA,-0.0561,-2.0026,-0.7179,NA,-2.0280,0.4026,0.0250,-0.0104,-0.0890°,-0.2156*,-0.1911***,-0.1760***,-0.1415**,-0.0700°,0.0261,0.0644,NA,NA,NA,NA,-46.9530,-0.0373,1.6468**,0.06765743093519555,0.6359109746005891,0.05526645860351345,0.012392312998702758,0.11731489643768885,0.010795320707365332
FIS,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),6,9,5,0.7179126766591453,-160.37077720753763,NA,24.4204,NA,-0.1255°,-1.3880,-0.5289,NA,-1.4289,0.0700,-0.0221,-0.0738°,-0.1181**,-0.2074*,-0.1768***,-0.1809***,-0.1608***,-0.0033,0.0360,NA,NA,NA,NA,NA,-29.2874,0.0941,2.1865**,0.06804144622246383,0.627042257747972,0.05590657018974538,0.01084068744697987,0.12481812259157307,0.010271277610574333
FIS,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),1,14,5,0.4756248620419007,-311.8311986549575,NA,-0.0879,NA,0.0101,-0.0140,0.0214,NA,0.0081,0.0109,-0.0204,0.0303,0.0718**,0.0454*,0.0286,-0.0184,-0.0410°,-0.0088,0.0147,0.0484°,0.0306,0.0184,0.1233***,0.0515*,NA,-0.1629,0.0632,0.04293932125039916,0.3977002884358707,0.03325907966197431,0.0067138136728373985,0.16565970469261518,0.005143025033937984
FIS,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),2,13,5,0.6330660964829757,-249.36856875660828,NA,-0.2281,NA,0.0153,-0.0336,0.0354,NA,0.0034,0.0099,0.0277,0.1190***,0.1350***,0.0912**,0.0268,-0.0422,-0.0278,0.0206,0.0800*,0.0930**,0.0669*,0.1531***,0.1914***,NA,NA,-0.3144,0.1810,0.058638988146410644,0.5238161251480131,0.04759947601844166,0.012820940566401257,0.19786072690548462,0.010458300219058074
FIS,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),3,12,5,0.6573126046856261,-217.09752233987962,NA,-0.6067°,NA,-0.0303,-0.1095,-0.0326,NA,-0.1096,-0.1125,0.0648*,0.1316***,0.1287***,0.0364,-0.0510,-0.0851**,-0.0593°,0.0202,0.0530,0.0546,0.1249***,0.1466***,NA,NA,NA,-0.0926,0.7433,0.062423771305527516,0.5625426516591135,0.051325543060256884,0.013119276308690102,0.14802345064036973,0.010568076145279317
FIS,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),4,11,5,0.6649454939085921,-185.46409821467364,NA,-0.9152*,NA,-0.0652,-0.1687*,-0.0748,NA,-0.1899,-0.2014,0.0418,0.0902*,0.0371,-0.0774*,-0.1301***,-0.1456***,-0.0924*,-0.0343,-0.0153,0.0875*,0.0897*,NA,NA,NA,NA,0.0153,1.2430*,0.07113475387859504,0.5648216605527984,0.05687955540669549,0.01730017810927907,0.1762995279026641,0.01311247251403339
FIS,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),5,10,5,0.712799785249437,-173.13128135665806,NA,-1.2705**,NA,-0.1086°,-0.2309**,-0.1168,NA,-0.2561*,-0.2792*,0.0247,0.0227,-0.0562°,-0.1338***,-0.1690***,-0.1537***,-0.1197**,-0.0729*,0.0463,0.0849*,NA,NA,NA,NA,NA,-0.0061,1.7794**,0.0705768258078898,0.6306791501421289,0.05752876922418996,0.01380140094618858,0.11463716971288186,0.01145420657482496
FIS,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),6,9,5,0.7212908286095374,-161.68181767549981,NA,-1.6151***,NA,-0.1584**,-0.2827**,-0.1544°,NA,-0.3244*,-0.3555*,-0.0223,-0.0531,-0.0977**,-0.1564***,-0.1630***,-0.1670***,-0.1473***,-0.0052,0.0485,NA,NA,NA,NA,NA,NA,0.1151,2.2710***,0.06530284920114537,0.6266439309825742,0.05374025917889029,0.015152278076081376,0.18391467793330313,0.014279230508279856
FIS,d_prs ~ res_soc + factor(year) + factor(rgn_code),1,14,5,0.4767329842421667,-312.7076981205015,NA,-0.2627*,NA,-0.0176,-0.0510°,-0.0214,NA,-0.0517,-0.0505,-0.0209,0.0289,0.0698**,0.0428°,0.0256,-0.0214,-0.0480*,-0.0151,0.0049,0.0388°,0.0196,0.0074,0.1123***,0.0405°,NA,NA,0.3323°,0.04128028476578382,0.41551716946402034,0.032017948305768755,0.007011044355472821,0.1320539559837145,0.0052906431544971115
FIS,d_prs ~ res_soc + factor(year) + factor(rgn_code),2,13,5,0.6282908021095946,-248.95957920802238,NA,-0.5613**,NA,-0.0362,-0.1029*,-0.0451,NA,-0.1099*,-0.1066°,0.0266,0.1163***,0.1312***,0.0863**,0.0211,-0.0480°,-0.0414,0.0086,0.0610*,0.0743*,0.0456,0.1319***,0.1702***,NA,NA,NA,0.6924**,0.05794730465932194,0.5119510611233065,0.04701404344679534,0.011052186128777567,0.177247621983112,0.009400468838826934
FIS,d_prs ~ res_soc + factor(year) + factor(rgn_code),3,12,5,0.6624052647053722,-218.93200994557947,NA,-0.7030***,NA,-0.0448,-0.1291**,-0.0556,NA,-0.1421*,-0.1460*,0.0645*,0.1308***,0.1276***,0.0350,-0.0527°,-0.0868**,-0.0633*,0.0167,0.0474,0.0491,0.1187***,0.1404***,NA,NA,NA,NA,0.8907**,0.059841316169934974,0.6049961546026308,0.0497399367413331,0.011006162486748178,0.11452970462270137,0.00893255667154639
FIS,d_prs ~ res_soc + factor(year) + factor(rgn_code),4,11,5,0.6711347855200472,-187.460721842178,NA,-0.8998***,NA,-0.0630°,-0.1657**,-0.0711,NA,-0.1847**,-0.1961**,0.0419,0.0904**,0.0373,-0.0772*,-0.1298***,-0.1453***,-0.0917**,-0.0337,-0.0144,0.0885*,0.0908**,NA,NA,NA,NA,NA,1.2195***,0.0671105631173336,0.5925240350408822,0.054260459658566705,0.013142804184916064,0.1630342465723914,0.011564001470941958
FIS,d_prs ~ res_soc + factor(year) + factor(rgn_code),5,10,5,0.7186588647402599,-175.13077712989497,NA,-1.2763***,NA,-0.1094**,-0.2320***,-0.1182*,NA,-0.2581***,-0.2812***,0.0247,0.0226,-0.0563°,-0.1338***,-0.1691***,-0.1538***,-0.1200***,-0.0731*,0.0459,0.0845*,NA,NA,NA,NA,NA,NA,1.7883***,0.06773957521794989,0.6329356526432155,0.056687013080734615,0.014066866075452033,0.11514767341325063,0.010862829301123873
FIS,d_prs ~ res_soc + factor(year) + factor(rgn_code),6,9,5,0.7268909503114498,-163.52030719382734,NA,-1.5178***,NA,-0.1459**,-0.2646***,-0.1318*,NA,-0.2915***,-0.3212***,-0.0220,-0.0523,-0.0965**,-0.1549***,-0.1613***,-0.1652***,-0.1425***,-0.0008,0.0555°,NA,NA,NA,NA,NA,NA,NA,2.1242***,0.06597032923670772,0.645459405504909,0.05294300033396362,0.013402322804011562,0.12590762119585514,0.011814685166667905
FIS,intercept only,1,14,7,0.4822575798028951,-422.13036900042795,NA,-0.0572***,0.0152,0.0195,0.0116,0.0426**,0.0116,0.0268°,0.0323*,-0.0352°,0.0324°,0.0610**,0.0288,0.0115,-0.0311,-0.0622**,-0.0303,0.0052,0.0292,0.0167,0.0108,0.0893***,0.0355°,NA,NA,NA,0.04184568045710832,0.4210302320154534,0.031412004497991336,0.005164943064427156,0.12883666425708096,0.0032561786346696642
FIS,intercept only,2,13,7,0.6209465936963094,-327.1726643740919,NA,-0.1473***,0.0315,0.0425*,0.0260,0.0863***,0.0214,0.0521**,0.0640**,0.0298,0.1260***,0.1227***,0.0735**,0.0148,-0.0538*,-0.0525*,0.0095,0.0676**,0.0771**,0.0607*,0.1285***,0.1571***,NA,NA,NA,NA,0.05808351358317818,0.5399274416865438,0.04664329090018618,0.00826816010471509,0.12554779601858215,0.007146979478344488
FIS,intercept only,3,12,7,0.6392229816556909,-274.44188057622375,NA,-0.1666***,0.0466*,0.0643**,0.0401°,0.1169***,0.0313,0.0697**,0.0768**,0.0563°,0.1223***,0.1015***,0.0122,-0.0706*,-0.1053***,-0.0751*,0.0079,0.0507°,0.0542°,0.1114***,0.1308***,NA,NA,NA,NA,NA,0.06704980449385792,0.563977138828249,0.05329756288602762,0.011650659159184697,0.13191422113627577,0.008994519505171775
FIS,intercept only,4,11,7,0.6418579517521197,-229.2087290479135,NA,-0.1604***,0.0560*,0.0817**,0.0542*,0.1532***,0.0317,0.0937***,0.0971***,0.0280,0.0751*,0.0133,-0.0981**,-0.1458***,-0.1517***,-0.1005**,-0.0335,0.0029,0.0813*,0.0881**,NA,NA,NA,NA,NA,NA,0.07484803789960456,0.5687264653735374,0.05873410277931265,0.011716156777592015,0.15714695581863564,0.010908988533770205
FIS,intercept only,5,10,7,0.6622176984726458,-204.1620435365538,NA,-0.1807***,0.0633*,0.0892**,0.0646*,0.1847***,0.0263,0.1244***,0.1225***,0.0114,0.0154,-0.0710*,-0.1446***,-0.1635***,-0.1482***,-0.1120**,-0.0522,0.0576°,0.0866*,NA,NA,NA,NA,NA,NA,NA,0.07918106986003517,0.580938657836435,0.0636721375656688,0.009198777113726114,0.08674508777413155,0.0077367770815821215
FIS,intercept only,6,9,7,0.6763604636309579,-190.23509332111422,NA,-0.2132***,0.0693*,0.0918**,0.0718*,0.2119***,0.0166,0.1473***,0.1421***,-0.0272,-0.0530,-0.1029**,-0.1464***,-0.1438***,-0.1424***,-0.1131**,0.0170,0.0790*,NA,NA,NA,NA,NA,NA,NA,NA,0.07452355283487938,0.6172875733924698,0.05901034256819344,0.014015662596295475,0.12655993929545697,0.01215062919322934
ICO,d_prs ~ res_ecol + factor(year) + factor(rgn_code),1,14,7,0.21016503757791882,-287.2994261045701,NA,3.2954,0.0709,0.0877,-0.0621,-0.0002,0.3054,-0.0753,0.1072,-0.0100,0.0074,0.0262,0.0180,-0.0337,-0.0018,0.0313,-0.0602°,0.0094,-0.1346***,0.0104,0.0256,0.0404,0.0028,-3.8146,NA,NA,0.07008674641869635,0.18043922914141894,0.04488439926876955,0.024930708973435505,0.11974198419874663,0.01103725932338184
ICO,d_prs ~ res_ecol + factor(year) + factor(rgn_code),2,13,7,0.19436542100429688,-193.23203590164024,NA,9.7634,0.2224,0.2595,-0.1825,0.0397,0.9002,-0.2088,0.3505,0.0092,0.0409,0.0547,-0.0164,-0.0267,0.0372,-0.0238,-0.0392,-0.1183*,-0.1094*,0.0394,0.0780,0.0512,NA,-11.3092,NA,NA,0.10174016979050562,0.14228595420744453,0.06757110354780956,0.019751593558972175,0.1130768621333072,0.009014433071293033
ICO,d_prs ~ res_ecol + factor(year) + factor(rgn_code),3,12,7,0.289396987387476,-154.7083811539489,NA,7.8133,0.1600,0.2110,-0.1449,-0.0179,0.7245,-0.1859,0.2327,0.0279,0.0564,0.0132,-0.0225,-0.0040,-0.0322,-0.0216,-0.1768**,-0.1089*,-0.1005°,0.0679,0.0621,NA,NA,-9.0483,NA,NA,0.11329930836128407,0.2382175025631465,0.08612522701066712,0.02707620988879076,0.14425846921016625,0.01739793616709731
ICO,d_prs ~ res_ecol + factor(year) + factor(rgn_code),4,11,7,0.3667601762088283,-134.9584596878316,NA,13.4196,0.2796,0.3571,-0.2487,-0.0198,1.2338,-0.3055,0.4196,0.0232,-0.0095,-0.0192,-0.0286,-0.0911,-0.0517,-0.1817**,-0.1872***,-0.1215*,-0.1067°,0.0340,NA,NA,NA,-15.4933,NA,NA,0.12300016890055371,0.25985986038725345,0.09988994930564637,0.018397625892740393,0.10708895493114653,0.016903083384331177
ICO,d_prs ~ res_ecol + factor(year) + factor(rgn_code),5,10,7,0.36816566317191235,-105.0533093730555,NA,8.9714,0.1452,0.2404,-0.1614,-0.1148,0.8193,-0.2279,0.1952,-0.0321,-0.0293,-0.0072,-0.1011,-0.1011,-0.2005**,-0.1852**,-0.1927**,-0.1184°,-0.1130°,NA,NA,NA,NA,-10.3260,NA,NA,0.13467285645375068,0.29653659375506375,0.11221577851109206,0.021592951593871746,0.15711278171444723,0.019266345286839008
ICO,d_prs ~ res_ecol + factor(year) + factor(rgn_code),6,9,7,0.3957802666762672,-97.8883528437292,NA,0.9204,-0.0570,0.0317,-0.0095,-0.2004,0.0814,-0.0703,-0.1399,-0.0002,0.0395,-0.0279,-0.0448,-0.1892**,-0.1481*,-0.1325*,-0.1372*,-0.0690,NA,NA,NA,NA,NA,-1.0743,NA,NA,0.13515568792809618,0.3328501607147519,0.10856175908117889,0.02082947840562552,0.16348201489948405,0.017759517776268854
ICO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),1,14,5,0.3094980554446135,-206.20613918756874,NA,11.4273,NA,0.0442,-0.4258,-0.1448,NA,-0.4273,0.2203,-0.0045,-0.0067,0.0234,0.0079,-0.0235,-0.0035,0.0292,-0.0484,0.0009,-0.1950***,-0.0053,0.0326,0.0627,-0.0132,-12.6782,NA,-0.3052,0.0772424492258443,0.27824253202232924,0.04977357268431712,0.03150857263420819,0.20449612772209824,0.015254461518133252
ICO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),2,13,5,0.3281339869606734,-139.5489410491362,NA,32.3351,NA,0.0878,-1.2878,-0.4503,NA,-1.2998,0.5602,0.0015,0.0122,0.0401,-0.0487,-0.0280,0.0243,-0.0279,-0.0346,-0.1951**,-0.1919**,0.0136,0.1070°,0.0580,NA,-36.1719,NA,-0.4424,0.1083428496386399,0.2574884485506706,0.07563797004390534,0.02251497493562875,0.17809592518212097,0.012802341846491616
ICO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),3,12,5,0.4238805207248728,-113.40527847693176,NA,-9.5976,NA,0.0754,0.5470,0.1745,NA,0.5389,-0.0909,0.0309,0.0738,0.0524,0.0360,0.0293,-0.0014,0.0033,-0.2170***,-0.1645*,-0.1529*,0.0880,0.0491,NA,NA,11.1912,NA,-0.5916,0.11893073098042144,0.3519467388076842,0.09307746683699553,0.024057269130780032,0.16435928653801848,0.01614467173223536
ICO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),4,11,5,0.5080538488644811,-103.59587479168442,NA,-24.2595,NA,0.1157,1.2739,0.4226,NA,1.2767,-0.2615,0.0298,0.0369,0.0382,0.0732,-0.0341,-0.0113,-0.1981**,-0.2370***,-0.1684*,-0.1399°,0.0389,NA,NA,NA,28.0760,NA,-1.0587,0.12686812202723105,0.3933313078377959,0.10506410901102957,0.021578884141545816,0.13641304513033436,0.017210013143707355
ICO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),5,10,5,0.5363507464358698,-85.39706868297742,NA,-4.8001,NA,0.2067°,0.5563,0.1874,NA,0.5732,0.1322,-0.0167,-0.0027,0.0326,-0.0349,-0.0576,-0.2247**,-0.2240**,-0.2440***,-0.1697*,-0.1823*,NA,NA,NA,NA,6.5983,NA,-1.6719*,0.1279396231046574,0.48998493953369654,0.10576265031303012,0.01943354458974243,0.12623576097703526,0.01695210809681531
ICO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),6,9,5,0.5599071668722493,-79.91979793460646,NA,1.8326,NA,0.2271°,0.2756,0.0853,NA,0.2990,0.2384,0.0042,0.0450,-0.0014,-0.0196,-0.2141**,-0.1985*,-0.1889*,-0.1876**,-0.1561*,NA,NA,NA,NA,NA,-0.8586,NA,-1.7483°,0.13429624602926565,0.44046825031714265,0.11173082529098106,0.021624776527845783,0.16842709521420396,0.020362429362400788
ICO,d_prs ~ res_reg + factor(year) + factor(rgn_code),1,14,7,0.21127642874480057,-287.4683992015025,NA,-0.0332,-0.0090,0.0007,0.0035,-0.0304,0.0329,-0.0127,-0.0279,-0.0100,0.0098,0.0286,0.0236,-0.0322,-0.0005,0.0306,-0.0625°,0.0072,-0.1370***,0.0015,0.0136,0.0287,-0.0097,NA,0.0997,NA,0.06942316603534984,0.1982562185963621,0.04501696538767611,0.022653928161709486,0.1556825650196087,0.010691433004088997
ICO,d_prs ~ res_reg + factor(year) + factor(rgn_code),2,13,7,0.19906798945228732,-193.88770641515342,NA,-0.1018,-0.0145,0.0031,0.0121,-0.0506,0.0869,-0.0230,-0.0509,0.0092,0.0480,0.0617,0.0002,-0.0221,0.0410,-0.0258,-0.0459,-0.1244*,-0.1160*,0.0141,0.0435,0.0173,NA,NA,0.2847,NA,0.10130505037799832,0.18780757360604966,0.06907774446673658,0.030466879396178623,0.13855293671137614,0.015944464963786435
