adj_r_squared,aicc,yrs,rgns,params,rmse,model,goal,lag,model_error,intercept,factor_rgn_code_cc,factor_rgn_code_hg,factor_rgn_code_nc,factor_rgn_code_nv,factor_rgn_code_po,factor_rgn_code_sg,factor_rgn_code_wv,factor_year_2002,factor_year_2003,factor_year_2004,factor_year_2005,factor_year_2006,factor_year_2007,factor_year_2008,factor_year_2009,factor_year_2010,factor_year_2011,factor_year_2012,factor_year_2013,factor_year_2014,factor_year_2015,pressures
0.8232550252236276,-262.2176935172981,14,6,41,0.06589208886900924,prs_ecol_only,AO,1,NA,0.0494,0.0073,0.0287,0.0025,0.0330,NA,0.0325,0.0354,0.0898**,-0.0871**,0.0200,-0.0880**,-0.1151***,-0.0081,0.1180***,-0.0564,-0.2358***,0.1908***,0.0034,0.1842***,-0.2010***,0.1426**,-0.0031
0.8243197708550121,-262.85214661658983,14,6,41,0.06576246265484094,prs_ecol_soc,AO,1,NA,0.0962,0.0971,0.0930,0.1002,0.1087,NA,0.0886,0.1049,0.0905**,-0.0860**,0.0231,-0.0829*,-0.1077**,-0.0020,0.1220***,-0.0556°,-0.2372***,0.1864***,-0.0008,0.1796***,-0.2063***,0.1381***,-0.0064
0.8244901628539913,-264.9847015379863,14,6,40,0.06548595564908136,intercept only,AO,1,NA,-0.0048,0.0062,0.0070,-0.0095,0.0066,NA,0.0158,0.0029,0.0948**,-0.0820*,0.0245,-0.0872**,-0.1164***,-0.0097,0.1193***,-0.0474,-0.2219***,0.2108***,0.0213,0.2041***,-0.1818***,0.1618***,NA
0.5823966026614831,-1218.304911804968,14,6,41,6.964163361911482e-4,prs_ecol_only,CPP,1,NA,-0.0006°,-0.0006*,-0.0023**,-0.0008*,-0.0034**,NA,-0.0033***,-0.0040**,0.0000,0.0001,0.0001,0.0000,0.0001,0.0001,0.0003,0.0004,0.0009*,0.0010**,0.0010**,0.0010**,0.0010**,0.0009*,0.0001**
0.537382010932977,-1207.5561180861405,14,6,41,7.28146342096898e-4,prs_ecol_soc,CPP,1,NA,-0.0003,-0.0013,-0.0016,-0.0009,-0.0018,NA,-0.0029*,-0.0017,-0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0001,0.0001,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0001
0.5397201206929688,-1210.118808549556,14,6,40,7.2701882860658e-4,intercept only,CPP,1,NA,-0.0002,0.0000,0.0000,0.0000,-0.0001,NA,-0.0021***,0.0000,-0.0001,-0.0000,-0.0000,-0.0000,-0.0000,-0.0001,-0.0000,-0.0000,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,NA
0.579722839171563,-1513.1646828338876,14,6,41,1.7078782661227593e-4,prs_ecol_only,CSS,1,NA,-0.0001°,-0.0001°,-0.0005*,-0.0002°,-0.0007*,NA,-0.0008***,-0.0009**,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0002**,0.0002**,0.0002**,0.0002**,0.0002**,0.0002**,0.0000*
0.548902416258322,-1505.7339076294477,14,6,41,1.7590743759123164e-4,prs_ecol_soc,CSS,1,NA,-0.0000,0.0002,0.0002,0.0001,0.0002,NA,-0.0004,0.0001,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-0.0000
0.553285863568145,-1508.7898792342428,14,6,40,1.7533688534879794e-4,intercept only,CSS,1,NA,-0.0001,-0.0000,-0.0000,-0.0000,-0.0000,NA,-0.0005***,-0.0001°,0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.0001°,0.0001°,0.0001°,0.0001°,0.0001°,0.0001°,NA
0.4227241680744649,-934.2573327200186,14,6,41,0.002822507416145626,prs_ecol_only,CW,1,NA,-0.0789***,-0.0163***,0.0014,-0.0163***,-0.0183***,NA,-0.0607***,-0.0479***,0.0020,0.0021,0.0013,0.0026*,-0.0004,0.0029*,0.0024°,0.0017,0.0001,0.0046***,0.0026°,0.0030*,0.0031*,0.0031*,0.0025***
0.15166606912112957,-893.8371472346695,14,6,41,0.0032609001202689512,prs_ecol_soc,CW,1,NA,-0.0227*,-0.0045*,0.0005,0.0007,0.0006,NA,-0.0036°,-0.0015,0.0019,0.0007,-0.0002,0.0016,-0.0022,0.0026°,0.0002,-0.0008,-0.0019,0.0037*,-0.0006,0.0003,0.0003,0.0003,0.0007*
0.10675373521918707,-890.4510764770697,14,6,40,0.003331505796232067,intercept only,CW,1,NA,-0.0001,0.0000,0.0000,-0.0001,0.0000,NA,0.0004,0.0001,0.0018,0.0003,-0.0007,0.0011,-0.0029°,0.0023,-0.0003,-0.0013,-0.0022,0.0038*,-0.0010,0.0000,0.0000,0.0000,NA
0.07650360464388029,45.32476500726506,14,6,41,0.28483424307805383,prs_ecol_only,FIS,1,NA,0.3141,-0.0952,0.1979,0.1113,0.2764,-0.0989,NA,0.1570,0.2273,0.2233,0.3274*,0.3990**,0.2572°,0.1974,-0.0776,0.1196,0.0477,-0.0595,-0.0494,0.0579,-0.1127,0.0842,-0.0301
0.06607610699814448,46.503710625840895,14,6,41,0.286993748777074,prs_ecol_soc,FIS,1,NA,0.0083,-0.0429,-0.0070,-0.0244,-0.0682,-0.1265,NA,-0.1191,0.2468°,0.2735°,0.3790**,0.4365**,0.2938*,0.2453°,0.0006,0.2397,0.1942,0.0996,0.1156,0.2260,0.0672,0.2403,-0.0069
0.0759584130140214,43.356067941139486,14,6,40,0.2843270273811575,intercept only,FIS,1,NA,-0.0699,-0.1410,-0.1126,-0.0912,-0.1605°,-0.1347,NA,-0.1805°,0.2500°,0.2827*,0.3885**,0.4445**,0.3026*,0.2554°,0.0146,0.2596°,0.2174,0.1234,0.1404,0.2513°,0.0940,0.2641°,NA
0.03726535616155924,-538.1686315101183,14,7,43,0.024820569550975,prs_ecol_only,HAB,1,NA,0.0163,-0.0006,0.0081,0.0084,0.0264,0.0044,0.0113,0.0219,-0.0004,-0.0017,-0.0016,0.0008,-0.0217°,-0.0139,0.0112,0.0040,-0.0043,-0.0131,-0.0119,0.0149,-0.0235,-0.0065,-0.0013
0.03739467414982833,-538.1847514254164,14,7,43,0.024508936914393688,prs_ecol_soc,HAB,1,NA,-0.0098,-0.0182,-0.0166,-0.0097,-0.0167,-0.0031,-0.0100,-0.0114,0.0002,0.0009,0.0010,0.0033,-0.0190°,-0.0108,0.0152,0.0103,0.0027,-0.0056,-0.0035,0.0246°,-0.0118,0.0029,0.0010
0.044443709688453015,-540.9675282479931,14,7,42,0.024476814164978513,intercept only,HAB,1,NA,0.0009,-0.0035,-0.0024,-0.0001,-0.0004,0.0001,-0.0012,0.0002,-0.0000,-0.0000,-0.0000,0.0023,-0.0202°,-0.0120,0.0138,0.0082,0.0005,-0.0079,-0.0061,0.0216°,-0.0153,0.0000,NA
NA,NA,NA,NA,NA,NA,NA,ICO,1,no change in status,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.2123541393149484,126.88710663820606,14,5,39,0.45676002611691424,prs_ecol_only,LSP,1,NA,1.7810,NA,-0.1423,0.1246,0.5024,NA,0.2122,0.8151,-0.0054,0.1557,-0.0426,0.9183***,0.0697,0.3915°,-0.0816,-0.1017,-0.1018,-0.1127,-0.1525,-0.1693,-0.2010,-0.1376,-0.0803
0.1996402722838786,128.32825078842887,14,5,39,0.46038805985311054,prs_ecol_soc,LSP,1,NA,-0.2077,NA,-0.0798,0.2296,-0.1054,NA,-0.1109,-0.1547,0.0149,0.2079,0.0058,0.9553***,0.1179,0.4263°,0.0108,0.0226,0.0237,0.0040,0.0075,0.0076,0.0096,0.0056,0.0100
0.21053337904706515,124.87365894675645,14,5,38,0.45716765992690817,intercept only,LSP,1,NA,0.0792,NA,-0.1146,0.1562,-0.1388,NA,-0.1817,-0.1936,0.0127,0.2029,0.0001,0.9493***,0.1103,0.4209°,0.0035,0.0148,0.0173,-0.0004,0.0005,-0.0004,-0.0004,-0.0004,NA
0.2631380747648998,116.06537976392723,3,4,15,2.8042538378125723,prs_ecol_only,MAR,1,NA,-14.6699,NA,3.8137*,NA,-6.1410,NA,-6.5332,-6.7364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5636,1.8118,5.1913*,NA,0.5041
0.2637350056311608,116.0491712243645,3,4,15,2.8044256933343092,prs_ecol_soc,MAR,1,NA,-34.1741,NA,5.8252*,NA,3.0386,NA,4.7720,5.3348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5662,1.8166,5.1986*,NA,1.0102
0.144155901355284,112.35491694328383,3,4,14,2.7203485463623958,intercept only,MAR,1,NA,-0.6263,NA,2.6455,NA,-0.0603,NA,0.0617,0.0892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2551,-0.0624,2.5376°,NA,NA
1,-6270.450729649521,12,6,37,2.2459864135212287e-16,prs_ecol_only,SAL,1,NA,-0.2705***,0.0000,-0.0000,-0.0000,-0.0000,NA,-0.0000,-0.0000,NA,NA,0.2524***,0.4773***,-0.1795***,0.7716***,0.1307***,0.4398***,0.3867***,-0.0115***,0.1395***,1.0133***,-0.0657***,0.9828***,0.0000
