term,estimate,std.error,statistic,p.value,goal,n_obs,years,yr_lag,r_squared,aic,bic
(Intercept),6.682757834515032,8.849469450349767,0.7551591507274938,0.4519832120558036,AO,105,15,1,-0.05306546209634799,-215.8568714073516,-191.9712282559339
res_ecol,-8.025834837389166,10.584024145555732,-0.7582971020298779,0.4501116350838481,AO,105,15,1,-0.05306546209634799,-215.8568714073516,-191.9712282559339
factor(rgn_code)CC,0.2240875282632334,0.28939354350846513,0.7743349265726743,0.44061607555176785,AO,105,15,1,-0.05306546209634799,-215.8568714073516,-191.9712282559339
factor(rgn_code)HG,0.2297250780788176,0.2995006553340492,0.7670269630047816,0.44492838612089447,AO,105,15,1,-0.05306546209634799,-215.8568714073516,-191.9712282559339
factor(rgn_code)NC,0.009984251160877306,0.035141864628146585,0.2841127318235841,0.7769295846136683,AO,105,15,1,-0.05306546209634799,-215.8568714073516,-191.9712282559339
factor(rgn_code)NV,0.21029419042565473,0.24872853076823678,0.8454767524100608,0.3999254493398129,AO,105,15,1,-0.05306546209634799,-215.8568714073516,-191.9712282559339
factor(rgn_code)SG,0.11148245569372585,0.13233173969196205,0.8424468381752666,0.4016102932530302,AO,105,15,1,-0.05306546209634799,-215.8568714073516,-191.9712282559339
factor(rgn_code)WV,0.17644637580904793,0.2143109564381293,0.823319436120324,0.4123459766045712,AO,105,15,1,-0.05306546209634799,-215.8568714073516,-191.9712282559339
(Intercept),-1.4490907777683504,6.167287515721168,-0.23496403792987455,0.8146695512611982,FIS,120,15,1,-0.010205474235741141,-352.971102039084,-325.09618461126354
res_ecol,1.6209761252392711,7.12710293766683,0.2274382928682553,0.8205013338302456,FIS,120,15,1,-0.010205474235741141,-352.971102039084,-325.09618461126354
factor(rgn_code)CC,-0.019764130520691803,0.15478836658974168,-0.12768485743554345,0.8986294098343324,FIS,120,15,1,-0.010205474235741141,-352.971102039084,-325.09618461126354
factor(rgn_code)HG,-0.016740466885803756,0.16054092174184245,-0.10427538788349075,0.9171389901826801,FIS,120,15,1,-0.010205474235741141,-352.971102039084,-325.09618461126354
factor(rgn_code)NC,0.03824618884835897,0.11862739735731515,0.32240603520246175,0.7477515705361579,FIS,120,15,1,-0.010205474235741141,-352.971102039084,-325.09618461126354
factor(rgn_code)NV,0.029328875646168293,0.061403998288482614,0.47763788130502627,0.6338471795958174,FIS,120,15,1,-0.010205474235741141,-352.971102039084,-325.09618461126354
factor(rgn_code)PO,-0.11610592703747434,0.5617614263636574,-0.20668191440099506,0.8366369346279434,FIS,120,15,1,-0.010205474235741141,-352.971102039084,-325.09618461126354
factor(rgn_code)SG,0.05395385511596983,0.12083098243228609,0.4465233504677137,0.6560891722555933,FIS,120,15,1,-0.010205474235741141,-352.971102039084,-325.09618461126354
factor(rgn_code)WV,-0.024925067750017453,0.2523351306723877,-0.09877763624748002,0.9214929876361567,FIS,120,15,1,-0.010205474235741141,-352.971102039084,-325.09618461126354
(Intercept),-1.4416321279097126,6.127157012166021,-0.23528565124856807,0.8144205588439742,HAB,120,15,1,-0.051386377929522054,-354.53788369190465,-326.6629662640842
res_ecol,1.6293796052732508,7.080726920811956,0.23011473588737238,0.8184261578939176,HAB,120,15,1,-0.051386377929522054,-354.53788369190465,-326.6629662640842
factor(rgn_code)CC,-0.02982786230675215,0.15378115959965233,-0.19396304712752074,0.8465593339479117,HAB,120,15,1,-0.051386377929522054,-354.53788369190465,-326.6629662640842
factor(rgn_code)HG,-0.030609655622945375,0.1594962829092463,-0.19191453910159353,0.848159793438267,HAB,120,15,1,-0.051386377929522054,-354.53788369190465,-326.6629662640842
factor(rgn_code)NC,0.031462236099476244,0.117855489581125,0.2669560511037497,0.7899983326581766,HAB,120,15,1,-0.051386377929522054,-354.53788369190465,-326.6629662640842
factor(rgn_code)NV,0.004200978025349662,0.061004442833132964,0.06886347666252286,0.9452221917954882,HAB,120,15,1,-0.051386377929522054,-354.53788369190465,-326.6629662640842
factor(rgn_code)PO,-0.12041061923755998,0.5581060480696562,-0.2157486371166,0.8295796411608525,HAB,120,15,1,-0.051386377929522054,-354.53788369190465,-326.6629662640842
factor(rgn_code)SG,0.04681118658888287,0.12004473594098662,0.38994784920760717,0.697322351122857,HAB,120,15,1,-0.051386377929522054,-354.53788369190465,-326.6629662640842
factor(rgn_code)WV,-0.03874193550020137,0.25069318746271513,-0.15453924333689104,0.8774652159236271,HAB,120,15,1,-0.051386377929522054,-354.53788369190465,-326.6629662640842
