term,estimate,std.error,statistic,p.value,goal,n_obs,years,yr_lag,r_squared
(Intercept),-0.22874549542544503,0.9772276310403484,-0.2340759595406901,0.8154955747639064,AO,105,15,1,0.11360629397900845
trend,-0.3024194297705677,0.09412970421400471,-3.2127948589216264,0.0018646389595193735,AO,105,15,1,0.11360629397900845
res_reg,0.02239662367406062,0.10424074194733958,0.2148547991472947,0.8304012932065937,AO,105,15,1,0.11360629397900845
res_soc,0.0605725589057042,0.27139323966355633,0.22319111183755141,0.823928636797081,AO,105,15,1,0.11360629397900845
res_ecol,0.6093001924177125,1.1669177259836692,0.5221449454837055,0.6029436753699968,AO,105,15,1,0.11360629397900845
pressures,-1.15063715032681,0.4936303045392232,-2.330969431467273,0.022151589129832627,AO,105,15,1,0.11360629397900845
(Intercept),-2.7099667976306346e-4,6.452538346310041e-4,-0.41998460949563526,0.6755564265971088,CPP,105,15,1,0.7784889244747784
trend,0.1857492181190804,0.012159327463167518,15.276274011185528,4.2423132926991534e-26,CPP,105,15,1,0.7784889244747784
res_reg,1.654554404359909e-4,4.538506381453778e-4,0.36455923277338675,0.7163458561208047,CPP,105,15,1,0.7784889244747784
res_nonreg,6.534326827787547e-4,7.539541887969502e-4,0.8666742522133963,0.3885604451183644,CPP,105,15,1,0.7784889244747784
pressures,-0.0012446799079996193,0.0011502713791868178,-1.0820750046650238,0.2822794717597031,CPP,105,15,1,0.7784889244747784
(Intercept),1.186665814493572e-5,1.6254266636505995e-4,0.0730064198546122,0.9419725319551073,CSS,105,15,1,0.7703900004777642
trend,0.14127051932688192,0.00937804993020989,15.063954700411811,1.0150628638523061e-25,CSS,105,15,1,0.7703900004777642
res_reg,1.7774175632506415e-5,1.1312042904767818e-4,0.15712613346803103,0.8755180745385185,CSS,105,15,1,0.7703900004777642
res_nonreg,2.1391149247786346e-5,1.8991723748398737e-4,0.11263405855716448,0.9105862630604378,CSS,105,15,1,0.7703900004777642
pressures,-1.6571729614427846e-4,2.7369427623562243e-4,-0.6054832363451146,0.5464712610067433,CSS,105,15,1,0.7703900004777642
(Intercept),-0.005492005707354352,0.007662594590268693,-0.7167292543871581,0.4755059563164039,CW,105,15,1,0.09481151578294533
trend,-0.29187148972672594,0.08708648794752322,-3.351512922447884,0.0012010429794436772,CW,105,15,1,0.09481151578294533
res_reg,-0.004157141619776086,0.007747654466014736,-0.5365677622836025,0.5929678226763697,CW,105,15,1,0.09481151578294533
