term,estimate,std.error,statistic,p.value,adj_r_squared,aic,yrs,rgns,params,goal,lag,model_error
factor(year)2007,0.7716488030949724,1.1965995645664748e-16,6448680293265350,0,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(year)2008,0.1306909120346756,1.2651445220225278e-16,1033011721267591.6,0,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(year)2009,0.43982561281201427,1.398579419032348e-16,3144802553410386,0,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(year)2010,0.38668851742580124,1.4948760347211056e-16,2586759760972049.5,0,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(year)2011,-0.01148475120992131,1.565507712137783e-16,-73361192160709.81,0,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(year)2012,0.13951560195013715,1.5830104268809145e-16,881330909645565.6,0,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(year)2013,1.013324451828606,1.6087704956200153e-16,6298750844744165,0,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(year)2014,-0.06567804630607639,1.6094799270458245e-16,-408069993309127.06,0,1,-6283.842033997347,12,6,37,SAL,1,NA
factor(year)2015,0.9828149561113376,1.6182589790438768e-16,6073285974856871,0,1,-6283.842033997347,12,6,37,SAL,1,NA
(Intercept),-0.001634293046788591,9.680992996040818e-4,-1.6881460894114464,0.09459594107532915,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
prs_omit_soc,5.648224840483107e-5,5.7518287097689074e-5,0.9819876643562352,0.3285488952358878,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(rgn_code)CC,-1.1933770484749989e-4,2.0340254648656533e-4,-0.5867070344440457,0.558763479238221,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(rgn_code)HG,-4.475342451162039e-4,4.985759275388213e-4,-0.8976250564791999,0.3716080517472089,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(rgn_code)NC,-3.228440569787317e-4,3.770580639165185e-4,-0.8562184126904394,0.39398719474194654,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(rgn_code)NV,-9.130742090536474e-4,8.858282924714031e-4,-1.0307575596916532,0.30521780341648597,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(rgn_code)PO,-7.880126499254223e-5,1.613161566463873e-4,-0.4884896009844715,0.6263056300695222,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(rgn_code)SG,-6.616020904479531e-4,6.366167490022034e-4,-1.039247068954611,0.30127342105161165,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(rgn_code)WV,-7.505419521405519e-4,7.696296410114027e-4,-0.9751988646828015,0.33188738707103926,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(year)2002,3.102656984067121e-5,2.0869263955630815e-4,0.14867112662255544,0.8821217870651772,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(year)2003,6.835022245471762e-4,2.24783597484065e-4,3.0407121880662573,0.00303491758890244,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(year)2004,-0.0010099037504507512,2.245551692461657e-4,-4.497352494004078,1.908706647704285e-5,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(year)2005,0.00077748929087373235,2.1705279294812212e-4,3.5820285024370104,5.351224009862344e-4,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(year)2006,0.001255958696662518,2.1518097486854243e-4,5.836755305295013,7.049913979890098e-8,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(year)2007,0.002092061145210964,2.3976983385074212e-4,8.725289214294081,7.54584476009637e-14,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(year)2008,0.0011797214025282457,2.6539479050878556e-4,4.445156592059001,2.3365284103854758e-5,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(year)2009,8.852997825164542e-4,2.7212591467832973e-4,3.25327260199726,0.001570495135339071,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(year)2010,7.667673789766159e-4,3.452777529109553e-4,2.220726277648012,0.02869657942675146,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(year)2011,5.288438394857658e-4,3.524107296213602e-4,1.5006462489208834,0.13669517570376452,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(year)2012,0.002436834119358983,3.69282537897589e-4,6.598833871843612,2.198014354335883e-9,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(year)2013,9.525790365797484e-4,3.5950190023079337e-4,2.649719058420027,0.009406874751225647,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(year)2014,0.0017738460248711962,3.7755439656051397e-4,4.698252863774787,8.654804388266569e-6,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
factor(year)2015,3.4637130046126914e-4,3.4056701566510225e-4,1.0170430033713969,0.31166303942887774,0.7809725228336517,-1507.4418526563359,14,7,43,SPP,1,NA
(Intercept),-0.47266903044958364,0.31418445214865715,-1.5044316394941757,0.14259153040742997,-0.0033425932827140237,-86.06691045596324,8,4,25,TR,1,NA
prs_omit_soc,0.020384604543762244,0.013353227095702358,1.526567652722905,0.1370079985722075,-0.0033425932827140237,-86.06691045596324,8,4,25,TR,1,NA
factor(rgn_code)NC,-0.09957071522364193,0.08037293556054702,-1.2388587592229068,0.22469646358413967,-0.0033425932827140237,-86.06691045596324,8,4,25,TR,1,NA
factor(rgn_code)NV,-0.11430956370290685,0.07308417866297161,-1.5640808420389658,0.12795083477946317,-0.0033425932827140237,-86.06691045596324,8,4,25,TR,1,NA
factor(rgn_code)SG,-0.2456569420234061,0.1647336818054325,-1.4912368820454844,0.1460059846975114,-0.0033425932827140237,-86.06691045596324,8,4,25,TR,1,NA
factor(rgn_code)WV,-0.22028691924449256,0.14242093433795414,-1.546731316351066,0.13207717962450707,-0.0033425932827140237,-86.06691045596324,8,4,25,TR,1,NA
factor(year)2008,0.008098018972461936,0.053825414647155366,0.1504497276156127,0.8813844943757364,-0.0033425932827140237,-86.06691045596324,8,4,25,TR,1,NA
factor(year)2009,-0.010506716996016775,0.0566170866064596,-0.1855750202946337,0.8539869642179319,-0.0033425932827140237,-86.06691045596324,8,4,25,TR,1,NA
factor(year)2010,0.02048872541235411,0.05599393503393648,0.3659097257575561,0.7169177002933531,-0.0033425932827140237,-86.06691045596324,8,4,25,TR,1,NA
factor(year)2011,0.05206375462654544,0.055075302733831176,0.9453194452359164,0.35180621502105647,-0.0033425932827140237,-86.06691045596324,8,4,25,TR,1,NA
factor(year)2012,0.05649256261550551,0.07049199991701627,0.8014038852920756,0.42899813475704707,-0.0033425932827140237,-86.06691045596324,8,4,25,TR,1,NA
factor(year)2013,0.14503844951628803,0.06846891814171217,2.1183108109886826,0.04226681321855637,-0.0033425932827140237,-86.06691045596324,8,4,25,TR,1,NA
factor(year)2014,0.09427887887146585,0.06122376619843941,1.5399065546847888,0.1337297162124875,-0.0033425932827140237,-86.06691045596324,8,4,25,TR,1,NA
factor(year)2015,-0.009633603560738785,0.05476986772987394,-0.17589240142503001,0.8615224533340688,-0.0033425932827140237,-86.06691045596324,8,4,25,TR,1,NA
(Intercept),0.23420824064246568,0.10443857234174522,2.242545406270841,0.027803072173568873,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
prs_omit_soc,-0.008614114730044446,0.005763931175252594,-1.4944860492139636,0.13913562307860391,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(rgn_code)CC,0.013570775072517487,0.02483201183012833,0.546503246106393,0.5863002262038596,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(rgn_code)HG,0.08335553032391607,0.04776028302095361,1.7452897062470496,0.08492373008732293,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(rgn_code)NC,0.013728924827076213,0.03354960252596933,0.40921274153543946,0.6835195919672485,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(rgn_code)NV,0.08589872066467379,0.053681377789800096,1.6001586434876351,0.11365868764984781,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(rgn_code)SG,0.07454311060255424,0.03920725092446202,1.9012582837335739,0.061009606081722643,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(rgn_code)WV,0.09511876818983475,0.06454486012986338,1.4736846280006972,0.14464309236426895,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(year)2002,-0.10403767845115444,0.03620454148959485,-2.8736085079562397,0.0052425303854642495,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(year)2003,-0.1682270211782637,0.03624038773003478,-4.641976306419122,1.3932308166512609e-5,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(year)2004,-0.17184385973680893,0.035982996887193294,-4.775696151033208,8.376042843808353e-6,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(year)2005,-0.28990767186666916,0.035044230713350874,-8.272621939913847,3.033791512975547e-12,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(year)2006,-0.21634036632218737,0.03509761238623852,-6.1639624924176495,3.027466672177862e-8,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(year)2007,0.01685745414453432,0.0351440484069354,0.4796673948698419,0.6328235896519833,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(year)2008,-0.03260748255474191,0.0351022020615225,-0.9289298288919831,0.3558284225727967,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(year)2009,-0.3784651259765234,0.038775026494199887,-9.760538165799463,4.1455352152827546e-15,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(year)2010,-0.19497915963492754,0.04342846907159551,-4.489662283823265,2.4658833790936187e-5,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(year)2011,0.08550510652028738,0.050926638595756565,1.6789858682605463,0.09720870761550673,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(year)2012,0.0838581911590128,0.04817298600204509,1.7407721239337908,0.08571803834938864,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(year)2013,-0.16900034880474846,0.05078332073665344,-3.3278711662266414,0.001344029440305801,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
factor(year)2014,-0.19588603023833234,0.0498022177979471,-3.9332792574230897,1.820544176967572e-4,0.812706223277186,-235.74127285065163,13,6,39,AO,2,NA
(Intercept),-0.0011226354527856723,5.993652605082154e-4,-1.8730405760149733,0.06485806056844073,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
prs_omit_soc,1.8639299687559638e-4,6.767871967349262e-5,2.754085741793369,0.007340083089588445,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(rgn_code)CC,-0.001128210182517004,6.101719855735398e-4,-1.8490035747159497,0.06829550674316515,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(rgn_code)HG,-0.0043096723634736146,0.0016288602904044284,-2.6458207550775086,0.009875804167949134,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(rgn_code)NC,-0.0015665000008844797,7.266502451564527e-4,-2.1557826634286785,0.03422384374527347,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(rgn_code)NV,-0.0062718401853011285,0.002216260789602833,-2.8299197525509077,0.005935184475700586,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(rgn_code)SG,-0.006532287680941432,9.743031664849763e-4,-6.704574002882664,2.9974687743259678e-9,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(rgn_code)WV,-0.007556372093336682,0.0027807123033925245,-2.7174231883383824,0.008123066941800023,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(year)2002,8.998724637176268e-5,6.409915867230374e-4,0.14038756238877872,0.8887203804139197,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(year)2003,2.3630809796561304e-4,6.442684277041243e-4,0.36678515942137063,0.7147853016976727,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(year)2004,1.9298079260302218e-4,6.426733508082893e-4,0.3002781932070321,0.7647741725696797,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(year)2005,1.6153928149805738e-4,6.41741437119882e-4,0.2517201978152467,0.8019279683240554,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(year)2006,1.3968490246762648e-4,6.420397430909286e-4,0.21756426135732795,0.8283441288251496,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(year)2007,2.434470214573571e-4,6.466353937191338e-4,0.3764826729591272,0.7075935263929032,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(year)2008,5.084050022659126e-4,6.651736371491852e-4,0.7643192301559713,0.4470129807138765,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(year)2009,0.0012512789316475154,6.938627074137606e-4,1.8033523322090854,0.07524470028035996,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(year)2010,0.0018837266650503252,7.082997114671386e-4,2.659505057750853,0.009516357595924634,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(year)2011,0.0019699999950327438,7.223187602463505e-4,2.7273277442785306,0.007904348899958022,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(year)2012,0.0019774557149077675,7.235811978370173e-4,2.732873270918212,0.007784250820403049,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(year)2013,0.0019936985332069273,7.263588456906822e-4,2.7447845442167824,0.007531907359287544,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
factor(year)2014,0.0019537571767335856,7.19596044097277e-4,2.7150749267730427,0.008175726074865906,0.6011007193410974,-1020.2885436857143,13,6,39,CPP,2,NA
(Intercept),-2.4811747090152194e-4,1.4788157712925456e-4,-1.6778119067844206,0.09743863821291915,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
prs_omit_soc,3.5841856241425884e-5,1.6698391553288255e-5,2.1464256678283418,0.034988099714080394,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(rgn_code)CC,-2.2453225916675031e-4,1.5054792376554003e-4,-1.4914337810226586,0.13993329360063064,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(rgn_code)HG,-8.289116893793728e-4,4.0188920603102053e-4,-2.0625378261972824,0.04252900544072855,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(rgn_code)NC,-3.0784607642279395e-4,1.7928664097745586e-4,-1.7170608738299893,0.08998805781926551,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(rgn_code)NV,-0.0011941693671029942,5.468187138812354e-4,-2.183848754236963,0.032018075021599,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(rgn_code)SG,-0.0014752098136274565,2.4039012327750698e-4,-6.136732214761047,3.396672282160549e-8,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(rgn_code)WV,-0.0016518861366984086,6.86086011424368e-4,-2.407695404354571,0.018446978467359387,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(year)2002,1.57694560013969e-5,1.5815205354212692e-4,0.09971072552147668,0.9208331327936758,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(year)2003,3.4058885908016296e-5,1.5896054953649604e-4,0.21425999096836698,0.8309107046413903,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(year)2004,2.042296084822957e-5,1.5856699571791387e-4,0.1287970473033457,0.8978540672273054,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(year)2005,1.4526150514496794e-5,1.5833706436374568e-4,0.09174194666844433,0.9271413279154174,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(year)2006,2.9148986400977008e-5,1.5841066548875592e-4,0.18400898898468437,0.854490133607689,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(year)2007,4.241423586290974e-5,1.5954455179751156e-4,0.2658457176070821,0.7910685494487661,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(year)2008,8.820215110357049e-5,1.6411849836444722e-4,0.5374296741839896,0.5925206464646826,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(year)2009,2.8824766635786363e-4,1.7119696159319695e-4,1.683719522095292,0.09628606330960868,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(year)2010,4.5454213932637785e-4,1.7475900809323048e-4,2.600965433975733,0.011142142354235041,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(year)2011,4.711317985009806e-4,1.782179323584839e-4,2.643571229147148,0.009936059219424287,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(year)2012,4.7256547275063767e-4,1.7852941397785034e-4,2.6469894356414994,0.009844631462446489,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(year)2013,4.756888345088193e-4,1.7921474389664033e-4,2.654295200082234,0.009651779344667044,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
factor(year)2014,4.6800843674279954e-4,1.7754615575625164e-4,2.6359818085011977,0.010141818358742961,0.5956938584524647,-1294.5825855281637,13,6,39,CSS,2,NA
(Intercept),-0.09279072911256292,0.012493880307822355,-7.4268943535874214,1.2804260191571306e-10,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
prs_omit_soc,0.0030524467065772814,4.0201632979213527e-4,7.592842579692137,6.161900238226934e-11,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(rgn_code)CC,-0.01959679250992298,0.0027598536453254155,-7.1006636685664954,5.356620877890986e-10,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(rgn_code)HG,0.0014070235717903827,9.758920770645945e-4,1.4417819396818932,0.153418841405426,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(rgn_code)NC,-0.01972220330604339,0.0027407477171424673,-7.195920727284585,3.530669741655299e-10,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(rgn_code)NV,-0.021907795286167212,0.003045711013149073,-7.1929986763635645,3.5761547565292825e-10,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(rgn_code)SG,-0.07249895409956904,0.009718024745315823,-7.4602561734074815,1.1055217535741902e-10,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(rgn_code)WV,-0.05758392291315946,0.007671890860649708,-7.505831868453204,9.044162707664962e-11,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(year)2002,5.126645862511345e-4,0.0013576494839736726,0.3776118890058636,0.7067577995946339,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(year)2003,-1.513109978429085e-4,0.001384622213581887,-0.10927962613822381,0.9132650001927136,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(year)2004,9.116876629073987e-4,0.0013942707614072328,0.6538813608823263,0.5151363490057383,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(year)2005,-0.0018254653395962709,0.001379353823710111,-1.3234206540902125,0.18961167404004137,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(year)2006,5.333502498810174e-4,0.001413498381307442,0.3773263959366441,0.7069690575094094,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(year)2007,8.823203070665065e-4,0.00136086708982737,0.648351564720719,0.5186864353688461,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(year)2008,-1.6442115037135614e-4,0.0014234875281702196,-0.11550585945962344,0.9083448731535173,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(year)2009,-0.001736544625108385,0.0014364742734146096,-1.2088936483216544,0.2304028195730554,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(year)2010,0.0024323515350075727,0.0014041370192915156,1.7322750569135072,0.08722862670167869,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(year)2011,0.0019397541967820845,0.0013639503980196715,1.4221588993253906,0.15901839467454973,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(year)2012,0.0015121618617100429,0.0014717431245944205,1.0274631737292885,0.3074192857628868,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(year)2013,0.0017550530806505881,0.0014342351948210587,1.2236856876668376,0.22480220594952788,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
factor(year)2014,0.0019380237315602597,0.0014422008477957644,1.3437960007597436,0.18296083629490179,0.46514540816880623,-872.7672459515634,13,6,39,CW,2,NA
(Intercept),0.6082476094269529,1.555724060518869,0.39097396823964314,0.6972490097425224,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
prs_omit_soc,-0.0775833583314857,0.11823263800732842,-0.6561923986393406,0.5142952751571582,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(rgn_code)CC,0.25346975671342586,0.5106196700003581,0.49639638189662394,0.6214909027820421,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(rgn_code)HG,1.010825668707984,1.3659729864826982,0.7400041426227629,0.4622824554621444,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(rgn_code)NC,0.7628990947402432,0.9703185757072547,0.7862356898446207,0.4349299961519656,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(rgn_code)NV,1.2178258828938766,1.8038806119807256,0.6751144586872965,0.5022856511401159,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(rgn_code)PO,1.355886592848195,0.6068345328401122,2.2343596474352947,0.02932782517035696,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(rgn_code)WV,0.964000677631945,1.4407169080118551,0.6691117958504673,0.5060789222123949,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(year)2002,0.16341042793079463,0.5418092540834586,0.30160139698467275,0.7640346893437745,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(year)2003,0.3906158567267669,0.5844748771350184,0.6683193273276167,0.5065808610898244,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(year)2004,0.6793486369177953,0.591903821844312,1.1477348377326138,0.25579017430885426,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(year)2005,0.6783699719752296,0.5602415987190085,1.210852556336983,0.23086291035795878,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(year)2006,0.3557284403874086,0.5521545355666627,0.644255217467938,0.5219497689073405,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(year)2007,-0.3426822466813624,0.5410007476723216,-0.6334228707737782,0.5289474820361386,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(year)2008,-0.08252263194464833,0.6153725010539021,-0.13410191681187905,0.8937862363210682,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(year)2009,-0.5123486299865175,0.7376726515742966,-0.6945474105527619,0.4901119243155523,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(year)2010,0.3371235059786795,0.8166129329918771,0.41283145583249403,0.6812522831079751,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(year)2011,-0.1965553582321174,0.8691335180559354,-0.2261509355567939,0.8218791172075122,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(year)2012,-0.7699869855090904,0.8975800527409571,-0.8578477018932926,0.3945076608864072,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(year)2013,-0.348351486369148,0.9056322332369281,-0.384650052841056,0.7019035308484738,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
factor(year)2014,-0.4966187448598713,0.9896360043699242,-0.5018196010118444,0.617694110394744,0.003998432767137072,216.11770535464058,13,6,39,FIS,2,NA
(Intercept),0.012938805676912243,0.034969111166194146,0.37000670721710066,0.7122467761565765,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
prs_omit_soc,-9.334685437404815e-4,0.002876414085147596,-0.3245250913491417,0.7462936074470574,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(rgn_code)CC,-0.005338312852827123,0.011183455595156993,-0.4773401930561502,0.6342770595366554,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(rgn_code)HG,0.0024340093688039375,0.024886454272484523,0.09780458646915713,0.9223049549061434,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(rgn_code)NC,0.005836451548942918,0.020774421748813686,0.2809441157743034,0.7793981188369605,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(rgn_code)NV,0.018107528046387034,0.05898940260411788,0.3069623906501979,0.7595811060682002,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(rgn_code)PO,0.0033214610696555456,0.013208981214177176,0.25145475005223167,0.8020358053079555,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(rgn_code)SG,0.004627098260656239,0.02860716203030679,0.1617461478966083,0.8718683251535753,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(rgn_code)WV,0.015717454518197043,0.04808462905810242,0.3268706617078207,0.7445247001411577,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(year)2002,-3.291409848139152e-4,0.012235140004724825,-0.02690128471654688,0.9785980289252776,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(year)2003,-0.001189098880734835,0.012708404010124056,-0.09356791614332911,0.9256603827219465,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(year)2004,0.0011209160074572727,0.01271142338676649,0.08818178526129711,0.9299281132887198,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(year)2005,-0.01908358529719548,0.012628235736868654,-1.5111838023010742,0.13424494594057443,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(year)2006,-0.03287677637263636,0.012649796785155121,-2.5989964053191867,0.010925208359795267,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(year)2007,-5.038343971307683e-5,0.012834581583168806,-0.003925600486980376,0.9968765203286252,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(year)2008,0.020490581179172906,0.013366895948822047,1.5329348906152465,0.12879972697124342,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(year)2009,0.005598801624789344,0.015202332617164773,0.36828569442480186,0.7135250420175858,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(year)2010,-0.010781412862890593,0.01601746989465572,-0.6731033636272259,0.5026062900346655,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(year)2011,-0.017448705062526198,0.0166310035168913,-1.0491673003859567,0.29691034409409456,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(year)2012,0.010532181974332661,0.017582808902238352,0.5990045181570436,0.5506746839866701,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(year)2013,-6.037886788562085e-4,0.019067184018026297,-0.03166637917195224,0.9748082268411897,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
factor(year)2014,-0.021038527263048796,0.02158477075270317,-0.974693106731932,0.3323250413411285,0.11706362321826891,-492.36827254449827,13,7,41,HAB,2,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ICO,2,no change in status
