term,estimate,std.error,statistic,p.value,goal,n_obs,years,yr_lag,r_squared,aic,bic
(Intercept),9.294117763588222,10.265912548796122,0.9053377105455801,0.36793893016817014,AO,105,15,1,-0.05940681792928215,-193.12440588549845,-170.62611885252608
res_soc,0.3013870662049857,0.5753986679718794,0.523788258438782,0.6018386528722779,AO,105,15,1,-0.05940681792928215,-193.12440588549845,-170.62611885252608
res_ecol,-10.991030003801251,12.012377118121991,-0.9149754370615018,0.36288733292413555,AO,105,15,1,-0.05940681792928215,-193.12440588549845,-170.62611885252608
factor(rgn_code)HG,-0.015990501847612994,0.05272397175396214,-0.30328712567848853,0.7624391987814896,AO,105,15,1,-0.05940681792928215,-193.12440588549845,-170.62611885252608
factor(rgn_code)NC,-0.2822858825436603,0.3031996153544948,-0.931023221166087,0.35457454417421286,AO,105,15,1,-0.05940681792928215,-193.12440588549845,-170.62611885252608
factor(rgn_code)NV,-0.03910448096916259,0.06700994555544358,-0.5835623450373916,0.5611165321538014,AO,105,15,1,-0.05940681792928215,-193.12440588549845,-170.62611885252608
factor(rgn_code)SG,-0.18933446113392552,0.21094963272705533,-0.8975339690631395,0.372061756873576,AO,105,15,1,-0.05940681792928215,-193.12440588549845,-170.62611885252608
factor(rgn_code)WV,-0.08853308180440966,0.10837376807958438,-0.8169235357710855,0.41633925670740446,AO,105,15,1,-0.05940681792928215,-193.12440588549845,-170.62611885252608
(Intercept),-1.944371195634977,7.51667013805952,-0.2586745407105133,0.796534570224961,FIS,120,15,1,-0.02942625479566585,-262.27270022918304,-239.77441319621067
res_soc,0.25126091665580835,0.26076973773942996,0.963535565261322,0.3381117581962677,FIS,120,15,1,-0.02942625479566585,-262.27270022918304,-239.77441319621067
res_ecol,1.976015701982145,8.43875144802179,0.2341597230530308,0.8154446360594861,FIS,120,15,1,-0.02942625479566585,-262.27270022918304,-239.77441319621067
factor(rgn_code)HG,-0.013885173987922337,0.027729187151570866,-0.5007421931275666,0.6178940144377291,FIS,120,15,1,-0.02942625479566585,-262.27270022918304,-239.77441319621067
factor(rgn_code)NC,0.03556637784205134,0.31624718910777805,0.1124638544373914,0.9107304887601629,FIS,120,15,1,-0.02942625479566585,-262.27270022918304,-239.77441319621067
factor(rgn_code)NV,0.016955966208095426,0.11396289972988395,0.14878496640823138,0.8820886094279219,FIS,120,15,1,-0.02942625479566585,-262.27270022918304,-239.77441319621067
factor(rgn_code)SG,0.03939679397367162,0.3182393798995304,0.1237960996093864,0.9017796701918308,FIS,120,15,1,-0.02942625479566585,-262.27270022918304,-239.77441319621067
factor(rgn_code)WV,-0.061162110832031345,0.13761521319426137,-0.44444294647636995,0.6578931763602047,FIS,120,15,1,-0.02942625479566585,-262.27270022918304,-239.77441319621067
(Intercept),-0.21978891015937171,8.015377525198646,-0.027420905561640986,0.9781906494434741,HAB,120,15,1,-0.06670607761457337,-250.70974355703117,-228.2114565240588
res_soc,0.11907133905546437,0.278070988448106,0.42820482539366245,0.6696246375854742,HAB,120,15,1,-0.06670607761457337,-250.70974355703117,-228.2114565240588
res_ecol,0.1322118586929643,8.998636025642208,0.014692433199455771,0.9883132451174791,HAB,120,15,1,-0.06670607761457337,-250.70974355703117,-228.2114565240588
factor(rgn_code)HG,-0.007440269056363397,0.029568931375789507,-0.2516245501673879,0.8019608280631839,HAB,120,15,1,-0.06670607761457337,-250.70974355703117,-228.2114565240588
factor(rgn_code)NC,-0.012576396621493452,0.3372291939680776,-0.03729332111941632,0.9703417719648966,HAB,120,15,1,-0.06670607761457337,-250.70974355703117,-228.2114565240588
factor(rgn_code)NV,-0.0034729555721741134,0.12152397915883448,-0.028578356273496322,0.9772703139031058,HAB,120,15,1,-0.06670607761457337,-250.70974355703117,-228.2114565240588
factor(rgn_code)SG,-0.0033778491834814506,0.33935356034372405,-0.00995377558455582,0.9920823443109531,HAB,120,15,1,-0.06670607761457337,-250.70974355703117,-228.2114565240588
factor(rgn_code)WV,-0.012547693145185742,0.1467455491199005,-0.08550646490091139,0.9320671885380777,HAB,120,15,1,-0.06670607761457337,-250.70974355703117,-228.2114565240588
(Intercept),0.027982532142704894,11.940483557866392,0.002343500747444185,0.9981358505813833,ICO,120,15,1,-0.05783463725906324,-178.96665416529365,-156.46836713232125
res_soc,-0.13241591272823705,0.41424150703394064,-0.31965872680495927,0.7500400508624039,ICO,120,15,1,-0.05783463725906324,-178.96665416529365,-156.46836713232125
res_ecol,0.039814356620047765,13.40524075997806,0.0029700590487651136,0.9976374529662746,ICO,120,15,1,-0.05783463725906324,-178.96665416529365,-156.46836713232125
factor(rgn_code)HG,0.022449225801736486,0.0440487472743892,0.5096450453379614,0.6116690778003033,ICO,120,15,1,-0.05783463725906324,-178.96665416529365,-156.46836713232125
factor(rgn_code)NC,0.032321147797023636,0.5023693061430158,0.0643374254792198,0.948858139105583,ICO,120,15,1,-0.05783463725906324,-178.96665416529365,-156.46836713232125
factor(rgn_code)NV,-1.1574193459790674e-4,0.18103390270399017,-6.393384491476009e-4,0.9994914345892094,ICO,120,15,1,-0.05783463725906324,-178.96665416529365,-156.46836713232125
factor(rgn_code)SG,0.026585062631634,0.5055339682814547,0.05258808368903282,0.958188014046199,ICO,120,15,1,-0.05783463725906324,-178.96665416529365,-156.46836713232125
factor(rgn_code)WV,0.010256293555454635,0.21860639888110844,0.04691671244734531,0.9626936849063032,ICO,120,15,1,-0.05783463725906324,-178.96665416529365,-156.46836713232125
(Intercept),-0.875602856808977,4.009194222007192,-0.2183987126397206,0.8276610928300215,SAL,120,15,1,-0.021006701676179684,-375.40863305123594,-352.91034601826357
res_soc,0.062367454945676234,0.13908772190569352,0.44840374183397447,0.6550444712771781,SAL,120,15,1,-0.021006701676179684,-375.40863305123594,-352.91034601826357
res_ecol,0.9166401543853995,4.501008149214581,0.20365218724284065,0.8391298595134226,SAL,120,15,1,-0.021006701676179684,-375.40863305123594,-352.91034601826357
factor(rgn_code)HG,-0.003126997251182352,0.014790019365906848,-0.21142617692513216,0.8330793175805273,SAL,120,15,1,-0.021006701676179684,-375.40863305123594,-352.91034601826357
factor(rgn_code)NC,0.02308496414415641,0.1686779358425107,0.13685823239922806,0.8914783194229898,SAL,120,15,1,-0.021006701676179684,-375.40863305123594,-352.91034601826357
factor(rgn_code)NV,0.0203446442159794,0.060784814383006494,0.33469945450170063,0.7387064402314287,SAL,120,15,1,-0.021006701676179684,-375.40863305123594,-352.91034601826357
factor(rgn_code)SG,0.032881152748503305,0.1697405180317953,0.19371422409789102,0.8468787109595735,SAL,120,15,1,-0.021006701676179684,-375.40863305123594,-352.91034601826357
factor(rgn_code)WV,-0.020252308314157027,0.07340033651405548,-0.27591574202495517,0.7833069506620108,SAL,120,15,1,-0.021006701676179684,-375.40863305123594,-352.91034601826357
(Intercept),24.242514709433262,15.48752703768874,1.5652928095259722,0.12166887137213772,AO,98,14,2,-0.0017370297059173812,-122.38069865423955,-100.50334746464974
res_soc,1.6410003792651702,0.8429155568256248,1.9468146790944165,0.05525222905170993,AO,98,14,2,-0.0017370297059173812,-122.38069865423955,-100.50334746464974
res_ecol,-29.22039448972644,18.116940727645968,-1.6128768608894823,0.11091631746575654,AO,98,14,2,-0.0017370297059173812,-122.38069865423955,-100.50334746464974
factor(rgn_code)HG,-0.10323376999307227,0.07687253159501782,-1.3429214291644709,0.18329437676505114,AO,98,14,2,-0.0017370297059173812,-122.38069865423955,-100.50334746464974
factor(rgn_code)NC,-0.7227650003119589,0.4578523149649563,-1.5785985495503694,0.11858161997848048,AO,98,14,2,-0.0017370297059173812,-122.38069865423955,-100.50334746464974
factor(rgn_code)NV,-0.14915279819705607,0.09817476420882731,-1.519258023169717,0.13284694290051272,AO,98,14,2,-0.0017370297059173812,-122.38069865423955,-100.50334746464974
factor(rgn_code)SG,-0.5992490111404303,0.3159593455733999,-1.896601634153024,0.06168058313117477,AO,98,14,2,-0.0017370297059173812,-122.38069865423955,-100.50334746464974
factor(rgn_code)WV,-0.2899033723126133,0.15951670179813068,-1.8173856972010851,0.07309965246338183,AO,98,14,2,-0.0017370297059173812,-122.38069865423955,-100.50334746464974
(Intercept),-5.038556523926896,12.543686253961688,-0.4016806879505267,0.6890463588432032,FIS,112,14,2,-0.0038405080214019005,-175.07212250249438,-153.19477131290455
res_soc,0.46636937895428127,0.41190772689723154,1.1322180879375385,0.26110238314551065,FIS,112,14,2,-0.0038405080214019005,-175.07212250249438,-153.19477131290455
res_ecol,5.275380868251606,14.08869690344216,0.3744406529863469,0.7091192430932427,FIS,112,14,2,-0.0038405080214019005,-175.07212250249438,-153.19477131290455
factor(rgn_code)HG,-0.025148242075932133,0.04434584654253479,-0.5670935169049244,0.572321867096089,FIS,112,14,2,-0.0038405080214019005,-175.07212250249438,-153.19477131290455
factor(rgn_code)NC,0.12945162438138288,0.5291783446486791,0.24462759236175033,0.8074040626448534,FIS,112,14,2,-0.0038405080214019005,-175.07212250249438,-153.19477131290455
factor(rgn_code)NV,0.05780657619696764,0.18902771320538056,0.3058100593650001,0.7605853683861673,FIS,112,14,2,-0.0038405080214019005,-175.07212250249438,-153.19477131290455
factor(rgn_code)SG,0.13468181567984436,0.5319120954698516,0.25320314545747724,0.8007948958691371,FIS,112,14,2,-0.0038405080214019005,-175.07212250249438,-153.19477131290455
factor(rgn_code)WV,-0.1340738958703885,0.22665109182599638,-0.5915431282074703,0.5559120681948935,FIS,112,14,2,-0.0038405080214019005,-175.07212250249438,-153.19477131290455
(Intercept),-4.809437859777346,10.1363596958844,-0.4744738746524643,0.6365225260678083,HAB,112,14,2,-0.03467758436032575,-210.8709942486045,-188.9936430590147
res_soc,0.2567723826733378,0.3328562909508186,0.7714211497696385,0.44284925672084263,HAB,112,14,2,-0.03467758436032575,-210.8709942486045,-188.9936430590147
res_ecol,5.177530372891403,11.38485900940636,0.4547733413838187,0.6505686928531931,HAB,112,14,2,-0.03467758436032575,-210.8709942486045,-188.9936430590147
factor(rgn_code)HG,-0.0186102548003928,0.0358351956891186,-0.5193289569796831,0.6050405250022253,HAB,112,14,2,-0.03467758436032575,-210.8709942486045,-188.9936430590147
factor(rgn_code)NC,0.16096338000098473,0.42762087125206866,0.37641609851662744,0.7076564046310515,HAB,112,14,2,-0.03467758436032575,-210.8709942486045,-188.9936430590147
factor(rgn_code)NV,0.057913248925149936,0.15275038411735348,0.3791365190980924,0.7056437050256268,HAB,112,14,2,-0.03467758436032575,-210.8709942486045,-188.9936430590147
factor(rgn_code)SG,0.17798950834374316,0.42982997319238325,0.41409282610470405,0.6799724735718704,HAB,112,14,2,-0.03467758436032575,-210.8709942486045,-188.9936430590147
factor(rgn_code)WV,-0.09416908809353981,0.18315325700111698,-0.5141545918179632,0.6086357422847489,HAB,112,14,2,-0.03467758436032575,-210.8709942486045,-188.9936430590147
(Intercept),-9.231332346423486,18.1587050487094,-0.5083695297468135,0.6126667258535452,ICO,112,14,2,-0.04205951393827867,-112.92344383987904,-91.04609265028922
res_soc,-0.12252090709284649,0.5962928893927687,-0.20547101813944976,0.8377535027125849,ICO,112,14,2,-0.04205951393827867,-112.92344383987904,-91.04609265028922
res_ecol,10.447963186969442,20.395319717875733,0.5122725866274209,0.6099457862787931,ICO,112,14,2,-0.04205951393827867,-112.92344383987904,-91.04609265028922
factor(rgn_code)HG,0.02743658546811974,0.06419669076519603,0.4273831741338663,0.6703087340419631,ICO,112,14,2,-0.04205951393827867,-112.92344383987904,-91.04609265028922
factor(rgn_code)NC,0.43943641590947247,0.7660581813105193,0.5736332130253019,0.5679097128292239,ICO,112,14,2,-0.04205951393827867,-112.92344383987904,-91.04609265028922
factor(rgn_code)NV,0.12494548912905655,0.2736435223771996,0.4565994767339218,0.6492612498375923,ICO,112,14,2,-0.04205951393827867,-112.92344383987904,-91.04609265028922
factor(rgn_code)SG,0.42483573167138183,0.7700156603030013,0.5517234954730776,0.5827564884110168,ICO,112,14,2,-0.04205951393827867,-112.92344383987904,-91.04609265028922
factor(rgn_code)WV,-0.14769609862070487,0.3281085194662258,-0.45014405252560996,0.6538879963597423,ICO,112,14,2,-0.04205951393827867,-112.92344383987904,-91.04609265028922
(Intercept),3.5897000979432234,6.980708987275081,0.5142314490529224,0.6085822699375777,SAL,112,14,2,0.008473128574525868,-273.5313727785685,-251.65402158897865
res_soc,0.09374453757412508,0.22923149645674612,0.40895138330963965,0.683725483484825,SAL,112,14,2,0.008473128574525868,-273.5313727785685,-251.65402158897865
res_ecol,-4.16592653845769,7.840525592051665,-0.5313325604958039,0.5967378874682501,SAL,112,14,2,0.008473128574525868,-273.5313727785685,-251.65402158897865
factor(rgn_code)HG,4.1179786005945436e-4,0.024678985366843317,0.016686174651763138,0.9867307043897406,SAL,112,14,2,0.008473128574525868,-273.5313727785685,-251.65402158897865
factor(rgn_code)NC,-0.17609045410394808,0.2944939750221902,-0.5979424675519409,0.551656015921357,SAL,112,14,2,0.008473128574525868,-273.5313727785685,-251.65402158897865
factor(rgn_code)NV,-0.03423199375171699,0.10519614646771813,-0.3254111001320934,0.7457641459494116,SAL,112,14,2,0.008473128574525868,-273.5313727785685,-251.65402158897865
factor(rgn_code)SG,-0.16021466783401345,0.2960153395190344,-0.5412377213097476,0.589926783147676,SAL,112,14,2,0.008473128574525868,-273.5313727785685,-251.65402158897865
factor(rgn_code)WV,0.045390430802664944,0.1261339993405638,0.3598588092026644,0.7199507904705388,SAL,112,14,2,0.008473128574525868,-273.5313727785685,-251.65402158897865
(Intercept),15.059436087166272,20.710604340272006,0.727136487170634,0.4695672618126312,AO,91,13,3,0.05638339229807621,-82.6555853310171,-61.44520589081077
res_soc,3.266719437000967,1.0784438692005873,3.0291047409101335,0.003433911659023356,AO,91,13,3,0.05638339229807621,-82.6555853310171,-61.44520589081077
res_ecol,-19.677291611339644,24.216178270704717,-0.812568002736586,0.4192207338451548,AO,91,13,3,0.05638339229807621,-82.6555853310171,-61.44520589081077
factor(rgn_code)HG,-0.24819989338186868,0.09766730583056991,-2.5412792056784883,0.013262948900330564,AO,91,13,3,0.05638339229807621,-82.6555853310171,-61.44520589081077
factor(rgn_code)NC,-0.45502955705640336,0.6129175599447492,-0.7423992830249823,0.4603294645015372,AO,91,13,3,0.05638339229807621,-82.6555853310171,-61.44520589081077
factor(rgn_code)NV,-0.16983261210817213,0.126340655552206,-1.3442435561686203,0.18321000930665723,AO,91,13,3,0.05638339229807621,-82.6555853310171,-61.44520589081077
factor(rgn_code)SG,-0.6299314550500961,0.4183019055745085,-1.5059253774733086,0.13658579976319252,AO,91,13,3,0.05638339229807621,-82.6555853310171,-61.44520589081077
factor(rgn_code)WV,-0.3205102937885584,0.20675161104801734,-1.5502190873575392,0.1255986120634141,AO,91,13,3,0.05638339229807621,-82.6555853310171,-61.44520589081077
(Intercept),-6.76489953916012,16.462534602956705,-0.4109269746315449,0.6823813539186362,FIS,104,13,3,-4.1472190494817873e-4,-142.86404943841927,-121.65366999821295
res_soc,0.5178664570953458,0.49357002885068435,1.0492258987062841,0.29768323297884586,FIS,104,13,3,-4.1472190494817873e-4,-142.86404943841927,-121.65366999821295
res_ecol,7.15267829705692,18.50164919194894,0.3865967959315451,0.7002274388185861,FIS,104,13,3,-4.1472190494817873e-4,-142.86404943841927,-121.65366999821295
factor(rgn_code)HG,-0.0246530344898841,0.053910003322840766,-0.4572998139556601,0.6488717025900512,FIS,104,13,3,-4.1472190494817873e-4,-142.86404943841927,-121.65366999821295
factor(rgn_code)NC,0.1945548500171623,0.6969010772990184,0.2791714008696889,0.7809364534433758,FIS,104,13,3,-4.1472190494817873e-4,-142.86404943841927,-121.65366999821295
factor(rgn_code)NV,0.0920801347132949,0.24625487899679852,0.37392207248203196,0.7095924964934035,FIS,104,13,3,-4.1472190494817873e-4,-142.86404943841927,-121.65366999821295
factor(rgn_code)SG,0.20097328034046977,0.6996197243565497,0.28726074086219877,0.7747613438375611,FIS,104,13,3,-4.1472190494817873e-4,-142.86404943841927,-121.65366999821295
factor(rgn_code)WV,-0.17140811685827406,0.2919117980471541,-0.5871914667545762,0.5589643776980724,FIS,104,13,3,-4.1472190494817873e-4,-142.86404943841927,-121.65366999821295
(Intercept),7.366194051931798,12.634553439061918,0.5830197392776802,0.5617536218119461,HAB,104,13,3,-0.048966644698889006,-184.14972586206332,-162.939346421857
res_soc,0.10567106992303447,0.37880174929523297,0.2789614095490247,0.7810969432115671,HAB,104,13,3,-0.048966644698889006,-184.14972586206332,-162.939346421857
res_ecol,-8.4737066395653,14.199519154509282,-0.5967601118995879,0.5525927872855008,HAB,104,13,3,-0.048966644698889006,-184.14972586206332,-162.939346421857
factor(rgn_code)HG,0.006727472479121957,0.04137448055903281,0.16259956350444685,0.8713022084820802,HAB,104,13,3,-0.048966644698889006,-184.14972586206332,-162.939346421857
factor(rgn_code)NC,-0.3343926560905256,0.5348528713976319,-0.6252049376059611,0.5338694724402848,HAB,104,13,3,-0.048966644698889006,-184.14972586206332,-162.939346421857
