term,estimate,std.error,statistic,p.value,goal,n_obs,years,yr_lag,r_squared,aic,bic
(Intercept),-0.5480730080291432,0.35354800896373484,-1.5502081588171572,0.12415884466778339,AO,105,15,1,0.012607064316168981,-344.37331425046744,-336.41143319999486
res_ecol,0.6329247819553364,0.41483199462325504,1.5257376242884795,0.13014008497225768,AO,105,15,1,0.012607064316168981,-344.37331425046744,-336.41143319999486
(Intercept),0.03338367956220557,0.10221218888883986,0.32661153161010725,0.7445403234153996,FIS,120,15,1,-0.006409957459145854,-446.3249817011437,-437.9625064727976
res_ecol,-0.056989305654919054,0.1158296874473557,-0.4920094917878506,0.6236267123767252,FIS,120,15,1,-0.006409957459145854,-446.3249817011437,-437.9625064727976
(Intercept),-1.1399831744645224e-4,0.09313050894680303,-0.0012240705944339795,0.9990254002114933,HAB,120,15,1,-0.008309894839000576,-468.65676673061137,-460.29429150226525
res_ecol,-0.014651276979084357,0.10553807584389946,-0.13882456034876878,0.8898254311191274,HAB,120,15,1,-0.008309894839000576,-468.65676673061137,-460.29429150226525
(Intercept),-0.07386079578407966,0.14540851369204108,-0.5079537223006662,0.6124340052379247,ICO,120,15,1,-0.006939855365264647,-361.72589819865516,-353.36342297030905
res_ecol,0.06988129969146473,0.16478096082504146,0.42408600691230464,0.6722752126773971,ICO,120,15,1,-0.006939855365264647,-361.72589819865516,-353.36342297030905
(Intercept),-0.03043350769742073,0.06126775254124312,-0.49672962423314043,0.6203038804593484,SAL,120,15,1,-0.007618538513076034,-569.1563315116463,-560.7938562833001
res_ecol,0.02198307971298227,0.06943031652684796,0.3166207618322127,0.7520908250914738,SAL,120,15,1,-0.007618538513076034,-569.1563315116463,-560.7938562833001
(Intercept),-1.0766608351133937,0.5621763910320625,-1.915165510840509,0.058447988776800526,AO,98,14,2,0.025626403847118784,-236.550025092592,-228.79512265658028
res_ecol,1.243123849300473,0.6596759400371833,1.8844462467896026,0.06253006506701948,AO,98,14,2,0.025626403847118784,-236.550025092592,-228.79512265658028
(Intercept),0.0836038458812638,0.17708651862339644,0.47210734352433176,0.6377853917396253,FIS,112,14,2,-0.005090901661551239,-300.5539502971869,-292.39845368330157
res_ecol,-0.13278707828137862,0.20069277797887264,-0.661643531065963,0.5095833254520817,FIS,112,14,2,-0.005090901661551239,-300.5539502971869,-292.39845368330157
(Intercept),0.020012315778617687,0.1337417342192011,0.14963403828619226,0.8813273612333268,HAB,112,14,2,-0.007996031355711475,-363.43698540281196,-355.28148878892665
res_ecol,-0.05239175400878272,0.15156998048646103,-0.34566049187729897,0.7302580567478187,HAB,112,14,2,-0.007996031355711475,-363.43698540281196,-355.28148878892665
(Intercept),-0.11475678359991069,0.21205279849508968,-0.5411708046973406,0.5894841691218888,ICO,112,14,2,-0.007445579050689988,-260.1898504673434,-252.0343538534581
res_ecol,0.10185968083552265,0.24032018664661361,0.4238498740237141,0.6725029855822835,ICO,112,14,2,-0.007445579050689988,-260.1898504673434,-252.0343538534581
(Intercept),-0.04916136946412024,0.10810176701379948,-0.45476934209451597,0.6501714149328325,SAL,112,14,2,-0.008506558340840353,-411.11258831950727,-402.95709170562196
res_ecol,0.030929494303449535,0.12251211495417544,0.2524607000296945,0.8011561293137603,SAL,112,14,2,-0.008506558340840353,-411.11258831950727,-402.95709170562196
(Intercept),-1.6571373302559786,0.6990421089838605,-2.3705829862879386,0.019918714883798844,AO,91,13,3,0.0468887937375152,-185.97778328546502,-178.44520476591447
res_ecol,1.911193230984717,0.8203531285488059,2.3297201710750994,0.022083891491655527,AO,91,13,3,0.0468887937375152,-185.97778328546502,-178.44520476591447
(Intercept),0.1242585575411195,0.2356893510013973,0.5272132873766657,0.5991903185387959,FIS,104,13,3,-0.004394254744137127,-226.65234376295282,-218.7191710655287
res_ecol,-0.19799442531516237,0.26712819368882035,-0.7411962869999696,0.4602774814212326,FIS,104,13,3,-0.004394254744137127,-226.65234376295282,-218.7191710655287
(Intercept),0.029429272203223344,0.17342255500457743,0.1696969128522329,0.8655846113238429,HAB,104,13,3,-0.008199058701112927,-290.4633112904619,-282.53013859303775
res_ecol,-0.07920110734317953,0.19655556632678842,-0.4029451255097082,0.6878319226043349,HAB,104,13,3,-0.008199058701112927,-290.4633112904619,-282.53013859303775
(Intercept),-0.1526684823965145,0.27104862609488795,-0.5632512682173447,0.5744999015895382,ICO,104,13,3,-0.008056124658401442,-197.57735324596422,-189.6441805485401
res_ecol,0.12919038438277552,0.3072040785166175,0.42053603261581457,0.6749785791201123,ICO,104,13,3,-0.008056124658401442,-197.57735324596422,-189.6441805485401
(Intercept),-0.060281527795213764,0.14968819874222478,-0.40271396343691357,0.6880014493346971,SAL,104,13,3,-0.009451799537062433,-321.0760597495618,-313.14288705213767
res_ecol,0.032001565282069974,0.1696552600983088,0.1886270149450496,0.8507599487116593,SAL,104,13,3,-0.009451799537062433,-321.0760597495618,-313.14288705213767
(Intercept),-2.0203514628223602,0.8527761698755472,-2.369146247505025,0.020179778877066793,AO,84,12,4,0.05017591811886701,-144.19278615177066,-136.90033575524072
res_ecol,2.3224854735536904,1.0008665507701573,2.3204746644460843,0.022800329763625334,AO,84,12,4,0.05017591811886701,-144.19278615177066,-136.90033575524072
(Intercept),0.250686917805209,0.2977486443517603,0.8419414246234064,0.4019576996159028,FIS,96,12,4,0.001527930994290938,-171.3229828919795,-163.629938317576
