intercept,rmse,rsquared,mae,rmsesd,rsquaredsd,maesd,goal,lag,model_error
TRUE,0.06852263262824322,0.8026863980872302,0.05045195275025917,0.013119031070411714,0.06978044589273487,0.009473084592868778,AO,1,NA
TRUE,7.356962211090387e-4,0.44138805973761086,5.201694345427673e-4,1.1867355357631766e-4,0.17679903439930314,8.893961279633883e-5,CPP,1,NA
TRUE,1.767842687315789e-4,0.4748512444992867,1.2499977375603812e-4,2.9072267851198004e-5,0.15736864535374825,1.964413108025449e-5,CSS,1,NA
TRUE,0.0031738535223494436,0.13757755016684833,0.0020290357654488803,0.0011363530535798804,0.10039302541588446,5.449535346003801e-4,CW,1,NA
TRUE,0.28051302354826246,0.45952381101758527,0.22617480875929083,0.04689643930773919,0.2026714944337436,0.04432123243564335,FIS,1,NA
TRUE,0.02332133024195518,0.054053177910074635,0.014548787420567288,0.009198924505287162,0.06505636973919074,0.0032760233848513256,HAB,1,NA
NA,NA,NA,NA,NA,NA,NA,ICO,1,no change in status
TRUE,0.4275147233214217,0.20285080248564952,0.26453143413978936,0.17797395625570134,0.18026521541488635,0.06113060342695442,LSP,1,NA
TRUE,0.013245844554678539,0.49472430607677353,0.010800318502007078,0.0020013057656697326,0.09662809734188321,0.001750911514618116,LVF,1,NA
TRUE,0.012373186616004435,0.06283813637751237,0.009619344158748967,0.002230225460512011,0.06919433845566632,0.0017763844569769261,LVN,1,NA
TRUE,2.577911873377365,0.5153399857652258,1.931850754220837,1.3058600057568488,0.3878098376261552,0.8416159979952584,MAR,1,NA
TRUE,2.0525365406270416e-16,1,1.5995768091574163e-16,5.562255842251839e-17,0,4.6155010284657234e-17,SAL,1,NA
TRUE,4.4913593509777973e-4,0.7635421502716435,3.2177439256031584e-4,1.0565584933977258e-4,0.08534829495935431,7.094461819462803e-5,SPP,1,NA
TRUE,0.09941562693257439,0.09367719837584769,0.07479054208283037,0.03217091004451425,0.1611389875643671,0.02060278575582244,TR,1,NA
TRUE,0.07535183727864453,0.774847726490966,0.059507348820199146,0.01297551215492889,0.0792731631815176,0.00998292721983661,AO,2,NA
