intercept,rmse,rsquared,mae,goal,model,lag
TRUE,0.06732105662138901,0.23074490345531634,0.050949489584650884,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1
TRUE,0.06361365794936741,0.19747409586567038,0.048185163678390014,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.06375175330933831,0.1986221854530147,0.048566950682178554,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.06693468191090036,0.23437709534560197,0.050434847034132466,AO,intercept only,1
TRUE,0.08734708937056467,0.43249756002244283,0.0723829686770133,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2
TRUE,0.08376264576773845,0.39165243578049713,0.06719375245525523,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.08387750767996055,0.3924943555806949,0.0678145329051589,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.08734522010408957,0.43046063486592934,0.07222514162516788,AO,intercept only,2
TRUE,0.08953150004166104,0.5877817640520488,0.07522673773617951,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3
TRUE,0.08670096463489525,0.5683802023851559,0.07195983832723352,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.08710032350011787,0.565256543626731,0.0736193811965032,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.08919808024698,0.5902551210373477,0.07408666736502091,AO,intercept only,3
TRUE,0.09806942502074759,0.6226662124342044,0.08034026639714356,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4
TRUE,0.09232163381420937,0.6278619763245162,0.07733811651406504,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.09343491985168588,0.6197554087710363,0.07850089506870662,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.09746774950009501,0.6267512038044879,0.07952898532420764,AO,intercept only,4
TRUE,0.0962143459012658,0.6696448281787694,0.07773304506274101,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),5
TRUE,0.08941267708989775,0.686817629349979,0.07238146325022356,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.090538181913742,0.6793909754118096,0.07412496855761869,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.09619994417201269,0.6696099260224548,0.07715726761201183,AO,intercept only,5
TRUE,0.08668185400070054,0.7060613893421679,0.06826237680477332,AO,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),6
TRUE,0.07851416512745327,0.7406492062287587,0.060203323928814736,AO,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.07990340030236212,0.7322395229003783,0.061600173568305196,AO,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.08601912866346541,0.7101757503874436,0.06792662773818274,AO,intercept only,6
TRUE,0.05023461658373429,0.49977389221244656,0.0376447515780035,AQC,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.049519538603268395,0.5117590291395978,0.03706282504436882,AQC,intercept only,1
TRUE,0.05130495152233557,0.7455898440279796,0.041270477577380095,AQC,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.051041944304689696,0.7477892652379526,0.040986010647192726,AQC,intercept only,2
TRUE,0.066028281877081485,0.7383746243526359,0.05215756066132727,AQC,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.06530205464445266,0.7435816818273201,0.05203084630790871,AQC,intercept only,3
TRUE,0.06867327782927163,0.7791105832530428,0.05500503295467622,AQC,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.06817950162887455,0.7817968052255871,0.0545514855063653,AQC,intercept only,4
TRUE,0.0749071376650703,0.7766148990856339,0.060531498840549605,AQC,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.07315802486685324,0.7859233455294883,0.05934155416368871,AQC,intercept only,5
TRUE,0.0638128085356104,0.8236922058013172,0.04850033419337127,AQC,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.06234705069915276,0.8306599470334329,0.048791249739372815,AQC,intercept only,6
TRUE,0.09564693190731036,0.18968171550707824,0.05966552571608593,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1
TRUE,0.031702043974960986,0.5240861045449015,0.022604996922664104,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.03124766304602034,0.5385334006082224,0.022328520551753,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.09503122056418375,0.19513763437558757,0.059143282724201995,CPP,intercept only,1
TRUE,0.16764943578937513,0.26531440103228404,0.1072037324365767,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2
TRUE,0.05300314429468121,0.5923080635551196,0.03882091884917177,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.05206743759179628,0.6071763207696285,0.038684495398486785,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.1666697623188132,0.27033498279689927,0.10587912289994267,CPP,intercept only,2
TRUE,0.24713117426349102,0.26902913859896926,0.1588135307855141,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3
TRUE,0.06527450512764807,0.6440324875328156,0.04724517298725976,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.06442295894439015,0.6539974640087913,0.04765972436407041,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.24579099035945567,0.2733014417262376,0.1577550072771813,CPP,intercept only,3
TRUE,0.2701545542850983,0.29468913059321705,0.17047313027838407,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4
TRUE,0.07034968025524574,0.6960565887001673,0.05227142092400746,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.06997555399659318,0.6998435706843404,0.05247159426717217,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.2691856894168298,0.2969036775254439,0.16956329850797117,CPP,intercept only,4
TRUE,0.28776605150930845,0.28616815238906,0.16618577717344996,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),5
TRUE,0.07407425517945856,0.7260271977901778,0.05418309576777258,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.0740872012732327,0.7264390555763334,0.05353130408684195,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.2872033603663532,0.2854108795031444,0.16545183183248574,CPP,intercept only,5
TRUE,0.2361156711820346,0.34483463735555986,0.13736002762927982,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),6
TRUE,0.07370373511704324,0.7585055012406625,0.05346906432160286,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.07411439668643059,0.7563434743622854,0.0532373461943905,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.2373689956964741,0.3350786688628344,0.1368117484008183,CPP,intercept only,6
TRUE,0.09564693190731036,0.18968171550707824,0.05966552571608593,CSS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1
TRUE,0.031702043974960986,0.5240861045449015,0.022604996922664104,CSS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.03124766304602034,0.5385334006082224,0.022328520551753,CSS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.09503122056418375,0.19513763437558757,0.059143282724201995,CSS,intercept only,1
TRUE,0.16764943578937513,0.26531440103228404,0.1072037324365767,CSS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2
TRUE,0.05300314429468121,0.5923080635551196,0.03882091884917177,CSS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.05206743759179628,0.6071763207696285,0.038684495398486785,CSS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.1666697623188132,0.27033498279689927,0.10587912289994267,CSS,intercept only,2
TRUE,0.24713117426349102,0.26902913859896926,0.1588135307855141,CSS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3
TRUE,0.06527450512764807,0.6440324875328156,0.04724517298725976,CSS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.06442295894439015,0.6539974640087913,0.04765972436407041,CSS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.24579099035945567,0.2733014417262376,0.1577550072771813,CSS,intercept only,3
TRUE,0.2701545542850983,0.29468913059321705,0.17047313027838407,CSS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4
TRUE,0.07034968025524574,0.6960565887001673,0.05227142092400746,CSS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.06997555399659318,0.6998435706843404,0.05247159426717217,CSS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.2691856894168298,0.2969036775254439,0.16956329850797117,CSS,intercept only,4
TRUE,0.28776605150930845,0.28616815238906,0.16618577717344996,CSS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),5
TRUE,0.07407425517945856,0.7260271977901778,0.05418309576777258,CSS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.0740872012732327,0.7264390555763334,0.05353130408684195,CSS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.2872033603663532,0.2854108795031444,0.16545183183248574,CSS,intercept only,5
TRUE,0.2361156711820346,0.34483463735555986,0.13736002762927982,CSS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),6
TRUE,0.07370373511704324,0.7585055012406625,0.05346906432160286,CSS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.07411439668643059,0.7563434743622854,0.0532373461943905,CSS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.2373689956964741,0.3350786688628344,0.1368117484008183,CSS,intercept only,6
TRUE,0.019145918438813764,0.03979258740132938,0.010961912582088425,CW,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1
TRUE,0.020822664758119086,0.04716259211098672,0.011990231621995251,CW,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.020822664758119086,0.047162592110986744,0.011990231621995253,CW,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.019145918438813764,0.0397925874013294,0.010961912582088423,CW,intercept only,1
TRUE,0.022041033431284836,0.028993790053713192,0.013688202683162492,CW,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2
TRUE,0.024072084336367826,0.030114535980184768,0.015339656797728,CW,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.024072084336367826,0.03011453598018479,0.015339656797727998,CW,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.022041033431284832,0.028993790053713248,0.01368820268316249,CW,intercept only,2
TRUE,0.022915217364557174,0.03546910121604788,0.01369781618011429,CW,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3
TRUE,0.025170139674132733,0.029763895580150503,0.01559720732351385,CW,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.025170139674132733,0.029763895580150378,0.015597207323513843,CW,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.022915217364557174,0.035469101216047814,0.013697816180114284,CW,intercept only,3
TRUE,0.020100568295301456,0.11688211808710602,0.013783815118437561,CW,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4
TRUE,0.022228451788870035,0.09618591970254048,0.015971899813968963,CW,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.02222845178887004,0.09618591970254044,0.015971899813968966,CW,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.020100568295301453,0.11688211808710607,0.013783815118437556,CW,intercept only,4
TRUE,0.026783781256803876,0.09718209426488514,0.01849522107301118,CW,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.02428600341977942,0.11675993514701467,0.015953242095707736,CW,intercept only,5
TRUE,0.02305133526763796,0.2415904881824158,0.015913034764631635,CW,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.020636621042979537,0.28476956749394916,0.013788714238442157,CW,intercept only,6
TRUE,0.04142494279588316,0.4054980400601309,0.030964774086745736,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1
TRUE,0.04375790693849405,0.3456416241573355,0.033536260743686645,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.044066460473673776,0.34013455788914515,0.033533151609385276,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.04213158958349358,0.3837851419654756,0.031555637721413204,FIS,intercept only,1
TRUE,0.05403423765512647,0.5838820977432383,0.04151413164145135,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2
TRUE,0.05665981095552514,0.5182144037327252,0.04513430069130586,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.05722804096946065,0.5109601902017682,0.04557931625452199,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.05679426131618101,0.540307238081509,0.04473693746513141,FIS,intercept only,2
TRUE,0.06204323133934604,0.6031035859226866,0.04891315218293969,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3
TRUE,0.06103746008509057,0.560544361674093,0.04969849519616889,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.06261222276855188,0.5399189395773274,0.05051424101774069,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3
TRUE,0.06543358449202395,0.5593996825727996,0.05108054985150324,FIS,intercept only,3
TRUE,0.07013201445897742,0.6064982453757178,0.053985512816512864,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4
TRUE,0.06771223809291624,0.5672229953659373,0.0532599509713685,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.06932526133658723,0.5485066315122958,0.054451542504844935,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4
TRUE,0.0742346274299538,0.5597489491211324,0.057803858983624765,FIS,intercept only,4
TRUE,0.06997251715509403,0.6511417365075428,0.05389638932469015,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),5
TRUE,0.06598438317491434,0.6253304791968761,0.05368901004682258,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.0677977310585538,0.606348767003742,0.054916572922498026,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),5
TRUE,0.0768409434775655,0.5808227172208178,0.06077360634060079,FIS,intercept only,5
TRUE,0.0696118364560843,0.647720457044017,0.05470206110210208,FIS,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),6
TRUE,0.06386976585575445,0.6306452989804584,0.051132273314948844,FIS,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.06534465907026175,0.6155491084867821,0.05240038637572846,FIS,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),6
TRUE,0.07471936689132475,0.5941083906518014,0.05736415636382935,FIS,intercept only,6
TRUE,0.04988182747489709,0.13590911722248128,0.03460906730130098,HAB,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),1
TRUE,0.053518753389910766,0.1512768051728713,0.03751307559454839,HAB,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.05415987020851669,0.14188033057959845,0.03802735900464784,HAB,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),1
TRUE,0.0495954040205405,0.13770922863096904,0.03458723007391781,HAB,intercept only,1
TRUE,0.05409562621162997,0.2955938349231511,0.04156221863422588,HAB,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),2
TRUE,0.05557701835448309,0.2957428028788411,0.04287275002824521,HAB,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.05686288524014313,0.2733800613969291,0.04372071614362279,HAB,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),2
TRUE,0.05392172064568643,0.2940388889216345,0.04186830525107929,HAB,intercept only,2
