term,estimate,std.error,statistic,p.value,goal,n_obs,years,yr_lag,r_squared,aic,bic
(Intercept),-0.06677917644947276,0.3104398360312878,-0.2151114924656203,0.8302145053983232,AO,105,15,1,-0.04707856099413843,-194.1778722931592,-171.6795852601868
res_reg,-0.07027127362897495,0.05219617201609527,-1.346291709041537,0.18191836739233372,AO,105,15,1,-0.04707856099413843,-194.1778722931592,-171.6795852601868
res_soc,0.12256073852205343,0.5397384413572719,0.2270743180972099,0.8209311183266971,AO,105,15,1,-0.04707856099413843,-194.1778722931592,-171.6795852601868
factor(rgn_code)HG,0.0010982406931669389,0.05321860818220587,0.020636403894796818,0.9835858330935501,AO,105,15,1,-0.04707856099413843,-194.1778722931592,-171.6795852601868
factor(rgn_code)NC,-0.014915313224897987,0.032052109900204566,-0.46534575325422783,0.6429173898929816,AO,105,15,1,-0.04707856099413843,-194.1778722931592,-171.6795852601868
factor(rgn_code)NV,0.0057371137730286735,0.037994179053382975,0.15099980881197234,0.880346717761934,AO,105,15,1,-0.04707856099413843,-194.1778722931592,-171.6795852601868
factor(rgn_code)SG,-0.011837511103579139,0.06446637782850412,-0.18362302183426113,0.8547625007457077,AO,105,15,1,-0.04707856099413843,-194.1778722931592,-171.6795852601868
factor(rgn_code)WV,0.01350537917674167,0.04622028653450476,0.2921959206518445,0.7708748453686637,AO,105,15,1,-0.04707856099413843,-194.1778722931592,-171.6795852601868
(Intercept),0.07594207938584291,0.2437389140301475,0.31157141931160737,0.7561570405332474,CPP,105,15,1,0.13004326157177282,-304.28514624743406,-281.7868592144617
res_reg,0.018955932203267495,0.04078421072806839,0.464786049916658,0.6433165046404179,CPP,105,15,1,0.13004326157177282,-304.28514624743406,-281.7868592144617
res_soc,-0.1821446933296326,0.3697327712992125,-0.4926387582295996,0.6235844020521382,CPP,105,15,1,0.13004326157177282,-304.28514624743406,-281.7868592144617
factor(rgn_code)HG,0.0017041000076463038,0.037632954145717566,0.045282121649230705,0.963992531719698,CPP,105,15,1,0.13004326157177282,-304.28514624743406,-281.7868592144617
factor(rgn_code)NC,0.037876517030107894,0.05158866819551561,0.7342022648570785,0.46491974771835964,CPP,105,15,1,0.13004326157177282,-304.28514624743406,-281.7868592144617
factor(rgn_code)NV,0.06475284761520306,0.05482889448100531,1.1809985998830554,0.2410174212927846,CPP,105,15,1,0.13004326157177282,-304.28514624743406,-281.7868592144617
factor(rgn_code)SG,0.08092819289123986,0.06969201853845719,1.1612261287364256,0.24891916099703745,CPP,105,15,1,0.13004326157177282,-304.28514624743406,-281.7868592144617
factor(rgn_code)WV,0.059320953370512894,0.08581054470376143,0.691301442908946,0.4913286734748513,CPP,105,15,1,0.13004326157177282,-304.28514624743406,-281.7868592144617
(Intercept),0.07594207938584291,0.2437389140301475,0.31157141931160737,0.7561570405332474,CSS,105,15,1,0.13004326157177282,-304.28514624743406,-281.7868592144617
res_reg,0.018955932203267495,0.04078421072806839,0.464786049916658,0.6433165046404179,CSS,105,15,1,0.13004326157177282,-304.28514624743406,-281.7868592144617
res_soc,-0.1821446933296326,0.3697327712992125,-0.4926387582295996,0.6235844020521382,CSS,105,15,1,0.13004326157177282,-304.28514624743406,-281.7868592144617
factor(rgn_code)HG,0.0017041000076463038,0.037632954145717566,0.045282121649230705,0.963992531719698,CSS,105,15,1,0.13004326157177282,-304.28514624743406,-281.7868592144617
factor(rgn_code)NC,0.037876517030107894,0.05158866819551561,0.7342022648570785,0.46491974771835964,CSS,105,15,1,0.13004326157177282,-304.28514624743406,-281.7868592144617
factor(rgn_code)NV,0.06475284761520306,0.05482889448100531,1.1809985998830554,0.2410174212927846,CSS,105,15,1,0.13004326157177282,-304.28514624743406,-281.7868592144617
factor(rgn_code)SG,0.08092819289123986,0.06969201853845719,1.1612261287364256,0.24891916099703745,CSS,105,15,1,0.13004326157177282,-304.28514624743406,-281.7868592144617
factor(rgn_code)WV,0.059320953370512894,0.08581054470376143,0.691301442908946,0.4913286734748513,CSS,105,15,1,0.13004326157177282,-304.28514624743406,-281.7868592144617
(Intercept),-0.03059648073021154,0.0688179934380333,-0.4446000123174462,0.6577801138581049,CW,105,15,1,-0.057729805991327154,-436.27580475603054,-413.77751772305817
res_reg,0.023726376893796246,0.024582335680002426,0.9651799244242484,0.33729262120282033,CW,105,15,1,-0.057729805991327154,-436.27580475603054,-413.77751772305817
res_soc,0.017038069077769526,0.09887406042869687,0.17232092020795026,0.8636098365679659,CW,105,15,1,-0.057729805991327154,-436.27580475603054,-413.77751772305817
factor(rgn_code)HG,-0.006374492814841971,0.0098908006483148,-0.6444870381578321,0.5210585273614559,CW,105,15,1,-0.057729805991327154,-436.27580475603054,-413.77751772305817
factor(rgn_code)NC,-0.0010175300545158313,0.015965286184374834,-0.06373390634936968,0.949337216629915,CW,105,15,1,-0.057729805991327154,-436.27580475603054,-413.77751772305817
factor(rgn_code)NV,-7.193575808867549e-4,0.016301249186686753,-0.04412898500283371,0.9649088735260123,CW,105,15,1,-0.057729805991327154,-436.27580475603054,-413.77751772305817
factor(rgn_code)SG,-0.002978173054200071,0.0202614376310448,-0.14698725275233585,0.8835028722834395,CW,105,15,1,-0.057729805991327154,-436.27580475603054,-413.77751772305817
factor(rgn_code)WV,-0.0026398081731860245,0.021440409091383932,-0.12312303193164635,0.902310951926087,CW,105,15,1,-0.057729805991327154,-436.27580475603054,-413.77751772305817
(Intercept),-0.3321723630316263,0.26383786561022937,-1.259001858066682,0.21160199397078422,FIS,120,15,1,-0.023757967265840785,-262.76963291379707,-240.2713458808247
res_reg,0.11801692959631735,0.16539504721096984,0.7135457293698808,0.4775341010968661,FIS,120,15,1,-0.023757967265840785,-262.76963291379707,-240.2713458808247
res_soc,0.46072633587715295,0.401272487839562,1.148163280163284,0.25423968643700845,FIS,120,15,1,-0.023757967265840785,-262.76963291379707,-240.2713458808247
factor(rgn_code)HG,-0.03332068482615392,0.03995839561259691,-0.833884451948555,0.40676869037438945,FIS,120,15,1,-0.023757967265840785,-262.76963291379707,-240.2713458808247
factor(rgn_code)NC,-0.0683461023786297,0.05950591552794851,-1.1485597990090441,0.25407700642458736,FIS,120,15,1,-0.023757967265840785,-262.76963291379707,-240.2713458808247
factor(rgn_code)NV,-0.042567224107541976,0.06448373279054832,-0.6601234492085924,0.5110246447668374,FIS,120,15,1,-0.023757967265840785,-262.76963291379707,-240.2713458808247
factor(rgn_code)SG,-0.08236907644371431,0.08561842324953135,-0.9620485091585143,0.33885365412189095,FIS,120,15,1,-0.023757967265840785,-262.76963291379707,-240.2713458808247
factor(rgn_code)WV,-0.08143038907190074,0.08911241476076118,-0.9137939903268892,0.3635041976796891,FIS,120,15,1,-0.023757967265840785,-262.76963291379707,-240.2713458808247
(Intercept),-0.11605607038538783,0.23874996494739906,-0.4860987954949316,0.6281936538424087,HAB,120,15,1,-0.06661173195241443,-250.71770403020759,-228.21941699723521
res_reg,0.011454645927627894,0.1325403234564327,0.08642385674721208,0.9313401680167495,HAB,120,15,1,-0.06661173195241443,-250.71770403020759,-228.21941699723521
res_soc,0.13517451665238614,0.3357509953746166,0.4026034725572867,0.6882876148735343,HAB,120,15,1,-0.06661173195241443,-250.71770403020759,-228.21941699723521
factor(rgn_code)HG,-0.008863195982984432,0.03307341030586102,-0.26798554793769674,0.7893834109685435,HAB,120,15,1,-0.06661173195241443,-250.71770403020759,-228.21941699723521
factor(rgn_code)NC,-0.019829790021206817,0.05189811645850569,-0.38209074576071383,0.7033825133227315,HAB,120,15,1,-0.06661173195241443,-250.71770403020759,-228.21941699723521
factor(rgn_code)NV,-0.007757056633935527,0.05445993128363354,-0.14243603418329506,0.8870850002714628,HAB,120,15,1,-0.06661173195241443,-250.71770403020759,-228.21941699723521
factor(rgn_code)SG,-0.011909652993045463,0.06998192253067244,-0.17018184928865837,0.8652863086797807,HAB,120,15,1,-0.06661173195241443,-250.71770403020759,-228.21941699723521
factor(rgn_code)WV,-0.014318265384927358,0.07347758069849815,-0.19486577060395807,0.8459800364464001,HAB,120,15,1,-0.06661173195241443,-250.71770403020759,-228.21941699723521
(Intercept),-0.10584600853903271,0.3546127599607725,-0.29848336126072134,0.7660893412921226,ICO,120,15,1,-0.05149107204274994,-179.50798601193176,-157.00969897895936
res_reg,0.13846301997943733,0.1968607196123953,0.703355246552289,0.4838267043445843,ICO,120,15,1,-0.05149107204274994,-179.50798601193176,-157.00969897895936
res_soc,0.07112516549316986,0.4986873491504001,0.1426247640216738,0.8869364094369552,ICO,120,15,1,-0.05149107204274994,-179.50798601193176,-157.00969897895936
factor(rgn_code)HG,0.0033936764194707056,0.04912358128496639,0.069084466781523,0.9450905764331773,ICO,120,15,1,-0.05149107204274994,-179.50798601193176,-157.00969897895936
factor(rgn_code)NC,0.0025375149133841112,0.07708371525068484,0.032918949289507254,0.9738192187207357,ICO,120,15,1,-0.05149107204274994,-179.50798601193176,-157.00969897895936
factor(rgn_code)NV,-0.03236588869855964,0.08088875130942169,-0.40012842545623223,0.6901024044729569,ICO,120,15,1,-0.05149107204274994,-179.50798601193176,-157.00969897895936
factor(rgn_code)SG,-0.01858765242004261,0.10394339828041543,-0.17882475200490744,0.8585164049814236,ICO,120,15,1,-0.05149107204274994,-179.50798601193176,-157.00969897895936
factor(rgn_code)WV,-0.034386843752620654,0.10913546183127376,-0.3150840540335423,0.7534982540088078,ICO,120,15,1,-0.05149107204274994,-179.50798601193176,-157.00969897895936
(Intercept),-0.11001385799500907,0.2451121620508895,-0.44883067847187563,0.6547377116520198,MAR,105,15,1,-0.0684626959509731,-207.6306847323044,-185.132397699332
res_reg,-0.05291835667338223,0.08755601763093653,-0.6043942849986861,0.5472502192823023,MAR,105,15,1,-0.0684626959509731,-207.6306847323044,-185.132397699332
res_soc,0.22194614014639938,0.35216421624165256,0.6302347879493285,0.5302933914498138,MAR,105,15,1,-0.0684626959509731,-207.6306847323044,-185.132397699332
factor(rgn_code)HG,-0.015165534624199513,0.03522851234402489,-0.4304903504326302,0.6679683701299289,MAR,105,15,1,-0.0684626959509731,-207.6306847323044,-185.132397699332
factor(rgn_code)NC,-0.026010748591820836,0.05686428241964078,-0.4574180396732974,0.6485802411065689,MAR,105,15,1,-0.0684626959509731,-207.6306847323044,-185.132397699332
factor(rgn_code)NV,-0.03695935877861577,0.05806089705124774,-0.6365619660680303,0.5261832175620926,MAR,105,15,1,-0.0684626959509731,-207.6306847323044,-185.132397699332
factor(rgn_code)SG,-0.03235947389033381,0.07216607947856743,-0.4484028247640117,0.655045130267929,MAR,105,15,1,-0.0684626959509731,-207.6306847323044,-185.132397699332
factor(rgn_code)WV,-0.04550302622626611,0.07636527549116594,-0.595860172488083,0.5529098356068949,MAR,105,15,1,-0.0684626959509731,-207.6306847323044,-185.132397699332
(Intercept),-0.2327226892985799,0.1160755033279236,-2.0049250929467664,0.04827044103242172,SAL,120,15,1,0.03546393503147083,-380.52937726523896,-358.0310902322666
res_reg,0.14183422608758314,0.06443847964476457,2.2010796478980357,0.030541435946620468,SAL,120,15,1,0.03546393503147083,-380.52937726523896,-358.0310902322666
res_soc,0.26586942426509547,0.16323548273419144,1.6287477441288336,0.10720258834946769,SAL,120,15,1,0.03546393503147083,-380.52937726523896,-358.0310902322666
