term,estimate,std.error,statistic,p.value,goal,n_obs,years,yr_lag,r_squared,aic,bic
(Intercept),-0.003685174041106748,0.029507589320998194,-0.12488902434616385,0.9008698680637874,AO,105,15,1,-0.04442071266331449,-216.72238731970148,-192.83674416828376
res_reg,-0.06463973134350938,0.054972231714073054,-1.1758615091291886,0.24252815204717168,AO,105,15,1,-0.04442071266331449,-216.72238731970148,-192.83674416828376
factor(rgn_code)CC,0.005065665996504259,0.030069251352200593,0.16846664844329529,0.8665669595452995,AO,105,15,1,-0.04442071266331449,-216.72238731970148,-192.83674416828376
factor(rgn_code)HG,0.015065359415401382,0.031559251021968354,0.47736745732382574,0.6341743447178705,AO,105,15,1,-0.04442071266331449,-216.72238731970148,-192.83674416828376
factor(rgn_code)NC,-0.012187372353061023,0.030924488639565276,-0.39410101473653175,0.6943715255740841,AO,105,15,1,-0.04442071266331449,-216.72238731970148,-192.83674416828376
factor(rgn_code)NV,0.016903829314224822,0.030517217190251102,0.553911230137486,0.5809142868049877,AO,105,15,1,-0.04442071266331449,-216.72238731970148,-192.83674416828376
factor(rgn_code)SG,0.006855361192221856,0.030633662385861207,0.22378523030879616,0.8233950746658173,AO,105,15,1,-0.04442071266331449,-216.72238731970148,-192.83674416828376
factor(rgn_code)WV,0.02563678353406214,0.031260818190027996,0.82009317152934,0.4141736738061571,AO,105,15,1,-0.04442071266331449,-216.72238731970148,-192.83674416828376
(Intercept),0.053467726551511274,0.02983687556662823,1.7920015261689646,0.07625063195299171,CPP,105,15,1,0.05118889860122244,-176.1993036185777,-152.31366046716
res_reg,0.041340565833342176,0.052773949370947176,0.7833517545325261,0.4353290723709127,CPP,105,15,1,0.05118889860122244,-176.1993036185777,-152.31366046716
factor(rgn_code)CC,-0.09861687764164143,0.036688346881936285,-2.6879618740793143,0.008461501085536184,CPP,105,15,1,0.05118889860122244,-176.1993036185777,-152.31366046716
factor(rgn_code)HG,-0.11507458385492768,0.03789604721412152,-3.036585404401926,0.0030730644979178965,CPP,105,15,1,0.05118889860122244,-176.1993036185777,-152.31366046716
factor(rgn_code)NC,-0.08435256643164049,0.03775723188091556,-2.2340770821781724,0.027774393436720154,CPP,105,15,1,0.05118889860122244,-176.1993036185777,-152.31366046716
factor(rgn_code)NV,-0.05949945780015665,0.03706803721776014,-1.6051418490442515,0.11171354346053758,CPP,105,15,1,0.05118889860122244,-176.1993036185777,-152.31366046716
factor(rgn_code)SG,-0.05073673087634292,0.03733937191111198,-1.3587997944133594,0.17736134398951361,CPP,105,15,1,0.05118889860122244,-176.1993036185777,-152.31366046716
factor(rgn_code)WV,-0.0822499613253532,0.037760250091440226,-2.1782154812581136,0.031813590037787866,CPP,105,15,1,0.05118889860122244,-176.1993036185777,-152.31366046716
(Intercept),0.053467726551511274,0.02983687556662823,1.7920015261689646,0.07625063195299171,CSS,105,15,1,0.05118889860122244,-176.1993036185777,-152.31366046716
res_reg,0.041340565833342176,0.052773949370947176,0.7833517545325261,0.4353290723709127,CSS,105,15,1,0.05118889860122244,-176.1993036185777,-152.31366046716
factor(rgn_code)CC,-0.09861687764164143,0.036688346881936285,-2.6879618740793143,0.008461501085536184,CSS,105,15,1,0.05118889860122244,-176.1993036185777,-152.31366046716
factor(rgn_code)HG,-0.11507458385492768,0.03789604721412152,-3.036585404401926,0.0030730644979178965,CSS,105,15,1,0.05118889860122244,-176.1993036185777,-152.31366046716
factor(rgn_code)NC,-0.08435256643164049,0.03775723188091556,-2.2340770821781724,0.027774393436720154,CSS,105,15,1,0.05118889860122244,-176.1993036185777,-152.31366046716
factor(rgn_code)NV,-0.05949945780015665,0.03706803721776014,-1.6051418490442515,0.11171354346053758,CSS,105,15,1,0.05118889860122244,-176.1993036185777,-152.31366046716
factor(rgn_code)SG,-0.05073673087634292,0.03733937191111198,-1.3587997944133594,0.17736134398951361,CSS,105,15,1,0.05118889860122244,-176.1993036185777,-152.31366046716
