term,estimate,std.error,statistic,p.value,goal,n_obs,years,yr_lag,r_squared,aic,bic
(Intercept),-0.16460163019887225,0.27250403699835146,-0.6040337310667733,0.5473930955260595,AO,105,15,1,-0.012731636990782391,-384.7283424144662,-374.72910373314517
res_soc,0.04023831300437665,0.0638964102583293,0.6297429361320236,0.5305131813002613,AO,105,15,1,-0.012731636990782391,-384.7283424144662,-374.72910373314517
res_ecol,0.15754455552659205,0.3293647294136293,0.47832855633045435,0.6336162035547712,AO,105,15,1,-0.012731636990782391,-384.7283424144662,-374.72910373314517
(Intercept),-0.1321824879967169,0.13621970020580568,-0.9703624938023706,0.3345558975906233,FIS,120,15,1,0.04006288170513972,-398.377394462639,-388.37815578131796
res_soc,-0.05794770609523517,0.037972006879593886,-1.5260638258858055,0.1306213251898114,FIS,120,15,1,0.04006288170513972,-398.377394462639,-388.37815578131796
res_ecol,0.1915817273848253,0.14316012293635347,1.33823388423604,0.18430731066236625,FIS,120,15,1,0.04006288170513972,-398.377394462639,-388.37815578131796
(Intercept),-0.06199586122181668,0.15848435218296866,-0.39117969924401785,0.696620794061368,HAB,120,15,1,0.024770260057622284,-371.12776343466857,-361.1285247533475
res_soc,-0.07228127595639412,0.044178403728003364,-1.6361224004700106,0.1054267886318285,HAB,120,15,1,0.024770260057622284,-371.12776343466857,-361.1285247533475
res_ecol,0.1247784010305717,0.1665591636725328,0.749153623729133,0.4557854312424582,HAB,120,15,1,0.024770260057622284,-371.12776343466857,-361.1285247533475
(Intercept),0.2552121182002406,0.28910150563599313,0.8827768559655218,0.3797895873664716,ICO,120,15,1,0.022264769736901502,-262.92580469940316,-252.9265660180821
res_soc,-0.16170894703035893,0.08058866921836766,-2.0065965674676067,0.04789789436287957,ICO,120,15,1,0.022264769736901502,-262.92580469940316,-252.9265660180821
res_ecol,-0.16626959153314402,0.3038312889061088,-0.5472431497485611,0.5856127779670189,ICO,120,15,1,0.022264769736901502,-262.92580469940316,-252.9265660180821
(Intercept),-0.015333607771291615,0.08963096154418565,-0.17107489986852992,0.8645621307893113,SAL,120,15,1,0.08377077725543447,-473.7196725798154,-463.7204338984943
res_soc,-0.06925644322048666,0.02498513418571873,-2.7719059944081867,0.006815261159710845,SAL,120,15,1,0.08377077725543447,-473.7196725798154,-463.7204338984943
res_ecol,0.06841922637398376,0.09419767811985177,0.7263366543592616,0.46958207821696696,SAL,120,15,1,0.08377077725543447,-473.7196725798154,-463.7204338984943
(Intercept),-0.3318715304443702,0.47378490453286015,-0.7004687723674672,0.4856418082288748,AO,98,14,2,-0.003079609025255614,-271.2921642595665,-261.56889706419327
res_soc,0.11269711695342273,0.11186055557209508,1.0074786092117027,0.3167050283989572,AO,98,14,2,-0.003079609025255614,-271.2921642595665,-261.56889706419327
res_ecol,0.29463563467379567,0.5729929875175942,0.5142046082453123,0.6085090273764708,AO,98,14,2,-0.003079609025255614,-271.2921642595665,-261.56889706419327
(Intercept),-0.26798478231281575,0.21554962819092255,-1.243262558891769,0.21735766558139363,FIS,112,14,2,0.08233195113229774,-299.8639829391278,-290.1407157437546
res_soc,-0.12027425696575729,0.06120876474586248,-1.964984221869752,0.05284425097676621,FIS,112,14,2,0.08233195113229774,-299.8639829391278,-290.1407157437546
res_ecol,0.39198698587066005,0.22633338985571488,1.7319008305427122,0.08709794411503344,FIS,112,14,2,0.08233195113229774,-299.8639829391278,-290.1407157437546
(Intercept),-0.1644163167135595,0.1905665998717384,-0.8627761466291602,0.39080790895362305,HAB,112,14,2,0.1031944621879064,-320.55980838282335,-310.8365411874501
res_soc,-0.13812206723938877,0.054114434238951584,-2.552407119872806,0.012576459271540712,HAB,112,14,2,0.1031944621879064,-320.55980838282335,-310.8365411874501
res_ecol,0.29128448549451563,0.20010048221491017,1.4556910721568017,0.14934305140541476,HAB,112,14,2,0.1031944621879064,-320.55980838282335,-310.8365411874501
(Intercept),0.46330269919594846,0.4215911413137394,1.0989384116379433,0.27505062196849106,ICO,112,14,2,0.05440705525975098,-187.16205508047045,-177.4387878850972
res_soc,-0.3115203174760033,0.11971754813121534,-2.6021274436272637,0.011013390128475681,ICO,112,14,2,0.05440705525975098,-187.16205508047045,-177.4387878850972
res_ecol,-0.28806966577477583,0.4426829818614218,-0.6507358032230696,0.517058748224928,ICO,112,14,2,0.05440705525975098,-187.16205508047045,-177.4387878850972
(Intercept),-0.01146645014606584,0.1465837755871157,-0.07822455179735259,0.9378423513430179,SAL,112,14,2,0.14324035104925203,-364.6437857304014,-354.9205185350282
res_soc,-0.14709947729572184,0.04162480775668492,-3.5339376978167003,6.796452909240637e-4,SAL,112,14,2,0.14324035104925203,-364.6437857304014,-354.9205185350282
res_ecol,0.12280720723850327,0.15391723523222695,0.797878204173915,0.4272741279737333,SAL,112,14,2,0.14324035104925203,-364.6437857304014,-354.9205185350282
(Intercept),-0.49836259072915406,0.6620602881854558,-0.7527450288478156,0.4539593985663877,AO,91,13,3,0.003615694098136335,-204.79426593377337,-195.367430627015
res_soc,0.18681301699771935,0.15760665203960453,1.1853117528997166,0.2396362952787785,AO,91,13,3,0.003615694098136335,-204.79426593377337,-195.367430627015
res_ecol,0.4274096054448562,0.8012498323852254,0.5334286363249633,0.5953142262183349,AO,91,13,3,0.003615694098136335,-204.79426593377337,-195.367430627015
(Intercept),-0.2733710501842187,0.25732752310713014,-1.0623467201773413,0.29148710341945433,FIS,104,13,3,0.16330611527271766,-255.90807384643853,-246.48123853968016
res_soc,-0.23139806079085481,0.07471058361322401,-3.0972594457138816,0.0027476521795888565,FIS,104,13,3,0.16330611527271766,-255.90807384643853,-246.48123853968016
res_ecol,0.48442338590442513,0.2699060658838482,1.7947851016912404,0.07671708411748207,FIS,104,13,3,0.16330611527271766,-255.90807384643853,-246.48123853968016
(Intercept),-0.09746194141604214,0.21510052179121078,-0.45309951182101005,0.6517852328703078,HAB,104,13,3,0.23091697478762818,-283.87017223261483,-274.44333692585644
res_soc,-0.266045705114469,0.06245070610593028,-4.260091225601138,5.8614937042941583e-5,HAB,104,13,3,0.23091697478762818,-283.87017223261483,-274.44333692585644
res_ecol,0.31563604680334295,0.2256149474615605,1.3990032591130512,0.1659340434993954,HAB,104,13,3,0.23091697478762818,-283.87017223261483,-274.44333692585644
(Intercept),0.8149951049044849,0.531300678457124,1.5339621008412754,0.12924681519474257,ICO,104,13,3,0.10499882992952647,-142.81143908949446,-133.3846037827361
res_soc,-0.5122798703649484,0.1542539378700986,-3.3210164838472584,0.0013875485664255499,ICO,104,13,3,0.10499882992952647,-142.81143908949446,-133.3846037827361
res_ecol,-0.5321031766694844,0.5572714266716087,-0.954836640104723,0.34272783335429324,ICO,104,13,3,0.10499882992952647,-142.81143908949446,-133.3846037827361
(Intercept),0.02838893662219422,0.2017751968174482,0.1406958688182002,0.8884874059541435,SAL,104,13,3,0.18841220051512453,-293.8465705769531,-284.41973527019474
res_soc,-0.23749768053817957,0.05858192909519751,-4.054111638287607,1.2183412238916042e-4,SAL,104,13,3,0.18841220051512453,-293.8465705769531,-284.41973527019474
res_ecol,0.1476513254939269,0.21163826126466764,0.6976589422518414,0.487547748950536,SAL,104,13,3,0.18841220051512453,-293.8465705769531,-284.41973527019474
(Intercept),-0.5215429639557028,0.8221376014525644,-0.634374298212651,0.5279342975579515,AO,84,12,4,0.008470378585971439,-162.89712953074186,-153.79046505467764
res_soc,0.27208430882816925,0.19764981535149476,1.3765978396908811,0.17308727087560602,AO,84,12,4,0.008470378585971439,-162.89712953074186,-153.79046505467764
res_ecol,0.3812010594416229,0.9957602777860681,0.3828241273985838,0.7030269675357694,AO,84,12,4,0.008470378585971439,-162.89712953074186,-153.79046505467764
(Intercept),-0.32411430337179964,0.3161996041608356,-1.0250307056264947,0.3089289079736001,FIS,96,12,4,0.20343948797390132,-211.653612733385,-202.54694825732076
res_soc,-0.3259286942301731,0.09429937662522317,-3.4563186512411557,9.414775478373245e-4,FIS,96,12,4,0.20343948797390132,-211.653612733385,-202.54694825732076
res_ecol,0.6157166371860159,0.3311747933972477,1.8591893147116942,0.06726462462505264,FIS,96,12,4,0.20343948797390132,-211.653612733385,-202.54694825732076
(Intercept),-0.08944830557916486,0.2605270806360175,-0.3433359225490003,0.7323896869671385,HAB,96,12,4,0.28864575101433865,-239.54164068062528,-230.43497620456105
res_soc,-0.3729943394942521,0.0776963063036264,-4.800670163606516,8.850359548937256e-6,HAB,96,12,4,0.28864575101433865,-239.54164068062528,-230.43497620456105
res_ecol,0.39172446861545146,0.27286562338684867,1.4355947948052568,0.15563561830104405,HAB,96,12,4,0.28864575101433865,-239.54164068062528,-230.43497620456105
(Intercept),1.236470983868222,0.60371158349460885,2.04811538766717,0.04435607876007406,ICO,96,12,4,0.1756625392962411,-118.52551510337507,-109.41885062731085
res_soc,-0.7438732537348243,0.18004331832120385,-4.131634879155733,9.956219622566447e-5,ICO,96,12,4,0.1756625392962411,-118.52551510337507,-109.41885062731085
res_ecol,-0.8310846563650666,0.632303318234565,-1.3143765537804117,0.1930720367102301,ICO,96,12,4,0.1756625392962411,-118.52551510337507,-109.41885062731085
(Intercept),0.010111591461164332,0.2409508320555135,0.04196537266505346,0.9666475019999642,SAL,96,12,4,0.23944339994489827,-250.7900445640733,-241.68338008800907
res_soc,-0.31900226771897383,0.0718581331575811,-4.439334195050944,3.341366794783266e-5,SAL,96,12,4,0.23944339994489827,-250.7900445640733,-241.68338008800907
res_ecol,0.23238943998561948,0.25236224516046757,0.9208566037199893,0.3603337376119736,SAL,96,12,4,0.23944339994489827,-250.7900445640733,-241.68338008800907
(Intercept),-0.4495210075912566,0.9207007997818192,-0.4882378810768718,0.6270764367808768,AO,77,11,5,0.01738511426922429,-139.7751727733572,-131.0165538052515
res_soc,0.36127809290326546,0.22340366457794952,1.6171538349014374,0.11084179189353113,AO,77,11,5,0.01738511426922429,-139.7751727733572,-131.0165538052515
res_ecol,0.21672983729386913,1.1160858566420648,0.19418742384742507,0.8466539355077335,AO,77,11,5,0.01738511426922429,-139.7751727733572,-131.0165538052515
(Intercept),-0.41202915299901527,0.3816697551701138,-1.0795436301086263,0.28446116753698986,FIS,88,11,5,0.22629575874181163,-174.52066722477397,-165.76204825666827
res_soc,-0.41268734385514705,0.11748775578531283,-3.5125987478155336,8.26792847125322e-4,FIS,88,11,5,0.22629575874181163,-174.52066722477397,-165.76204825666827
res_ecol,0.7815280726158593,0.3989122512421837,1.9591478330942151,0.05452434013209767,FIS,88,11,5,0.22629575874181163,-174.52066722477397,-165.76204825666827
(Intercept),-0.14656809866557008,0.3235953329980719,-0.4529363798533008,0.6521506308429718,HAB,88,11,5,0.3042845452249524,-196.308845481185,-187.55022651307928
res_soc,-0.4694398595405582,0.099610956701558,-4.712733167969019,1.3932885952302923e-5,HAB,88,11,5,0.3042845452249524,-196.308845481185,-187.55022651307928
res_ecol,0.53423502161161,0.33821423109669785,1.5795758205658366,0.11921226116903141,HAB,88,11,5,0.3042845452249524,-196.308845481185,-187.55022651307928
(Intercept),1.6494594009378882,0.7060473296997211,2.3361881442698698,0.022676678383253053,ICO,88,11,5,0.22653044376822717,-93.32396195887537,-84.56534299076966
res_soc,-0.9939239295780187,0.2173395065261606,-4.573139717966474,2.304103946231192e-5,ICO,88,11,5,0.22653044376822717,-93.32396195887537,-84.56534299076966
res_ecol,-1.1055625706834042,0.737944062789344,-1.4981658182931974,0.13908431641513982,ICO,88,11,5,0.22653044376822717,-93.32396195887537,-84.56534299076966
(Intercept),-0.003643871858666187,0.28795645865094815,-0.012654245977803106,0.9899436300699038,SAL,88,11,5,0.27322378986223383,-211.71119677277656,-202.95257780467085
res_soc,-0.40785882212008695,0.08864039561035475,-4.601274839892997,2.0830132290141178e-5,SAL,88,11,5,0.27322378986223383,-211.71119677277656,-202.95257780467085
res_ecol,0.3172144948894159,0.3009653178543795,1.053990197777202,0.29591297844716746,SAL,88,11,5,0.27322378986223383,-211.71119677277656,-202.95257780467085
(Intercept),-0.4407845192417164,0.9166215932997067,-0.4808794844718366,0.6324429027812403,AO,70,10,6,0.027824337424110945,-132.95564210944497,-124.57826386055656
res_soc,0.3991126665425527,0.2251726712202155,1.772473828106016,0.08165985885197824,AO,70,10,6,0.027824337424110945,-132.95564210944497,-124.57826386055656
