intercept,rmse,rsquared,mae,rmsesd,rsquaredsd,maesd,goal,lag,model_error
TRUE,0.06566898539192417,0.7962080794090307,0.04917762237857659,0.01468605252576218,0.0787796473712118,0.010411873949294359,AO,1,NA
TRUE,7.239828538050625e-4,0.457869657598751,5.342846912312854e-4,1.6301532827557417e-4,0.24777701752372963,1.1743403147692483e-4,CPP,1,NA
TRUE,1.7022653525828872e-4,0.4731377789343477,1.2683038816329738e-4,3.206774847073285e-5,0.20224182295540408,2.2771252975735675e-5,CSS,1,NA
TRUE,0.0028076848512202848,0.28926736363239025,0.001833524768531977,9.268412532408672e-4,0.17111933809668214,3.909554273766155e-4,CW,1,NA
TRUE,0.258248359158747,0.5098119807622598,0.21048241258993455,0.031635159902107086,0.20308257117295136,0.031448954201983556,FIS,1,NA
TRUE,0.024068385283011078,0.05918656448532674,0.01451202090641205,0.009333101743576492,0.06543177037957101,0.00384032226775807,HAB,1,NA
NA,NA,NA,NA,NA,NA,NA,ICO,1,no change in status
TRUE,0.4301104154781058,0.21411148855827697,0.26740774178886034,0.17436588651684462,0.193512292442755,0.07291566068818243,LSP,1,NA
TRUE,2.8145697716667386,0.359967646238457,2.164632272423162,1.1265704647959733,0.3194438158463488,0.656756185737803,MAR,1,NA
TRUE,1.9354117995746526e-16,1,1.541289622972514e-16,6.988368482229861e-17,0,5.290000104278007e-17,SAL,1,NA
TRUE,4.55429831408568e-4,0.7478981587803719,3.242494876929612e-4,7.123145089613186e-5,0.08956546197002867,4.525849256451885e-5,SPP,1,NA
TRUE,0.09990125929298954,0.09838772215530099,0.07406507227735995,0.029164159113722915,0.16225993564464533,0.020904217080714792,TR,1,NA
TRUE,0.07336333580234473,0.7767675789798288,0.05843595319473732,0.012153795122425905,0.0868287708424313,0.010273924272361202,AO,2,NA
TRUE,0.001335875691711348,0.5167199994581851,9.357807850647143e-4,2.709364178216261e-4,0.21438084824456183,1.547658111576164e-4,CPP,2,NA
TRUE,3.4540446023801193e-4,0.5200696848386218,2.4842698222624066e-4,7.181433519634164e-5,0.17346411975926165,4.191501544779001e-5,CSS,2,NA
TRUE,0.002836943797453728,0.3625075458391857,0.0019217538062703326,8.529402803700423e-4,0.19496901193297192,3.674557282254944e-4,CW,2,NA
TRUE,1.0242488701976493,0.11411901334482875,0.5969271522937537,0.5098097921591437,0.11339335925855425,0.1908943258418627,FIS,2,NA
TRUE,0.027046867536425528,0.08839556899185728,0.01758009310988326,0.006277706900203905,0.11356401416254389,0.0035857540264208248,HAB,2,NA
NA,NA,NA,NA,NA,NA,NA,ICO,2,no change in status
TRUE,0.6372742657342457,0.2758476679813819,0.468710913867637,0.1704840671639404,0.12604391528471753,0.10156875651231152,LSP,2,NA
TRUE,1.4467924513475394,0.707125553623952,1.2228402490913424,0.5589615027294816,0.3113093137836756,0.45051984932010986,MAR,2,NA
TRUE,1.6373442835737968e-16,1,1.3059167130009704e-16,5.0524107981749983e-17,0,4.1015842195335967e-17,SAL,2,NA
TRUE,7.044186778649336e-4,0.7306862476593755,5.198808608170255e-4,1.374894396842203e-4,0.09546927079997497,9.73809505678488e-5,SPP,2,NA
TRUE,0.13704481953442735,0.14829792458246155,0.10247181918397949,0.03768559852621798,0.18758717678421608,0.028304266161591717,TR,2,NA
TRUE,0.07357423001055613,0.8287218654168156,0.05814391864621657,0.0149093283827597,0.08654290748491444,0.011693855620240168,AO,3,NA
TRUE,0.002025854353834401,0.5069289998262372,0.0014253006958946841,4.99998900914296e-4,0.2539709605096488,2.9160297791609485e-4,CPP,3,NA
TRUE,4.963979366955526e-4,0.5281605746345792,3.514946401685598e-4,1.3697920865553815e-4,0.23000211946526702,8.066277798913599e-5,CSS,3,NA
TRUE,0.0029167149778003307,0.3751392516258275,0.0019246612148069548,0.0010042611539168868,0.21066166206339096,4.0287519484758194e-4,CW,3,NA
TRUE,0.5874909222005075,0.24193010545964438,0.4474633689229412,0.1464556522010198,0.2141678309732341,0.09149259287892182,FIS,3,NA
TRUE,0.02509245959781203,0.1536231087127654,0.018023080002007728,0.0056062176458708864,0.11995486589046594,0.0031056530729578783,HAB,3,NA
NA,NA,NA,NA,NA,NA,NA,ICO,3,no change in status
TRUE,1.395719516608737,0.2842331908193797,0.9684472833428782,0.49697878912896204,0.20809022446028366,0.22400690220759673,LSP,3,NA
TRUE,8.477096859223952,1,7.17184205457696,3.6761145258239822,0,3.1113373895050387,MAR,3,NA
TRUE,1.6642426768797276e-16,1,1.2792046068244022e-16,4.761410935715037e-17,0,3.77534723333972e-17,SAL,3,NA
TRUE,9.186395375921548e-4,0.7558805551087738,6.862409113828768e-4,1.428738937099777e-4,0.06786468475087402,1.2341172666214325e-4,SPP,3,NA
TRUE,0.1527814765597795,0.18630283656082164,0.11857689676849632,0.056139699400562085,0.22990466078324698,0.03783345734329046,TR,3,NA
TRUE,0.07961507120994941,0.779968228521093,0.06299711666859253,0.013748474344053623,0.06205085733466217,0.011242729172155559,AO,4,NA
TRUE,0.0025382041373916446,0.5630035954890006,0.0017429154489509203,5.210427595126473e-4,0.24233608347354862,2.298418712921795e-4,CPP,4,NA
TRUE,6.221961684071107e-4,0.5662733104769246,4.2630180246138475e-4,1.3656725239542065e-4,0.2544373937024348,7.010437340045017e-5,CSS,4,NA
TRUE,0.0031545753006329688,0.24957250429758385,0.0020215581707353786,0.001002463800717911,0.1765640485571746,4.914707732098807e-4,CW,4,NA
TRUE,0.6314872063535885,0.3426748458069098,0.49018955039685735,0.16164459097989192,0.21540006544258616,0.09852269562506925,FIS,4,NA
TRUE,0.02434773253337374,0.12751700163323176,0.01927968342944766,0.003657557446716524,0.10561830086576544,0.002900932829140254,HAB,4,NA
NA,NA,NA,NA,NA,NA,NA,ICO,4,no change in status
TRUE,1.9160644530651652,0.2706507063482137,1.459666562628809,0.377281237059605,0.16237837089743457,0.2107784555044458,LSP,4,NA
TRUE,2.8406905899932434e-16,1,2.2578239390039333e-16,8.678919265716635e-17,0,6.953456024491064e-17,SAL,4,NA
TRUE,0.0010028049816732413,0.7590470990639587,7.584254342605337e-4,1.530581058626677e-4,0.06968672871412805,1.2198689208425179e-4,SPP,4,NA
TRUE,0.13190215761580795,0.2384219192217849,0.10503900385008631,0.03702830557121359,0.2046083461898469,0.02889089325599104,TR,4,NA
TRUE,0.07895657279281904,0.8332109662759312,0.06448811627236324,0.014193553094681127,0.07229246672474653,0.01142282719377556,AO,5,NA
TRUE,0.003055688922667324,0.6071188149437424,0.002058105917655833,0.0010347426787678004,0.3211560820049465,5.872100980940588e-4,CPP,5,NA
TRUE,7.283782615949514e-4,0.6033564403691399,5.009651539174306e-4,1.8749247537856834e-4,0.20091968487342302,1.1589181608560477e-4,CSS,5,NA
TRUE,0.0031613626565787484,0.4156502369051192,0.00217235162056858,0.0011812239413075641,0.2225992212085761,5.798595296398304e-4,CW,5,NA
TRUE,0.6413452479627554,0.3474287645060001,0.5216353271919015,0.11718602907512614,0.15783767480211108,0.09292310461937679,FIS,5,NA
TRUE,0.029118911396736554,0.10582299011702016,0.021408095261753992,0.006520532086844414,0.12180750865544007,0.004003636287133715,HAB,5,NA
NA,NA,NA,NA,NA,NA,NA,ICO,5,no change in status
TRUE,2.345634864013323,0.3309904683666857,1.7658530392878904,0.6793561009301162,0.1732633186224746,0.3794332194350116,LSP,5,NA
TRUE,1.9117033301789066e-16,1,1.5960168671323785e-16,6.915309928984336e-17,0,6.029506894158063e-17,SAL,5,NA
TRUE,0.0010146714279853485,0.7362172051551403,7.576804432829759e-4,2.0131067033423336e-4,0.10262823780095126,1.0860182496521856e-4,SPP,5,NA
TRUE,0.13789495569210466,0.30795117292941643,0.11253835805536662,0.04386430892956943,0.302337880130177,0.03377406583934478,TR,5,NA
TRUE,0.08663564182035176,0.7647526886866102,0.06613044270265504,0.020113194459413928,0.1419472968120443,0.01415831021563721,AO,6,NA
TRUE,0.0032712159046831887,0.6857635525080216,0.0021812746573114544,0.0011315809211965419,0.2464015059676431,5.760507755501894e-4,CPP,6,NA
TRUE,7.605741749884929e-4,0.6655056203055357,5.179136707452126e-4,2.3627880565307496e-4,0.21220674588989455,1.48527970548754e-4,CSS,6,NA
TRUE,0.002963647559460323,0.29497344453903823,0.0019834283210259335,0.0010930776376105416,0.17054626570682474,4.158432678567752e-4,CW,6,NA
TRUE,0.4973711319927704,0.5813970125670707,0.3965264112382943,0.08959176662955252,0.16180932932988482,0.08037199975148214,FIS,6,NA
TRUE,0.030699814207336956,0.2077510341391067,0.022412694326393815,0.008094406211417332,0.14960085559741973,0.005408493072275605,HAB,6,NA
NA,NA,NA,NA,NA,NA,NA,ICO,6,no change in status
TRUE,2.8390272829678413,0.34850766022470936,2.1261302212610746,0.767380133846362,0.16208407912116474,0.5095766925715127,LSP,6,NA
TRUE,1.6554379127121253e-16,1,1.3122163288630183e-16,8.194813742589001e-17,0,5.5186822263093886e-17,SAL,6,NA
TRUE,9.571853157346374e-4,0.6887708048514408,7.338418648036275e-4,2.265829614900561e-4,0.1347312808088872,1.3178930395342351e-4,SPP,6,NA
TRUE,0.15739765906771003,0.24054039283805687,0.12829344580511554,0.05614295610624149,0.2942385884377956,0.04955740516170341,TR,6,NA
