term,estimate,std.error,statistic,p.value,goal,n_obs,years,yr_lag,r_squared,aic,bic
(Intercept),-0.035519199688623104,0.03769211629192049,-0.9423508994170443,0.34859288991519155,AO,105,15,1,-0.0038564045650584244,-386.4919652971255,-378.9925362861347
res_soc,0.04929133694300716,0.06076103261638312,0.811232706563921,0.4194207817293707,AO,105,15,1,-0.0038564045650584244,-386.4919652971255,-378.9925362861347
(Intercept),0.024664745664999953,0.0181913215808205,1.3558523252650607,0.17861537817973627,CPP,105,15,1,0.02080093723519505,-476.91925310826866,-469.41982409727785
res_soc,-0.04027329536752373,0.023687674495016454,-1.7001793644199497,0.09262908935861204,CPP,105,15,1,0.02080093723519505,-476.91925310826866,-469.41982409727785
(Intercept),0.024664745664999953,0.0181913215808205,1.3558523252650607,0.17861537817973627,CSS,105,15,1,0.02080093723519505,-476.91925310826866,-469.41982409727785
res_soc,-0.04027329536752373,0.023687674495016454,-1.7001793644199497,0.09262908935861204,CSS,105,15,1,0.02080093723519505,-476.91925310826866,-469.41982409727785
(Intercept),0.03548436641635359,0.01791325877003423,1.9808995600349821,0.05072521477421172,CW,120,15,1,0.03404837288235352,-479.6918816822902,-472.1924526712994
res_soc,-0.04744405280760506,0.023325597373691803,-2.0339909005338357,0.04496377298067795,CW,120,15,1,0.03404837288235352,-479.6918816822902,-472.1924526712994
(Intercept),0.04622119138281434,0.02811673771250829,1.6439030678246829,0.10376439805752807,FIS,120,15,1,0.03143577488114979,-398.5435805678764,-391.0441515568856
res_soc,-0.07219699579437223,0.036611970594695516,-1.9719505566529767,0.05175585736342593,FIS,120,15,1,0.03143577488114979,-398.5435805678764,-391.0441515568856
(Intercept),0.05419959308804938,0.03248502255006859,1.6684486829126408,0.09878116987807488,HAB,120,15,1,0.029632764939236167,-372.5490441235856,-365.0496151125948
res_soc,-0.08156192922510742,0.042300095499416,-1.9281736426867755,0.05705794430197635,HAB,120,15,1,0.029632764939236167,-372.5490441235856,-365.0496151125948
(Intercept),0.10037946634268043,0.05916938067604472,1.6964765423566448,0.09333048030075189,ICO,120,15,1,0.030048041426439465,-264.61653489400067,-257.11710588300986
res_soc,-0.14934230011546834,0.07704690521240552,-1.9383296409343946,0.05578858763024727,ICO,120,15,1,0.030048041426439465,-264.61653489400067,-257.11710588300986
(Intercept),0.04706538267052621,0.015123871280054513,3.1119930736647055,0.0025060976646597353,LSP,120,15,1,0.09787903326530567,-510.159901550123,-502.6604725391322
res_soc,-0.06428745714361174,0.019693420205608873,-3.2644130106614018,0.0015632775547439785,LSP,120,15,1,0.09787903326530567,-510.159901550123,-502.6604725391322
(Intercept),-7.677641723932382e-5,0.005043178760443961,-0.015223814361195683,0.9878880851098966,LVF,90,15,1,-0.011359516449582774,-748.5465511684729,-741.0471221574821
res_soc,1.5392587020931104e-4,0.00812978360727574,0.01893357531331526,0.9849369580168209,LVF,90,15,1,-0.011359516449582774,-748.5465511684729,-741.0471221574821
(Intercept),0.06662702718607426,0.019607347025216177,3.398064363342377,0.0010211526316822091,LVO,90,15,1,0.11887881664169275,-463.4265070934746,-455.9270780824838
res_soc,-0.0920824379691828,0.025531539969797037,-3.606615115191378,5.141289223421706e-4,LVO,90,15,1,0.11887881664169275,-463.4265070934746,-455.9270780824838
(Intercept),0.03176482198511989,0.04472070039271026,0.7102934816803035,0.479400291585915,MAR,120,15,1,-0.004363188242362703,-315.0107207714099,-307.5112917604191
res_soc,-0.045606383557657615,0.05823267921383728,-0.7831750861090486,0.43562697617859314,MAR,120,15,1,-0.004363188242362703,-315.0107207714099,-307.5112917604191
(Intercept),0.04837936680118105,0.018368400183192243,2.6338367151566056,0.009973365178383677,SAL,120,15,1,0.08868962739151898,-475.17556381593266,-467.67613480494185
res_soc,-0.07434526557793114,0.02391825588924769,-3.108306304698104,0.002534402479370043,SAL,120,15,1,0.08868962739151898,-475.17556381593266,-467.67613480494185
(Intercept),0.05255833428016561,0.022978831940782478,2.287250040193988,0.024579703569501732,SPP,120,15,1,0.05918122642130752,-434.86606953948274,-427.3666405284919
res_soc,-0.07686120153373108,0.0299216903439729,-2.568745303161429,0.01189168205687847,SPP,120,15,1,0.05918122642130752,-434.86606953948274,-427.3666405284919
(Intercept),0.05810272256165708,0.023578884248614197,2.464184562298445,0.01567660552733919,TR,120,15,1,0.05272724696596698,-430.2260053217521,-422.7265763107613
res_soc,-0.07491751572023699,0.0307030433470932,-2.440068069907792,0.016689819208941338,TR,120,15,1,0.05272724696596698,-430.2260053217521,-422.7265763107613
(Intercept),-0.0906341942280441,0.0658360300615574,-1.3766655453450056,0.17236296821909594,AO,98,14,2,0.005918670994415232,-273.0184116110231,-265.72596121449317
res_soc,0.12989378809563337,0.10626438057379363,1.2223643274844167,0.22507183320815977,AO,98,14,2,0.005918670994415232,-273.0184116110231,-265.72596121449317
(Intercept),0.052419094811995394,0.034302667734607876,1.5281346400679472,0.13032754721604148,CPP,98,14,2,0.030049721278692987,-347.2250245959903,-339.93257419946036
res_soc,-0.08437845621766887,0.044649081971215504,-1.8898139108899532,0.06231646427696835,CPP,98,14,2,0.030049721278692987,-347.2250245959903,-339.93257419946036
(Intercept),0.052419094811995394,0.034302667734607876,1.5281346400679472,0.13032754721604148,CSS,98,14,2,0.030049721278692987,-347.2250245959903,-339.93257419946036
res_soc,-0.08437845621766887,0.044649081971215504,-1.8898139108899532,0.06231646427696835,CSS,98,14,2,0.030049721278692987,-347.2250245959903,-339.93257419946036
(Intercept),0.07375002773078351,0.024809533974910106,2.972648652141832,0.0038747736407539484,CW,112,14,2,0.09046707984095148,-401.6562037311094,-394.3637533345794
res_soc,-0.09824404732145757,0.03229261714230577,-3.042306756634799,0.003153092405928215,CW,112,14,2,0.09046707984095148,-401.6562037311094,-394.3637533345794
(Intercept),0.09702131874420884,0.04575998676022297,2.1202217398486,0.03700979226572145,FIS,112,14,2,0.05995561750909684,-298.8096203435463,-291.5171699470164
res_soc,-0.14942513863928136,0.059562172122187784,-2.508725476511262,0.014086826243035219,FIS,112,14,2,0.05995561750909684,-298.8096203435463,-291.5171699470164
(Intercept),0.10681874511534553,0.04024364853394453,2.6543007159315226,0.009543720424902527,HAB,112,14,2,0.09095594843152865,-320.3905419536526,-313.09809155712264
res_soc,-0.15978400979374113,0.05238198894950805,-3.0503616414367127,0.003078216918071394,HAB,112,14,2,0.09095594843152865,-320.3905419536526,-313.09809155712264
(Intercept),0.19506117759618435,0.08811839080754626,2.213626188682962,0.02963188254919028,ICO,112,14,2,0.06105552979877593,-188.72405829823117,-181.43160790170123
res_soc,-0.2900974513007907,0.1146967718306155,-2.5292555899411657,0.01334602288117138,ICO,112,14,2,0.06105552979877593,-188.72405829823117,-181.43160790170123
(Intercept),0.09487863073704618,0.023618642068172435,4.01710777711903,1.2992775104759985e-4,LSP,112,14,2,0.16598306649759986,-409.9204085606267,-402.62795816409675
res_soc,-0.1286726731156082,0.030742526905179923,-4.185494364613459,7.10707147043044e-5,LSP,112,14,2,0.16598306649759986,-409.9204085606267,-402.62795816409675
(Intercept),0.0039902406389354,0.008508493065242751,0.4689714862947422,0.6403344883039901,LVF,84,14,2,-0.009101324793719945,-616.7636163237298,-609.4711659271999
