term,estimate,std.error,statistic,p.value,adj_r_squared,aicc,yrs,rgns,params,intercept,rmse,rsquared,mae,model,goal,lag,model_error
factor(year)2010,0.03547325715649791,0.03188953378282931,1.1123792965451953,0.2691866258951551,0.484817904704404,-293.84491200135074,14,6,41,TRUE,0.056806568608291655,0.37439766240082634,0.041727489582621326,prs_ecol_only,AO,1,NA
factor(year)2011,-0.08365496823546195,0.034777065814137205,-2.405463666272139,0.018374686182138007,0.484817904704404,-293.84491200135074,14,6,41,TRUE,0.056806568608291655,0.37439766240082634,0.041727489582621326,prs_ecol_only,AO,1,NA
factor(year)2012,0.028088310617813333,0.03510094255273724,0.8002152812737774,0.42587055761218784,0.484817904704404,-293.84491200135074,14,6,41,TRUE,0.056806568608291655,0.37439766240082634,0.041727489582621326,prs_ecol_only,AO,1,NA
factor(year)2013,0.014980257232243057,0.03645884117208898,0.41088133222706963,0.6822184320031239,0.484817904704404,-293.84491200135074,14,6,41,TRUE,0.056806568608291655,0.37439766240082634,0.041727489582621326,prs_ecol_only,AO,1,NA
factor(year)2014,-0.04284164465142829,0.03725237193971751,-1.150038035719053,0.253431033435271,0.484817904704404,-293.84491200135074,14,6,41,TRUE,0.056806568608291655,0.37439766240082634,0.041727489582621326,prs_ecol_only,AO,1,NA
factor(year)2015,0.053888878876561457,0.03572000451107108,1.5086470344610148,0.1351863153231482,0.484817904704404,-293.84491200135074,14,6,41,TRUE,0.056806568608291655,0.37439766240082634,0.041727489582621326,prs_ecol_only,AO,1,NA
(Intercept),0.11349319071384041,0.08666818580149983,1.309513862142899,0.19397370796567884,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
pressures,-0.007030432528347585,0.005210936033489865,-1.34916884090768,0.1809518235436787,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(rgn_code)CC,0.09874777784840293,0.07549995780308638,1.307918318390983,0.19451194609562444,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(rgn_code)HG,0.09876612926928138,0.07405523554137868,1.33368192737832,0.18595653215140495,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(rgn_code)NC,0.10646753883639692,0.09052219154054374,1.1761484893868424,0.24289796651047388,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(rgn_code)NV,0.10786053883195576,0.08483919639276978,1.271352669733066,0.20715447143249996,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(rgn_code)SG,0.09036128042711153,0.06304295487966056,1.4333287613119896,0.15552016788049605,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(rgn_code)WV,0.10948464387564245,0.0866920184663931,1.2629149235703296,0.21015619340644065,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(year)2002,0.10272743027082482,0.027131482582487126,3.786281488986285,2.881610347256294e-4,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(year)2003,0.009901117857985225,0.027082520549636675,0.36559070784562014,0.7156005847463132,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(year)2004,-0.07991097077139639,0.026879354329479754,-2.97294978859498,0.0038594761831577734,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(year)2005,-0.025890223464184063,0.02714397979888239,-0.9538108875711016,0.34294900141046414,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(year)2006,-0.025383902218102366,0.027939283493200826,-0.9085380526769655,0.366224564819561,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(year)2007,-0.028976417228860175,0.027731695532732734,-1.044884442592349,0.2991099964307451,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(year)2008,0.07941317559790281,0.02701543388783886,2.9395484050933964,0.004256174095707051,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(year)2009,0.004708160269423935,0.02761090347447177,0.17051815322801595,0.8650176406089233,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(year)2010,0.034775326108138785,0.02946818184648654,1.1800974450782076,0.24133261903644374,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(year)2011,-0.08732864590290206,0.03217372379919864,-2.714284689205829,0.008076546083456409,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(year)2012,0.024635175233378066,0.03227645168237741,0.7632553750271317,0.44747514250528153,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(year)2013,0.011301175411559006,0.033181140212860935,0.3405903274890685,0.7342725763241418,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(year)2014,-0.04721113420466616,0.03396636541309853,-1.3899377702172402,0.16826445470338414,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
factor(year)2015,0.050144961585545496,0.032766987960027194,1.5303500476369045,0.12973268322823067,0.4907006316514254,-295.050776900496,14,6,41,TRUE,0.05674316588818501,0.37634942986505204,0.04155153169243124,prs_ecol_soc,AO,1,NA
(Intercept),5.656964885023717e-4,0.022591238156517736,0.025040526091712426,0.9800820300030685,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(rgn_code)CC,-5.792090499400701e-5,0.018445668713720692,-0.0031400816035974297,0.9975020268769923,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(rgn_code)HG,0.0019711342189918874,0.018445668713720692,0.10686162966407782,0.9151535617923849,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(rgn_code)NC,-0.013124805425814439,0.018445668713720702,-0.711538607220655,0.4787219100131548,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(rgn_code)NV,-0.0038905296836385457,0.018445668713720706,-0.2109183323207251,0.8334618337663335,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(rgn_code)SG,0.008991054344016649,0.0184456687137207,0.4874344478131447,0.6272201913773399,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(rgn_code)WV,-0.004825502080270343,0.018445668713720685,-0.26160624237390356,0.7942654247162186,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(year)2002,0.10778934169123501,0.027001694164956763,3.9919473582930127,1.3969383110887555e-4,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(year)2003,0.01446085552637083,0.027001694164956774,0.5355536374135501,0.5936822330352219,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(year)2004,-0.07899701454271105,0.027001694164956788,-2.9256317792545987,0.004419720168353583,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(year)2005,-0.031072656585080044,0.02700169416495674,-1.1507669257807782,0.25309345491042334,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(year)2006,-0.03570859455973259,0.027001694164956767,-1.322457559202925,0.1896052767225243,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(year)2007,-0.038226457741157224,0.027001694164956732,-1.4157059000678627,0.1605587923256472,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(year)2008,0.07564687245771681,0.027001694164956777,2.801560227872387,0.006311264707805531,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(year)2009,0.013275244478967673,0.027001694164956777,0.4916448722760698,0.6242526996976385,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(year)2010,0.05109597304894586,0.027001694164956763,1.892324708842123,0.061892544632517504,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(year)2011,-0.06345530573164157,0.02700169416495675,-2.3500490504034715,0.021116027436986727,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(year)2012,0.04875960228065093,0.02700169416495675,1.8057978874500387,0.07453206156695463,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(year)2013,0.03756486264245766,0.027001694164956753,1.3912039153161717,0.16783746581694647,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(year)2014,-0.0191797953666401,0.02700169416495676,-0.7103182211259896,0.47947426122016557,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
factor(year)2015,0.0754444752125565,0.02700169416495676,2.794064503940259,0.0064464543539794975,0.4857273441687857,-296.06109610853537,14,6,40,TRUE,0.05647809539129425,0.3785730811231608,0.04084658095085627,intercept only,AO,1,NA
(Intercept),-14.66988818374966,8.286460536790909,-1.7703443006356072,0.10434235505431624,0.2631380747648998,116.06537976392723,3,4,15,TRUE,2.8042538378125723,0.01257045829310494,1.9017044260033753,prs_ecol_only,AQC,1,NA
prs_omit_soc,0.5041055366352949,0.2941175114561193,1.7139596147797023,0.11453785041076338,0.2631380747648998,116.06537976392723,3,4,15,TRUE,2.8042538378125723,0.01257045829310494,1.9017044260033753,prs_ecol_only,AQC,1,NA
factor(rgn_code)HG,3.8137270603876354,1.5414432279974308,2.4741274872265304,0.030894219703347738,0.2631380747648998,116.06537976392723,3,4,15,TRUE,2.8042538378125723,0.01257045829310494,1.9017044260033753,prs_ecol_only,AQC,1,NA
factor(rgn_code)NV,-6.1410432541427165,3.807660243728731,-1.612812819698685,0.13508141169005916,0.2631380747648998,116.06537976392723,3,4,15,TRUE,2.8042538378125723,0.01257045829310494,1.9017044260033753,prs_ecol_only,AQC,1,NA
factor(rgn_code)SG,-6.533215512055133,4.088636809062776,-1.5978957821770232,0.13837200117255902,0.2631380747648998,116.06537976392723,3,4,15,TRUE,2.8042538378125723,0.01257045829310494,1.9017044260033753,prs_ecol_only,AQC,1,NA
factor(rgn_code)WV,-6.736422081372286,4.215514839397889,-1.5980069666495265,0.13834721642100334,0.2631380747648998,116.06537976392723,3,4,15,TRUE,2.8042538378125723,0.01257045829310494,1.9017044260033753,prs_ecol_only,AQC,1,NA
factor(year)2012,0.5636021057561621,1.249622342764846,0.45101794875815593,0.6607379556764493,0.2631380747648998,116.06537976392723,3,4,15,TRUE,2.8042538378125723,0.01257045829310494,1.9017044260033753,prs_ecol_only,AQC,1,NA
factor(year)2013,1.811849966518244,1.6507457409172632,1.097594815244812,0.29582672070966065,0.2631380747648998,116.06537976392723,3,4,15,TRUE,2.8042538378125723,0.01257045829310494,1.9017044260033753,prs_ecol_only,AQC,1,NA
factor(year)2014,5.191255395716258,1.9814606594795956,2.619913431478207,0.023832309887300722,0.2631380747648998,116.06537976392723,3,4,15,TRUE,2.8042538378125723,0.01257045829310494,1.9017044260033753,prs_ecol_only,AQC,1,NA
(Intercept),-34.174053618465145,19.574796725531765,-1.7458190804041045,0.10867195769757008,0.2637350056311608,116.0491712243645,3,4,15,TRUE,2.8044256933343092,0.012514174434911896,1.9017792384327739,prs_ecol_soc,AQC,1,NA
pressures,1.0102321587289163,0.5882838495399981,1.7172529205397289,0.1139185842455398,0.2637350056311608,116.0491712243645,3,4,15,TRUE,2.8044256933343092,0.012514174434911896,1.9017792384327739,prs_ecol_soc,AQC,1,NA
factor(rgn_code)HG,5.8251681988345965,2.3104990486784285,2.5211731648045936,0.028416157139931206,0.2637350056311608,116.0491712243645,3,4,15,TRUE,2.8044256933343092,0.012514174434911896,1.9017792384327739,prs_ecol_soc,AQC,1,NA
factor(rgn_code)NV,3.038616928421475,2.272957528906884,1.3368560079883296,0.20826034800794685,0.2637350056311608,116.0491712243645,3,4,15,TRUE,2.8044256933343092,0.012514174434911896,1.9017792384327739,prs_ecol_soc,AQC,1,NA
factor(rgn_code)SG,4.771952611049679,3.071359850629764,1.5536937523199108,0.14853886511138242,0.2637350056311608,116.0491712243645,3,4,15,TRUE,2.8044256933343092,0.012514174434911896,1.9017792384327739,prs_ecol_soc,AQC,1,NA
factor(rgn_code)WV,5.334797368869503,3.352740379276784,1.5911752075537284,0.1398773788417438,0.2637350056311608,116.0491712243645,3,4,15,TRUE,2.8044256933343092,0.012514174434911896,1.9017792384327739,prs_ecol_soc,AQC,1,NA
factor(year)2012,0.5662410222238694,1.2492988413018598,0.4532470562718247,0.6591811547295194,0.2637350056311608,116.0491712243645,3,4,15,TRUE,2.8044256933343092,0.012514174434911896,1.9017792384327739,prs_ecol_soc,AQC,1,NA
factor(year)2013,1.8166173965440013,1.6508204996877869,1.1004330252062964,0.2946418998158161,0.2637350056311608,116.0491712243645,3,4,15,TRUE,2.8044256933343092,0.012514174434911896,1.9017792384327739,prs_ecol_soc,AQC,1,NA
factor(year)2014,5.198595356960034,1.9821681107043316,2.6226813603175145,0.023714908740386502,0.2637350056311608,116.0491712243645,3,4,15,TRUE,2.8044256933343092,0.012514174434911896,1.9017792384327739,prs_ecol_soc,AQC,1,NA
(Intercept),-0.6262640913953008,1.3326931722219633,-0.4699236886995884,0.6468343269560011,0.144155901355284,112.35491694328383,3,4,14,TRUE,2.7203485463623958,0.01403891782087238,1.8181072097858197,intercept only,AQC,1,NA
factor(rgn_code)HG,2.6454624792353365,1.4899962631190726,1.7754826268473165,0.10116154454150551,0.144155901355284,112.35491694328383,3,4,14,TRUE,2.7203485463623958,0.01403891782087238,1.8181072097858197,intercept only,AQC,1,NA
factor(rgn_code)NV,-0.06027021847947437,1.4899962631190717,-0.040449912507369776,0.968399645681191,0.144155901355284,112.35491694328383,3,4,14,TRUE,2.7203485463623958,0.01403891782087238,1.8181072097858197,intercept only,AQC,1,NA
factor(rgn_code)SG,0.06174517097610942,1.4899962631190726,0.04143981599447479,0.9676267851512319,0.144155901355284,112.35491694328383,3,4,14,TRUE,2.7203485463623958,0.01403891782087238,1.8181072097858197,intercept only,AQC,1,NA
factor(rgn_code)WV,0.08916688466960593,1.4899962631190724,0.059843696844547184,0.9532652056810572,0.144155901355284,112.35491694328383,3,4,14,TRUE,2.7203485463623958,0.01403891782087238,1.8181072097858197,intercept only,AQC,1,NA
factor(year)2012,0.25508951733536406,1.3326931722219633,0.19140903746813695,0.8514056184929896,0.144155901355284,112.35491694328383,3,4,14,TRUE,2.7203485463623958,0.01403891782087238,1.8181072097858197,intercept only,AQC,1,NA
factor(year)2013,-0.06241441869178031,1.3326931722219635,-0.04683329966170565,0.9634164834153267,0.144155901355284,112.35491694328383,3,4,14,TRUE,2.7203485463623958,0.01403891782087238,1.8181072097858197,intercept only,AQC,1,NA
factor(year)2014,2.53764385086807,1.3326931722219633,1.9041471088481117,0.08113978493431796,0.144155901355284,112.35491694328383,3,4,14,TRUE,2.7203485463623958,0.01403891782087238,1.8181072097858197,intercept only,AQC,1,NA
(Intercept),-5.824249124719374e-4,3.057437865581812e-4,-1.9049443948752347,0.0602506990386353,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
prs_omit_soc,1.0048025777926197e-4,3.245644838051052e-5,3.095848831063058,0.00267602933858087,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(rgn_code)CC,-5.897521263257496e-4,2.9570477660224306e-4,-1.99439499456931,0.04939146172404862,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(rgn_code)HG,-0.002272930417805428,7.682328764833349e-4,-2.9586476801279336,0.004024956432709059,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(rgn_code)NC,-8.266845741692489e-4,3.4993851905557185e-4,-2.36237089989504,0.020498670578419587,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(rgn_code)NV,-0.003362726076933494,0.0010637075461285878,-3.1613257696368606,0.002193082628723679,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(rgn_code)SG,-0.003341767273009933,4.742140188802409e-4,-7.0469601065376155,4.947374989566168e-10,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(rgn_code)WV,-0.004041583915235997,0.001324931232678464,-3.0504103273839975,0.0030674725641496006,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(year)2002,8.456663585419009e-6,3.3172695414353346e-4,0.025492844279877035,0.9797230483518264,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(year)2003,8.643327047736157e-5,3.3318368995885e-4,0.2594162712107443,0.7959564291579808,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(year)2004,8.927007870328463e-5,3.324744601332632e-4,0.26850206379011243,0.7889791207564649,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(year)2005,4.628906317864258e-5,3.320602115197475e-4,0.13939960757957232,0.8894720809303103,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(year)2006,7.599380942298585e-5,3.321928034635344e-4,0.22876416536015617,0.8196149365933135,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(year)2007,7.770434954580681e-5,3.342365829505984e-4,0.23248307788406228,0.8167351332688773,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(year)2008,2.6002545457284946e-4,3.4250108265560376e-4,0.7591960076643428,0.44988608882727266,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(year)2009,3.598693224890311e-4,3.5535046405944516e-4,1.0127166245344483,0.3141386951113996,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(year)2010,9.475196990773247e-4,3.6184185095381225e-4,2.618601736033768,0.010493063599665365,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(year)2011,9.94027704106583e-4,3.6816037887262525e-4,2.6999855529008268,0.008402071144378728,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(year)2012,9.98046914417754e-4,3.687300745878149e-4,2.70671416084902,0.008247431830900607,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(year)2013,0.0010068030511670894,3.6998393333976273e-4,2.7212074915764637,0.007923112438773517,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(year)2014,9.852715673572474e-4,3.6693209793904933e-4,2.685160477623055,0.008752143655055786,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
factor(year)2015,9.317299442834404e-4,3.598140808616993e-4,2.5894760484417136,0.011349148396017706,0.5823966026614831,-1218.304911804968,14,6,41,TRUE,6.964163361911482e-4,0.48587200168679423,4.96649618263114e-4,prs_ecol_only,CPP,1,NA
(Intercept),-3.460426029192779e-4,3.631951152189684e-4,-0.9527732847140596,0.34347143972655525,0.537382010932977,-1207.5561180861405,14,6,41,TRUE,7.28146342096898e-4,0.43923987979604834,4.980319501526569e-4,prs_ecol_soc,CPP,1,NA
pressures,6.174640741490746e-5,8.139640951193316e-5,0.7585888343865476,0.45024734562928304,0.537382010932977,-1207.5561180861405,14,6,41,TRUE,7.28146342096898e-4,0.43923987979604834,4.980319501526569e-4,prs_ecol_soc,CPP,1,NA
factor(rgn_code)CC,-0.0012562512409920981,0.001673058445692333,-0.7508711032938513,0.4548538096618122,0.537382010932977,-1207.5561180861405,14,6,41,TRUE,7.28146342096898e-4,0.43923987979604834,4.980319501526569e-4,prs_ecol_soc,CPP,1,NA
