term,estimate,std.error,statistic,p.value,goal,n_obs,years,r_squared,aic,bic,fixed_effects
rgn_nameStrait of Georgia,-6.883823202930747,0.3402393520736838,-20.232295767598202,2.5063342623087495e-40,BD,128,16,0.9037705738791428,359.0130655350607,387.5333681742569,region
rgn_nameWest Vancouver Island,1.7643025167062432,0.3335590537579353,5.289325823506509,5.663173218966781e-7,BD,128,16,0.9037705738791428,359.0130655350607,387.5333681742569,region
(Intercept),60.25971318561513,5.983869878597075,10.07035821436396,2.6922843787754092e-17,CPP,112,16,0.27201848064332923,410.52537629845426,418.68087291233957,none
pred_status,0.3945113498354613,0.06053208880484282,6.517391975475638,2.2320802090527193e-9,CPP,112,16,0.27201848064332923,410.52537629845426,418.68087291233957,none
(Intercept),89.68316743866433,1.7164347789325678,52.2496797078636,1.8241154952562396e-76,CPP,112,16,0.9597383528690437,92.01720699995946,116.48369684161531,region
pred_status,0.10512154715718032,0.01746664386915236,6.018417043633338,2.670751751748498e-8,CPP,112,16,0.9597383528690437,92.01720699995946,116.48369684161531,region
rgn_nameCentral Coast,-0.19485351667543452,0.12771424446539706,-1.5256991691966528,0.13012024359040178,CPP,112,16,0.9597383528690437,92.01720699995946,116.48369684161531,region
rgn_nameHaida Gwaii,-0.20824883592277868,0.1276776560446995,-1.6310515275270365,0.10590420905624165,CPP,112,16,0.9597383528690437,92.01720699995946,116.48369684161531,region
rgn_nameNorth Coast,0.031378722797131324,0.12365230685183812,0.25376576948725865,0.8001775292895645,CPP,112,16,0.9597383528690437,92.01720699995946,116.48369684161531,region
rgn_nameNorth Vancouver Island,-0.5361829310633974,0.1265529102336724,-4.236828138312802,4.913626149711995e-5,CPP,112,16,0.9597383528690437,92.01720699995946,116.48369684161531,region
rgn_nameStrait of Georgia,-4.678349511871287,0.12788752270051615,-36.581751003394835,3.34455156611307e-61,CPP,112,16,0.9597383528690437,92.01720699995946,116.48369684161531,region
rgn_nameWest Vancouver Island,-0.18064546396981748,0.12713629054391024,-1.4208804047765282,0.15834291842767656,CPP,112,16,0.9597383528690437,92.01720699995946,116.48369684161531,region
(Intercept),35.44670015541472,6.22409448934825,5.695077447181635,1.0402353725069974e-7,CSS,112,16,0.4866752440698102,204.70527278987333,212.8607694037586,none
pred_status,0.6443540585530104,0.06251523869282118,10.307151856512125,7.69238293536799e-18,CSS,112,16,0.4866752440698102,204.70527278987333,212.8607694037586,none
(Intercept),90.35738682306625,1.2625996178540708,71.5645605664278,2.752998902766203e-90,CSS,112,16,0.9899956943134798,-230.62077785529027,-206.1542880136344,region
pred_status,0.097234313963249,0.012730109626948729,7.638136419297672,1.1246826030791278e-11,CSS,112,16,0.9899956943134798,-230.62077785529027,-206.1542880136344,region
rgn_nameCentral Coast,-0.0906792274847451,0.03107941226215143,-2.9176622363343223,0.00432209059480363,CSS,112,16,0.9899956943134798,-230.62077785529027,-206.1542880136344,region
rgn_nameHaida Gwaii,-0.07990584089698906,0.03107015491971619,-2.5717876561433943,0.011530356947839795,CSS,112,16,0.9899956943134798,-230.62077785529027,-206.1542880136344,region
rgn_nameNorth Coast,-0.10976033922958553,0.031016753346160577,-3.5387436590997123,6.025330348147618e-4,CSS,112,16,0.9899956943134798,-230.62077785529027,-206.1542880136344,region
rgn_nameNorth Vancouver Island,-0.1652324801342338,0.030812326847397226,-5.362544703377093,4.98377549951684e-7,CSS,112,16,0.9899956943134798,-230.62077785529027,-206.1542880136344,region
rgn_nameStrait of Georgia,-2.2884097576247053,0.032236230976429525,-70.98875049313128,6.272444473749678e-90,CSS,112,16,0.9899956943134798,-230.62077785529027,-206.1542880136344,region
rgn_nameWest Vancouver Island,-0.3528326387505584,0.030149084923266466,-11.70293027627756,1.0882456354372892e-20,CSS,112,16,0.9899956943134798,-230.62077785529027,-206.1542880136344,region
(Intercept),51.266510045814414,5.166294478307027,9.923265168309616,9.114137238276413e-17,CW,107,16,0.3047955214452073,479.6721152331948,487.6906017365805,none
pred_status,0.4056383457494409,0.058872853800617964,6.890074449646996,4.264923157636461e-10,CW,107,16,0.3047955214452073,479.6721152331948,487.6906017365805,none
(Intercept),85.21128074566485,0.6413413054860402,132.8641707882631,2.2415743782733586e-113,CW,107,16,0.994068440697856,-24.363139086100638,-0.3076795759434887,region
pred_status,0.004587290624570089,0.007456336952853616,0.6152204029371937,0.5398208221659158,CW,107,16,0.994068440697856,-24.363139086100638,-0.3076795759434887,region
rgn_nameCentral Coast,1.3897533323747768,0.08325735354924185,16.692259279570052,1.5367184570080446e-30,CW,107,16,0.994068440697856,-24.363139086100638,-0.3076795759434887,region
rgn_nameHaida Gwaii,5.301409524733453,0.08649261616456694,61.29320351053572,1.5118838901356491e-80,CW,107,16,0.994068440697856,-24.363139086100638,-0.3076795759434887,region
rgn_nameNorth Coast,1.6839470664054408,0.09124908613608598,18.454399246191418,8.15646080996408e-34,CW,107,16,0.994068440697856,-24.363139086100638,-0.3076795759434887,region
rgn_nameNorth Vancouver Island,3.350336008775921,0.08339164374416395,40.17592001249393,4.23964205510212e-63,CW,107,16,0.994068440697856,-24.363139086100638,-0.3076795759434887,region
rgn_nameStrait of Georgia,-3.577720852987978,0.08279380098603674,-43.212424244073105,4.5935149564083494e-66,CW,107,16,0.994068440697856,-24.363139086100638,-0.3076795759434887,region
rgn_nameWest Vancouver Island,-0.0019455439895436572,0.08118591566700317,-0.02396405797187301,0.9809295143585355,CW,107,16,0.994068440697856,-24.363139086100638,-0.3076795759434887,region
(Intercept),32.104413155423124,3.6840880439226793,8.714344709644763,4.6269644128983026e-14,FIS,107,16,0.06615277664804009,986.3306312417325,994.3491177451182,none
pred_status,0.19084900795860496,0.06542630696741833,2.917007191826461,0.004322512068911104,FIS,107,16,0.06615277664804009,986.3306312417325,994.3491177451182,none
(Intercept),16.733044099342532,4.503831236896117,3.7152910975577234,3.3608662115869873e-4,FIS,107,16,0.4861197049042416,928.1211899174724,952.1766494276295,region
pred_status,-0.10781880053644798,0.05857640542874197,-1.840652388061081,0.06866772496512046,FIS,107,16,0.4861197049042416,928.1211899174724,952.1766494276295,region
rgn_nameCentral Coast,46.211793975582296,6.733514609886955,6.862952952939107,5.94237120303462e-10,FIS,107,16,0.4861197049042416,928.1211899174724,952.1766494276295,region
rgn_nameHaida Gwaii,37.4774211648543,6.693986282123968,5.598670147403245,1.9345036767314705e-7,FIS,107,16,0.4861197049042416,928.1211899174724,952.1766494276295,region
rgn_nameNorth Coast,33.200468937803024,6.787559208626093,4.891370803161408,3.879651726218918e-6,FIS,107,16,0.4861197049042416,928.1211899174724,952.1766494276295,region
rgn_nameNorth Vancouver Island,38.26768724966542,6.5876347581243735,5.8090177513971595,7.641895146986254e-8,FIS,107,16,0.4861197049042416,928.1211899174724,952.1766494276295,region
rgn_namePacific Offshore,-10.045400277671028,6.951609138256058,-1.4450467622509493,0.15160263692298806,FIS,107,16,0.4861197049042416,928.1211899174724,952.1766494276295,region
rgn_nameWest Vancouver Island,42.28138588936158,6.656358695283802,6.352029363940229,6.502646157400588e-9,FIS,107,16,0.4861197049042416,928.1211899174724,952.1766494276295,region
(Intercept),28.245294448905263,3.496831588201424,8.077396276162409,5.38890891194752e-13,FP,124,16,0.19677195884092635,1085.404873569878,1093.865718266693,none
pred_status,0.37456208194593194,0.06713045232288359,5.5796150477932995,1.4788133186071828e-7,FP,124,16,0.19677195884092635,1085.404873569878,1093.865718266693,none
(Intercept),32.75734152799718,3.134975081790829,10.4489958208168,2.257786466390836e-18,FP,124,16,0.7044934406650731,968.0843423012432,996.2871579572935,region
pred_status,0.007224824249083322,0.049331853374510994,0.14645353366788927,0.8838197918894297,FP,124,16,0.7044934406650731,968.0843423012432,996.2871579572935,region
rgn_nameCentral Coast,26.509292147740094,4.29727587945077,6.168859736119203,1.0560987695552538e-8,FP,124,16,0.7044934406650731,968.0843423012432,996.2871579572935,region
rgn_nameHaida Gwaii,13.00758626642198,4.296780512264006,3.0272866461983146,0.0030461750362154767,FP,124,16,0.7044934406650731,968.0843423012432,996.2871579572935,region
rgn_nameNorth Coast,16.12752126678166,4.183390784382916,3.8551314228131806,1.9104863252657162e-4,FP,124,16,0.7044934406650731,968.0843423012432,996.2871579572935,region
rgn_nameNorth Vancouver Island,24.556082769398348,4.339312953979153,5.658979435184642,1.1335686445535852e-7,FP,124,16,0.7044934406650731,968.0843423012432,996.2871579572935,region
rgn_namePacific Offshore,-28.647012954455242,4.075904980987939,-7.028380957868068,1.5832116679897966e-10,FP,124,16,0.7044934406650731,968.0843423012432,996.2871579572935,region
rgn_nameStrait of Georgia,25.05514585442269,4.607076995292078,5.4384039771912365,3.064546850004788e-7,FP,124,16,0.7044934406650731,968.0843423012432,996.2871579572935,region
rgn_nameWest Vancouver Island,24.241801853362144,4.378264459103418,5.5368518918398975,1.9710598871341027e-7,FP,124,16,0.7044934406650731,968.0843423012432,996.2871579572935,region
(Intercept),95.39716568020475,3.084560737598988,30.927309849136442,1.0758287770732945e-60,HAB,128,16,-0.004791207762300687,740.078794542072,748.6348853338309,none
pred_status,0.02027337566367339,0.03228105047781367,0.6280271355359704,0.5311228104893198,HAB,128,16,-0.004791207762300687,740.078794542072,748.6348853338309,none
(Intercept),100.69568218631966,1.6792747544234814,59.96379206027539,9.017593370383158e-91,HAB,128,16,0.8041063488953597,537.4872369469217,566.0075395861179,region
pred_status,-0.008114661187556419,0.016128131309933732,-0.5031370982550464,0.6157978811283591,HAB,128,16,0.8041063488953597,537.4872369469217,566.0075395861179,region
rgn_nameCentral Coast,-3.726892975169299,0.673067689169706,-5.537174098740026,1.865292653630152e-7,HAB,128,16,0.8041063488953597,537.4872369469217,566.0075395861179,region
rgn_nameHaida Gwaii,-2.8822962013409277,0.671411594754783,-4.292890119649509,3.6159423899164336e-5,HAB,128,16,0.8041063488953597,537.4872369469217,566.0075395861179,region
rgn_nameNorth Coast,-0.8538315644593703,0.7320345361150684,-1.1663815330225848,0.2457924407291194,HAB,128,16,0.8041063488953597,537.4872369469217,566.0075395861179,region
rgn_nameNorth Vancouver Island,-1.247039008374154,0.6711115702713376,-1.8581694365215053,0.06561627906975487,HAB,128,16,0.8041063488953597,537.4872369469217,566.0075395861179,region
rgn_namePacific Offshore,0.07937737729869307,0.6735185466932586,0.11785477577181554,0.9063814232499319,HAB,128,16,0.8041063488953597,537.4872369469217,566.0075395861179,region
rgn_nameStrait of Georgia,-12.207943369043878,0.6814204681646686,-17.91543391985955,1.3874275562777146e-35,HAB,128,16,0.8041063488953597,537.4872369469217,566.0075395861179,region
rgn_nameWest Vancouver Island,-0.013582445266372768,0.6698477990693452,-0.02027691258408787,0.9838564327110741,HAB,128,16,0.8041063488953597,537.4872369469217,566.0075395861179,region
(Intercept),38.019227473444474,6.116230556759447,6.216120716938463,9.364646256816806e-9,HS,112,16,0.473460163088128,305.31176681712196,313.46726343100727,none
pred_status,0.6181117942037935,0.06156227530304902,10.04043127322781,3.1540411225003546e-17,HS,112,16,0.473460163088128,305.31176681712196,313.46726343100727,none
(Intercept),84.93828033060785,1.7585081790813988,48.30132798982915,4.685370928367577e-73,HS,112,16,0.9769668632359227,-39.46227890215831,-14.99578906050246,region
pred_status,0.15267002058276508,0.01781795531323474,8.56832436151445,1.0385813256858043e-13,HS,112,16,0.9769668632359227,-39.46227890215831,-14.99578906050246,region
rgn_nameCentral Coast,-0.20964537337852518,0.07271243821737276,-2.8832119857099747,0.004784157994751269,HS,112,16,0.9769668632359227,-39.46227890215831,-14.99578906050246,region
rgn_nameHaida Gwaii,-0.21069961193067474,0.07268198853835581,-2.8989247015370823,0.004568055051654214,HS,112,16,0.9769668632359227,-39.46227890215831,-14.99578906050246,region
rgn_nameNorth Coast,-0.21247052531896146,0.07243265931553475,-2.933352541888415,0.004125561005690577,HS,112,16,0.9769668632359227,-39.46227890215831,-14.99578906050246,region
rgn_nameNorth Vancouver Island,-0.4090795091474963,0.07175773999717583,-5.700841597904232,1.1236984190246258e-7,HS,112,16,0.9769668632359227,-39.46227890215831,-14.99578906050246,region
rgn_nameStrait of Georgia,-3.4089355125973353,0.07356329720050965,-46.34016747924831,2.887584497604964e-71,HS,112,16,0.9769668632359227,-39.46227890215831,-14.99578906050246,region
rgn_nameWest Vancouver Island,-0.3234143872058519,0.07165492538077521,-4.5134983462368234,1.684847521706726e-5,HS,112,16,0.9769668632359227,-39.46227890215831,-14.99578906050246,region
(Intercept),68.54562693708063,0.7351384546479834,93.2417920783416,4.099144899474259e-118,ICO,128,16,-0.004719223448429011,303.0432437292369,311.59933452099574,none
pred_status,-0.006789034461653251,0.010688096443656946,-0.6351958459059689,0.5264525397741424,ICO,128,16,-0.004719223448429011,303.0432437292369,311.59933452099574,none
(Intercept),67.40273490111738,0.3264455864125281,206.47463989891656,6.572415118675698e-154,ICO,128,16,0.852767787879576,63.90906120741391,92.42936384661007,region
pred_status,4.941030021622987e-4,0.004735213159702347,0.10434651735791294,0.9170700288672566,ICO,128,16,0.852767787879576,63.90906120741391,92.42936384661007,region
rgn_nameCentral Coast,4.223553314985204e-4,0.10540467449301219,0.004006988622943098,0.9968096037492457,ICO,128,16,0.852767787879576,63.90906120741391,92.42936384661007,region
rgn_nameHaida Gwaii,4.2235533149734186e-4,0.10540467449301237,0.00400698862293191,0.9968096037492545,ICO,128,16,0.852767787879576,63.90906120741391,92.42936384661007,region
rgn_nameNorth Coast,-0.004786256126323401,0.11488130728489238,-0.041662618918968594,0.9668374761603422,ICO,128,16,0.852767787879576,63.90906120741391,92.42936384661007,region
rgn_nameNorth Vancouver Island,0.6130054647906542,0.1053337927143579,5.819646753373728,5.091634757644406e-8,ICO,128,16,0.852767787879576,63.90906120741391,92.42936384661007,region
rgn_namePacific Offshore,1.6913818095871214,0.10549577816124862,16.03269665447532,1.6305543473825285e-31,ICO,128,16,0.852767787879576,63.90906120741391,92.42936384661007,region
rgn_nameStrait of Georgia,1.161175705469607,0.10542940130028575,11.013775011036318,7.04840103421483e-20,ICO,128,16,0.852767787879576,63.90906120741391,92.42936384661007,region
rgn_nameWest Vancouver Island,1.6915621462834063,0.10541215994210527,16.047125371612253,1.51505198327925e-31,ICO,128,16,0.852767787879576,63.90906120741391,92.42936384661007,region
(Intercept),29.530367148315843,4.935288864073273,5.983513419707587,2.1110136254130556e-8,Index,128,16,0.3991251272136147,823.6823665853815,832.2384573771403,none
pred_status,0.6096072393315592,0.06598219796062377,9.238965329638683,7.762656156189964e-16,Index,128,16,0.3991251272136147,823.6823665853815,832.2384573771403,none
(Intercept),68.69306755602481,2.7476754017363225,25.000430368381945,3.4365755231556075e-49,Index,128,16,0.8901985187670604,612.8028646239236,641.3231672631198,region
pred_status,0.05948164694281877,0.03885008238261195,1.5310558767165148,0.12840968390883678,Index,128,16,0.8901985187670604,612.8028646239236,641.3231672631198,region
rgn_nameCentral Coast,3.536604403852218,0.9552201885529283,3.7023970454496484,3.2506071492359993e-4,Index,128,16,0.8901985187670604,612.8028646239236,641.3231672631198,region
rgn_nameHaida Gwaii,6.146939911417557,0.9667004976777108,6.358680818086111,3.9160524572607006e-9,Index,128,16,0.8901985187670604,612.8028646239236,641.3231672631198,region
rgn_nameNorth Coast,4.581733158097724,0.9190779427461925,4.985141025588719,2.127544091998448e-6,Index,128,16,0.8901985187670604,612.8028646239236,641.3231672631198,region
rgn_nameNorth Vancouver Island,4.655635852802987,0.9481558681910361,4.910200958504178,2.9271208199697423e-6,Index,128,16,0.8901985187670604,612.8028646239236,641.3231672631198,region
rgn_namePacific Offshore,-15.562017720691541,0.9279321567262881,-16.770641698196762,3.930164057080016e-33,Index,128,16,0.8901985187670604,612.8028646239236,641.3231672631198,region
rgn_nameStrait of Georgia,2.4197970089195624,0.9506104011023068,2.545519180216858,0.01218966213650165,Index,128,16,0.8901985187670604,612.8028646239236,641.3231672631198,region
rgn_nameWest Vancouver Island,8.230001706405686,1.0185060338121688,8.080464359746198,6.017265281600454e-13,Index,128,16,0.8901985187670604,612.8028646239236,641.3231672631198,region
(Intercept),38.133377620290666,5.038234546157537,7.568797615699231,1.520058245340146e-11,LSP,107,16,0.009963717367303948,1009.6434950028439,1017.6619815062296,none
pred_status,0.1196252910774536,0.08321000529793374,1.4376310955531704,0.15351232290680822,LSP,107,16,0.009963717367303948,1009.6434950028439,1017.6619815062296,none
(Intercept),62.36898134457691,6.207564986763453,10.047253871295405,8.628522823780616e-17,LSP,107,16,0.566966638675756,926.8663918023049,950.921851312462,region
pred_status,-0.06873262971394016,0.058452083717365266,-1.1758798890093407,0.24246285906755097,LSP,107,16,0.566966638675756,926.8663918023049,950.921851312462,region
rgn_nameCentral Coast,-7.461734630374678,6.9216168315249575,-1.07803347281371,0.2836385470739623,LSP,107,16,0.566966638675756,926.8663918023049,950.921851312462,region
rgn_nameHaida Gwaii,15.790802804564823,6.888035652052942,2.2924972520806364,0.02399342153796023,LSP,107,16,0.566966638675756,926.8663918023049,950.921851312462,region
rgn_nameNorth Coast,-30.41155987051097,6.902423802976552,-4.405924750287936,2.6717434141988132e-5,LSP,107,16,0.566966638675756,926.8663918023049,950.921851312462,region
rgn_nameNorth Vancouver Island,-37.460828854781184,6.932177491178583,-5.403905035964714,4.506556732741212e-7,LSP,107,16,0.566966638675756,926.8663918023049,950.921851312462,region
rgn_nameStrait of Georgia,-41.14639088364474,6.978415521617971,-5.896236868696062,5.176272332800747e-8,LSP,107,16,0.566966638675756,926.8663918023049,950.921851312462,region
rgn_nameWest Vancouver Island,4.212365589357011,6.89475870038374,0.6109518508780539,0.5426316567722744,LSP,107,16,0.566966638675756,926.8663918023049,950.921851312462,region
(Intercept),59.310030653144835,3.320398247744161,17.862324404441352,5.66538620969452e-32,LV,96,16,0.2787226555194039,452.6658645915135,460.35890916591705,none
pred_status,0.27793725381562384,0.04525994454775937,6.140910171074952,1.9497056117162987e-8,LV,96,16,0.2787226555194039,452.6658645915135,460.35890916591705,none
(Intercept),68.91606408421,4.109547318501314,16.76974584863585,2.7251836685981287e-29,LV,96,16,0.41840817228875526,436.7541909080352,457.2689764397779,region
pred_status,0.15944133555279988,0.05727070607285453,2.7839945844211043,0.006558032290234981,LV,96,16,0.41840817228875526,436.7541909080352,457.2689764397779,region
rgn_nameHaida Gwaii,-1.8924810297488908,0.8177936829461824,-2.314130164139984,0.022963295660057784,LV,96,16,0.41840817228875526,436.7541909080352,457.2689764397779,region
rgn_nameNorth Coast,-2.235374537693675,0.8365039670026526,-2.672282052293706,0.008959779590091414,LV,96,16,0.41840817228875526,436.7541909080352,457.2689764397779,region
rgn_nameNorth Vancouver Island,-2.436630971212608,0.795671521678445,-3.0623579012512714,0.00290436285677054,LV,96,16,0.41840817228875526,436.7541909080352,457.2689764397779,region
rgn_nameStrait of Georgia,1.3984075126808724,0.9136330828361882,1.5306007837848872,0.12941489017568297,LV,96,16,0.41840817228875526,436.7541909080352,457.2689764397779,region
rgn_nameWest Vancouver Island,-0.46568779115613984,0.8481283191335095,-0.5490770448885729,0.5843275626220175,LV,96,16,0.41840817228875526,436.7541909080352,457.2689764397779,region
(Intercept),71.00580068648233,3.9815866517206664,17.83354398573663,6.371109408209129e-32,LVF,96,16,-0.007325349719737639,597.1353618816836,604.8284064560871,none
pred_status,-0.03539672094843019,0.06366147068066066,-0.5560148166539788,0.5795218295837572,LVF,96,16,-0.007325349719737639,597.1353618816836,604.8284064560871,none
(Intercept),78.07549781508548,2.7877043460576987,28.007094054108673,6.497570158986842e-46,LVF,96,16,0.5611689235041026,522.1179736831309,542.6327592148735,region
pred_status,-0.09308197666506199,0.04261324667670021,-2.1843436941395207,0.03156570082414096,LVF,96,16,0.5611689235041026,522.1179736831309,542.6327592148735,region
rgn_nameHaida Gwaii,-2.5432692826181187,1.2402708895691001,-2.0505756476326806,0.043249481856055885,LVF,96,16,0.5611689235041026,522.1179736831309,542.6327592148735,region
rgn_nameNorth Coast,-11.263766384334435,1.2413950990191165,-9.073474184999164,2.6463624910383456e-14,LVF,96,16,0.5611689235041026,522.1179736831309,542.6327592148735,region
rgn_nameNorth Vancouver Island,-5.73278233553476,1.2420502305038765,-4.615580106779641,1.3110803430598507e-5,LVF,96,16,0.5611689235041026,522.1179736831309,542.6327592148735,region
rgn_nameStrait of Georgia,0.8669430978090567,1.2457219306975624,0.6959362891874253,0.48828212153111383,LVF,96,16,0.5611689235041026,522.1179736831309,542.6327592148735,region
rgn_nameWest Vancouver Island,-2.3002129957627653,1.2401908589700663,-1.8547250039183558,0.06694668770494996,LVF,96,16,0.5611689235041026,522.1179736831309,542.6327592148735,region
(Intercept),86.34475142517351,3.54694372991369,24.3434229579037,2.2768860133824742e-42,LVO,96,16,0.0037812809282714577,484.9759959764176,492.66904055082114,none
pred_status,0.047728955350073446,0.04091843960102901,1.1664412381178182,0.24638692533100018,LVO,96,16,0.0037812809282714577,484.9759959764176,492.66904055082114,none
(Intercept),94.08360636764077,2.8542318652138117,32.96284633154459,1.1610994210233437e-51,LVO,96,16,0.5337105249177558,416.84940931598726,437.36419484772995,region
pred_status,-0.07343909065573362,0.03508195170825679,-2.0933581821917056,0.039162310922633115,LVO,96,16,0.5337105249177558,416.84940931598726,437.36419484772995,region
rgn_nameHaida Gwaii,0.30841387289577255,0.7588673957093454,0.40641339269489246,0.6854144877201687,LVO,96,16,0.5337105249177558,416.84940931598726,437.36419484772995,region
rgn_nameNorth Coast,5.549526531191307,0.7335203961471574,7.565606301256786,3.351196298812183e-11,LVO,96,16,0.5337105249177558,416.84940931598726,437.36419484772995,region
rgn_nameNorth Vancouver Island,1.087591341937997,0.7231058432062336,1.5040555295690097,0.1361075675946534,LVO,96,16,0.5337105249177558,416.84940931598726,437.36419484772995,region
rgn_nameStrait of Georgia,5.64520721309744,0.8487345488268331,6.651322514089419,2.2798422616284204e-9,LVO,96,16,0.5337105249177558,416.84940931598726,437.36419484772995,region
rgn_nameWest Vancouver Island,3.7660878902182353,0.806939001229335,4.667128351065906,1.0726356704341146e-5,LVO,96,16,0.5337105249177558,416.84940931598726,437.36419484772995,region
(Intercept),59.31012125597899,3.8877693783038447,15.255565720272944,7.699561423946104e-25,SAL,78,12,-0.013026362152928739,614.4292344536716,621.4993609337404,none
pred_status,-0.00603970252201961,0.060799841920002096,-0.09933747081063796,0.9211318873439488,SAL,78,12,-0.013026362152928739,614.4292344536716,621.4993609337404,none
(Intercept),56.39853774117412,5.637177479550783,10.004747579043478,3.918192731437368e-15,SAL,78,12,-0.08102222737847953,625.0819212114645,646.2923006516709,region
pred_status,-0.005124566074403099,0.06281265979908178,-0.08158492397543739,0.9352096177369164,SAL,78,12,-0.08102222737847953,625.0819212114645,646.2923006516709,region
rgn_nameCentral Coast,3.7138766918051314,5.517621985323431,0.6730937171273853,0.503103859412977,SAL,78,12,-0.08102222737847953,625.0819212114645,646.2923006516709,region
rgn_nameHaida Gwaii,3.7138766918051367,5.517621985323439,0.6730937171273853,0.503103859412977,SAL,78,12,-0.08102222737847953,625.0819212114645,646.2923006516709,region
rgn_nameNorth Coast,-3.113536205015671e-14,5.898395340446154,-5.278615666307922e-15,0.9999999999999958,SAL,78,12,-0.08102222737847953,625.0819212114645,646.2923006516709,region
rgn_nameNorth Vancouver Island,3.7138766918051336,5.517621985323434,0.6730937171273853,0.503103859412977,SAL,78,12,-0.08102222737847953,625.0819212114645,646.2923006516709,region
rgn_nameStrait of Georgia,3.7138766918051345,5.5176219853234345,0.6730937171273854,0.5031038594129768,SAL,78,12,-0.08102222737847953,625.0819212114645,646.2923006516709,region
rgn_nameWest Vancouver Island,3.7138766918051345,5.517621985323433,0.6730937171273856,0.5031038594129766,SAL,78,12,-0.08102222737847953,625.0819212114645,646.2923006516709,region
(Intercept),48.45096544202269,4.778601472692688,10.139151741130888,4.987524602393424e-18,SP,128,16,0.02032380244098342,1025.2513069472268,1033.8073977389856,none
pred_status,0.14867219461576836,0.0779825252118596,1.9064808969940648,0.05886508559541537,SP,128,16,0.02032380244098342,1025.2513069472268,1033.8073977389856,none
(Intercept),59.91943142151723,4.146031303538754,14.452238064477303,5.890637621223992e-28,SP,128,16,0.5661578684511139,927.6737319689414,956.1940346081376,region
pred_status,-0.04681899468205158,0.05573770384190998,-0.8399878619837888,0.40259965628631933,SP,128,16,0.5661578684511139,927.6737319689414,956.1940346081376,region
rgn_nameCentral Coast,2.0684797552838226,3.0809026400401174,0.6713875759660124,0.5032748638669935,SP,128,16,0.5661578684511139,927.6737319689414,956.1940346081376,region
rgn_nameHaida Gwaii,13.801716339411756,3.0764768900030734,4.486208358743097,1.683396453678137e-5,SP,128,16,0.5661578684511139,927.6737319689414,956.1940346081376,region
