term,estimate,std.error,statistic,p.value,goal,n_obs,years,yr_lag,r_squared,aic,bic
(Intercept),0.0012174953134449,0.028649342285438216,0.0424964490044759,0.9661852145715644,AO,105,15,1,-0.008506340706940563,-342.1517690536615,-334.1898880031889
res_reg,-0.01643588413194068,0.046901831787186724,-0.3504316037488083,0.7267304540024337,AO,105,15,1,-0.008506340706940563,-342.1517690536615,-334.1898880031889
(Intercept),-0.010292297383315161,0.04483964896224004,-0.2295356369088085,0.8189078201709818,CPP,105,15,1,-0.008659391495206892,-194.42643327670305,-186.46455222623047
res_reg,0.02553516047277165,0.0780068633619175,0.32734504852861146,0.7440712923839711,CPP,105,15,1,-0.008659391495206892,-194.42643327670305,-186.46455222623047
(Intercept),-0.010292297383315161,0.04483964896224004,-0.2295356369088085,0.8189078201709818,CSS,105,15,1,-0.008659391495206892,-194.42643327670305,-186.46455222623047
res_reg,0.02553516047277165,0.0780068633619175,0.32734504852861146,0.7440712923839711,CSS,105,15,1,-0.008659391495206892,-194.42643327670305,-186.46455222623047
(Intercept),-0.00537958706756632,0.014138372051354554,-0.3804955088199789,0.7042617124752955,CW,120,15,1,-0.007484891957400208,-670.6053252602306,-662.2428500318845
res_reg,0.00793590312127734,0.023309141672319206,0.3404631209866312,0.7341131592487855,CW,120,15,1,-0.007484891957400208,-670.6053252602306,-662.2428500318845
(Intercept),-0.03215782311482093,0.05732772631291542,-0.5609471225021542,0.5758972343002278,FIS,120,15,1,-0.007865688066584164,-446.1515320507009,-437.7890568223548
res_reg,0.03255320893703424,0.12192291897967195,0.26699827406905996,0.7899365506882016,FIS,120,15,1,-0.007865688066584164,-446.1515320507009,-437.7890568223548
(Intercept),-0.051139645164902575,0.04172834290808886,-1.2255374069740348,0.22281324566373123,HAB,120,15,1,-0.0013600590751172703,-469.4867374575213,-461.1242622291752
res_reg,0.07116376941759617,0.07772135363416148,0.9156269942565307,0.3617299551745462,HAB,120,15,1,-0.0013600590751172703,-469.4867374575213,-461.1242622291752
(Intercept),-0.0348945288446409,0.06539422996024424,-0.5336025650253038,0.5946202426275352,ICO,120,15,1,-0.0074433439557908265,-361.66591097066237,-353.30343574231625
res_reg,0.04233090877088256,0.12180038118380672,0.3475433193185312,0.7288023221971722,ICO,120,15,1,-0.0074433439557908265,-361.66591097066237,-353.30343574231625
(Intercept),-0.0013264969160749907,0.0011837568319248211,-1.1205822685036337,0.26472211168790705,LSP,120,15,1,0,-699.334846950752,-693.7598634651879
(Intercept),0.011340246297609564,0.05605176676552856,0.20231737466986918,0.8400170245992691,MAR,120,15,1,-0.007846554082101553,-340.03336994178244,-331.6708947134363
res_reg,-0.025058061569327682,0.09240940666831052,-0.2711635370549426,0.7867390454258278,MAR,120,15,1,-0.007846554082101553,-340.03336994178244,-331.6708947134363
(Intercept),-0.04299823767422525,0.02034933694879359,-2.1130043589343774,0.036707756838725736,SAL,120,15,1,0.012364502945954925,-571.5600807224201,-563.197605494074
res_reg,0.05846796663885715,0.03705408295019569,1.5779088830087582,0.117263661531103,SAL,120,15,1,0.012364502945954925,-571.5600807224201,-563.197605494074
(Intercept),-0.08314439443843481,0.038144900478935755,-2.179698816735635,0.03126593119368984,SPP,120,15,1,0.023565109291779907,-491.03597876533394,-482.6735035369878
res_reg,0.1398006481594065,0.07104699331083604,1.9677208231426198,0.051446063945052606,SPP,120,15,1,0.023565109291779907,-491.03597876533394,-482.6735035369878
(Intercept),0.0015899404792011542,0.0019538532557368477,0.8137461063326106,0.4174156948507918,TR,120,15,1,0,-579.0683714814573,-573.4933879958933
(Intercept),0.002574737495348519,0.04705083376079225,0.0547224626972299,0.9564732965679958,AO,98,14,2,-0.00848538309102187,-233.17783876839982,-225.4229363323881
res_reg,-0.033331130180881866,0.07773671848603002,-0.42876945194016347,0.6690516068311332,AO,98,14,2,-0.00848538309102187,-233.17783876839982,-225.4229363323881
(Intercept),-0.02125724678426014,0.08721763126915541,-0.24372648597460572,0.8079627449961375,CPP,98,14,2,-0.00864174903272752,-60.51117843006659,-52.756275994054874
res_reg,0.06284170431224363,0.15289444486273976,0.41101365303794696,0.681978563620642,CPP,98,14,2,-0.00864174903272752,-60.51117843006659,-52.756275994054874
