goal,model,lag,yrs,rgns,adj_r_squared,aic,model_error,intercept,factor_rgn_code_cc,factor_rgn_code_hg,factor_rgn_code_nc,factor_rgn_code_nv,factor_rgn_code_po,factor_rgn_code_sg,factor_rgn_code_wv,factor_year_2002,factor_year_2003,factor_year_2004,factor_year_2005,factor_year_2006,factor_year_2007,factor_year_2008,factor_year_2009,factor_year_2010,factor_year_2011,factor_year_2012,factor_year_2013,factor_year_2014,factor_year_2015,res_ecol,res_reg,res_soc
ICO,d_prs ~ res_reg + factor(year) + factor(rgn_code),4,11,7,0.3801752030976646,-137.01404686963969,NA,-0.1508,-0.0383,0.0121,0.0262,-0.1431**,0.1681,-0.0529,-0.1345**,0.0232,-0.0000,-0.0099,-0.0061,-0.0848,-0.0469,-0.1889***,-0.2010***,-0.1372*,-0.1235*,-0.0227,NA,NA,NA,NA,0.5947,NA
ICO,d_prs ~ res_ecol + factor(year) + factor(rgn_code),4,11,7,0.3667601762088283,-134.9584596878316,NA,13.4196,0.2796,0.3571,-0.2487,-0.0198,1.2338,-0.3055,0.4196,0.0232,-0.0095,-0.0192,-0.0286,-0.0911,-0.0517,-0.1817**,-0.1872***,-0.1215*,-0.1067°,0.0340,NA,NA,NA,-15.4933,NA,NA
ICO,d_prs ~ res_soc + factor(year) + factor(rgn_code),4,11,5,0.5159534237210701,-105.41558639645825,NA,0.6796°,NA,0.1444*,0.2111*,0.0586,NA,0.2107°,0.1399,0.0299,0.0169,0.0184,0.0240,-0.0476,-0.0249,-0.2120***,-0.2360***,-0.1816**,-0.1532*,0.0255,NA,NA,NA,NA,NA,-1.1100°
ICO,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),4,11,7,0.3739501188883646,-135.326241653671,NA,20.3386,0.4756,0.5464,-0.3623,0.0572,2.0551,-0.4474,0.7086,0.0232,-0.0155,-0.0254,-0.0417,-0.0940,-0.0561,-0.1987**,-0.2007***,-0.1468*,-0.1332*,-0.0373,NA,NA,NA,-23.6862,0.6228,NA
ICO,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),4,11,5,0.5281415434011112,-106.59756926839043,NA,-0.4288,NA,0.0250,0.0468,-0.1367,NA,-0.0670,-0.1475,0.0273,0.0103,0.0087,0.0118,-0.0619,-0.0394,-0.2471***,-0.2672***,-0.2315**,-0.2024**,-0.1223,NA,NA,NA,NA,1.2322,0.1517
ICO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),4,11,5,0.5080538488644811,-103.59587479168442,NA,-24.2595,NA,0.1157,1.2739,0.4226,NA,1.2767,-0.2615,0.0298,0.0369,0.0382,0.0732,-0.0341,-0.0113,-0.1981**,-0.2370***,-0.1684*,-0.1399°,0.0389,NA,NA,NA,28.0760,NA,-1.0587
ICO,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),4,11,5,0.5214563156642239,-104.95611158825398,NA,-34.9808,NA,-0.0184,1.5129,0.3613,NA,1.4001,-0.7117,0.0271,0.0377,0.0359,0.0795,-0.0436,-0.0209,-0.2290**,-0.2695***,-0.2147**,-0.1854*,-0.1082,NA,NA,NA,38.8607,1.2690,0.2604
ICO,intercept only,4,11,7,0.37412076222949997,-136.82595048386943,NA,0.0123,-0.0560,0.0077,0.0060,-0.1506***,0.0045,-0.0476,-0.1319**,0.0232,0.0006,-0.0092,-0.0053,-0.0851,-0.0457,-0.1757**,-0.1878***,-0.1159*,-0.1010°,0.0416,NA,NA,NA,NA,NA,NA
ICO,d_prs ~ res_reg + factor(year) + factor(rgn_code),5,10,7,0.38722158885208013,-107.74820787017842,NA,-0.2055,-0.0497,0.0238,0.0400,-0.1900***,0.2362,-0.0629,-0.1763***,-0.0321,-0.0234,-0.0016,-0.0868,-0.0967,-0.1983**,-0.2006**,-0.2125***,-0.1460*,-0.1423*,NA,NA,NA,NA,NA,0.8736,NA
ICO,d_prs ~ res_ecol + factor(year) + factor(rgn_code),5,10,7,0.36816566317191235,-105.0533093730555,NA,8.9714,0.1452,0.2404,-0.1614,-0.1148,0.8193,-0.2279,0.1952,-0.0321,-0.0293,-0.0072,-0.1011,-0.1011,-0.2005**,-0.1852**,-0.1927**,-0.1184°,-0.1130°,NA,NA,NA,NA,-10.3260,NA,NA
ICO,d_prs ~ res_soc + factor(year) + factor(rgn_code),5,10,5,0.5457535755380405,-87.38843747915881,NA,1.0611*,NA,0.2135**,0.3065**,0.1020,NA,0.3228*,0.2266,-0.0167,-0.0074,0.0279,-0.0465,-0.0608,-0.2279***,-0.2273***,-0.2438***,-0.1728**,-0.1854**,NA,NA,NA,NA,NA,NA,-1.6843*
ICO,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),5,10,7,0.37848061027334423,-105.7864947904861,NA,8.4041,0.1658,0.2482,-0.1236,-0.1058,1.0264,-0.2283,0.1780,-0.0321,-0.0299,-0.0081,-0.1017,-0.1005,-0.2021**,-0.2045**,-0.2121***,-0.1496*,-0.1459*,NA,NA,NA,NA,-9.9491,0.8732,NA
ICO,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),5,10,5,0.5526242490786207,-87.75521566597124,NA,0.0142,NA,0.1078,0.1583,-0.0776,NA,0.0651,-0.0410,-0.0191,-0.0136,0.0189,-0.0579,-0.0740,-0.2417***,-0.2616***,-0.2746***,-0.2222**,-0.2344**,NA,NA,NA,NA,NA,1.2170,-0.5166
ICO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),5,10,5,0.5363507464358698,-85.39706868297742,NA,-4.8001,NA,0.2067°,0.5563,0.1874,NA,0.5732,0.1322,-0.0167,-0.0027,0.0326,-0.0349,-0.0576,-0.2247**,-0.2240**,-0.2440***,-0.1697*,-0.1823*,NA,NA,NA,NA,6.5983,NA,-1.6719*
ICO,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),5,10,5,0.5434816273702336,-85.80955418130274,NA,-14.4994,NA,0.0896,0.7742,0.1314,NA,0.6811,-0.2780,-0.0192,-0.0021,0.0303,-0.0295,-0.0664,-0.2339**,-0.2540**,-0.2756***,-0.2152*,-0.2273**,NA,NA,NA,NA,16.3229,1.2333,-0.4705
ICO,intercept only,5,10,7,0.37690884036798966,-107.0133279222567,NA,0.0359,-0.0785,0.0075,0.0083,-0.2022***,-0.0009,-0.0563,-0.1725**,-0.0321,-0.0226,-0.0005,-0.0856,-0.0971,-0.1965**,-0.1812**,-0.1931**,-0.1146°,-0.1092°,NA,NA,NA,NA,NA,NA,NA
ICO,d_prs ~ res_reg + factor(year) + factor(rgn_code),6,9,7,0.4110510042596729,-99.9362203186644,NA,-0.2613,-0.0473,0.0359,0.0434,-0.1955***,0.2439,-0.0580,-0.1821***,-0.0002,0.0393,-0.0284,-0.0444,-0.1883**,-0.1495*,-0.1521*,-0.1573*,-0.1009,NA,NA,NA,NA,NA,NA,0.9021,NA
ICO,d_prs ~ res_ecol + factor(year) + factor(rgn_code),6,9,7,0.3957802666762672,-97.8883528437292,NA,0.9204,-0.0570,0.0317,-0.0095,-0.2004,0.0814,-0.0703,-0.1399,-0.0002,0.0395,-0.0279,-0.0448,-0.1892**,-0.1481*,-0.1325*,-0.1372*,-0.0690,NA,NA,NA,NA,NA,-1.0743,NA,NA
ICO,d_prs ~ res_soc + factor(year) + factor(rgn_code),6,9,5,0.569908187889287,-81.91964603752929,NA,1.0698°,NA,0.2262**,0.3081*,0.0964,NA,0.3316*,0.2261,0.0042,0.0456,-0.0008,-0.0181,-0.2137**,-0.1981**,-0.1884**,-0.1876**,-0.1557*,NA,NA,NA,NA,NA,NA,NA,-1.7466*
ICO,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),6,9,7,0.4013995137879479,-97.93667619374614,NA,-1.1890,-0.0705,0.0117,0.0610,-0.2046,0.1588,-0.0402,-0.2203,-0.0002,0.0400,-0.0277,-0.0428,-0.1879**,-0.1491*,-0.1517*,-0.1573*,-0.1006,NA,NA,NA,NA,NA,1.0720,0.9025,NA
ICO,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),6,9,5,0.5767489251689637,-82.26100564812344,NA,0.0506,NA,0.1329,0.1736,-0.0721,NA,0.0863,-0.0296,0.0019,0.0396,-0.0096,-0.0290,-0.2262***,-0.2116**,-0.2242**,-0.2200**,-0.2082**,NA,NA,NA,NA,NA,NA,1.2863,-0.6523
ICO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),6,9,5,0.5599071668722493,-79.91979793460646,NA,1.8326,NA,0.2271°,0.2756,0.0853,NA,0.2990,0.2384,0.0042,0.0450,-0.0014,-0.0196,-0.2141**,-0.1985*,-0.1889*,-0.1876**,-0.1561*,NA,NA,NA,NA,NA,-0.8586,NA,-1.7483°
ICO,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),6,9,5,0.5667835441232991,-80.27651904996654,NA,-7.5456,NA,0.1233,0.4960,0.0371,NA,0.4085,-0.1537,0.0019,0.0456,-0.0036,-0.0142,-0.2222**,-0.2076**,-0.2203**,-0.2206**,-0.2046*,NA,NA,NA,NA,NA,8.5427,1.2955,-0.6276
ICO,intercept only,6,9,7,0.4053677363238313,-99.88790621077732,NA,-0.0092,-0.0803,0.0075,0.0081,-0.2095***,-0.0039,-0.0525,-0.1781**,-0.0002,0.0402,-0.0272,-0.0432,-0.1888**,-0.1477*,-0.1321*,-0.1373*,-0.0686,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_reg + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_ecol + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_soc + factor(year) + factor(rgn_code),1,14,5,0.3197787245304967,-466.16112174569827,NA,0.0503,NA,-0.0027,0.0162,0.0152,NA,0.0237,0.0200,-0.0038,0.0114,0.0151,0.0058,0.0142,-0.0147,-0.0063,0.0075,0.0096,-0.0085,0.0022,-0.0044,0.0394***,0.0053,NA,NA,-0.0946
LSP,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,intercept only,1,14,5,0.3159785558451834,-466.3647347644555,NA,-0.0101,NA,-0.0089,0.0027,0.0013,NA,0.0056,0.0008,-0.0040,0.0110,0.0146,0.0051,0.0133,-0.0154,-0.0067,0.0074,0.0098,-0.0080,0.0027,-0.0039,0.0399***,0.0058,NA,NA,NA
LSP,d_prs ~ res_reg + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_ecol + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_soc + factor(year) + factor(rgn_code),2,13,5,0.5238647065868294,-423.500628607815,NA,0.0772,NA,-0.0073,0.0280°,0.0270°,NA,0.0416*,0.0339°,0.0112,0.0302**,0.0244*,0.0235*,0.0031,-0.0167,0.0053,0.0214*,0.0051,-0.0021,0.0019,0.0381***,0.0482***,NA,NA,NA,-0.1590°
LSP,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,intercept only,2,13,5,0.5082546829743624,-421.4885301419246,NA,-0.0246**,NA,-0.0181**,0.0057,0.0041,NA,0.0116°,0.0020,0.0109,0.0295**,0.0235*,0.0222*,0.0015,-0.0178°,0.0047,0.0212*,0.0055,-0.0012,0.0027,0.0389***,0.0490***,NA,NA,NA,NA
LSP,d_prs ~ res_reg + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_ecol + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_soc + factor(year) + factor(rgn_code),3,12,5,0.5326129360168257,-370.90270018036716,NA,0.1797*,NA,-0.0045,0.0530**,0.0472**,NA,0.0763***,0.0633**,0.0150,0.0248*,0.0276*,-0.0019,-0.0127,-0.0192,0.0049,0.0022,-0.0035,-0.0173,0.0286*,0.0319**,NA,NA,NA,NA,-0.3162**
LSP,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),3,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,intercept only,3,12,5,0.4758030409989813,-362.64438488255354,NA,-0.0231*,NA,-0.0267**,0.0095,0.0025,NA,0.0176*,0.0007,0.0143,0.0235°,0.0257*,-0.0045,-0.0159,-0.0215°,0.0037,0.0019,-0.0029,-0.0157,0.0303*,0.0335**,NA,NA,NA,NA,NA
LSP,d_prs ~ res_reg + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_ecol + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_soc + factor(year) + factor(rgn_code),4,11,5,0.6396344698794447,-352.63122908614474,NA,0.2427**,NA,-0.0055,0.0681***,0.0607***,NA,0.0988***,0.0795***,0.0057,0.0240*,-0.0021,-0.0219*,-0.0187°,-0.0233*,-0.0172,-0.0096,-0.0218*,0.0054,0.0193°,NA,NA,NA,NA,NA,-0.4071***
LSP,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),4,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,intercept only,4,11,5,0.5571816339789392,-338.4751535581017,NA,-0.0191°,NA,-0.0351***,0.0134,0.0045,NA,0.0246**,0.0003,0.0049,0.0224°,-0.0046,-0.0252*,-0.0229°,-0.0262*,-0.0188,-0.0100,-0.0209°,0.0075,0.0214°,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_reg + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_ecol + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_soc + factor(year) + factor(rgn_code),5,10,5,0.6452833284222107,-306.68462358900223,NA,0.2789**,NA,-0.0092,0.0777***,0.0673**,NA,0.1164***,0.0898**,0.0140,0.0032,-0.0132,-0.0190,-0.0132,-0.0354**,-0.0193,-0.0182,0.0110,0.0059,NA,NA,NA,NA,NA,NA,-0.4694**
LSP,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),5,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,intercept only,5,10,5,0.5726357412883787,-295.05429968143324,NA,-0.0240*,NA,-0.0448***,0.0165°,0.0044,NA,0.0326**,0.0005,0.0131,0.0013,-0.0160,-0.0228°,-0.0180,-0.0387**,-0.0212,-0.0187,0.0120,0.0083,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_reg + factor(year) + factor(rgn_code),6,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_ecol + factor(year) + factor(rgn_code),6,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_soc + factor(year) + factor(rgn_code),6,9,5,0.7137089939329946,-275.37214783537166,NA,0.2622*,NA,-0.0208,0.0751**,0.0628*,NA,0.1175***,0.0865*,-0.0149,-0.0165,-0.0191,-0.0226°,-0.0345**,-0.0459***,-0.0362**,0.0064,0.0035,NA,NA,NA,NA,NA,NA,NA,-0.4383*
LSP,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),6,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),6,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),6,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),6,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSP,intercept only,6,9,5,0.6791539596399031,-269.18662133732175,NA,-0.0217°,NA,-0.0556***,0.0200°,0.0062,NA,0.0413***,0.0052,-0.0158,-0.0183,-0.0218,-0.0262°,-0.0389**,-0.0491***,-0.0379**,0.0060,0.0044,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_reg + factor(year) + factor(rgn_code),1,13,6,0.6457159466222895,-346.1986961149738,NA,-0.3655***,-0.0025,-0.0029,0.0033,-0.0068,NA,0.0075,-0.0028,-0.0007,0.1598***,0.1234***,0.1397***,0.0832***,0.0592*,-0.0575*,0.0690**,0.0253,0.0551*,-0.1199***,-0.0427°,0.0292,NA,NA,0.4420***,NA
MAR,d_prs ~ res_ecol + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_soc + factor(year) + factor(rgn_code),1,14,5,0.6061663167746041,-286.9901034425403,NA,-0.1133,NA,-0.0060,-0.0062,-0.0166,NA,-0.0060,-0.0173,-0.0020,0.1518***,0.1152***,0.1276***,0.0774**,0.0513*,-0.0583*,0.0649*,0.0229,0.0481°,-0.0260,0.0304,0.1127***,0.0762**,NA,NA,0.0835
MAR,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),1,13,5,0.6061663167746041,-286.9901034425403,NA,-0.3749*,NA,-0.0060,-0.0062,-0.0166,NA,-0.0060,-0.0173,-0.0020,0.1518***,0.1152***,0.1276***,0.0774**,0.0513*,-0.0583*,0.0649*,0.0229,0.0481°,-0.1116***,-0.0447°,0.0456°,NA,NA,0.3821**,0.0835
MAR,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,intercept only,1,14,6,0.6457159466222903,-346.198696114974,NA,-0.0630**,-0.0025,-0.0029,0.0033,-0.0068,NA,0.0075,-0.0028,-0.0007,0.1598***,0.1234***,0.1397***,0.0832***,0.0592*,-0.0575*,0.0690**,0.0253,0.0551*,-0.0209,0.0442°,0.1068***,0.0881***,NA,NA,NA
MAR,d_prs ~ res_reg + factor(year) + factor(rgn_code),2,12,6,0.823923822243636,-316.9746581876114,NA,-0.8568***,-0.0050,-0.0076,0.0057,-0.0120,NA,0.0120,-0.0010,0.1488***,0.2857***,0.2644***,0.2204***,0.1384***,-0.0017,0.0077,0.0907***,0.0767**,0.0309,-0.2196***,-0.0698**,NA,NA,NA,1.0732***,NA
MAR,d_prs ~ res_ecol + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_soc + factor(year) + factor(rgn_code),2,13,5,0.8063216824642575,-264.74449531039085,NA,-0.3122*,NA,-0.0232,-0.0319,-0.0507,NA,-0.0401,-0.0569,0.1417***,0.2705***,0.2445***,0.2032***,0.1248***,-0.0096,0.0036,0.0855**,0.0691**,0.0214,0.0050,0.1349***,0.1846***,NA,NA,NA,0.3032
MAR,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),2,12,5,0.8063216824642574,-264.74449531039085,NA,-1.0320***,NA,-0.0232,-0.0319,-0.0507,NA,-0.0401,-0.0569,0.1417***,0.2705***,0.2445***,0.2032***,0.1248***,-0.0096,0.0036,0.0855**,0.0691**,0.0214,-0.2305***,-0.0718*,NA,NA,NA,1.0516***,0.3032
MAR,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),2,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
