term,estimate,std.error,statistic,p.value,goal,n_obs,years,adj_r_squared,aic
factor(year)2010,-9.042455260529472,2.643100244822668,-3.4211548647244565,9.65188982673611e-4,AO,107,16,0.8344964002531469,634.909408506531
factor(year)2011,-23.0576128655018,2.4093155326822058,-9.570192261132593,4.228683426350855e-15,AO,107,16,0.8344964002531469,634.909408506531
factor(year)2012,-12.496629886119115,2.4103506090714255,-5.184569348163574,1.4708755963424291e-6,AO,107,16,0.8344964002531469,634.909408506531
factor(year)2013,-11.174854786324529,2.4203014830546965,-4.617133387953218,1.3866584918165414e-5,AO,107,16,0.8344964002531469,634.909408506531
factor(year)2014,0.3875572799097273,2.3743038500047553,0.1632298578418896,0.8707295306459593,AO,107,16,0.8344964002531469,634.909408506531
factor(year)2015,-13.035630249119938,2.38588057519988,-5.463655802649662,4.6716206924963416e-7,AO,107,16,0.8344964002531469,634.909408506531
factor(year)2016,-2.7473993253201034,2.5189222783041436,-1.0907042861083356,0.2785218528705188,AO,107,16,0.8344964002531469,634.909408506531
(Intercept),93.03378414508187,1.213754034840715,76.64961884743889,2.491990239835292e-93,BD,128,16,0.9193125994616538,349.2197402522402
pred_status,0.00803115982902295,0.012926544318780077,0.6212920971736458,0.5357668739157959,BD,128,16,0.9193125994616538,349.2197402522402
factor(rgn_name)Central Coast,-0.7920876103282316,0.3062238344187685,-2.5866295216101065,0.011074604960238666,BD,128,16,0.9193125994616538,349.2197402522402
factor(rgn_name)Haida Gwaii,-0.30336454692682363,0.3061584910628394,-0.9908741902721153,0.32404681334087004,BD,128,16,0.9193125994616538,349.2197402522402
factor(rgn_name)North Coast,-1.0774208161090946,0.3455814791465701,-3.11770416276311,0.002357436537359751,BD,128,16,0.9193125994616538,349.2197402522402
factor(rgn_name)North Vancouver Island,-0.20605798207540585,0.3059834020630081,-0.6734286261480757,0.5021684795596058,BD,128,16,0.9193125994616538,349.2197402522402
factor(rgn_name)Pacific Offshore,4.056979971610134,0.30655154096866616,13.234250784682285,4.9401978391509216e-24,BD,128,16,0.9193125994616538,349.2197402522402
factor(rgn_name)Strait of Georgia,-6.798492489804428,0.3110347060553931,-21.857665261939175,1.1308581968191079e-40,BD,128,16,0.9193125994616538,349.2197402522402
factor(rgn_name)West Vancouver Island,1.7615158309078143,0.3054772259642926,5.766439135838293,8.375755539985124e-8,BD,128,16,0.9193125994616538,349.2197402522402
factor(year)2002,-0.026321958497070242,0.4320171934517779,-0.06092803456908786,0.9515334555766466,BD,128,16,0.9193125994616538,349.2197402522402
factor(year)2003,-0.08154447809963057,0.43310721067650987,-0.18827781225867557,0.8510257668754873,BD,128,16,0.9193125994616538,349.2197402522402
factor(year)2004,-0.08492488117725042,0.4327611268892421,-0.19623962481959592,0.8448055619311445,BD,128,16,0.9193125994616538,349.2197402522402
factor(year)2005,-0.16785147788490606,0.4332217184685515,-0.3874493607528838,0.6992153581023665,BD,128,16,0.9193125994616538,349.2197402522402
factor(year)2006,-0.10245223206924878,0.43935814585505933,-0.23318614446048516,0.8160752044085311,BD,128,16,0.9193125994616538,349.2197402522402
factor(year)2007,-1.064111313370875,0.43930342147956314,-2.4222695780218926,0.017153478695047915,BD,128,16,0.9193125994616538,349.2197402522402
factor(year)2008,-1.575186552803423,0.4393019556250448,-3.5856579572067373,5.138769919660007e-4,BD,128,16,0.9193125994616538,349.2197402522402
factor(year)2009,-0.9440783216344839,0.4392664184856715,-2.1492157877424427,0.03393665721140164,BD,128,16,0.9193125994616538,349.2197402522402
factor(year)2010,-0.5800461596910981,0.43907375201914106,-1.3210677181764476,0.18937807842594076,BD,128,16,0.9193125994616538,349.2197402522402
factor(year)2011,-0.5685897187500222,0.4394559553610948,-1.2938491601116657,0.19858356146254788,BD,128,16,0.9193125994616538,349.2197402522402
factor(year)2012,-0.945250707131086,0.43626479817568453,-2.166690301587047,0.03254160339045297,BD,128,16,0.9193125994616538,349.2197402522402
factor(year)2013,-1.1418775658836968,0.4345489586357926,-2.6277305311430643,0.00989602182327591,BD,128,16,0.9193125994616538,349.2197402522402
factor(year)2014,-0.23081153964504586,0.4357971497848735,-0.5296306773896604,0.597496831204021,BD,128,16,0.9193125994616538,349.2197402522402
factor(year)2015,-0.9355035695229893,0.4378409579420622,-2.1366287291167056,0.03497339744432668,BD,128,16,0.9193125994616538,349.2197402522402
factor(year)2016,-0.9698795912092776,0.4397780928187624,-2.2053840494710046,0.029628748623535626,BD,128,16,0.9193125994616538,349.2197402522402
(Intercept),87.40577908617689,1.5007566814060909,58.24113939928261,1.1840825995141433e-72,CPP,112,16,0.9711211019315835,67.35642422400642
pred_status,0.132566815462828,0.015357390537947721,8.632118531807782,2.167100383763547e-13,CPP,112,16,0.9711211019315835,67.35642422400642
factor(rgn_name)Central Coast,-0.24572612262614507,0.10843424902394062,-2.266130164943481,0.025868082998036786,CPP,112,16,0.9711211019315835,67.35642422400642
factor(rgn_name)Haida Gwaii,-0.25889418136738884,0.10840093424324579,-2.3883021228068424,0.019039926766753267,CPP,112,16,0.9711211019315835,67.35642422400642
factor(rgn_name)North Coast,0.03957111997493964,0.10473137018552928,0.3778344530854536,0.7064531867338206,CPP,112,16,0.9711211019315835,67.35642422400642
factor(rgn_name)North Vancouver Island,-0.5792986082118303,0.10737648112514571,-5.395023213106288,5.601727929499852e-7,CPP,112,16,0.9711211019315835,67.35642422400642
factor(rgn_name)Strait of Georgia,-4.626413269003561,0.10859201432885884,-42.603623273742606,5.472238710638087e-61,CPP,112,16,0.9711211019315835,67.35642422400642
factor(rgn_name)West Vancouver Island,-0.22780861330433658,0.10790792462671747,-2.111138862992573,0.037564377112095405,CPP,112,16,0.9711211019315835,67.35642422400642
factor(year)2002,-0.05431645868824261,0.15818877755110017,-0.34336480456520757,0.7321338174933758,CPP,112,16,0.9711211019315835,67.35642422400642
factor(year)2003,-0.11485142197401742,0.1581944612403637,-0.7260141794693429,0.46973504389015475,CPP,112,16,0.9711211019315835,67.35642422400642
factor(year)2004,-0.16525410112903105,0.1581940891550614,-1.0446287975213122,0.29902360273480555,CPP,112,16,0.9711211019315835,67.35642422400642
factor(year)2005,-0.21211220529019603,0.15819268297490546,-1.3408471321258517,0.18338233888701275,CPP,112,16,0.9711211019315835,67.35642422400642
factor(year)2006,-0.4356998960617821,0.15962026202713214,-2.7296026865794905,0.007642352203697719,CPP,112,16,0.9711211019315835,67.35642422400642
factor(year)2007,-0.47632525625010735,0.15950486036514155,-2.9862742436794374,0.003647253015038936,CPP,112,16,0.9711211019315835,67.35642422400642
factor(year)2008,-0.521087874478407,0.15937770072914534,-3.2695155727209952,0.0015326662919414836,CPP,112,16,0.9711211019315835,67.35642422400642
factor(year)2009,-0.5615596518765908,0.15927054537816382,-3.525822370628872,6.695351643800085e-4,CPP,112,16,0.9711211019315835,67.35642422400642
factor(year)2010,-0.6062639010379784,0.15919058885931114,-3.808415468415536,2.5672283857315994e-4,CPP,112,16,0.9711211019315835,67.35642422400642
factor(year)2011,-0.5996247777650329,0.15910620614266904,-3.768707659507354,2.9455510946853304e-4,CPP,112,16,0.9711211019315835,67.35642422400642
factor(year)2012,-0.5937555432532515,0.15903466899177865,-3.733497526152275,3.32492371643208e-4,CPP,112,16,0.9711211019315835,67.35642422400642
factor(year)2013,-0.5864885365783101,0.1589500805014506,-3.689765583811439,3.861023777398975e-4,CPP,112,16,0.9711211019315835,67.35642422400642
factor(year)2014,-0.5800345978730228,0.15887865852523872,-3.6508024630688913,4.406971273482905e-4,CPP,112,16,0.9711211019315835,67.35642422400642
factor(year)2015,-0.57337740044668,0.1588086416073664,-3.6104924432530603,5.048466250262431e-4,CPP,112,16,0.9711211019315835,67.35642422400642
factor(year)2016,-0.5775446907902662,0.15885203629127398,-3.635739926753408,4.637052976230238e-4,CPP,112,16,0.9711211019315835,67.35642422400642
(Intercept),90.44285022596533,1.1108731271358134,81.4160033370831,2.3215727903822948e-85,CSS,112,16,0.9922743686202424,-247.01415111210503
pred_status,0.09731688931806191,0.011200064309816203,8.688958083282552,1.653437553391511e-13,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(rgn_name)Central Coast,-0.09074718471916214,0.027315230910633984,-3.3222192049576895,0.0012969649529495867,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(rgn_name)Haida Gwaii,-0.07997361978448744,0.02730707765364307,-2.928677348739222,0.0043225298421763255,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(rgn_name)North Coast,-0.10982708106274575,0.027260044967821737,-4.028866467109195,1.177921405689446e-4,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(rgn_name)North Vancouver Island,-0.16529511119635357,0.027079997612191355,-6.1039558999790335,2.6429374786406125e-8,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(rgn_name)Strait of Georgia,-2.2883220077190587,0.028334041807976863,-80.7622866948276,4.7127124772254236e-85,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(rgn_name)West Vancouver Island,-0.35287977066898346,0.026495833578469404,-13.318311712062332,6.686233887215767e-23,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(year)2002,-0.01588641518870223,0.03887486986476551,-0.4086551348973385,0.6837743897366806,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(year)2003,-0.031231246834663308,0.03887546309564203,-0.8033665543180206,0.42390328945253264,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(year)2004,-0.04636993695689558,0.03887546309564204,-1.1927815970401563,0.23612520169668647,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(year)2005,-0.060782763751714236,0.03887546309564206,-1.5635251367212133,0.12147806934972814,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(year)2006,-0.08085159683435698,0.03888218608903057,-2.0793994619856733,0.04045757877669933,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(year)2007,-0.09526939887038549,0.03888213817776014,-2.4502098736143534,0.01623406532322235,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(year)2008,-0.10971570059354657,0.03888217707507392,-2.821747876455243,0.005890197970003519,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(year)2009,-0.12435714271215602,0.038881094381679034,-3.1983961534465895,0.0019146956695055984,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(year)2010,-0.13747572969922925,0.03887857322825799,-3.5360281585464204,6.472798426507162e-4,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(year)2011,-0.13586730614240003,0.038876341321370064,-3.4948583514908766,7.415664984844646e-4,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(year)2012,-0.13444678419640496,0.03887510305135842,-3.458429010947843,8.356767162907617e-4,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(year)2013,-0.13309123026322617,0.03887456246988698,-3.423607156127386,9.360733829870696e-4,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(year)2014,-0.13162231009562436,0.03887468348838952,-3.385810462866797,0.0010578554112444147,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(year)2015,-0.13027432304600786,0.03887544141951569,-3.3510699374492354,0.0011827984948642243,CSS,112,16,0.9922743686202424,-247.01415111210503
factor(year)2016,-0.1311949827220174,0.03887485673964405,-3.3748029890030837,0.0010960328812498232,CSS,112,16,0.9922743686202424,-247.01415111210503
(Intercept),85.23366086137416,0.6269067620777061,135.9590708176303,5.113811464284506e-105,CW,112,16,0.9947256893563596,-30.65662897702576
pred_status,0.0034825461665923714,0.007228860536962618,0.48175589344757896,0.6311618930677929,CW,112,16,0.9947256893563596,-30.65662897702576
factor(rgn_name)Central Coast,1.3869177922259177,0.07273625437734825,19.067764818225722,3.4820803066996404e-33,CW,112,16,0.9947256893563596,-30.65662897702576
factor(rgn_name)Haida Gwaii,5.300178359316272,0.07724679814895404,68.61356698689315,7.506257165837755e-79,CW,112,16,0.9947256893563596,-30.65662897702576
factor(rgn_name)North Coast,1.6844292261206244,0.08326402448568583,20.229976109432467,4.7763650645603744e-35,CW,112,16,0.9947256893563596,-30.65662897702576
factor(rgn_name)North Vancouver Island,3.347582457917385,0.07293689154415922,45.89697184847274,9.641505544837339e-64,CW,112,16,0.9947256893563596,-30.65662897702576
factor(rgn_name)Strait of Georgia,-3.586165003774808,0.06824788482863224,-52.546170665648134,8.696430164137917e-69,CW,112,16,0.9947256893563596,-30.65662897702576
factor(rgn_name)West Vancouver Island,-0.006616157138665655,0.06918833690897074,-0.09562532406827985,0.9240331365295439,CW,112,16,0.9947256893563596,-30.65662897702576
factor(year)2002,-9.554603208694763e-4,0.10212741983140938,-0.009355570937234464,0.9925563824975907,CW,112,16,0.9947256893563596,-30.65662897702576
factor(year)2003,0.15353016257654573,0.10213107183371553,1.5032659485500701,0.13631072518939413,CW,112,16,0.9947256893563596,-30.65662897702576
factor(year)2004,0.18191155135243825,0.10213271031200445,1.7811291876688478,0.07830300146679793,CW,112,16,0.9947256893563596,-30.65662897702576
factor(year)2005,0.11961529759792,0.10212757629406792,1.1712340774003842,0.24463089379218467,CW,112,16,0.9947256893563596,-30.65662897702576
factor(year)2006,0.21724373396641372,0.10325657161460136,2.1039216252236446,0.03820605199481487,CW,112,16,0.9947256893563596,-30.65662897702576
factor(year)2007,-0.03258104668912679,0.1032581700297752,-0.31552996416391865,0.7530979950108909,CW,112,16,0.9947256893563596,-30.65662897702576
factor(year)2008,0.1600027198377012,0.1030019674087001,1.5533947929637946,0.12387779689152213,CW,112,16,0.9947256893563596,-30.65662897702576
factor(year)2009,0.13418506278030065,0.10291280596403422,1.3038713843561451,0.19563984269479773,CW,112,16,0.9947256893563596,-30.65662897702576
factor(year)2010,0.025636878086486025,0.10299962091511147,0.24890264506521828,0.8040095775020901,CW,112,16,0.9947256893563596,-30.65662897702576
factor(year)2011,-0.16173755701803189,0.10292645425738542,-1.5713895731177052,0.11964071290449642,CW,112,16,0.9947256893563596,-30.65662897702576
factor(year)2012,0.1564358007738697,0.10343085377761364,1.512467460727162,0.1339579240145776,CW,112,16,0.9947256893563596,-30.65662897702576
factor(year)2013,0.06930984109778099,0.10317214820053448,0.6717882907998026,0.503458595442025,CW,112,16,0.9947256893563596,-30.65662897702576
factor(year)2014,0.0717931758955483,0.10313805072195964,0.6960881594426184,0.4881874746954288,CW,112,16,0.9947256893563596,-30.65662897702576
factor(year)2015,0.07496371982200524,0.10331099050482621,0.7256122456642528,0.469980252755805,CW,112,16,0.9947256893563596,-30.65662897702576
factor(year)2016,0.07839571543458786,0.10358920396100887,0.75679426462333,0.45117192249587423,CW,112,16,0.9947256893563596,-30.65662897702576
(Intercept),13.671894779988593,6.912129881239713,1.9779568692850564,0.05121183838056788,FIS,107,16,0.6507673786038689,899.2117874135724
pred_status,-0.09078033504910542,0.06387366488077832,-1.4212482596473683,0.15894652728801612,FIS,107,16,0.6507673786038689,899.2117874135724
factor(rgn_name)Central Coast,45.48534059057249,5.830159961728012,7.801731151316646,1.5104181046719075e-11,FIS,107,16,0.6507673786038689,899.2117874135724
factor(rgn_name)Haida Gwaii,36.78256363123356,5.775782182582039,6.36841253158028,9.695469368203621e-9,FIS,107,16,0.6507673786038689,899.2117874135724
factor(rgn_name)North Coast,32.43263976495318,5.904206044178254,5.493141587924909,4.13229661333225e-7,FIS,107,16,0.6507673786038689,899.2117874135724
factor(rgn_name)North Vancouver Island,37.66493081520671,5.628508632924664,6.691813635121921,2.3169543633751102e-9,FIS,107,16,0.6507673786038689,899.2117874135724
factor(rgn_name)Pacific Offshore,-14.898546566187028,5.8594976753834285,-2.5426320465622694,0.012836314508337415,FIS,107,16,0.6507673786038689,899.2117874135724
factor(rgn_name)West Vancouver Island,41.617816374054094,5.723840802035886,7.2709598001487485,1.7083458954906915e-10,FIS,107,16,0.6507673786038689,899.2117874135724
factor(year)2002,-11.046357191068962,8.465094431844125,-1.304930178866594,0.19548016264543722,FIS,107,16,0.6507673786038689,899.2117874135724
factor(year)2003,-13.97083827292143,8.455622251377788,-1.6522543057839385,0.10221612116910887,FIS,107,16,0.6507673786038689,899.2117874135724
factor(year)2004,-11.283612634236569,8.461573443087728,-1.3335123437892238,0.18596860872911594,FIS,107,16,0.6507673786038689,899.2117874135724
factor(year)2005,-4.875153393756301,8.453930488186751,-0.5766729925883213,0.5657025514910028,FIS,107,16,0.6507673786038689,899.2117874135724
factor(year)2006,6.661812016383669,8.144057295016914,0.8179967030020548,0.415673418066979,FIS,107,16,0.6507673786038689,899.2117874135724
factor(year)2007,22.000717296156537,8.31210732439925,2.646827866571925,0.009699973979716541,FIS,107,16,0.6507673786038689,899.2117874135724
factor(year)2008,19.25684426370801,8.347596060790591,2.306873035478937,0.023523527279985777,FIS,107,16,0.6507673786038689,899.2117874135724
factor(year)2009,9.838781719436415,8.291599524433645,1.1865963485626074,0.23873207784525796,FIS,107,16,0.6507673786038689,899.2117874135724
factor(year)2010,14.010020424873652,8.19119466189638,1.7103757147959329,0.09088762192007395,FIS,107,16,0.6507673786038689,899.2117874135724
factor(year)2011,14.242354853321183,8.241765321295777,1.7280709044845735,0.08765012176487291,FIS,107,16,0.6507673786038689,899.2117874135724
factor(year)2012,11.560909400580497,8.482855890090152,1.3628558059186402,0.17657038030597344,FIS,107,16,0.6507673786038689,899.2117874135724
factor(year)2013,4.881749352055766,8.340103523606546,0.5853343832289423,0.5598921128576371,FIS,107,16,0.6507673786038689,899.2117874135724
factor(year)2014,-5.071262110154675,8.170407391920492,-0.6206865663968625,0.5364863631491588,FIS,107,16,0.6507673786038689,899.2117874135724
factor(year)2015,-1.1832786478008763,8.148489672238922,-0.14521447475501953,0.8848894173003794,FIS,107,16,0.6507673786038689,899.2117874135724
factor(year)2016,-10.029016121166123,8.140622544017129,-1.2319716418416735,0.22139720689147013,FIS,107,16,0.6507673786038689,899.2117874135724
(Intercept),24.071629606879668,4.70950584039215,5.111285647089309,1.5403063227353207e-6,FP,124,16,0.8020604464447266,954.8068156596761
pred_status,0.05787447209136077,0.047199272478028256,1.2261729694732462,0.2230131681487514,FP,124,16,0.8020604464447266,954.8068156596761
factor(rgn_name)Central Coast,24.633925454829164,3.91937409906211,6.285168200893087,8.618040759001749e-9,FP,124,16,0.8020604464447266,954.8068156596761
factor(rgn_name)Haida Gwaii,11.12502006418334,3.921415235473352,2.8369910851433833,0.005513949889524745,FP,124,16,0.8020604464447266,954.8068156596761
factor(rgn_name)North Coast,15.104763931348284,3.781520042530504,3.9943630501666023,1.240415452291383e-4,FP,124,16,0.8020604464447266,954.8068156596761
factor(rgn_name)North Vancouver Island,22.553185832721233,3.9634860096144404,5.690239798503833,1.2688559956732217e-7,FP,124,16,0.8020604464447266,954.8068156596761
factor(rgn_name)Pacific Offshore,-33.315144907346,3.671945930829068,-9.072885476781506,1.0643998443414714e-14,FP,124,16,0.8020604464447266,954.8068156596761
factor(rgn_name)Strait of Georgia,25.694197231797798,4.242863798053769,6.055861902421639,2.4625033733101812e-8,FP,124,16,0.8020604464447266,954.8068156596761
factor(rgn_name)West Vancouver Island,22.128393411987048,4.004171557296327,5.526334997226855,2.6065149239096384e-7,FP,124,16,0.8020604464447266,954.8068156596761
factor(year)2002,-8.113940136369589,5.536921416522669,-1.4654244707459392,0.14594235233012134,FP,124,16,0.8020604464447266,954.8068156596761
factor(year)2003,21.005783823284343,5.371901472199968,3.9103069801244494,1.6804829409416147e-4,FP,124,16,0.8020604464447266,954.8068156596761
factor(year)2004,8.906696757156249,5.372886513131202,1.657711685401972,0.10050963558078824,FP,124,16,0.8020604464447266,954.8068156596761
factor(year)2005,10.218970600322201,5.39064136533554,1.8956873417762827,0.06088875713810028,FP,124,16,0.8020604464447266,954.8068156596761
factor(year)2006,21.248690792967654,5.533179885806674,3.8402313374038877,2.1577635712927e-4,FP,124,16,0.8020604464447266,954.8068156596761
factor(year)2007,16.92990050467936,5.648956701925558,2.9969959760726206,0.003438842048757712,FP,124,16,0.8020604464447266,954.8068156596761
factor(year)2008,20.897255167903825,5.396297216663074,3.87251745574276,1.9237018523440315e-4,FP,124,16,0.8020604464447266,954.8068156596761
factor(year)2009,13.145424339531425,5.371743420565189,2.4471430056032584,0.016143434863773513,FP,124,16,0.8020604464447266,954.8068156596761
factor(year)2010,18.886084717506094,5.374617503167133,3.5139402397244046,6.647170000104209e-4,FP,124,16,0.8020604464447266,954.8068156596761
factor(year)2011,17.690267737247318,5.509107577386652,3.2110949892975276,0.0017787303654551488,FP,124,16,0.8020604464447266,954.8068156596761
factor(year)2012,11.705291516682017,5.392570253711358,2.170633105544804,0.03232562989065593,FP,124,16,0.8020604464447266,954.8068156596761
factor(year)2013,2.573455170028033,5.4385014557068825,0.47319196123917223,0.6371075287034615,FP,124,16,0.8020604464447266,954.8068156596761
factor(year)2014,12.050285364343672,5.378662906869591,2.2403867974237857,0.027278433041122388,FP,124,16,0.8020604464447266,954.8068156596761
factor(year)2015,9.104227802345246,5.395609024762572,1.687340161335331,0.09465491228844479,FP,124,16,0.8020604464447266,954.8068156596761
factor(year)2016,19.717079690613314,5.450259322791129,3.6176406520994697,4.6818446728764685e-4,FP,124,16,0.8020604464447266,954.8068156596761
(Intercept),99.48558376586817,1.72611205008033,57.63564640038189,9.475633218489593e-81,HAB,128,16,0.8379886937540195,525.9335236543569
pred_status,0.014871297011421813,0.016780716252728187,0.8862134838257609,0.37754712894595255,HAB,128,16,0.8379886937540195,525.9335236543569
factor(rgn_name)Central Coast,-3.6325290721457666,0.6130127225279468,-5.925699318549073,4.077467786681643e-8,HAB,128,16,0.8379886937540195,525.9335236543569
factor(rgn_name)Haida Gwaii,-2.8161005723939283,0.6110435184729849,-4.608674320662861,1.1550795351389256e-5,HAB,128,16,0.8379886937540195,525.9335236543569
factor(rgn_name)North Coast,-0.455521843210097,0.6711403862699854,-0.6787281059656725,0.49881774376430055,HAB,128,16,0.8379886937540195,525.9335236543569
factor(rgn_name)North Vancouver Island,-1.1873422224107173,0.6106866106336458,-1.944274201752575,0.05456381163914677,HAB,128,16,0.8379886937540195,525.9335236543569
factor(rgn_name)Pacific Offshore,0.18006371181963196,0.6135485649895479,0.29347915078686465,0.7697407762594195,HAB,128,16,0.8379886937540195,525.9335236543569
factor(rgn_name)Strait of Georgia,-12.029378954681562,0.6229224881787051,-19.31119711194397,3.55724697111663e-36,HAB,128,16,0.8379886937540195,525.9335236543569
factor(rgn_name)West Vancouver Island,-0.0025612904844035628,0.6091826943669377,-0.004204470199313942,0.996653382426852,HAB,128,16,0.8379886937540195,525.9335236543569
factor(year)2002,-0.016514113137301514,0.8616408069792916,-0.019165890245142963,0.9847454902807125,HAB,128,16,0.8379886937540195,525.9335236543569
factor(year)2003,-0.03483240284060026,0.8623354919541378,-0.04039309893376484,0.9678571743588081,HAB,128,16,0.8379886937540195,525.9335236543569
factor(year)2004,-0.07777095832662748,0.865541328016803,-0.08985239157189925,0.9285773301027724,HAB,128,16,0.8379886937540195,525.9335236543569
factor(year)2005,-0.03311561370577633,0.8621012836701976,-0.03841267184383978,0.9694322974852503,HAB,128,16,0.8379886937540195,525.9335236543569
factor(year)2006,0.038622741593431896,0.8773999540290657,0.04401953911220793,0.9649732368736013,HAB,128,16,0.8379886937540195,525.9335236543569
factor(year)2007,-1.92718711036701,0.8774568737109995,-2.1963325698463345,0.030288958635290325,HAB,128,16,0.8379886937540195,525.9335236543569
factor(year)2008,-3.0598408949951743,0.8775136570919084,-3.486943901403799,7.171207095116619e-4,HAB,128,16,0.8379886937540195,525.9335236543569
factor(year)2009,-1.8242532004492291,0.8775424880698791,-2.078820370808032,0.04009445503438488,HAB,128,16,0.8379886937540195,525.9335236543569
factor(year)2010,-1.0975290866948746,0.8775455429575465,-1.250680486617172,0.21385756011172935,HAB,128,16,0.8379886937540195,525.9335236543569
factor(year)2011,-1.0571895072540038,0.8785149004518042,-1.2033825569837353,0.23156044456898625,HAB,128,16,0.8379886937540195,525.9335236543569
factor(year)2012,-1.7480626549318035,0.8696957833976849,-2.009970254314167,0.04702376528885286,HAB,128,16,0.8379886937540195,525.9335236543569
factor(year)2013,-2.2464651681443306,0.865071910230274,-2.59685367375568,0.010770161482127288,HAB,128,16,0.8379886937540195,525.9335236543569
factor(year)2014,-0.4293948342410593,0.8678384825399755,-0.4947865793924158,0.6217944407942873,HAB,128,16,0.8379886937540195,525.9335236543569
factor(year)2015,-1.9187892964206212,0.8727386614325519,-2.1985840449316587,0.030123550279131675,HAB,128,16,0.8379886937540195,525.9335236543569
factor(year)2016,-1.9445878316724632,0.8778782830846158,-2.215099597679683,0.028934105562652777,HAB,128,16,0.8379886937540195,525.9335236543569
(Intercept),85.00556202884336,1.587342226717207,53.55213299191563,1.6927386303908488e-69,HS,112,16,0.9813597267245977,-50.607043263245316
pred_status,0.15414311946366513,0.016082858607487024,9.584311049772406,2.3165542112192924e-15,HS,112,16,0.9813597267245977,-50.607043263245316
factor(rgn_name)Central Coast,-0.2116168027702182,0.06543578790610813,-3.233961254869596,0.0017137231205040717,HS,112,16,0.9813597267245977,-50.607043263245316
factor(rgn_name)Haida Gwaii,-0.21266335152031576,0.06540822104022992,-3.2513244992478123,0.0016229385173186731,HS,112,16,0.9813597267245977,-50.607043263245316
factor(rgn_name)North Coast,-0.21437025382581337,0.06518249436155316,-3.2887703351263005,0.0014422519068195661,HS,112,16,0.9813597267245977,-50.607043263245316
factor(rgn_name)North Vancouver Island,-0.41079525763075697,0.0645714420115419,-6.361872134702039,8.402548542753995e-9,HS,112,16,0.9813597267245977,-50.607043263245316
