term,estimate,std.error,statistic,p.value,goal,n_obs,years,r_sq,fn
(Intercept),97.78351323812119,13.262681655257188,7.372831210146768,6.457185657314651e-11,AO,96,16,0.03115388673962949,TRUE
cwb_score,-43.00371042521693,21.356096067014185,-2.013650354927876,0.046905215541260314,AO,96,16,0.03115388673962949,TRUE
(Intercept),24.66197371851706,9.507554615018481,2.5939344781212306,0.01100619633310684,AO,96,16,0.19593591626258777,FALSE
cwb_score,60.860202541907036,12.384450555330199,4.914243249629927,3.7627859266283673e-6,AO,96,16,0.19593591626258777,FALSE
(Intercept),103.17317042909407,3.6247638208132344,28.46341872998132,5.381151690966658e-48,BD,96,16,0.08365326083025248,TRUE
cwb_score,-18.152675733647907,5.836738480927045,-3.1100717965977345,0.002476114408011009,BD,96,16,0.08365326083025248,TRUE
(Intercept),95.39190138318267,2.9739651975256844,32.075661632674105,2.01704648540031e-52,BD,96,16,0.0038308944280873725,FALSE
cwb_score,-4.52650842877713,3.8738588873157953,-1.1684753008423487,0.24556999337500637,BD,96,16,0.0038308944280873725,FALSE
(Intercept),96.81805035632952,3.5598505863592322,27.197223031584674,2.4515725082874545e-46,CW,96,16,0.06584215520645453,TRUE
cwb_score,-15.901983952608646,5.732212616018663,-2.7741441251098338,0.006676271477653213,CW,96,16,0.06584215520645453,TRUE
(Intercept),101.13524975820863,2.516858018529871,40.18313667819968,5.347445072100689e-61,CW,96,16,0.24588938624990953,FALSE
cwb_score,-18.53873736144128,3.278435407147954,-5.654751446687459,1.6709886902922847e-7,CW,96,16,0.24588938624990953,FALSE
(Intercept),53.36463016146549,15.763958029890642,3.3852304135978275,0.0010471281310998192,FP,94,16,-0.010817183549894471,TRUE
cwb_score,1.755968541742275,25.431352986419416,0.0690473897586172,0.9451017523086438,FP,94,16,-0.010817183549894471,TRUE
(Intercept),45.54791191164928,12.254095370290617,3.71695425368385,3.4609292045156023e-4,FP,94,16,-0.005047156611852621,FALSE
cwb_score,11.666457526464889,15.980375138930555,0.7300490398403524,0.46721508860444094,FP,94,16,-0.005047156611852621,FALSE
(Intercept),109.46324204579264,1.464070105496027,74.76639379144108,1.5345642600376042e-85,HS,96,16,0.33206385848333875,TRUE
cwb_score,-16.37220851085668,2.3575037563706362,-6.944722131031343,4.866144741620949e-10,HS,96,16,0.33206385848333875,TRUE
(Intercept),105.24784054882709,1.2773372481042955,82.39628234831959,1.8974110132671794e-89,HS,96,16,0.17892421170209094,FALSE
cwb_score,-7.7510764437172,1.6638473963263622,-4.658526052828485,1.0467892447084659e-5,HS,96,16,0.17892421170209094,FALSE
(Intercept),73.81318281875205,3.9709659504508843,18.588218519066103,3.0351310824146752e-33,Index,96,16,0.0025042736520635156,TRUE
cwb_score,7.115988919603875,6.3942068822149425,1.1128806200181793,0.2685975848295228,Index,96,16,0.0025042736520635156,TRUE
(Intercept),76.03187962212591,3.13709069700069,24.23643017233084,3.256167820649336e-42,Index,96,16,-0.005388149837993295,FALSE
cwb_score,2.8629766755840547,4.086344617281578,0.7006204673673941,0.48527052194470155,Index,96,16,-0.005388149837993295,FALSE
(Intercept),59.75391375800246,3.318959878325672,18.003807201232796,3.185994815549721e-32,LV,96,16,0.2698828142814824,TRUE
cwb_score,32.11758928501369,5.344320842986733,6.009667126770859,3.506760371065528e-8,LV,96,16,0.2698828142814824,TRUE
(Intercept),75.89805269828258,3.0481491999146293,24.899717080912012,3.609951560094849e-43,LV,96,16,0.005460805757948828,FALSE
cwb_score,4.897765174671325,3.970490265917726,1.2335416652984217,0.22044931712355512,LV,96,16,0.005460805757948828,FALSE
(Intercept),40.516461061071126,18.295458668472147,2.214563832219827,0.02920674314066175,SP,96,16,-0.003554699677883022,TRUE
cwb_score,23.99684706639072,29.460073239343828,0.8145549018643652,0.41738599469897386,SP,96,16,-0.003554699677883022,TRUE
(Intercept),110.60339630714073,13.265018791871862,8.337975093929979,6.20838365752999e-13,SP,96,16,0.14801670468865769,FALSE
cwb_score,-72.29213591761408,17.2788877892913,-4.183841969412961,6.440588807238193e-5,SP,96,16,0.14801670468865769,FALSE
(Intercept),68.63984661904539,12.56378533056202,5.463309409790345,1.6371239090988208e-6,TR,50,10,0.06733615527304382,TRUE
cwb_score,42.088617166846305,19.75820323013448,2.130184444233993,0.03830922827554422,TR,50,10,0.06733615527304382,TRUE
(Intercept),89.70094370233046,11.782192138056725,7.613264378247114,8.498445331420562e-10,TR,50,10,-0.015967284296698026,FALSE
cwb_score,7.135906100632329,14.882645221977162,0.4794783450253021,0.6337758535223599,TR,50,10,-0.015967284296698026,FALSE
