term,estimate,std.error,statistic,p.value,goal,n_obs,years,yr_lag,r_squared,aic,bic
(Intercept),-0.6164432012629294,0.6072712955670265,-1.0151034731311297,0.3124583530181095,AO,105,15,1,-0.009677032178458722,-239.1380742927613,-228.5222328921312
res_reg,-0.030978993737299152,0.06954335343149759,-0.4454630415229321,0.6569291856330668,AO,105,15,1,-0.009677032178458722,-239.1380742927613,-228.5222328921312
res_ecol,0.7243166412239872,0.7271405990556417,0.9961163524147572,0.32155086040049774,AO,105,15,1,-0.009677032178458722,-239.1380742927613,-228.5222328921312
(Intercept),-0.03079122422046151,0.1885038939933439,-0.16334529525182515,0.8705283878613356,FIS,120,15,1,-0.0167335342966608,-357.8808954734439,-346.7309285023157
res_reg,0.030989631543176882,0.17986814089939568,0.17229083142917503,0.8635065624341901,FIS,120,15,1,-0.0167335342966608,-357.8808954734439,-346.7309285023157
res_ecol,-0.011591991778967223,0.1710025734687874,-0.0677884054246884,0.9460697840351429,FIS,120,15,1,-0.0167335342966608,-357.8808954734439,-346.7309285023157
(Intercept),-0.07574410112753267,0.21957199603267408,-0.34496248381447214,0.7307419316976901,HAB,120,15,1,-0.015950581647821593,-364.2106731632429,-353.0607061921147
res_reg,0.05115651956376026,0.14190905092057365,0.3604880677582187,0.7191321682780285,HAB,120,15,1,-0.015950581647821593,-364.2106731632429,-353.0607061921147
res_ecol,0.030177660513573352,0.19203351415368292,0.15714788455843393,0.8753991680225846,HAB,120,15,1,-0.015950581647821593,-364.2106731632429,-353.0607061921147
(Intercept),-0.21447170787694225,0.3185408488731617,-0.6732942058628774,0.5020879483073454,ICO,120,15,1,-0.01342047332135965,-274.91374312561044,-263.76377615448223
res_reg,0.12518334374399995,0.20587247171673734,0.608062567569701,0.5443245333886142,ICO,120,15,1,-0.01342047332135965,-274.91374312561044,-263.76377615448223
res_ecol,0.14532135526839612,0.27858980068436323,0.5216320012843627,0.6029126386417787,ICO,120,15,1,-0.01342047332135965,-274.91374312561044,-263.76377615448223
(Intercept),-0.19855868970217472,0.11488986416020121,-1.7282524542400588,0.08658117456971866,SAL,120,15,1,0.01279758302220535,-507.29816935521296,-496.14820238408475
res_reg,0.10699211763653574,0.05773265506488432,1.8532339715935446,0.06636826172897706,SAL,120,15,1,0.01279758302220535,-507.29816935521296,-496.14820238408475
res_ecol,0.13850203349020032,0.1070988671944614,1.2932166055381296,0.19848373764146884,SAL,120,15,1,0.01279758302220535,-507.29816935521296,-496.14820238408475
(Intercept),-1.2163239034795446,0.9208678211788465,-1.3208452673723259,0.18972588733066736,AO,98,14,2,-0.0025452174720401732,-146.1960463371279,-135.85617642244563
res_reg,-0.07090848055944493,0.10917356676533971,-0.6495022802713529,0.5175811035700035,AO,98,14,2,-0.0025452174720401732,-146.1960463371279,-135.85617642244563
res_ecol,1.4358318429131913,1.101739514475762,1.3032407606769008,0.19564235429160068,AO,98,14,2,-0.0025452174720401732,-146.1960463371279,-135.85617642244563
(Intercept),-0.09179478156615767,0.30985207106355545,-0.29625356787539153,0.7676001530911535,FIS,112,14,2,-0.01600984090942692,-232.53031131853186,-221.65631583335147
res_reg,0.13629101719325187,0.2999446729790455,0.4543871902761658,0.650453745014362,FIS,112,14,2,-0.01600984090942692,-232.53031131853186,-221.65631583335147
res_ecol,-0.02774592974961113,0.2783080631300472,-0.09969502657436867,0.9207695778825618,FIS,112,14,2,-0.01600984090942692,-232.53031131853186,-221.65631583335147
(Intercept),-0.29290204164011563,0.28207667324251073,-1.0383773967310581,0.301392363307687,HAB,112,14,2,-0.0029359924867407017,-296.49148711186626,-285.6174916266859
res_reg,0.24218111126155964,0.18872529560652465,1.2832466918821819,0.20212731834271558,HAB,112,14,2,-0.0029359924867407017,-296.49148711186626,-285.6174916266859
res_ecol,0.13607508903194243,0.24294077278069087,0.5601163093145384,0.5765494633003974,HAB,112,14,2,-0.0029359924867407017,-296.49148711186626,-285.6174916266859
(Intercept),-0.45049490476419196,0.46495175232645314,-0.96890677905842,0.3347367322849608,ICO,112,14,2,-0.009185611207386257,-184.54643053679874,-173.67243505161835
res_reg,0.3022996536546244,0.3110790973670534,0.9717774553586613,0.33331282886211544,ICO,112,14,2,-0.009185611207386257,-184.54643053679874,-173.67243505161835
res_ecol,0.28401404803419583,0.40044338554295517,0.7092489432659886,0.47968434057106246,ICO,112,14,2,-0.009185611207386257,-184.54643053679874,-173.67243505161835
(Intercept),-0.3643706564823764,0.19849176037091074,-1.835696634467329,0.06912854714869911,SAL,112,14,2,0.018289332900602084,-362.93564799225896,-352.0616525070786
res_reg,0.2068792194264315,0.10344437175273635,1.9999079304279215,0.047997451699937424,SAL,112,14,2,0.018289332900602084,-362.93564799225896,-352.0616525070786
res_ecol,0.2454334276125705,0.18296496024233846,1.3414231188720074,0.18257133030898232,SAL,112,14,2,0.018289332900602084,-362.93564799225896,-352.0616525070786
(Intercept),-1.8866986922123887,1.1412888679370794,-1.6531298475053597,0.10186785585963469,AO,91,13,3,0.0069666859365316025,-101.22183734770273,-91.17839932163534
res_reg,-0.08320443964777778,0.14115647214271468,-0.5894482795210046,0.557070914059496,AO,91,13,3,0.0069666859365316025,-101.22183734770273,-91.17839932163534
res_ecol,2.2080539630258746,1.3639961709673578,1.6188124351257553,0.10906631708710497,AO,91,13,3,0.0069666859365316025,-101.22183734770273,-91.17839932163534
(Intercept),-0.12994468699722395,0.3844015238754338,-0.3380441515609933,0.7360315573509251,FIS,104,13,3,-0.01618711674370399,-181.5768139957459,-170.99925039918043
res_reg,0.200040390596184,0.37905893068694024,0.5277290004318477,0.5988449027162459,FIS,104,13,3,-0.01618711674370399,-181.5768139957459,-170.99925039918043
res_ecol,-0.049688245977242106,0.3406586015407181,-0.14585936110966802,0.8843231259098472,FIS,104,13,3,-0.01618711674370399,-181.5768139957459,-170.99925039918043
(Intercept),-0.387208993931793,0.3345224665735291,-1.1574977247355769,0.24979910635029628,HAB,104,13,3,4.419024097270796e-4,-253.20890995610642,-242.63134635954094
