term,estimate,std.error,statistic,p.value,adj_r_squared,aic,yrs,rgns,params,goal,lag,model_error
(Intercept),0.0961768239778629,0.10852420063481799,0.8862246707671794,0.3780570173596767,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
pressures,-0.006360869038002887,0.006636974222090231,-0.9583989367973788,0.3406450971770061,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(rgn_code)CC,0.09711031574412742,0.09720037586203836,0.9990734591598825,0.32066292952438397,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(rgn_code)HG,0.09304160748115516,0.09225226808117609,1.0085563142933731,0.3161186907734299,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(rgn_code)NC,0.10024761772180903,0.1164572576889147,0.860810392681532,0.3918223450866102,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(rgn_code)NV,0.10867642743074953,0.1086383413429918,1.0003505768523977,0.3200484069858212,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(rgn_code)SG,0.0886273654245607,0.07893145681547462,1.1228396003351757,0.2647431177027975,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(rgn_code)WV,0.10493405538307479,0.10863400337401273,0.9659411613673161,0.3368797332878294,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(year)2002,0.09051817277081577,0.03163753311499034,2.8611008463212606,0.0053403178643180145,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(year)2003,-0.08596553362606778,0.03158890677759084,-2.721383624679652,0.007919243612488623,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(year)2004,0.02311756727163213,0.031358371165739335,0.7372056140750475,0.46307623784724883,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(year)2005,-0.0828864425988021,0.03164423114825683,-2.6193223722349157,0.010472643905437552,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(year)2006,-0.10772361312035877,0.03259543618614649,-3.3048679730858392,0.0014044512822279957,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(year)2007,-0.0020486035643136856,0.032322469042928965,-0.06338016942928588,0.9496161685545261,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(year)2008,0.12197909070336799,0.03144558273836181,3.879053274931378,2.092127384848277e-4,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(year)2009,-0.05563271645400687,0.032474987429989714,-1.7130943183254834,0.09042837787872622,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(year)2010,-0.23722991785638337,0.035192641220836936,-6.740895528918806,1.943394988603691e-9,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(year)2011,0.1864411313961625,0.04031612187522471,4.624480796371819,1.3660719796041476e-5,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(year)2012,-7.907129054602969e-4,0.03887871470810121,-0.020337938416866826,0.983822604404484,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(year)2013,0.17959792414837183,0.04041180044499995,4.444195066062518,2.706993666870924e-5,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(year)2014,-0.2062997289597743,0.04039982186319425,-5.106451450661496,2.0551782483943736e-6,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
factor(year)2015,0.13808078170821175,0.03990161223034217,3.46053139184215,8.540262005681765e-4,0.8243197708550121,-276.48177624621945,14,6,41,AO,1,NA
(Intercept),-3.460426029192779e-4,3.631951152189684e-4,-0.9527732847140596,0.34347143972655525,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
pressures,6.174640741490746e-5,8.139640951193316e-5,0.7585888343865476,0.45024734562928304,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(rgn_code)CC,-0.0012562512409920981,0.001673058445692333,-0.7508711032938513,0.4548538096618122,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(rgn_code)HG,-0.0015692643623140675,0.002082313798992695,-0.7536156957098341,0.45321256172282764,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(rgn_code)NC,-8.877898458115393e-4,0.0011942817795072035,-0.7433671525809161,0.45935848033611715,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(rgn_code)NV,-0.0017554984285492426,0.002136393113562454,-0.8217113308430085,0.4135953870534004,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(rgn_code)SG,-0.0029343322643702163,0.0011880077657882744,-2.4699605077271607,0.015561439131821966,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(rgn_code)WV,-0.0016889288998841586,0.002239098510532276,-0.7542896803958252,0.4528100444968586,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(year)2002,-2.921153705144649e-5,3.5022817056530473e-4,-0.08340715997886756,0.9337286298973705,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(year)2003,1.8579667057142354e-5,3.541581405889298e-4,0.05246149933542743,0.9582870309269153,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(year)2004,4.09191485635599e-5,3.5369024212891206e-4,0.11569204826591116,0.9081760578163982,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(year)2005,1.244804170360741e-5,3.5353209220966426e-4,0.035210499917571914,0.9719964327937164,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(year)2006,4.254240850093081e-5,3.54841637125302e-4,0.1198912530265105,0.90485902494256365,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(year)2007,-3.5720028002398427e-6,3.5752867446202385e-4,-0.00999081487831616,0.9920525907553689,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(year)2008,8.273725715595429e-5,3.6997034624499856e-4,0.22363213159025655,0.8235930774836842,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(year)2009,8.682511817892819e-5,3.863544055961267e-4,0.22472920438156024,0.8227422801968406,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(year)2010,6.302856687674444e-4,3.911465301320331e-4,1.611379931082832,0.11089345110861563,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(year)2011,6.37342401043434e-4,3.9545897420696353e-4,1.6116523902929074,0.11083402766028758,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(year)2012,6.379598651175828e-4,3.9584447892781485e-4,1.6116427008040184,0.1108361405021029,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(year)2013,6.405179305676291e-4,3.9745534493356284e-4,1.6115469039036214,0.11085703124089735,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(year)2014,6.314323877622926e-4,3.918355041741842e-4,1.6114731335871988,0.11087312072873187,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
factor(year)2015,6.133495113050697e-4,3.8152388713856344e-4,1.6076306935987754,0.11171376483155876,0.537382010932977,-1221.18574771577,14,6,41,CPP,1,NA
(Intercept),-3.433973633199903e-5,8.779863566779839e-5,-0.3911192477059606,0.6967113130750183,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
pressures,-8.434583110421865e-6,1.9676734085744946e-5,-0.4286576763027155,0.6692828191129769,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(rgn_code)CC,1.6786248745743066e-4,4.044444508448679e-4,0.4150446052771222,0.6791801579301497,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(rgn_code)HG,2.142702920249463e-4,5.033776692551742e-4,0.4256650723938402,0.6714536477886535,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(rgn_code)NC,1.1799783333612331e-4,2.8870517925447747e-4,0.40871394701275804,0.6838022290027195,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(rgn_code)NV,1.9783247122150789e-4,5.164507802032991e-4,0.38306161749553713,0.702653398001337,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(rgn_code)SG,-3.820267925960379e-4,2.8718850179489515e-4,-1.3302301109146581,0.1870860793027525,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(rgn_code)WV,1.324271311342876e-4,5.412787400293377e-4,0.24465607337009018,0.8073265715663892,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(year)2002,-3.420485888360981e-6,8.466401187561127e-5,-0.04040070642277587,0.9678706911848066,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(year)2003,-1.3730168759860082e-5,8.561404118996918e-5,-0.16037286137906026,0.8729770394890171,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(year)2004,-6.151800188392559e-6,8.550093161140051e-5,-0.07195009542530284,0.9428147181495946,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(year)2005,-1.931239915162159e-5,8.546270051588437e-5,-0.22597459517479354,0.8217767170970145,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(year)2006,-7.284151770235927e-6,8.577926935759189e-5,-0.08491739116907324,0.9325315619855743,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(year)2007,-8.635642026951852e-6,8.642883264263326e-5,-0.09991621734217544,0.9206517848763109,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(year)2008,-2.0548740355959523e-5,8.943647719014637e-5,-0.22975793548164788,0.8188451494653769,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(year)2009,-1.8084806530058717e-5,9.339715286405246e-5,-0.19363338148415188,0.8469360486144433,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(year)2010,1.284001039278989e-4,9.45555990506128e-5,1.3579323193666208,0.178165313696815,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(year)2011,1.2743615157242215e-4,9.559808748260699e-5,1.3330408058174568,0.1861659390397687,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(year)2012,1.2735180574131787e-4,9.569127923303524e-5,1.3308611480799657,0.186879198859859,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(year)2013,1.2700237301245746e-4,9.608068930938784e-5,1.3218303690921618,0.18985628947221694,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(year)2014,1.2824346167013395e-4,9.472215134819788e-5,1.3538909309472078,0.1794462816817636,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
factor(year)2015,1.307135895810432e-4,9.222942534688449e-5,1.4172655753780936,0.1601482506413148,0.548902416258322,-1519.3635372590772,14,6,41,CSS,1,NA
(Intercept),-0.022725043930458735,0.00978666681364943,-2.3220412386742537,0.02268110079617346,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
pressures,7.391607091704219e-4,3.167055826704586e-4,2.3339048934275977,0.022018684611530854,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(rgn_code)CC,-0.0045134504614038175,0.0022143302840585844,-2.038291439130408,0.044704653475216925,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(rgn_code)HG,5.066484593162685e-4,0.0010795970545475206,0.4692940363093287,0.6400899465864525,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(rgn_code)NC,6.505992256736659e-4,0.0011087822624638985,0.5867691499933687,0.5589513811005866,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(rgn_code)NV,6.178318905175128e-4,0.0010909485378502294,0.5663254214859507,0.572700728916502,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(rgn_code)SG,-0.0035654871496711804,0.002018361861129456,-1.7665252293639593,0.08098431073224141,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(rgn_code)WV,-0.0015256020529379217,0.0012698329133043968,-1.2014195229575164,0.23300553567617602,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(year)2002,0.0019334341822848094,0.0015526279503143604,1.2452656039673555,0.21653832589699698,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(year)2003,7.286444422631503e-4,0.0015606810274182504,0.4668759531654634,0.6418118770418801,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(year)2004,-2.359935088102604e-4,0.0015661565309320622,-0.15068321981188834,0.8805912159174326,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(year)2005,0.001552514334075829,0.001565976348707174,0.9914034368127852,0.32437009179114407,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(year)2006,-0.002208737581510457,0.0015799879020095102,-1.3979458821812942,0.1658541705124878,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(year)2007,0.002624663606148612,0.0015580505622035798,1.6845817907452898,0.09582626962464759,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(year)2008,2.2127269571880289e-4,0.0015683439248617074,0.14108684467172222,0.8881431995728445,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(year)2009,-8.049184123054344e-4,0.0015648620522498513,-0.5143702035257216,0.6083601039955717,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(year)2010,-0.0019328823990297957,0.0015563216751016055,-1.2419555866582699,0.21775090784440546,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(year)2011,0.003747996669201379,0.0015523062927501863,2.4144698032249403,0.017956392359186706,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(year)2012,-6.383495618477607e-4,0.0015599442592921717,-0.4092130587649416,0.6834373817674233,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(year)2013,3.0756726970818175e-4,0.0015562888586877158,0.1976286522847222,0.8438188162275168,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(year)2014,3.3179231296393913e-4,0.0015570767218543208,0.2130866824396476,0.8317818654857723,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
factor(year)2015,3.2851006447782245e-4,0.0015569700355310353,0.21099318354304591,0.8334097610563478,0.15166606912112957,-907.4667768642992,14,6,41,CW,1,NA
(Intercept),-0.8324302253111332,0.2694992527909126,-3.08880346305436,0.002988572043750038,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
pressures,-0.0091796490871189,0.023553890239178813,-0.3897296367565539,0.6980509169267137,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(rgn_code)CC,0.8677746520604416,0.3813474497870514,2.2755485910421496,0.02628413434549453,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(rgn_code)HG,0.9181162311051136,0.4059168921801664,2.2618330224542795,0.027167323466586093,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(rgn_code)NC,0.8821072596075435,0.2815233529352337,3.13333601070913,0.002622978383640448,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(rgn_code)NV,0.821968228564259,0.3626270040882612,2.266704407827821,0.026850680593140965,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(rgn_code)PO,-0.18359766194471136,0.1625204630321329,-1.1296895081354226,0.2628900338350337,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(rgn_code)WV,0.7592567116364253,0.2649646700997856,2.8655016963223416,0.005652131975463576,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(year)2002,0.10843039503172407,0.14888875112414152,0.728264521080684,0.4691500251427233,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(year)2003,0.27691071408017204,0.15088805899664925,1.835206284191921,0.07119646188396528,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(year)2004,0.39871735824914234,0.15152193213699014,2.631416803005549,0.010678103341310034,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(year)2005,0.5102025333129244,0.15031631380184726,3.394192688795529,0.001195188404897952,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
factor(year)2006,0.3580747248226702,0.15013940616067523,2.3849483222244006,0.020102732445044492,0.5977606915749093,15.28474625315146,14,6,41,FIS,1,NA
