term,estimate,std.error,statistic,p.value,adj_r_squared,aicc,yrs,rgns,params,goal,model,lag,model_error
factor(rgn_code)NC,-0.38828983718749854,0.09088071912963432,-4.272521618514408,5.902178858287279e-5,0.3901405006651828,14.938617027717143,12,6,37,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)NV,-0.2985417222673805,0.08827956490689834,-3.381776094866683,0.0011744075882887694,0.3901405006651828,14.938617027717143,12,6,37,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)SG,-0.28272923900972247,0.08911947315617623,-3.1724743088893423,0.002233631202014268,0.3901405006651828,14.938617027717143,12,6,37,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)WV,-0.2995251948697401,0.09043031908632382,-3.312220922098224,0.001458131166655758,0.3901405006651828,14.938617027717143,12,6,37,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),3,NA
(Intercept),0.13611351114194423,0.20255010902788975,0.6719991995817802,0.5042072743756754,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
res_soc,-0.40648623613135954,0.312974294223358,-1.2987847361076421,0.1990710485860951,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2002,0.039991931823936386,0.03287609577616731,1.2164440721981202,0.22865995193942318,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2003,0.06493919808745983,0.03289466868482555,1.9741557122725044,0.05305145353876415,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2004,0.028249512287718135,0.032925130862322585,0.8579924072540307,0.3943687807192614,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2005,-0.04062937500948153,0.03296845459226015,-1.232371232196607,0.22269897180895484,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2006,-0.10189994397795844,0.03302318364417228,-3.0857092724898765,0.003090032193319601,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2007,-0.10653055772171402,0.032945414248081756,-3.233547373832665,0.002003922145394424,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2008,-0.07826333565386172,0.032894266682798316,-2.3792394099725787,0.020601848902367915,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2009,-0.025549366087170466,0.03287142887062823,-0.777251460157843,0.4401158246801006,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2010,-0.003259442678061535,0.032876502966082195,-0.09914201280544388,0.9213616027905478,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2011,0.04809817660589793,0.03290953145321451,1.461527237915137,0.14917668809136103,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2012,0.10768191233746145,0.032909531453214506,3.272058506531651,0.0017867657021223642,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2013,0.15462445464201402,0.032909531453214506,4.6984702550941595,1.6132129933260278e-5,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)HG,0.021202291273702233,0.031323610777861575,0.6768789021183748,0.5011281246774957,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)NC,0.09398029245788274,0.048532003142873946,1.9364601988756374,0.057605635145617076,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)NV,0.17830251209986103,0.04956515599051795,3.597335840806617,6.584589588950114e-4,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)SG,0.2145872973819125,0.062212270805643365,3.4492760769382973,0.0010438534866696989,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)WV,0.16551977922925337,0.06584473143762418,2.5137892678027405,0.014693232970664466,0.7252639605997379,-192.7625855156075,12,5,35,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),3,NA
(Intercept),0.8767544233584501,0.42602215697751333,2.058001934872903,0.04409319813258935,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
res_reg,-0.16532593835464324,0.08422258722602402,-1.9629643757079813,0.054452050901806805,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
res_soc,-1.5391286891425664,0.6529705170948833,-2.357118198828134,0.021813988503591435,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2002,0.04228436040109319,0.03213010327132984,1.3160356206767672,0.19333987305326011,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2003,0.06995308137764672,0.03222838866500744,2.17054231611646,0.03407267161088556,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2004,0.035762481578005316,0.0323837319127806,1.1043347837218,0.27400841559290995,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2005,-0.030794488690521416,0.03258654330040944,-0.9450062992761337,0.3485759367199799,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2006,-0.09109799202098416,0.03271860632723244,-2.784287053973972,0.007232269257440046,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2007,-0.09733192538877675,0.03251601640991261,-2.9933533112347916,0.0040498525698130765,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2008,-0.04856271303117188,0.035511287527034315,-1.3675289298987447,0.1767356664613263,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2009,6.833305442303011e-4,0.03477468340946165,0.019650230490506133,0.9843898378653961,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2010,0.03202560170818386,0.0367983663142716,0.8702995517429613,0.38772451041057554,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2011,0.08052700097276622,0.03613861088944971,2.2282815800281695,0.02975315844007173,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2012,0.14254653886275498,0.03672245173393347,3.881727175940012,2.679591639472055e-4,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(year)2013,0.18949459203191932,0.036723809655064714,5.159992762509742,3.138690318553687e-6,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)HG,0.13643093191294356,0.06619483094738972,2.061051141914329,0.04379121050625466,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)NC,0.23418634969333893,0.08572241397433203,2.7319150130730296,0.008330037148992551,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)NV,0.33322914741500465,0.09258784230705687,3.5990594349297904,6.620553902299522e-4,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)SG,0.4156801789105462,0.11910707318474122,3.489970560067451,9.297371453549345e-4,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
factor(rgn_code)WV,0.4372526901512972,0.1526380192684722,2.8646381304399755,0.0058045052514940874,0.7379372661716914,-194.01648872056262,12,5,36,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),3,NA
(Intercept),0.2166975600347264,0.09990048941376514,2.169134118424729,0.033375440798619135,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(year)2002,0.1338983923691672,0.1168631233566714,1.1457711254259688,0.2556838454955533,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(year)2003,0.20097608369390182,0.11686312335667116,1.7197562235309625,0.08977290003821109,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(year)2004,0.12037091178065995,0.11686312335667122,1.0300162131837158,0.3064501331712215,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(year)2005,-0.03164098796834118,0.11686312335667129,-0.27075254416888656,0.7873560294472834,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(year)2006,-0.1260242447488761,0.11686312335667133,-1.0783918924042843,0.28445853625238426,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(year)2007,-0.1310231825338695,0.11686312335667133,-1.121167899423508,0.2659419303269123,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(year)2008,-0.09731299242899472,0.11686312335667146,-0.8327091526724913,0.4077624504808621,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(year)2009,-0.012475380214110996,0.11686312335667146,-0.106752069051206,0.9152825644410085,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(year)2010,0.018617057002404055,0.11686312335667147,0.15930651575676244,0.8738734271368556,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(year)2011,0.19010864986151835,0.11686312335667133,1.6267633826737498,0.10815639209285018,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(year)2012,0.2651890710102776,0.11686312335667136,2.2692279941971853,0.02625160551494596,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(year)2013,0.3745014514381913,0.1168631233566714,3.2046161413570675,0.002016523566882631,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(rgn_code)CC,-0.4049290512597686,0.08575408813073328,-4.7219795590671865,1.121123316901733e-5,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(rgn_code)HG,-0.41225584012808586,0.08575408813073325,-4.807419087701059,8.126020220377498e-6,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(rgn_code)NC,-0.3669125330655713,0.0857540881307333,-4.2786593743053745,5.6972524351827836e-5,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(rgn_code)NV,-0.28409743931447967,0.08575408813073325,-3.3129317273057506,0.0014465641990099327,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(rgn_code)SG,-0.2657574579490272,0.08575408813073325,-3.0990645897123463,0.0027690545558740984,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
factor(rgn_code)WV,-0.3198591517953134,0.08575408813073328,-3.7299580552670997,3.7897596496311054e-4,0.39409682089412945,12.227796406430436,12,6,36,CPP,intercept only,3,NA
(Intercept),0.33403575498559623,0.11695267225096176,2.8561618008078415,0.0057513026857309735,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
res_reg,-0.16316087768744394,0.17549481889098004,-0.9297190579102046,0.35595658980433875,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(year)2002,0.13569125858219042,0.12767237672707077,1.062808275843896,0.2918016073197781,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(year)2003,0.1274445853177798,0.12767291567848094,0.9982115990733998,0.3218784143258142,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(year)2004,-0.029721850495179766,0.1276736337517006,-0.23279552419556535,0.8166516786968963,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(year)2005,-0.1503913335994471,0.12767363375170068,-1.177935719225535,0.24311697163243398,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(year)2006,-0.19572594833420215,0.1276884857519877,-1.5328394504917628,0.13016852861722789,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(year)2007,-0.20980214117366391,0.1276728869278992,-1.6432787432162135,0.10515438160700687,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(year)2008,-0.11233800080144853,0.12946512930342421,-0.8677085590990663,0.38874615371881505,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(year)2009,-0.035036348104370084,0.12946596094401336,-0.27062208358783435,0.7875391884298839,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(year)2010,0.10555505275995031,0.13183207409699954,0.8006780859890356,0.4262349811974927,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(year)2011,0.28719784730151354,0.13197315233513282,2.176183884523747,0.03318164239803585,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(year)2012,0.3669750758478477,0.13267914713450432,2.765883590401922,0.007382368897085206,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(rgn_code)CC,-0.502721662859466,0.09960954442312266,-5.0469226194228805,3.862483581072665e-6,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(rgn_code)HG,-0.47004356076062376,0.09816939361481053,-4.788086627130899,1.0111702702562703e-5,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(rgn_code)NC,-0.4573975230507395,0.10379637198297761,-4.4066812193180676,4.015887620926981e-5,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(rgn_code)NV,-0.336053417419006,0.10040236327034964,-3.3470668067257314,0.0013612160257208735,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(rgn_code)SG,-0.32016330134711324,0.10136633894822812,-3.1584775051472813,0.0024063493403238163,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
factor(rgn_code)WV,-0.3310836343729161,0.10288473754387414,-3.218005335647854,0.0020145196882579318,0.41811754003776447,29.614656213330562,11,6,35,CPP,d_prs ~ 1 + res_reg + factor(year) + factor(rgn_code),4,NA
(Intercept),0.09443066948750269,0.2356757342950313,0.40068049334807376,0.690236317078571,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
res_soc,-0.38280938849477103,0.3635781764270481,-1.052894297057958,0.2970781215326211,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2002,0.03501015885952898,0.03524366982291989,0.9933743856821899,0.3249581120592052,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2003,0.03315164763178023,0.03526704936199698,0.940017615068862,0.35139457345113734,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2004,-0.042196106478805374,0.03530539011573041,-1.1951746274573747,0.2372414481207498,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2005,-0.10758012733764297,0.035359908259288364,-3.042432309178397,0.003618933730279933,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2006,-0.13168503082643793,0.035428761020720706,-3.7168963021151433,4.8040987483697706e-4,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2007,-0.1385775151023946,0.03533091607100806,-3.922273479235058,2.497075635805994e-4,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2008,-0.09094185552630617,0.03526654334701847,-2.578700572705679,0.012675685520051716,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2009,-0.03456391438158452,0.03523779477012427,-0.9808762042875881,0.3310280961453269,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2010,0.01022020862141588,0.03524418241741035,0.2899828544857144,0.772939983451903,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2011,0.09091500245090613,0.0352857569289611,2.576535417220619,0.012746408298231747,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2012,0.14164677144278914,0.03528575692896109,4.014276120757702,1.85290135104785e-4,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
factor(rgn_code)HG,0.03105419792816245,0.03632639789749781,0.8548658751079057,0.3964023478628599,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
factor(rgn_code)NC,0.11092332549274385,0.054839622432832025,2.022685798550192,0.0480693777531252,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
factor(rgn_code)NV,0.2228271423055236,0.05601962482499267,3.9776621675286767,2.087290628126438e-4,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
factor(rgn_code)SG,0.2591827842143101,0.07081150575567124,3.660178970188787,5.738422191372337e-4,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
factor(rgn_code)WV,0.19666251300199167,0.07496261287619957,2.6234746289697632,0.011290973307348625,0.7690107054454896,-166.44924614049964,11,5,33,CPP,d_prs ~ 1 + res_soc + factor(year) + factor(rgn_code),4,NA
(Intercept),0.7555717888053578,0.4806682021759312,1.5719196430822109,0.12192058029474112,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
res_reg,-0.14861281362486992,0.09456116890788371,-1.5716050820991896,0.12199359025604997,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
res_soc,-1.391348898452575,0.7351857538904907,-1.8925134105085268,0.06388979871397797,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2002,0.037051477511958184,0.034797808883686374,1.0647646705516667,0.2918093948629143,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2003,0.03761961991254976,0.03491256984747112,1.077537977780078,0.2861201301365099,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2004,-0.035501049528575294,0.03509397457714773,-1.0115995681974603,0.3163256694614675,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2005,-0.0988175643919994,0.03533095746980074,-2.796911588837185,0.0071740529864388605,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2006,-0.12207252861759069,0.035487244038318,-3.4398988122543592,0.0011419153499222403,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2007,-0.13037712405607718,0.03524798614733117,-3.698853134789625,5.15533174233164e-4,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2008,-0.06428245495160263,0.03871071638459562,-1.6605855162417744,0.10270230652451993,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2009,-0.010992414543630627,0.037864866828809775,-0.2903064361305759,0.7727146967650119,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2010,0.04195822230471976,0.04021267793467913,1.0434078121550638,0.30149546014063106,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2011,0.12011498280787217,0.03946259104779091,3.0437682782260223,0.0036319942014196222,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
factor(year)2012,0.17303631392049504,0.040137360096096836,4.311103508208104,7.092193622409024e-5,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
factor(rgn_code)HG,0.1312142298578679,0.07311828612632573,1.7945473944940447,0.07842980124444539,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
factor(rgn_code)NC,0.23353782542476895,0.09494523770564928,2.4597107876941293,0.017200842366593343,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
factor(rgn_code)NV,0.35897141640152624,0.10275877836231898,3.493340638362035,9.713801397068554e-4,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
factor(rgn_code)SG,0.43682230292476576,0.1328808353545659,3.2873235764901154,0.001799150467924476,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
factor(rgn_code)WV,0.43779129269572187,0.170325394739718,2.5703230769829166,0.013006501134879713,0.7751318761817709,-165.8735982069311,11,5,34,CPP,d_prs ~ 1 + res_reg + res_soc + factor(year) + factor(rgn_code),4,NA
(Intercept),0.298599543221565,0.11045386117189343,2.703387098046944,0.008719424189486595,0.41931324213509846,27.266002527652837,11,6,34,CPP,intercept only,4,NA
factor(year)2002,0.13568426597314565,0.12754113296125208,1.063847112087106,0.2912748318126491,0.41931324213509846,27.266002527652837,11,6,34,CPP,intercept only,4,NA
factor(year)2003,0.12709961660495556,0.1275411329612526,0.9965382434196254,0.3226283625015143,0.41931324213509846,27.266002527652837,11,6,34,CPP,intercept only,4,NA
factor(year)2004,-0.030248627043142767,0.12754113296125238,-0.2371676206791455,0.8132613876261037,0.41931324213509846,27.266002527652837,11,6,34,CPP,intercept only,4,NA
factor(year)2005,-0.1509181101474091,0.12754113296125222,-1.1832897093148682,0.24093908381719775,0.41931324213509846,27.266002527652837,11,6,34,CPP,intercept only,4,NA
factor(year)2006,-0.1938402747620716,0.12754113296125216,-1.5198255673403933,0.13333122433841643,0.41931324213509846,27.266002527652837,11,6,34,CPP,intercept only,4,NA
factor(year)2007,-0.2094664959395647,0.12754113296125255,-1.6423446387543175,0.10527524667195223,0.41931324213509846,27.266002527652837,11,6,34,CPP,intercept only,4,NA
factor(year)2008,-0.1322995687516669,0.12754113296125236,-1.0373090287026083,0.30337742494638337,0.41931324213509846,27.266002527652837,11,6,34,CPP,intercept only,4,NA
factor(year)2009,-0.055002577793950964,0.1275411329612524,-0.43125363964471763,0.6676893129019726,0.41931324213509846,27.266002527652837,11,6,34,CPP,intercept only,4,NA
factor(year)2010,0.07500900558717938,0.1275411329612524,0.5881161931497618,0.5584614423583252,0.41931324213509846,27.266002527652837,11,6,34,CPP,intercept only,4,NA
factor(year)2011,0.25612968532014274,0.12754113296125236,2.0082124046832504,0.04871618145143416,0.41931324213509846,27.266002527652837,11,6,34,CPP,intercept only,4,NA
factor(year)2012,0.3334082215681776,0.12754113296125236,2.614123097600746,0.011071148120709837,0.41931324213509846,27.266002527652837,11,6,34,CPP,intercept only,4,NA
factor(rgn_code)CC,-0.4838140364834531,0.09741114933589441,-4.966721363846752,5.086218392593667e-6,0.41931324213509846,27.266002527652837,11,6,34,CPP,intercept only,4,NA
factor(rgn_code)HG,-0.48059327117709727,0.09741114933589436,-4.933657743015735,5.756404247495245e-6,0.41931324213509846,27.266002527652837,11,6,34,CPP,intercept only,4,NA
factor(rgn_code)NC,-0.4243275324914561,0.09741114933589437,-4.356046873323345,4.725283017767318e-5,0.41931324213509846,27.266002527652837,11,6,34,CPP,intercept only,4,NA
