term,estimate,std.error,statistic,p.value,goal,n_obs,years,yr_lag,r_squared,aic,bic
(Intercept),0.04207468306466044,0.04422064966985118,0.9514713912795852,0.34359253100962583,AO,105,15,1,-0.0029989152690867993,-190.75042091380226,-182.78853986332967
pressures,-0.0013173557499054382,0.0015870082038779488,-0.8300875488144303,0.4084091295858464,AO,105,15,1,-0.0029989152690867993,-190.75042091380226,-182.78853986332967
(Intercept),-5.22781673135022e-4,2.2237271386424206e-4,-2.3509254532648227,0.020630829371205278,CPP,105,15,1,7.038778017475211e-4,-1157.6517684402806,-1149.689887389808
pressures,1.0714682474682165e-5,1.0342555850391247e-5,1.0359801416278396,0.30263752489644713,CPP,105,15,1,7.038778017475211e-4,-1157.6517684402806,-1149.689887389808
(Intercept),-1.0937759315811602e-4,5.468091434309834e-5,-2.0002882993473814,0.04810121711264279,CSS,105,15,1,-0.008219732404385782,-1452.2481961527744,-1444.2863151023018
pressures,9.919078046066847e-7,2.5432095544294844e-6,0.3900220502392688,0.6973256095966016,CSS,105,15,1,-0.008219732404385782,-1452.2481961527744,-1444.2863151023018
(Intercept),-0.004066348386500497,0.003295333288230263,-1.2339718112956952,0.22002161902273806,CW,105,15,1,0.005577762703023348,-908.1153033517779,-900.1534223013053
pressures,1.298094524927882e-4,1.0316184036193608e-4,1.2583088091232266,0.2111249823823594,CW,105,15,1,0.005577762703023348,-908.1153033517779,-900.1534223013053
(Intercept),0.5433226985646923,0.2555799299715498,2.125842583277853,0.03590667200405399,FIS,105,15,1,0.020630363678899033,261.00016674264884,268.9620477931214
pressures,-0.023976995264643048,0.013422954098383894,-1.786268141044291,0.07699817090338822,FIS,105,15,1,0.020630363678899033,261.00016674264884,268.9620477931214
(Intercept),5.292629764962038e-4,0.006506729549625247,0.08134085986817856,0.9353086857534597,HAB,120,15,1,-0.007938175802477465,-563.7772580263489,-555.4147827980028
pressures,-8.442608646331632e-5,3.3690544300548535e-4,-0.25059282423627016,0.8025647367876624,HAB,120,15,1,-0.007938175802477465,-563.7772580263489,-555.4147827980028
(Intercept),7.032011369169549e-4,7.249807382723813e-4,0.9699583724012766,0.33405121908278723,ICO,120,15,1,-0.006230067297524844,-1126.9585467186134,-1118.5960714902674
