year,sum_sm,area_sm_km2,cp_score_sm,cp_loss_sm,cp_trend_sm
1990.0,452.86507936507934,0.6264,1.0,NA,NA
2e3,329.6537698412698,0.4725,0.7279293212526945,-0.2720706787473055,-0.02720706787473055
2010.0,319.2162698412698,0.4581,0.704881617917667,-0.03166200709618986,-0.003166200709618986
