sponge_trawl_bin_prs,sponge_trawl_hrs_prs,n_cells_prs,a_prs_km2,a_tot_km2
0.0,0.0,205,0.1845,0.7101
0.8,3396.0,293,0.2637,0.7101
1.0,10720.5,291,0.26189999999999997,0.7101
