term,estimate,std.error,statistic,p.value,goal,n_obs,years,yr_lag,r_squared,aic,bic
(Intercept),0.06605852386963662,0.06479581648667092,1.0194874831652974,0.3105076162914071,AO,105,15,1,0.9556239120662673,-92.0706072403657,-81.53169128744716
pressures,-0.002232055120165115,0.002331077365888091,-0.9575208239880744,0.3406849169240599,AO,105,15,1,0.9556239120662673,-92.0706072403657,-81.53169128744716
(Intercept),9.524828909323201e-5,6.928676224690534e-4,0.13746967819597636,0.8909445079039139,CPP,105,15,1,0.7703943421223797,-1179.2881305967294,-1168.7492146438108
pressures,-2.096678314752486e-5,3.117471872352712e-5,-0.6725572517099095,0.5028280159292635,CPP,105,15,1,0.7703943421223797,-1179.2881305967294,-1168.7492146438108
(Intercept),1.9988191851798168e-4,1.944534893029423e-4,1.0279163373951203,0.30654562407977926,CSS,105,15,1,0.7480235991198108,-1467.6874476016383,-1457.1485316487197
pressures,-1.486136013758452e-5,8.621227874126553e-6,-1.723810152633296,0.08792796867416215,CSS,105,15,1,0.7480235991198108,-1467.6874476016383,-1457.1485316487197
(Intercept),-0.0040663484391520194,0.003295333317065408,-1.233971816475677,0.22019483784090013,CW,105,15,1,0.9913307253327297,-875.2348752391623,-864.6959592862438
pressures,1.2980945414825854e-4,1.0316184126377342e-4,1.2583088141704464,0.21130046594147045,CW,105,15,1,0.9913307253327297,-875.2348752391623,-864.6959592862438
(Intercept),-1.0374974618136914,0.1822036955826931,-5.694162560730408,2.1544244107327422e-7,FIS,85,15,1,0.8847512284539873,41.54154984900882,51.21691228019521
pressures,0.046232493225132204,0.009276783326169127,4.98367716476828,3.745844147264204e-6,FIS,85,15,1,0.8847512284539873,41.54154984900882,51.21691228019521
(Intercept),6.563408398221436e-4,0.0073274058515403195,0.089573425182143,0.9287876267710131,HAB,120,15,1,0.9198925083072584,-537.293557833987,-526.2108193361244
pressures,-8.913582723275394e-5,3.7452750719473113e-4,-0.2379954089364358,0.8123234265048102,HAB,120,15,1,0.9198925083072584,-537.293557833987,-526.2108193361244
(Intercept),0.18648094775847654,0.5181940931379265,0.3598669885047133,0.7198606663309927,LSP,90,15,1,0.9868035522452178,130.08844484570892,139.99779210362175
pressures,-0.0029585609049629933,0.021540628407225263,-0.13734793846453516,0.8910884176169541,LSP,90,15,1,0.9868035522452178,130.08844484570892,139.99779210362175
(Intercept),0.07091718458404227,0.14461026917609518,0.4904021338739423,0.6251433102430815,LVF,90,15,1,0.9996656288493849,-441.5692648068052,-431.6599175488924
pressures,-6.666101728756249e-4,0.0014560793453092683,-0.45781170856045506,0.6482839853286191,LVF,90,15,1,0.9996656288493849,-441.5692648068052,-431.6599175488924
(Intercept),0.008716022913594246,0.0040350556014669536,2.160075045911515,0.03365092805803213,LVN,90,15,1,0.9256812636951733,-530.3230073569936,-520.4136600990807
pressures,-1.1080246746061304e-4,5.618526907155507e-5,-1.9720910710510247,0.05192956437377049,LVN,90,15,1,0.9256812636951733,-530.3230073569936,-520.4136600990807
(Intercept),2.6027963621230668,7.080979527908921,0.3675757502001558,0.718686895822577,MAR,20,4,1,0.9934531119036928,97.14019468363112,100.70168171521578
pressures,-0.0694344158528883,0.24511651154006583,-0.28327106736560587,0.7811146821518429,MAR,20,4,1,0.9934531119036928,97.14019468363112,100.70168171521578
(Intercept),0.11513517583926465,0.16437942679612993,0.7004232712288259,0.48562181249963066,SAL,91,13,1,0.9409368332723989,101.26616396607497,111.22070944500354
pressures,-0.0023879056253043435,0.007320251443591674,-0.32620541025196265,0.7450900218829424,SAL,91,13,1,0.9409368332723989,101.26616396607497,111.22070944500354
(Intercept),2.0997298662354054e-4,3.685069789661304e-4,0.5697937857585033,0.5699689781061396,SPP,120,15,1,0.952132801858883,-1304.007341805033,-1292.9246033071704
pressures,-1.1543338909752965e-5,1.7176594952295234e-5,-0.672038837837908,0.5029553840426616,SPP,120,15,1,0.952132801858883,-1304.007341805033,-1292.9246033071704
(Intercept),-0.09493617943372532,0.18055798363141043,-0.5257933076364391,0.6020089833692384,TR,45,9,1,0.99554690635217,-77.70485530454894,-70.6600548417747
pressures,0.0037785357997026287,0.0073747583822854354,0.5123606230651399,0.6112882714396142,TR,45,9,1,0.99554690635217,-77.70485530454894,-70.6600548417747
(Intercept),0.07030816348789372,0.07342406210767512,0.9575629768996983,0.34084841481495887,AO,98,14,2,0.9567196054378503,-69.56995090476964,-59.3125581388983
pressures,-0.002865002370912533,0.002626615941363366,-1.0907580075926253,0.2782910241560215,AO,98,14,2,0.9567196054378503,-69.56995090476964,-59.3125581388983
(Intercept),7.935073275968215e-4,0.0014784827003632166,0.5367038298127409,0.5927964785966202,CPP,98,14,2,0.7586435446111562,-972.1913013147289,-961.9339085488575
pressures,-7.31487653783059e-5,6.589555858838059e-5,-1.1100712543501265,0.2699254574455666,CPP,98,14,2,0.7586435446111562,-972.1913013147289,-961.9339085488575
(Intercept),8.072263613925812e-4,4.621569841907522e-4,1.746649707795834,0.08410978290443251,CSS,98,14,2,0.6965129655670573,-1241.4018790161049,-1231.1444862502335
pressures,-5.063831848885224e-5,1.9736727108967005e-5,-2.565689752372656,0.011950707958793402,CSS,98,14,2,0.6965129655670573,-1241.4018790161049,-1231.1444862502335
(Intercept),-0.006324683385111847,0.0037312720615532194,-1.6950475014354933,0.09352379837992555,CW,98,14,2,0.9913418045206487,-797.4596235833673,-787.2022308174959
pressures,2.0288544718372048e-4,1.1682353892191027e-4,1.7366829412635545,0.08586469668094968,CW,98,14,2,0.9913418045206487,-797.4596235833673,-787.2022308174959
(Intercept),0.41631478307729786,0.39076238077559333,1.065391152165128,0.2903086633305646,FIS,79,14,2,0.9412354515807528,211.97658946080492,221.35181114821967
pressures,-0.017372524666810978,0.018979017289892156,-0.9153542779089641,0.3631041166627572,FIS,79,14,2,0.9412354515807528,211.97658946080492,221.35181114821967
(Intercept),2.158231740243819e-4,0.008803020453237075,0.024516945651877783,0.9804877028422591,HAB,112,14,2,0.9216466801015167,-469.25709871481916,-458.4551772516495
pressures,-1.3741161107157197e-4,4.484007833214171e-4,-0.30644819586114386,0.7598820263177095,HAB,112,14,2,0.9216466801015167,-469.25709871481916,-458.4551772516495
(Intercept),0.2799644582172417,1.046874685334415,0.2674288165902201,0.7898540239866925,LSP,84,14,2,0.9843646617460372,188.10205355341589,197.7289305424729
pressures,-7.938217615507515e-4,0.043462837047721394,-0.018264379766078084,0.9854751878630558,LSP,84,14,2,0.9843646617460372,188.10205355341589,197.7289305424729
(Intercept),0.1434951071910506,0.3053508976657521,0.4699351083884005,0.6397296036646416,LVF,84,14,2,0.9996610074790409,-303.74200686426474,-294.11512987520774
pressures,-0.0013408929476180363,0.003073974912708275,-0.4362081622965051,0.6639063150882851,LVF,84,14,2,0.9996610074790409,-303.74200686426474,-294.11512987520774
(Intercept),0.01651191719554161,0.007836707921536802,2.1069966318591056,0.038373981367995864,LVN,84,14,2,0.9273263704596465,-391.3924763600911,-381.7655993710341
pressures,-2.0373979839530493e-4,1.092409987387464e-4,-1.865048843818754,0.06598441879607073,LVN,84,14,2,0.9273263704596465,-391.3924763600911,-381.7655993710341
(Intercept),6.52539358809529,5.73802130470749,1.137220174268408,0.28481631583015155,MAR,15,3,2,0.9938091004148694,56.54924309774976,58.809040527595904
pressures,-0.21038364659524966,0.19542095698104725,-1.0765664534927724,0.30968412378958654,MAR,15,3,2,0.9938091004148694,56.54924309774976,58.809040527595904
(Intercept),0.06672896254578826,0.12684264345932894,0.52607672566509045,0.6003667301150732,SAL,84,12,2,0.9419460845997801,44.244331914215564,53.871208903272574
pressures,-0.0021939304299343878,0.005634406314226992,-0.3893809405251212,0.6980833163695257,SAL,84,12,2,0.9419460845997801,44.244331914215564,53.871208903272574
(Intercept),4.270522031045599e-4,5.755426708358275e-4,0.7419992030901489,0.4597764793269822,SPP,112,14,2,0.95321556069624,-1126.373296616112,-1115.5713751529422
pressures,-1.9006374614022187e-5,2.676483672074046e-5,-0.7101248108602833,0.4792314295024075,SPP,112,14,2,0.95321556069624,-1126.373296616112,-1115.5713751529422
(Intercept),-0.0831976608886112,0.2817216054594757,-0.29531870923750925,0.7695464149800592,TR,40,8,2,0.9958416812939624,-40.315888433589606,-33.76554379468406
pressures,0.0033720825706922922,0.01152807853165647,0.29251037468494395,0.7716741141905451,TR,40,8,2,0.9958416812939624,-40.315888433589606,-33.76554379468406
(Intercept),0.977028539063977,0.2254976744152868,4.332765477947399,4.101083671872144e-5,AO,91,13,3,0.8674992544289015,-31.626198729579855,-21.671653250651296
pressures,-0.03594879773836137,0.007624331900649963,-4.71500955189225,9.639151339619066e-6,AO,91,13,3,0.8674992544289015,-31.626198729579855,-21.671653250651296
(Intercept),0.001795671763192391,0.0023398993688702363,0.7674140978376295,0.44501295993164536,CPP,91,13,3,0.7507491733642317,-834.2749376328218,-824.3203921538932
pressures,-1.4079409504094614e-4,1.0341275625993538e-4,-1.3614770569217793,0.1770474799195787,CPP,91,13,3,0.7507491733642317,-834.2749376328218,-824.3203921538932
