term,estimate,std.error,statistic,p.value,goal,n_obs,years,yr_lag,r_squared,aic,bic
(Intercept),-0.08296812787918127,0.10426540774841281,-0.7957397344992809,0.4284532557495939,AO,90,15,1,0.9940217480550168,-191.78930416550713,-181.8799569075943
res_soc,0.10500936296134655,0.16807954724249125,0.6247599109119907,0.5338424050455406,AO,90,15,1,0.9940217480550168,-191.78930416550713,-181.8799569075943
(Intercept),-0.11675482151702307,0.061482364755422174,-1.8989969234507424,0.061039214754726644,CPP,90,15,1,0.9899212356996163,-289.1139940750119,-279.20464681709905
res_soc,0.12968641537112727,0.08003118454184868,1.6204485303264957,0.1089293022309752,CPP,90,15,1,0.9899212356996163,-289.1139940750119,-279.20464681709905
(Intercept),-0.11675482151702307,0.061482364755422174,-1.8989969234507424,0.061039214754726644,CSS,90,15,1,0.9899212356996163,-289.1139940750119,-279.20464681709905
res_soc,0.12968641537112727,0.08003118454184868,1.6204485303264957,0.1089293022309752,CSS,90,15,1,0.9899212356996163,-289.1139940750119,-279.20464681709905
(Intercept),-0.01291287827727159,0.021576444786584173,-0.5984710829330222,0.551155410481392,CW,90,15,1,0.9906029746260505,-428.37013680138045,-418.4607895434676
res_soc,0.013799539643991065,0.02809558385253169,0.49116401055846326,0.624606699554972,CW,90,15,1,0.9906029746260505,-428.37013680138045,-418.4607895434676
(Intercept),-0.09263362558230565,0.057079705238980476,-1.6228819892196102,0.10840703908790329,FIS,90,15,1,0.990602974625829,-257.1491654774697,-247.23981821955687
res_soc,0.092736812280236,0.07432585213559058,1.2477060082817324,0.21564748939135656,FIS,90,15,1,0.990602974625829,-257.1491654774697,-247.23981821955687
(Intercept),-0.07865176617217001,0.05998941058459621,-1.3110941648819239,0.19344170925090143,HAB,90,15,1,0.9906029746304307,-248.39854575302832,-238.4891984951155
res_soc,0.077068282586561,0.07811470017503412,0.9866040887806216,0.32670416274675684,HAB,90,15,1,0.9906029746304307,-248.39854575302832,-238.4891984951155
(Intercept),0.03876637487067468,0.08999078973940298,0.43078158312572956,0.6677438455757394,ICO,90,15,1,0.9906029746322157,-177.0236336293197,-167.11428637140688
res_soc,-0.08102871643798008,0.11718074057589362,-0.6914849320780729,0.4911905218331073,ICO,90,15,1,0.9906029746322157,-177.0236336293197,-167.11428637140688
(Intercept),-0.021963590358626633,0.021456320234758616,-1.0236419907196508,0.3089786585595045,LSP,90,15,1,0.9906029745949186,-429.35273873562085,-419.443391477708
res_soc,0.022014470723941557,0.02793916468980968,0.7879430529993958,0.432974570466674,LSP,90,15,1,0.9906029745949186,-429.35273873562085,-419.443391477708
(Intercept),-0.03778233500783874,0.07648894795759989,-0.4939580948189092,0.6226404849208391,MAR,90,15,1,0.9906029746321403,-205.6343818880655,-195.72503463015266
res_soc,0.04237549812493189,0.09959943226965243,0.4254592336450852,0.6716030656828412,MAR,90,15,1,0.9906029746321403,-205.6343818880655,-195.72503463015266
(Intercept),-0.05027179218012554,0.030641259925392246,-1.6406568235944365,0.10465317088022107,SAL,90,15,1,0.9906029300230479,-366.64316769442365,-356.7338204365108
res_soc,0.0427015716749809,0.03989925479916066,1.070234817415166,0.2876160612688028,SAL,90,15,1,0.9906029300230479,-366.64316769442365,-356.7338204365108
(Intercept),-0.027806967364228573,0.04293458668319111,-0.6476589042166091,0.5189930702859442,SPP,90,15,1,0.9906029746304853,-307.2688453910336,-297.3594981331208
res_soc,0.019562205145038286,0.05590690645588304,0.3499067715448557,0.7272950014196053,SPP,90,15,1,0.9906029746304853,-307.2688453910336,-297.3594981331208
(Intercept),0.02375008824442744,0.03846750898330076,0.6174064521499861,0.5386568576616719,TR,90,15,1,0.9906029746302158,-326.6048663013905,-316.69551904347765
res_soc,-0.029446659577986548,0.05009013926671625,-0.5878733820481346,0.558213404123636,TR,90,15,1,0.9906029746302158,-326.6048663013905,-316.69551904347765
(Intercept),-0.21888413304312532,0.15553343562030048,-1.4073124030866337,0.16335872852361333,AO,84,14,2,0.9940541871424353,-118.63034786650537,-109.00347087744836
res_soc,0.30147130897778424,0.25104284355012907,1.200875933026091,0.23348045590059616,AO,84,14,2,0.9940541871424353,-118.63034786650537,-109.00347087744836
(Intercept),-0.18511477003468108,0.1352919538812967,-1.3682614872803023,0.17520964836545316,CPP,84,14,2,0.9895538094164111,-173.57983276275166,-163.95295577369464
res_soc,0.19588592992691442,0.1759751051468996,1.1131456904849908,0.2691088364908432,CPP,84,14,2,0.9895538094164111,-173.57983276275166,-163.95295577369464
(Intercept),-0.18511477003468108,0.1352919538812967,-1.3682614872803023,0.17520964836545316,CSS,84,14,2,0.9895538094164111,-173.57983276275166,-163.95295577369464
res_soc,0.19588592992691442,0.1759751051468996,1.1131456904849908,0.2691088364908432,CSS,84,14,2,0.9895538094164111,-173.57983276275166,-163.95295577369464
(Intercept),-0.023850968077021382,0.025770142685250765,-0.9255272028692414,0.3575834129810176,CW,84,14,2,0.990946391081831,-378.114163984328,-368.487286995271
res_soc,0.02463239787985039,0.0335429658723094,0.7343536040796286,0.46496370296360257,CW,84,14,2,0.990946391081831,-378.114163984328,-368.487286995271
(Intercept),-0.17394652108742248,0.09223387377468154,-1.8859288238544232,0.06307567651869783,FIS,84,14,2,0.9909350886097974,-169.9994436291833,-160.37256664012628
res_soc,0.17183470136522092,0.12005288734769086,1.4313250198436485,0.15638346127430225,FIS,84,14,2,0.9909350886097974,-169.9994436291833,-160.37256664012628
(Intercept),-0.15975141229892556,0.07265547519065926,-2.1987525631029596,0.030898047945584477,HAB,84,14,2,0.9909463911010971,-208.1261631663053,-198.49928617724828
res_soc,0.15784984417414905,0.09456991195377551,1.6691338810942735,0.09915208389497222,HAB,84,14,2,0.9909463911010971,-208.1261631663053,-198.49928617724828
(Intercept),0.05778781849697861,0.13138129124147369,0.4398481545653776,0.6612792067817839,ICO,84,14,2,0.9909463911029144,-110.97666881102987,-101.34979182197286
res_soc,-0.1352065151014618,0.17100868327523158,-0.7906412265852745,0.43158182482862184,ICO,84,14,2,0.9909463911029144,-110.97666881102987,-101.34979182197286
(Intercept),-0.023431545924393442,0.0415659222334059,-0.5637201020782805,0.5745827851705472,LSP,84,14,2,0.989729865191914,-361.96641089546415,-352.33953390640715
res_soc,0.017482621092711956,0.05406986875302559,0.3233338917940998,0.7473188775220314,LSP,84,14,2,0.989729865191914,-361.96641089546415,-352.33953390640715
(Intercept),-0.0851518852173158,0.116746362546557,-0.7293750602581582,0.4679851848323927,MAR,84,14,2,0.9909463911032513,-130.34506477372867,-120.71818778467166
res_soc,0.10024063871024942,0.15195954878818083,0.6596534374419384,0.5114444900010733,MAR,84,14,2,0.9909463911032513,-130.34506477372867,-120.71818778467166
(Intercept),-0.09344494646582306,0.061426841523470915,-1.5212396429355426,0.13229585240155078,SAL,84,14,2,0.9905343781843432,-264.689212879503,-255.06233589044595
res_soc,0.07645578423438573,0.07993786017592319,0.9564402157641663,0.3418431848216027,SAL,84,14,2,0.9905343781843432,-264.689212879503,-255.06233589044595
(Intercept),-0.06258990258043651,0.06376208091420375,-0.9816163726628607,0.329363156386146,SPP,84,14,2,0.9909463910997085,-229.53965649269514,-219.91277950363812
res_soc,0.04754127869209798,0.08299408079319476,0.5728273418746775,0.5684306027340871,SPP,84,14,2,0.9909463910997085,-229.53965649269514,-219.91277950363812
(Intercept),0.04788862565748285,0.06143279873067276,0.77952863367712,0.43805780766107316,TR,84,14,2,0.9909463910992817,-235.64288320787009,-226.01600621881306
res_soc,-0.05914295778475949,0.07996223755722293,-0.7396361031347497,0.46176987940892544,TR,84,14,2,0.9909463910992817,-235.64288320787009,-226.01600621881306
(Intercept),-0.372456870944686,0.20115345987712077,-1.8516055909364415,0.06824082177216412,AO,78,13,3,0.9940956908007292,-76.38856668818019,-67.06563332703487
res_soc,0.5249875489731939,0.32515265748025013,1.6145879078508893,0.11083572312197501,AO,78,13,3,0.9940956908007292,-76.38856668818019,-67.06563332703487
