term,estimate,std.error,statistic,p.value,goal,n_obs,years,yr_lag,r_squared,aic,bic
(Intercept),-0.09256486092800824,0.10421924501650583,-0.8881743569851056,0.3770448782535011,AO,90,15,1,0.005437133730202419,-186.79607946942156,-174.46653887614863
res_reg,-0.05118903676158123,0.040990807449990084,-1.2487930818155575,0.2152942079566893,AO,90,15,1,0.005437133730202419,-186.79607946942156,-174.46653887614863
res_soc,0.15112019889297634,0.17156824455398736,0.8808168393039854,0.38099135163958753,AO,90,15,1,0.005437133730202419,-186.79607946942156,-174.46653887614863
(Intercept),-0.14207608005004005,0.08265191815698403,-1.7189689388719254,0.08939319161339349,CPP,90,15,1,0.19129187569537712,-283.5080839913812,-271.17854339810833
res_reg,0.0347768067334026,0.022094925098367236,1.5739726013360655,0.11934441286605886,CPP,90,15,1,0.19129187569537712,-283.5080839913812,-271.17854339810833
res_soc,0.15108414918632854,0.10458878133862269,1.4445540645240884,0.1523935803427144,CPP,90,15,1,0.19129187569537712,-283.5080839913812,-271.17854339810833
(Intercept),-0.14207608005004005,0.08265191815698403,-1.7189689388719254,0.08939319161339349,CSS,90,15,1,0.19129187569537712,-283.5080839913812,-271.17854339810833
res_reg,0.0347768067334026,0.022094925098367236,1.5739726013360655,0.11934441286605886,CSS,90,15,1,0.19129187569537712,-283.5080839913812,-271.17854339810833
res_soc,0.15108414918632854,0.10458878133862269,1.4445540645240884,0.1523935803427144,CSS,90,15,1,0.19129187569537712,-283.5080839913812,-271.17854339810833
(Intercept),-0.031413111735131546,0.02844558919818337,-1.1043227656939407,0.27268315435168694,CW,90,15,1,0.42462763195398834,-421.71917966532,-409.3896390720471
res_reg,0.023649322500426943,0.023695209590690918,0.9980634444237201,0.3211847514917957,CW,90,15,1,0.42462763195398834,-421.71917966532,-409.3896390720471
res_soc,0.015187115936522706,0.028130577467208984,0.5398792809790661,0.5907434614276262,CW,90,15,1,0.42462763195398834,-421.71917966532,-409.3896390720471
(Intercept),-0.09444001529606413,0.05867295952599315,-1.6096003347883885,0.11132844245131225,FIS,90,15,1,0.042936646024956004,-252.27675577466152,-239.9472151813886
