nutr_pressure,rgn_id,Freq,year
0.0,1,1619,2011
1e-4,1,862,2011
2e-4,1,389,2011
3e-4,1,142,2011
4e-4,1,116,2011
5e-4,1,96,2011
6e-4,1,106,2011
7e-4,1,108,2011
8e-4,1,102,2011
9e-4,1,277,2011
0.001,1,127,2011
0.0011,1,39,2011
0.0012,1,34,2011
0.0013,1,40,2011
0.0014,1,28,2011
0.0015,1,37,2011
0.0016,1,40,2011
0.0017,1,26,2011
0.0018,1,31,2011
0.0019,1,34,2011
0.002,1,17,2011
0.0021,1,12,2011
0.0022,1,14,2011
0.0023,1,4,2011
0.0024,1,5,2011
0.0026,1,2,2011
0.0027,1,4,2011
0.0029,1,1,2011
0.003,1,1,2011
NA,1,2382637,2011
0.0,2,1278,2011
1e-4,2,615,2011
2e-4,2,397,2011
3e-4,2,234,2011
4e-4,2,183,2011
5e-4,2,100,2011
6e-4,2,38,2011
7e-4,2,32,2011
8e-4,2,41,2011
9e-4,2,30,2011
NA,2,5027077,2011
NA,7,31588950,2011
0.0,3,1799,2011
1e-4,3,488,2011
2e-4,3,251,2011
3e-4,3,46,2011
4e-4,3,2,2011
5e-4,3,1,2011
NA,3,2641388,2011
0.0,8,27,2011
1e-4,8,11,2011
NA,8,368537,2011
0.0,4,3227,2011
1e-4,4,645,2011
2e-4,4,253,2011
3e-4,4,151,2011
4e-4,4,61,2011
5e-4,4,76,2011
6e-4,4,95,2011
7e-4,4,157,2011
8e-4,4,137,2011
9e-4,4,87,2011
0.001,4,87,2011
0.0011,4,73,2011
0.0012,4,44,2011
0.0013,4,34,2011
0.0014,4,11,2011
0.0015,4,18,2011
0.0016,4,14,2011
0.0017,4,19,2011
0.0018,4,12,2011
0.0019,4,17,2011
0.0021,4,38,2011
0.0022,4,12,2011
0.0023,4,83,2011
0.0024,4,1,2011
0.0027,4,2,2011
0.003,4,1,2011
0.0025,4,2,2011
0.0031,4,1,2011
0.0032,4,5,2011
0.0033,4,5,2011
0.0035,4,1,2011
0.0037,4,1,2011
0.0038,4,1,2011
