nutr_pressure,rgn_id,Freq,year
0.0,1,1647,2004
1e-4,1,940,2004
2e-4,1,354,2004
3e-4,1,163,2004
4e-4,1,124,2004
5e-4,1,150,2004
6e-4,1,236,2004
7e-4,1,214,2004
8e-4,1,34,2004
9e-4,1,43,2004
0.001,1,46,2004
0.0011,1,42,2004
0.0012,1,34,2004
0.0013,1,41,2004
0.0014,1,32,2004
0.0015,1,35,2004
0.0016,1,35,2004
0.0017,1,22,2004
0.0018,1,28,2004
0.0019,1,35,2004
0.002,1,23,2004
0.0021,1,5,2004
0.0022,1,2,2004
0.0023,1,4,2004
0.0024,1,4,2004
0.0025,1,3,2004
0.0026,1,2,2004
0.0027,1,4,2004
0.0028,1,3,2004
0.003,1,2,2004
0.0031,1,4,2004
0.0034,1,2,2004
NA,1,2382637,2004
0.0,2,1317,2004
1e-4,2,618,2004
2e-4,2,402,2004
3e-4,2,252,2004
4e-4,2,177,2004
5e-4,2,56,2004
6e-4,2,36,2004
7e-4,2,42,2004
8e-4,2,47,2004
9e-4,2,1,2004
NA,2,5027077,2004
NA,7,31588950,2004
0.0,3,1856,2004
1e-4,3,545,2004
2e-4,3,164,2004
3e-4,3,21,2004
5e-4,3,1,2004
NA,3,2641388,2004
0.0,8,25,2004
1e-4,8,13,2004
NA,8,368537,2004
0.0,4,3240,2004
1e-4,4,603,2004
2e-4,4,292,2004
3e-4,4,141,2004
4e-4,4,71,2004
5e-4,4,73,2004
6e-4,4,124,2004
7e-4,4,171,2004
8e-4,4,82,2004
9e-4,4,80,2004
0.001,4,88,2004
0.0011,4,79,2004
0.0012,4,66,2004
0.0013,4,27,2004
0.0014,4,24,2004
0.0015,4,24,2004
0.0016,4,14,2004
0.0017,4,20,2004
0.0018,4,9,2004
0.0019,4,23,2004
0.002,4,31,2004
0.0021,4,31,2004
0.0022,4,56,2004
0.0023,4,1,2004
0.0024,4,5,2004
0.0025,4,6,2004
0.0026,4,4,2004
0.0027,4,2,2004
0.0028,4,2,2004
0.003,4,10,2004
0.0031,4,7,2004
0.0034,4,2,2004
0.0029,4,3,2004
0.0032,4,6,2004
0.0033,4,1,2004
0.0035,4,6,2004
0.0036,4,12,2004
0.0037,4,4,2004
0.0038,4,5,2004
0.0039,4,2,2004
0.004,4,8,2004
0.0041,4,12,2004
0.0042,4,7,2004
0.0043,4,13,2004
0.0044,4,10,2004
0.0045,4,3,2004
0.0046,4,14,2004
0.0047,4,7,2004
0.0048,4,9,2004
0.0049,4,15,2004
0.005,4,1,2004
0.0051,4,13,2004
0.0052,4,12,2004
0.0053,4,33,2004
0.0054,4,42,2004
0.0055,4,91,2004
NA,4,1975863,2004
0.0,6,6723,2004
1e-4,6,1703,2004
2e-4,6,1145,2004
3e-4,6,1209,2004
4e-4,6,1176,2004
5e-4,6,573,2004
6e-4,6,387,2004
7e-4,6,272,2004
8e-4,6,291,2004
9e-4,6,284,2004
0.001,6,214,2004
0.0011,6,256,2004
0.0012,6,204,2004
0.0013,6,649,2004
0.0014,6,330,2004
0.0015,6,191,2004
0.0016,6,187,2004
0.0017,6,244,2004
0.0018,6,307,2004
0.0019,6,567,2004
0.002,6,122,2004
0.0021,6,109,2004
0.0022,6,86,2004
0.0023,6,90,2004
0.0024,6,79,2004
0.0025,6,83,2004
0.0026,6,97,2004
0.0027,6,101,2004
0.0028,6,259,2004
0.003,6,187,2004
0.0031,6,222,2004
0.0034,6,166,2004
0.0029,6,120,2004
0.0032,6,191,2004
0.0033,6,311,2004
0.0035,6,210,2004
0.0036,6,175,2004
0.0037,6,17,2004
0.0038,6,9,2004
0.0039,6,9,2004
0.004,6,9,2004
0.0041,6,11,2004
0.0042,6,20,2004
0.0043,6,27,2004
0.0044,6,6,2004
0.0045,6,2,2004
0.0046,6,2,2004
0.0047,6,6,2004
0.0048,6,10,2004
0.0049,6,5,2004
0.005,6,5,2004
0.0051,6,3,2004
0.0052,6,8,2004
0.0053,6,5,2004
0.0054,6,22,2004
0.0055,6,3,2004
0.0056,6,7,2004
0.0058,6,5,2004
0.006,6,7,2004
0.0061,6,8,2004
0.0062,6,5,2004
0.0064,6,7,2004
0.0065,6,4,2004
0.0066,6,6,2004
0.0069,6,6,2004
0.007,6,6,2004
0.0072,6,6,2004
0.0073,6,3,2004
0.0074,6,4,2004
0.0077,6,5,2004
0.0082,6,5,2004
0.0084,6,4,2004
0.009,6,5,2004
0.0093,6,3,2004
0.0094,6,8,2004
0.01,6,4,2004
0.0105,6,7,2004
0.0107,6,4,2004
0.0116,6,5,2004
0.0117,6,8,2004
0.0123,6,6,2004
0.0127,6,7,2004
0.013,6,7,2004
0.0132,6,5,2004
0.0134,6,4,2004
0.014,6,5,2004
0.0141,6,8,2004
0.0146,6,7,2004
0.0152,6,11,2004
0.0156,6,10,2004
0.0158,6,5,2004
0.0159,6,9,2004
0.0163,6,6,2004
0.0166,6,6,2004
0.0168,6,12,2004
0.017,6,16,2004
0.0172,6,15,2004
0.0175,6,17,2004
0.0176,6,20,2004
0.0177,6,15,2004
0.0179,6,14,2004
0.0181,6,19,2004
0.0183,6,28,2004
0.0185,6,25,2004
0.0188,6,17,2004
0.0189,6,22,2004
0.019,6,17,2004
0.0191,6,20,2004
0.0193,6,18,2004
0.0194,6,23,2004
0.0195,6,18,2004
0.0196,6,27,2004
0.0197,6,17,2004
0.0198,6,21,2004
0.0201,6,15,2004
0.0202,6,25,2004
0.0203,6,15,2004
0.0204,6,23,2004
0.0205,6,13,2004
0.0207,6,18,2004
0.0208,6,19,2004
0.0209,6,24,2004
0.021,6,17,2004
0.0211,6,20,2004
0.0212,6,18,2004
0.0215,6,17,2004
0.0216,6,15,2004
0.0217,6,19,2004
0.0218,6,19,2004
0.0219,6,17,2004
0.022,6,18,2004
0.0222,6,15,2004
0.0224,6,14,2004
0.0225,6,19,2004
0.0226,6,20,2004
0.0227,6,16,2004
0.0228,6,18,2004
0.0232,6,17,2004
0.0233,6,14,2004
0.0234,6,22,2004
0.0235,6,17,2004
0.0236,6,15,2004
0.0238,6,24,2004
0.0241,6,21,2004
0.0242,6,26,2004
0.0243,6,24,2004
0.0244,6,20,2004
0.0245,6,20,2004
0.0246,6,20,2004
0.0249,6,21,2004
0.025,6,19,2004
0.0251,6,22,2004
0.0252,6,24,2004
0.0254,6,20,2004
0.0256,6,16,2004
0.0257,6,21,2004
0.0258,6,22,2004
0.0259,6,20,2004
0.026,6,19,2004
0.0261,6,13,2004
0.0262,6,20,2004
0.0263,6,19,2004
0.0266,6,22,2004
0.0267,6,25,2004
0.0268,6,21,2004
0.027,6,26,2004
0.0274,6,19,2004
0.0275,6,18,2004
0.0276,6,29,2004
0.0278,6,15,2004
0.028,6,16,2004
0.0282,6,27,2004
0.0283,6,19,2004
0.0284,6,19,2004
0.0286,6,12,2004
0.0287,6,22,2004
0.0288,6,26,2004
0.0289,6,13,2004
0.0292,6,14,2004
0.0295,6,12,2004
0.0296,6,32,2004
0.0297,6,12,2004
0.0298,6,19,2004
0.0299,6,30,2004
0.0301,6,30,2004
0.0302,6,26,2004
0.0303,6,19,2004
0.0304,6,23,2004
0.0305,6,27,2004
0.0307,6,22,2004
0.0308,6,28,2004
0.0309,6,23,2004
0.031,6,27,2004
0.0311,6,20,2004
0.0312,6,21,2004
0.0313,6,29,2004
0.0315,6,28,2004
0.0316,6,26,2004
0.0317,6,29,2004
0.0318,6,31,2004
0.0319,6,28,2004
0.032,6,38,2004
0.0322,6,32,2004
0.0323,6,30,2004
0.0324,6,35,2004
0.0325,6,31,2004
0.0326,6,34,2004
0.0327,6,35,2004
