csd_id,type,name,year,ohibc_pop,fn,rgn_id
5915065,VL,Lions Bay,1996,1412,FALSE,6
5915070,DM,Pitt Meadows,1996,13436,FALSE,6
5915075,DM,Maple Ridge,1996,56173,FALSE,6
5915801,R,Semiahmoo,1996,200,TRUE,6
5915802,R,Tsawwassen,1996,512,TRUE,6
5915803,R,Musqueam 2,1996,1392,TRUE,6
5915806,R,Burrard Inlet 3,1996,462,TRUE,6
5915807,R,Mission 1,1996,321,TRUE,6
5915808,R,Capilano 5,1996,2141,TRUE,6
5915809,R,Barnston Island 3,1996,37,TRUE,6
5915810,R,Musqueam 4,1996,7,TRUE,6
5915811,R,Seymour Creek 2,1996,33,TRUE,6
5915813,R,Katzie 2,1996,29,TRUE,6
5915816,R,McMillan Island 6,1996,62,TRUE,6
5915825,R,Matsqui 4,1996,443,TRUE,6
5915830,R,Katzie 1,1996,176,TRUE,6
5915835,R,Langley 5,1996,3,TRUE,6
5915840,R,Whonnock 1,1996,8,TRUE,6
5917005,DM,North Saanich,1996,10411,FALSE,6
5917010,T,Sidney,1996,10701,FALSE,6
5917015,DM,Central Saanich,1996,1202,FALSE,5
5917015,DM,Central Saanich,1996,13409,FALSE,6
5917021,DM,Saanich,1996,87448,FALSE,5
5917021,DM,Saanich,1996,13940,FALSE,6
5917027,RDA,Capital F,1996,9249,FALSE,6
5917029,RDA,Capital G,1996,18,FALSE,5
5917029,RDA,Capital G,1996,4138,FALSE,6
5917030,DM,Oak Bay,1996,17865,FALSE,5
5917034,C,Victoria,1996,73504,FALSE,5
5917040,DM,Esquimalt,1996,16151,FALSE,5
5917041,C,Colwood,1996,13848,FALSE,5
5917042,DM,Metchosin,1996,4709,FALSE,5
5917044,DM,Langford,1996,12621,FALSE,5
5917044,DM,Langford,1996,4894,FALSE,6
5917047,T,View Royal,1996,6413,FALSE,5
5917047,T,View Royal,1996,28,FALSE,6
5917049,DM,Highlands,1996,93,FALSE,5
5917049,DM,Highlands,1996,1330,FALSE,6
5917052,DM,Sooke,1996,8436,FALSE,5
5917054,RDA,Capital H (Part 1),1996,2615,FALSE,5
5917054,RDA,Capital H (Part 1),1996,953,FALSE,6
5917056,RDA,Capital H (Part 2),1996,201,FALSE,5
5917056,RDA,Capital H (Part 2),1996,6,FALSE,6
5917801,R,Cole Bay 3,1996,256,TRUE,6
5917803,R,East Saanich 2,1996,1470,TRUE,6
5917805,R,Galiano Island 9,1996,2,TRUE,6
5917806,R,Mayne Island 6,1996,0,TRUE,6
5917809,R,Becher Bay 1,1996,93,TRUE,5
5917812,R,New Songhees 1A,1996,1774,TRUE,5
5917815,R,Gordon River 2,1996,88,TRUE,5
5917816,R,Pacheena 1,1996,0,TRUE,5
5917817,R,T'Sou-ke 1 (Sooke 1),1996,81,TRUE,5
5917818,R,T'Sou-ke 2 (Sooke 2),1996,42,TRUE,5
5919008,DM,North Cowichan,1996,25305,FALSE,6
5919012,C,Duncan,1996,4588,FALSE,6
5919013,RDA,Cowichan Valley D,1996,2721,FALSE,6
5919015,RDA,Cowichan Valley G,1996,2429,FALSE,6
5919016,T,Lake Cowichan,1996,2858,FALSE,6
5919017,RDA,Cowichan Valley H,1996,2357,FALSE,6
5919021,T,Ladysmith,1996,6456,FALSE,6
5919033,RDA,Cowichan Valley F,1996,1125,FALSE,5
5919033,RDA,Cowichan Valley F,1996,637,FALSE,6
5919035,RDA,Cowichan Valley I,1996,444,FALSE,5
5919035,RDA,Cowichan Valley I,1996,982,FALSE,6
5919043,RDA,Cowichan Valley A,1996,3259,FALSE,6
5919046,RDA,Cowichan Valley B,1996,383,FALSE,5
5919046,RDA,Cowichan Valley B,1996,6208,FALSE,6
5919049,RDA,Cowichan Valley C,1996,4287,FALSE,6
5919051,RDA,Cowichan Valley E,1996,3828,FALSE,6
5919801,R,Halalt 2,1996,132,TRUE,6
5919802,R,Squaw-hay-one 11,1996,42,TRUE,6
5919803,R,Tsussie 6,1996,86,TRUE,6
5919804,R,Chemainus 13,1996,557,TRUE,6
5919805,R,Claoose 4,1996,0,TRUE,5
5919806,R,Cowichan 9,1996,26,TRUE,6
5919807,R,Cowichan 1,1996,1691,TRUE,6
5919808,R,Kil-pah-las 3,1996,6,TRUE,6
5919809,R,Kuper Island 7,1996,185,TRUE,6
5919810,R,Lyacksun 3,1996,0,TRUE,6
5919811,R,Shingle Point 4,1996,1,TRUE,6
5919812,R,Cowichan Lake,1996,13,TRUE,6
5919814,R,Malachan 11,1996,163,TRUE,5
5919815,R,Malahat 11,1996,99,TRUE,6
5919816,R,Oyster Bay 12,1996,69,TRUE,6
5919817,R,Portier Pass 5,1996,2,TRUE,6
5919818,R,Theik 2,1996,39,TRUE,6
5919819,R,Wyah 3,1996,0,TRUE,5
5921007,C,Nanaimo,1996,70130,FALSE,6
5921010,RDA,Nanaimo A,1996,6252,FALSE,6
5921014,RDA,Nanaimo B,1996,3479,FALSE,6
5921016,RDA,Nanaimo C,1996,17,FALSE,5
5921016,RDA,Nanaimo C,1996,957,FALSE,6
5921018,C,Parksville,1996,9472,FALSE,6
5921020,RDA,Nanaimo D,1996,4717,FALSE,6
5921023,T,Qualicum Beach,1996,6734,FALSE,6
5921030,RDA,Nanaimo E,1996,4677,FALSE,6
5921032,RDA,Nanaimo F,1996,8,FALSE,5
5921032,RDA,Nanaimo F,1996,5280,FALSE,6
5921034,RDA,Nanaimo G,1996,6423,FALSE,6
5921036,RDA,Nanaimo H,1996,163,FALSE,5
5921036,RDA,Nanaimo H,1996,2788,FALSE,6
5921801,R,Nanaimo River 3,1996,41,TRUE,6
5921802,R,Nanaimo River 2,1996,20,TRUE,6
5921803,R,Nanaimo River 4,1996,184,TRUE,6
5921804,R,Nanaimo Town 1,1996,183,TRUE,6
5921805,R,Nanoose,1996,190,TRUE,6
5921806,R,Qualicum,1996,68,TRUE,6
5923008,C,Port Alberni,1996,18782,FALSE,5
5923019,DM,Ucluelet,1996,1658,FALSE,5
5923025,DM,Tofino,1996,1170,FALSE,5
5923033,RDA,Alberni-Clayoquot B,1996,503,FALSE,5
5923033,RDA,Alberni-Clayoquot B,1996,8,FALSE,6
5923035,RDA,Alberni-Clayoquot D,1996,1921,FALSE,5
5923035,RDA,Alberni-Clayoquot D,1996,132,FALSE,6
5923037,RDA,Alberni-Clayoquot E,1996,3e3,FALSE,5
5923039,RDA,Alberni-Clayoquot F,1996,2015,FALSE,5
5923039,RDA,Alberni-Clayoquot F,1996,11,FALSE,6
5923047,RDA,Alberni-Clayoquot A,1996,387,FALSE,5
5923049,RDA,Alberni-Clayoquot C,1996,355,FALSE,5
5923049,RDA,Alberni-Clayoquot C,1996,0,FALSE,6
5923801,R,Ahahswinis 1,1996,101,TRUE,5
5923802,R,Alberni 2,1996,8,TRUE,5
5923803,R,Anacla 12,1996,91,TRUE,5
5923804,R,Clakamucus 2,1996,4,TRUE,5
5923805,R,Elhlateese 2,1996,27,TRUE,5
5923806,R,Hesquiat 1,1996,5,TRUE,5
5923807,R,Ittatsoo 1,1996,191,TRUE,5
5923808,R,Marktosis 15,1996,480,TRUE,5
5923809,R,Numukamis 1,1996,4,TRUE,5
5923810,R,Macoah 1,1996,13,TRUE,5
5923812,R,Openit 27,1996,0,TRUE,5
5923813,R,Opitsat 1,1996,151,TRUE,5
5923814,R,Sachsa 4,1996,7,TRUE,5
5923815,R,Stuart Bay 6,1996,0,TRUE,5
5923816,R,Tsahaheh 1,1996,403,TRUE,5
5923821,R,Keeshan 9,1996,0,TRUE,5
5923822,R,Klehkoot 2,1996,9,TRUE,5
5923823,R,Esowista 3,1996,125,TRUE,5
5923824,R,Refuge Cove 6,1996,91,TRUE,5
5925005,T,Comox,1996,11069,FALSE,6
5925010,C,Courtenay,1996,17404,FALSE,6
5925014,VL,Cumberland,1996,2548,FALSE,6
5925018,RDA,Comox-Strathcona A,1996,253,FALSE,5
5925018,RDA,Comox-Strathcona A,1996,4698,FALSE,6
5925019,RDA,Comox-Strathcona K,1996,2037,FALSE,6
5925022,RDA,Comox-Strathcona B,1996,8074,FALSE,6
5925024,RDA,Comox-Strathcona C,1996,8,FALSE,5
5925024,RDA,Comox-Strathcona C,1996,8607,FALSE,6
5925025,VL,Gold River,1996,2041,FALSE,5
5925029,VL,Zeballos,1996,232,FALSE,5
5925030,VL,Tahsis,1996,940,FALSE,5
5925034,DM,Campbell River,1996,15830,FALSE,4
5925034,DM,Campbell River,1996,13021,FALSE,6
5925039,VL,Sayward,1996,440,FALSE,4
5925042,RDA,Comox-Strathcona D,1996,223,FALSE,4
5925042,RDA,Comox-Strathcona D,1996,23,FALSE,5
5925042,RDA,Comox-Strathcona D,1996,4329,FALSE,6
5925046,RDA,Comox-Strathcona H,1996,894,FALSE,4
5925046,RDA,Comox-Strathcona H,1996,0,FALSE,6
5925049,RDA,Comox-Strathcona G,1996,3,FALSE,4
5925049,RDA,Comox-Strathcona G,1996,201,FALSE,5
5925049,RDA,Comox-Strathcona G,1996,1,FALSE,6
5925052,RDA,Comox-Strathcona I,1996,885,FALSE,6
5925054,RDA,Comox-Strathcona J,1996,1713,FALSE,4
5925054,RDA,Comox-Strathcona J,1996,949,FALSE,6
5925801,R,Comox 1,1996,214,TRUE,6
5925803,R,Ahaminaquus 12,1996,134,TRUE,5
5925804,R,Campbell River 11,1996,239,TRUE,4
5925805,R,Chenahkint 12,1996,9,TRUE,5
5925806,R,Houpsitas 6,1996,166,TRUE,5
5925808,R,Nuchatl 2,1996,0,TRUE,5
5925809,R,Nuchatl 1,1996,0,TRUE,5
5925812,R,Quinsam 12,1996,184,TRUE,4
5925813,R,Village Island 1,1996,11,TRUE,5
5925814,R,Yuquot 1,1996,3,TRUE,5
5925815,R,Aupe 6,1996,0,TRUE,6
5925816,R,Aupe 6A,1996,0,TRUE,6
5925817,R,Cape Mudge 10,1996,189,TRUE,4
5925818,R,Squirrel Cove 8,1996,0,TRUE,6
5925819,R,Tatpo-oose 10,1996,0,TRUE,4
5925820,R,Tork 7,1996,67,TRUE,6
5925825,R,Matsayno 5,1996,0,TRUE,4
5925830,R,Saaiyouck 6,1996,0,TRUE,4
5925833,R,Oclucje 7,1996,18,TRUE,5
5925835,R,Tsa Xana 18,1996,0,TRUE,5
5927008,DM,Powell River,1996,13131,FALSE,6
5927010,RDA,Powell River A,1996,1005,FALSE,6
5927012,RDA,Powell River B,1996,1379,FALSE,6
5927016,RDA,Powell River C,1996,2289,FALSE,6
5927018,RDA,Powell River D,1996,1155,FALSE,6
5927020,RDA,Powell River E,1996,379,FALSE,6
5927802,R,Sliammon 1,1996,565,TRUE,6
5927805,R,Harwood Island 2,1996,0,TRUE,6
5927806,IGD,Sechelt (Part),1996,33,TRUE,6
5929005,T,Gibsons,1996,3732,FALSE,6
5929011,DM,Sechelt,1996,7343,FALSE,6
5929018,RDA,Sunshine Coast A,1996,2581,FALSE,6
5929022,RDA,Sunshine Coast B,1996,2316,FALSE,6
5929024,RDA,Sunshine Coast D,1996,2866,FALSE,6
5929026,RDA,Sunshine Coast E,1996,3367,FALSE,6
5929028,RDA,Sunshine Coast F,1996,1945,FALSE,6
5929801,R,Chekwelp 26,1996,28,TRUE,6
5929802,R,Chekwelp 26A,1996,0,TRUE,6
5929803,IGD,Sechelt (Part),1996,736,TRUE,6
5929804,R,Schaltuuch 27,1996,0,TRUE,6
5931006,DM,Squamish,1996,13994,FALSE,6
5931012,VL,Pemberton,1996,857,FALSE,6
5931017,RDA,Squamish-Lillooet C,1996,1442,FALSE,6
5931020,DM,Whistler,1996,7172,FALSE,6
5931021,RDA,Squamish-Lillooet D,1996,644,FALSE,6
5931032,RDA,Squamish-Lillooet A,1996,1,FALSE,6
5931034,RDA,Squamish-Lillooet B,1996,0,FALSE,6
5931801,R,Cheakamus 11,1996,48,TRUE,6
5931802,R,Kowtain 17,1996,39,TRUE,6
5931806,R,Seaichem 16,1996,44,TRUE,6
5931807,R,Stawamus 24,1996,21,TRUE,6
5931808,R,Waiwakum 14,1996,100,TRUE,6
5931809,R,Yekwaupsum 18,1996,38,TRUE,6
5933037,RDA,Thompson-Nicola I,1996,0,FALSE,6
5941039,RDA,Cariboo J,1996,55,FALSE,3
5941039,RDA,Cariboo J,1996,188,FALSE,4
5941039,RDA,Cariboo J,1996,0,FALSE,6
5943008,VL,Alert Bay,1996,612,FALSE,4
5943012,T,Port McNeill,1996,2925,FALSE,4
5943017,VL,Port Alice,1996,1331,FALSE,4
5943023,DM,Port Hardy,1996,5283,FALSE,4
5943027,RDA,Mount Waddington B,1996,202,FALSE,4
5943027,RDA,Mount Waddington B,1996,4,FALSE,5
5943031,RDA,Mount Waddington C,1996,912,FALSE,4
5943031,RDA,Mount Waddington C,1996,4,FALSE,5
5943033,RDA,Mount Waddington D,1996,509,FALSE,4
5943033,RDA,Mount Waddington D,1996,1,FALSE,5
5943037,RDA,Mount Waddington A,1996,11,FALSE,3
5943037,RDA,Mount Waddington A,1996,1041,FALSE,4
5943801,R,Alert Bay 1,1996,204,TRUE,4
5943802,R,Alert Bay 1A,1996,451,TRUE,4
5943804,R,Fort Rupert 1,1996,20,TRUE,4
5943805,R,Quattishe 1,1996,0,TRUE,4
5943806,R,Tsulquate 4,1996,387,TRUE,4
5943808,R,Gwayasdums 1,1996,28,TRUE,4
5943809,R,Hopetown 10A,1996,10,TRUE,4
5943810,R,Karlukwees 1,1996,0,TRUE,4
5943813,R,Quaee 7,1996,130,TRUE,4
5943815,R,Kippase 2,1996,287,TRUE,4
5943816,R,Quatsino Subdivision 18,1996,217,TRUE,4
5943817,R,Thomas Point 5,1996,32,TRUE,4
5943820,R,Apsagayu 1A,1996,0,TRUE,4
5943824,R,Compton Island 6,1996,0,TRUE,4
5943828,R,Mahmalillikullah 1,1996,0,TRUE,4
5943832,R,Glen-Gla-Ouch 5,1996,0,TRUE,4
5943836,R,Hope Island 1,1996,0,TRUE,4
5945006,RDA,Central Coast A,1996,226,FALSE,3
5945006,RDA,Central Coast A,1996,18,FALSE,4
5945010,RDA,Central Coast C,1996,717,FALSE,3
5945010,RDA,Central Coast C,1996,0,FALSE,4
5945012,RDA,Central Coast D,1996,439,FALSE,3
5945014,RDA,Central Coast E,1996,205,FALSE,3
5945801,R,Bella Bella 1,1996,1211,TRUE,3
5945802,R,Bella Coola 1,1996,873,TRUE,3
5945803,R,Katit 1,1996,66,TRUE,3
5947007,DM,Port Edward,1996,700,FALSE,1
5947012,C,Prince Rupert,1996,16714,FALSE,1
5947016,RDA,Skeena-Queen Charlotte A,1996,113,FALSE,1
5947021,RDA,Skeena-Queen Charlotte C,1996,45,FALSE,1
5947023,VL,Masset,1996,1293,FALSE,2
5947025,RDA,Skeena-Queen Charlotte F,1996,1222,FALSE,2
5947027,RDA,Skeena-Queen Charlotte D,1996,520,FALSE,2
5947030,VL,Port Clements,1996,558,FALSE,2
5947032,RDA,Skeena-Queen Charlotte E,1996,618,FALSE,2
5947803,R,Masset 1,1996,692,TRUE,2
5947804,R,Skidegate 1,1996,695,TRUE,2
5947806,R,Kulkayu (Hartley Bay) 4,1996,155,TRUE,1
5947807,R,Dolphin Island 1,1996,451,TRUE,1
5947809,R,Lax Kw'alaams,1996,1019,TRUE,1
5949005,DM,Kitimat,1996,11136,FALSE,1
5949011,C,Terrace,1996,12783,FALSE,1
5949013,RDA,Kitimat-Stikine C (Part 1),1996,2710,FALSE,1
5949018,RDA,Kitimat-Stikine E,1996,4722,FALSE,1
5949020,RDA,Kitimat-Stikine C (Part 2),1996,133,FALSE,1
5949020,RDA,Kitimat-Stikine C (Part 2),1996,49,FALSE,3
5949028,RDA,Kitimat-Stikine B,1996,80,FALSE,1
5949032,DM,Stewart,1996,59,FALSE,1
5949035,NL,Nisga'a,1996,38,TRUE,1
5949039,RDA,Kitimat-Stikine A,1996,25,FALSE,1
5949802,R,Kitasoo 1,1996,311,TRUE,3
5949803,R,Kitamaat 2,1996,558,TRUE,1
5949804,R,Kitsumkaylum 1,1996,248,TRUE,1
5949805,R,Kshish 4,1996,1,TRUE,1
5949807,R,Kulspai 6,1996,95,TRUE,1
5949831,R,Gitzault 24,1996,0,TRUE,1
5949842,NVL,Gingolx,1996,318,TRUE,1
5951031,RDA,Bulkley-Nechako E,1996,1,FALSE,1
5951031,RDA,Bulkley-Nechako E,1996,21,FALSE,3
5951051,RDA,Bulkley-Nechako A,1996,468,FALSE,1
5951053,RDA,Bulkley-Nechako G,1996,1,FALSE,1
5909014,RDA,Fraser Valley A,2001,1,FALSE,6
5909016,RDA,Fraser Valley B,2001,12,FALSE,6
5909020,C,Chilliwack,2001,62927,FALSE,6
5909027,VL,Harrison Hot Springs,2001,1343,FALSE,6
5909032,DM,Kent,2001,4905,FALSE,6
5909034,RDA,Fraser Valley D,2001,900,FALSE,6
5909036,RDA,Fraser Valley E,2001,3392,FALSE,6
5909048,RDA,Fraser Valley C,2001,714,FALSE,6
5909052,C,Abbotsford,2001,115463,FALSE,6
5909056,DM,Mission,2001,31272,FALSE,6
5909060,RDA,Fraser Valley F,2001,1237,FALSE,6
5909062,RDA,Fraser Valley G,2001,1827,FALSE,6
5909064,RDA,Fraser Valley H,2001,387,FALSE,6
5909807,R,Ohamil 1,2001,64,TRUE,6
5909810,R,Lukseetsissum 9,2001,16,TRUE,6
5909821,R,Kwawkwawapilt 6,2001,360,TRUE,6
5909822,R,Skowkale 10,2001,267,TRUE,6
5909823,R,Skowkale 11,2001,186,TRUE,6
5909824,R,Skwah 4,2001,205,TRUE,6
5909825,R,Skwali 3,2001,5,TRUE,6
5909826,R,Skway 5,2001,84,TRUE,6
5909827,R,Soowahlie 14,2001,234,TRUE,6
5909828,R,Squiaala 7,2001,111,TRUE,6
5909829,R,Squiaala 8,2001,5,TRUE,6
5909830,R,Tzeachten 13,2001,683,TRUE,6
5909831,R,Yakweakwioose 12,2001,42,TRUE,6
5909832,R,Seabird Island,2001,535,TRUE,6
5909833,R,Scowlitz 1,2001,10,TRUE,6
5909834,R,Tseatah 2,2001,0,TRUE,6
5909835,R,Aitchelitch 9,2001,18,TRUE,6
5909837,R,Cheam 1,2001,212,TRUE,6
5909838,R,Schelowat 1,2001,5,TRUE,6
5909839,R,Chehalis 5,2001,460,TRUE,6
5909842,R,Douglas 8,2001,48,TRUE,6
5909843,R,Peters 1,2001,44,TRUE,6
5909844,R,Popkum 1,2001,0,TRUE,6
5909845,R,Skookumchuck 4,2001,66,TRUE,6
5909846,R,Franks 10,2001,0,TRUE,6
5909848,R,Tipella 7,2001,0,TRUE,6
5909849,R,Skwahla 2,2001,0,TRUE,6
5909852,R,Baptiste Smith 1A,2001,0,TRUE,6
5909855,R,Sachteen 2,2001,5,TRUE,6
5909860,R,Sachteen 2A,2001,5,TRUE,6
5909865,R,Samahquam 1,2001,0,TRUE,6
5909875,R,Baptiste Smith 1B,2001,53,TRUE,6
5909877,R,Upper Sumas 6,2001,175,TRUE,6
5909878,R,Matsqui Main 2,2001,73,TRUE,6
5909879,R,Holachten 8,2001,322,TRUE,6
5909880,R,Lakahahmen 11,2001,242,TRUE,6
5909881,R,Skweahm 10,2001,259,TRUE,6
5909882,R,Squawkum Creek 3,2001,83,TRUE,6
5915001,DM,Langley,2001,86896,FALSE,6
5915002,C,Langley,2001,23643,FALSE,6
5915004,C,Surrey,2001,347825,FALSE,6
5915007,C,White Rock,2001,18250,FALSE,6
5915011,DM,Delta,2001,96949,FALSE,6
5915015,C,Richmond,2001,164345,FALSE,6
5915020,RDA,Greater Vancouver A,2001,8034,FALSE,6
5915022,C,Vancouver,2001,545671,FALSE,6
5915025,C,Burnaby,2001,193954,FALSE,6
5915029,C,New Westminster,2001,54656,FALSE,6
5915034,C,Coquitlam,2001,112890,FALSE,6
5915036,VL,Belcarra,2001,682,FALSE,6
5915038,VL,Anmore,2001,1344,FALSE,6
5915039,C,Port Coquitlam,2001,51257,FALSE,6
5915043,C,Port Moody,2001,23816,FALSE,6
5915046,DM,North Vancouver,2001,82310,FALSE,6
5915051,C,North Vancouver,2001,44303,FALSE,6
5915055,DM,West Vancouver,2001,41421,FALSE,6
5915062,IM,Bowen Island,2001,2957,FALSE,6
5915065,VL,Lions Bay,2001,1379,FALSE,6
5915070,DM,Pitt Meadows,2001,14670,FALSE,6
5915075,DM,Maple Ridge,2001,63169,FALSE,6
5915801,R,Semiahmoo,2001,131,TRUE,6
5915802,R,Tsawwassen,2001,474,TRUE,6
5915803,R,Musqueam 2,2001,1305,TRUE,6
5915804,R,Coquitlam 2,2001,5,TRUE,6
5915805,R,Coquitlam 1,2001,15,TRUE,6
5915806,R,Burrard Inlet 3,2001,1203,TRUE,6
5915807,R,Mission 1,2001,339,TRUE,6
5915808,R,Capilano 5,2001,2230,TRUE,6
5915809,R,Barnston Island 3,2001,46,TRUE,6
5915810,R,Musqueam 4,2001,5,TRUE,6
5915811,R,Seymour Creek 2,2001,54,TRUE,6
5915813,R,Katzie 2,2001,31,TRUE,6
5915816,R,McMillan Island 6,2001,59,TRUE,6
5915825,R,Matsqui 4,2001,417,TRUE,6
5915830,R,Katzie 1,2001,224,TRUE,6
5915835,R,Langley 5,2001,0,TRUE,6
5915840,R,Whonnock 1,2001,5,TRUE,6
5917005,DM,North Saanich,2001,10436,FALSE,6
5917010,T,Sidney,2001,10929,FALSE,6
5917015,DM,Central Saanich,2001,1263,FALSE,5
5917015,DM,Central Saanich,2001,14085,FALSE,6
5917021,DM,Saanich,2001,89402,FALSE,5
5917021,DM,Saanich,2001,14252,FALSE,6
5917027,RDA,Capital F,2001,9279,FALSE,6
5917029,RDA,Capital G,2001,19,FALSE,5
5917029,RDA,Capital G,2001,4288,FALSE,6
5917030,DM,Oak Bay,2001,17798,FALSE,5
5917034,C,Victoria,2001,74125,FALSE,5
5917040,DM,Esquimalt,2001,16127,FALSE,5
5917041,C,Colwood,2001,13745,FALSE,5
5917042,DM,Metchosin,2001,4857,FALSE,5
5917044,DM,Langford,2001,13575,FALSE,5
5917044,DM,Langford,2001,5265,FALSE,6
5917047,T,View Royal,2001,7239,FALSE,5
5917047,T,View Royal,2001,32,FALSE,6
5917049,DM,Highlands,2001,110,FALSE,5
5917049,DM,Highlands,2001,1564,FALSE,6
5917052,DM,Sooke,2001,8735,FALSE,5
5917054,RDA,Capital H (Part 1),2001,2786,FALSE,5
5917054,RDA,Capital H (Part 1),2001,1015,FALSE,6
5917056,RDA,Capital H (Part 2),2001,156,FALSE,5
5917056,RDA,Capital H (Part 2),2001,5,FALSE,6
5917801,R,Cole Bay 3,2001,257,TRUE,6
5917802,R,Union Bay 4,2001,100,TRUE,6
5917803,R,East Saanich 2,2001,1429,TRUE,6
5917804,R,South Saanich 1,2001,586,TRUE,6
5917805,R,Galiano Island 9,2001,0,TRUE,6
5917806,R,Mayne Island 6,2001,0,TRUE,6
5917809,R,Becher Bay 1,2001,159,TRUE,5
5917812,R,New Songhees 1A,2001,1874,TRUE,5
5917815,R,Gordon River 2,2001,105,TRUE,5
5917816,R,Pacheena 1,2001,0,TRUE,5
5917817,R,T'Sou-ke 1 (Sooke 1),2001,81,TRUE,5
5917818,R,T'Sou-ke 2 (Sooke 2),2001,76,TRUE,5
5919008,DM,North Cowichan,2001,26148,FALSE,6
5919012,C,Duncan,2001,4699,FALSE,6
5919013,RDA,Cowichan Valley D,2001,2689,FALSE,6
5919015,RDA,Cowichan Valley G,2001,2358,FALSE,6
5919016,T,Lake Cowichan,2001,2827,FALSE,6
5919017,RDA,Cowichan Valley H,2001,2250,FALSE,6
5919021,T,Ladysmith,2001,6587,FALSE,6
5919033,RDA,Cowichan Valley F,2001,1126,FALSE,5
5919033,RDA,Cowichan Valley F,2001,637,FALSE,6
5919035,RDA,Cowichan Valley I,2001,358,FALSE,5
5919035,RDA,Cowichan Valley I,2001,791,FALSE,6
5919043,RDA,Cowichan Valley A,2001,3416,FALSE,6
5919046,RDA,Cowichan Valley B,2001,411,FALSE,5
5919046,RDA,Cowichan Valley B,2001,6670,FALSE,6
5919049,RDA,Cowichan Valley C,2001,4545,FALSE,6
5919051,RDA,Cowichan Valley E,2001,3805,FALSE,6
