csd_id,csd_name,year,area_sq_km,population,unemp_rate,med_income
5903043,Central Kootenay F (RDA),2006,414.86197,3730,4.6,50077
5903045,Castlegar (CY),2006,23.3381,7259,7.9,49626
5903047,Central Kootenay G (RDA),2006,1517.03226,1605,9,35561
5903050,Nakusp (VL),2006,8.69769,1524,10.1,42279
5903052,Central Kootenay H (RDA),2006,3385.32873,4319,7.5,31453
5903056,Central Kootenay I (RDA),2006,113.61572,2415,5.3,50938
5903058,Central Kootenay J (RDA),2006,1812.04483,2792,5.8,63108
5903060,Central Kootenay K (RDA),2006,4650.11866,1800,12.1,35424
5903807,Creston 1 (IRI),2006,7.79636,124,18.2,0
5905005,Fruitvale (VL),2006,2.65944,1952,7.5,50277
5905009,Montrose (VL),2006,1.53041,1012,4.9,59941
5905014,Trail (CY),2006,37.05588,7237,6.3,43087
5905018,Warfield (VL),2006,1.90481,1729,5.2,50087
5905023,Rossland (CY),2006,58.01636,3278,9.3,60088
5905026,Kootenay Boundary A (RDA),2006,243.75266,1989,4.1,61286
5905030,Kootenay Boundary B (RDA),2006,783.05678,1418,3,53297
5905032,Grand Forks (CY),2006,10.82947,4036,7.8,37499
5905037,Midway (VL),2006,12.51665,621,3.9,38169
5905042,Greenwood (CY),2006,2.5246,625,8,32436
5905050,Kootenay Boundary C (RDA),2006,556.93472,1435,7.7,42498
5905052,Kootenay Boundary D (RDA),2006,2120.20425,3176,5.9,45189
5905054,Kootenay Boundary E (RDA),2006,4320.99327,2234,8.6,34500
5907005,Osoyoos (T),2006,9.76154,4752,6,43764
5907009,Keremeos (VL),2006,2.19179,1289,2.4,34171
5907014,Oliver (T),2006,5.49568,4370,5.5,37797
5907022,Okanagan-Similkameen A (RDA),2006,273.73564,1921,4,45781
5907024,Princeton (T),2006,10.43193,2677,12,34826
5907026,Okanagan-Similkameen B (RDA),2006,240.93585,1082,6.5,39468
5907028,Okanagan-Similkameen C (RDA),2006,445.34789,3899,5.2,42733
5907035,Summerland (DM),2006,76.82552,10828,5.8,48454
5907041,Penticton (CY),2006,46.5749,31909,6.8,41383
5907047,Okanagan-Similkameen D (RDA),2006,941.43097,5913,4.5,52030
5907049,Okanagan-Similkameen E (RDA),2006,544.20214,2010,5.7,58268
5907051,Okanagan-Similkameen F (RDA),2006,609.93743,2011,3.8,63903
5907053,Okanagan-Similkameen G (RDA),2006,2124.81477,2308,13.4,33122
5907055,Okanagan-Similkameen H (RDA),2006,4833.74897,2208,8.1,49967
5907801,Lower Similkameen 2 (IRI),2006,14.28855,47,0,0
5907802,Osoyoos 1 (IRI),2006,130.88399,599,19,35968
5907803,Penticton 1 (IRI),2006,194.87406,1470,18.3,34619
5907805,Chopaka 7 & 8 (IRI),2006,17.24763,54,0,0
5907806,Blind Creek 6 (IRI),2006,1.66098,21,NA,NA
5907807,Chuchuwayha 2 (IRI),2006,22.53183,64,40,0
5907808,Alexis 9 (IRI),2006,1.88463,5,NA,NA
5907809,Ashnola 10 (IRI),2006,36.19359,38,NA,NA
5909009,Hope (DM),2006,47.2838,6185,9.4,41493
5909014,Fraser Valley A (RDA),2006,2351.45412,478,18.4,35820
5909016,Fraser Valley B (RDA),2006,3108.07146,796,5.2,30922
5909020,Chilliwack (CY),2006,281.05911,69217,5.3,50890
5909027,Harrison Hot Springs (VL),2006,7.24215,1573,8.3,40313
5909032,Kent (DM),2006,198.44456,4738,3.1,45560
5909034,Fraser Valley D (RDA),2006,234.08192,1296,4.5,62722
5909036,Fraser Valley E (RDA),2006,772.34852,3481,4.6,45917
5909048,Fraser Valley C (RDA),2006,3924.97445,952,0,45940
5909052,Abbotsford (CY),2006,367.67889,123864,5.5,53908
5909056,Mission (DM),2006,260.46302,34505,5.6,56717
5909060,Fraser Valley F (RDA),2006,2126.70882,1339,8.1,44867
5909062,Fraser Valley G (RDA),2006,92.22685,1914,4.4,48801
5909064,Fraser Valley H (RDA),2006,39.29414,394,4.4,82260
5909801,Aywawwis 15 (IRI),2006,0.97615,0,NA,NA
5909802,Boothroyd 5A (IRI),2006,0.77561,0,NA,NA
5909803,Boothroyd 8A (Part) (IRI),2006,0.22185,0,NA,NA
5909804,Chawathil 4 (IRI),2006,5.44016,171,26.7,0
5909805,Inkahtsaph 6 (IRI),2006,2.06094,5,NA,NA
5909806,Kopchitchin 2 (IRI),2006,1.37775,32,NA,NA
5909807,Ohamil 1 (IRI),2006,2.13242,89,40,0
5909808,Puckatholetchin 11 (IRI),2006,2.42919,5,NA,NA
5909809,Saddle Rock 9 (IRI),2006,0.38844,0,NA,NA
5909810,Lukseetsissum 9 (IRI),2006,0.62095,20,NA,NA
5909811,Ruby Creek 2 (IRI),2006,0.18991,0,NA,NA
5909812,Schkam 2 (IRI),2006,0.87051,138,25,0
5909813,Sho-ook 5 (IRI),2006,1.67172,0,NA,NA
5909814,Skawahlook 1 (IRI),2006,0.55143,19,NA,NA
5909815,Speyum 3 (IRI),2006,1.4484,0,NA,NA
5909816,Spuzzum 1 (IRI),2006,1.36049,20,NA,NA
5909817,Tuckkwiowhum 1 (IRI),2006,0.52856,34,NA,NA
5909818,Yale Town 1 (IRI),2006,0.14074,10,NA,NA
5909819,Kahmoose 4 (IRI),2006,0.21658,73,0,0
5909820,Chaumox 11 (IRI),2006,0.63678,0,NA,NA
5909821,Kwawkwawapilt 6 (IRI),2006,0.7107,351,13.3,35806
5909822,Skowkale 10 (IRI),2006,0.57352,423,12.5,40067
5909823,Skowkale 11 (IRI),2006,0.11199,215,0,0
5909824,Skwah 4 (IRI),2006,1.3122,230,21.7,0
5909825,Skwali 3 (IRI),2006,1.37744,10,NA,NA
5909826,Skway 5 (IRI),2006,2.73725,89,28.6,0
5909827,Soowahlie 14 (IRI),2006,4.02752,211,30,0
5909828,Squiaala 7 (IRI),2006,0.94262,99,0,0
5909829,Squiaala 8 (IRI),2006,0.51601,15,NA,NA
5909830,Tzeachten 13 (IRI),2006,2.51496,1188,6.6,39731
5909831,Yakweakwioose 12 (IRI),2006,0.20932,37,NA,NA
5909832,Seabird Island (IRI),2006,16.92422,548,23.8,32576
5909833,Scowlitz 1 (IRI),2006,0.85388,10,NA,NA
5909834,Tseatah 2 (IRI),2006,0.98125,10,NA,NA
5909835,Aitchelitch 9 (IRI),2006,0.204,15,NA,NA
5909836,Boston Bar 1A (IRI),2006,0.60743,0,NA,NA
5909837,Cheam 1 (IRI),2006,3.66168,205,16.7,0
5909838,Schelowat 1 (IRI),2006,0.93561,5,NA,NA
5909839,Chehalis 5 (IRI),2006,9.62043,560,32,35456
5909840,Swahliseah 14 (IRI),2006,0.92071,0,NA,NA
5909841,Stullawheets 8 (IRI),2006,0.52549,54,NA,NA
5909842,Douglas 8 (IRI),2006,4.27544,10,NA,NA
5909843,Peters 1 (IRI),2006,1.24281,43,0,0
5909844,Popkum 1 (IRI),2006,1.37782,15,NA,NA
5909845,Skookumchuck 4 (IRI),2006,2.09185,72,42.9,0
5909846,Franks 10 (IRI),2006,0.41991,0,NA,NA
5909847,Bucktum 4 (IRI),2006,0.29041,0,NA,NA
5909848,Tipella 7 (IRI),2006,0.00223,34,NA,NA
5909849,Skwahla 2 (IRI),2006,0.12115,0,NA,NA
5909852,Baptiste Smith 1A (IRI),2006,0.23344,10,NA,NA
5909855,Sachteen 2 (IRI),2006,0.06312,0,NA,NA
5909860,Sachteen 2A (IRI),2006,0.17519,0,NA,NA
5909865,Samahquam 1 (IRI),2006,1.29532,0,NA,NA
5909870,Kuthlalth 3 (IRI),2006,1.39457,0,NA,NA
5909875,Baptiste Smith 1B (IRI),2006,0.30632,71,33.3,0
5909876,Albert Flat 5 (IRI),2006,0.86783,15,NA,NA
5909877,Upper Sumas 6 (IRI),2006,2.61096,182,NA,NA
5909878,Matsqui Main 2 (IRI),2006,1.60706,75,0,0
5909879,Holachten 8 (IRI),2006,1.29431,266,16.7,31488
5909880,Lakahahmen 11 (IRI),2006,0.41347,214,11.1,0
5909881,Skweahm 10 (IRI),2006,0.7259,304,NA,NA
5909882,Squawkum Creek 3 (IRI),2006,1.63822,97,50,0
5915001,Langley (DM),2006,314.17286,93726,3.5,69805
5915002,Langley (CY),2006,10.25472,23606,5,46456
5915004,Surrey (CY),2006,326.18681,394976,5.7,60168
5915007,White Rock (CY),2006,5.16423,18755,4.6,50376
5915011,Delta (DM),2006,197.03862,96723,4.7,72594
5915015,Richmond (CY),2006,155.13758,174461,5.7,53489
5915020,Greater Vancouver A (RDA),2006,867.07512,11050,7.9,37047
5915022,Vancouver (CY),2006,116.13976,578041,6,47299
5915025,Burnaby (CY),2006,91.53803,202799,6.8,50205
5915029,New Westminster (CY),2006,18.20187,58549,5.6,48773
5915034,Coquitlam (CY),2006,129.77922,114565,5.3,59294
5915036,Belcarra (VL),2006,5.39417,676,3.5,110557
5915038,Anmore (VL),2006,29.17232,1785,2.9,106886
5915039,Port Coquitlam (CY),2006,34.31286,52687,4.9,65731
5915043,Port Moody (CY),2006,26.11791,27512,4.7,74527
5915046,North Vancouver (DM),2006,163.44967,82562,4.9,77032
5915051,North Vancouver (CY),2006,11.93618,45165,4.6,49486
5915055,West Vancouver (DM),2006,88.72037,42131,4.5,76893
5915062,Bowen Island (IM),2006,50.31282,3362,1.9,72990
5915065,Lions Bay (VL),2006,2.5565,1328,3.1,91603
5915070,Pitt Meadows (DM),2006,95.4216,15623,4.4,64748
5915075,Maple Ridge (DM),2006,284.15774,68949,4.6,64017
5915801,Semiahmoo (IRI),2006,1.33504,109,0,0
5915802,Tsawwassen (IRI),2006,2.10254,674,3.4,79713
5915803,Musqueam 2 (IRI),2006,3.21712,1371,10.2,57606
5915804,Coquitlam 2 (IRI),2006,0.79549,5,NA,NA
5915805,Coquitlam 1 (IRI),2006,0.02143,24,NA,NA
5915806,Burrard Inlet 3 (IRI),2006,1.08733,1405,NA,NA
5915807,Mission 1 (IRI),2006,0.27756,569,10.2,33536
5915808,Capilano 5 (IRI),2006,1.79252,2492,12.7,28637
5915809,Barnston Island 3 (IRI),2006,0.5815,49,0,0
5915810,Musqueam 4 (IRI),2006,0.53048,5,NA,NA
5915811,Seymour Creek 2 (IRI),2006,0.46519,75,0,0
5915813,Katzie 2 (IRI),2006,0.30499,37,NA,NA
5915816,McMillan Island 6 (IRI),2006,1.78325,63,0,0
5915825,Matsqui 4 (IRI),2006,0.23487,426,0,25095
5915830,Katzie 1 (IRI),2006,0.43149,246,21.1,0
5915835,Langley 5 (IRI),2006,1.34447,0,NA,NA
5915840,Whonnock 1 (IRI),2006,0.37972,0,NA,NA
5917005,North Saanich (DM),2006,37.17589,10823,2.4,81632
5917010,Sidney (T),2006,5.02754,11315,2.6,49270
5917015,Central Saanich (DM),2006,41.54362,15745,3.1,68422
5917021,Saanich (DM),2006,106.76868,108265,4.6,59729
5917027,Capital F (RDA),2006,184.98431,9640,3.6,45693
5917029,Capital G (RDA),2006,186.77139,5101,4.5,41587
5917030,Oak Bay (DM),2006,10.36065,17908,3.2,72045
5917034,Victoria (CY),2006,19.69906,78057,5.1,38885
5917040,Esquimalt (DM),2006,7.03264,16840,5.2,47653
5917041,Colwood (CY),2006,17.78714,14687,4.1,68798
5917042,Metchosin (DM),2006,71.51027,4795,2.8,75193
5917044,Langford (CY),2006,40.55392,22459,2.7,64199
5917047,View Royal (T),2006,14.91694,8768,3.3,67136
5917049,Highlands (DM),2006,38.18302,1903,1.3,75045
5917052,Sooke (DM),2006,50.52811,9704,4.3,54676
5917054,Capital H (Part 1) (RDA),2006,230.9041,4250,2,61315
5917056,Capital H (Part 2) (RDA),2006,1283.81434,234,NA,NA
5917801,Cole Bay 3 (IRI),2006,2.82179,258,NA,NA
5917802,Union Bay 4 (IRI),2006,0.30274,111,NA,NA
5917803,East Saanich 2 (IRI),2006,2.53947,1637,12.2,38263
5917804,South Saanich 1 (IRI),2006,2.068,571,NA,NA
5917805,Galiano Island 9 (IRI),2006,0.24652,0,NA,NA
5917806,Mayne Island 6 (IRI),2006,1.3405,0,NA,NA
5917809,Becher Bay 1 (IRI),2006,2.6898,140,0,0
5917811,Esquimalt (IRI),2006,0.23073,0,NA,NA
5917812,New Songhees 1A (IRI),2006,0.6999,1643,NA,NA
5917815,Gordon River 2 (IRI),2006,0.91444,101,0,0
5917816,Pacheena 1 (IRI),2006,0.83001,0,NA,NA
5917817,T'Sou-ke 1 (Sooke 1) (IRI),2006,0.27141,88,22.2,0
5917818,T'Sou-ke 2 (Sooke 2) (IRI),2006,0.50741,121,18.2,0
5919008,North Cowichan (DM),2006,198.56272,27557,5.7,51850
5919012,Duncan (CY),2006,2.05116,4986,7.4,33390
5919013,Cowichan Valley D (RDA),2006,15.4402,2823,5.1,52287
5919015,Cowichan Valley G (RDA),2006,285.12848,2249,5.6,51823
5919016,Lake Cowichan (T),2006,9.69558,2948,12.5,45347
5919017,Cowichan Valley H (RDA),2006,83.4846,2274,4.9,57025
5919021,Ladysmith (T),2006,12.16415,7538,5.9,50053
5919033,Cowichan Valley F (RDA),2006,1841.84125,1744,5.8,51175
5919035,Cowichan Valley I (RDA),2006,542.76719,1176,9.2,42665
5919043,Cowichan Valley A (RDA),2006,49.4685,4073,3,61099
5919046,Cowichan Valley B (RDA),2006,313.13575,7562,3.9,61353
5919049,Cowichan Valley C (RDA),2006,22.76459,4530,3.5,65302
5919051,Cowichan Valley E (RDA),2006,135.46516,3878,6.6,61136
5919801,Halalt 2 (IRI),2006,1.23437,152,16.7,0
5919802,Squaw-hay-one 11 (IRI),2006,0.35058,43,NA,NA
5919803,Tsussie 6 (IRI),2006,0.16564,73,0,0
5919804,Chemainus 13 (IRI),2006,11.6169,684,34,22966
5919805,Claoose 4 (IRI),2006,0.99203,0,NA,NA
5919806,Cowichan 9 (IRI),2006,0.21423,29,NA,NA
5919807,Cowichan 1 (IRI),2006,23.66479,1768,30.6,32768
5919808,Kil-pah-las 3 (IRI),2006,0.20034,5,NA,NA
5919809,Kuper Island 7 (IRI),2006,9.18559,361,NA,NA
5919810,Lyacksun 3 (IRI),2006,7.34168,0,NA,NA
5919811,Shingle Point 4 (IRI),2006,0.37851,0,NA,NA
5919812,Cowichan Lake (IRI),2006,0.42011,15,NA,NA
5919814,Malachan 11 (IRI),2006,0.26252,199,22.2,0
5919815,Malahat 11 (IRI),2006,2.48284,90,33.3,0
5919816,Oyster Bay 12 (IRI),2006,1.00366,84,NA,NA
5919817,Portier Pass 5 (IRI),2006,0.01701,0,NA,NA
5919818,Theik 2 (IRI),2006,0.36671,41,0,0
5919819,Wyah 3 (IRI),2006,0.5719,0,NA,NA
5919820,Est-Patrolas 4 (IRI),2006,0.31634,15,NA,NA
5919821,Tzart-Lam 5 (IRI),2006,0.0893,32,NA,NA
5921007,Nanaimo (CY),2006,91.26412,78692,7.2,45937
5921008,Lantzville (DM),2006,27.87027,3661,5.3,70407
5921010,Nanaimo A (RDA),2006,62.23266,6751,6.4,51348
5921014,Nanaimo B (RDA),2006,57.56939,4050,6.3,36703
5921016,Nanaimo C (RDA),2006,1114.31932,2508,3.6,61607
5921018,Parksville (CY),2006,14.74269,10993,7.9,42053
5921023,Qualicum Beach (T),2006,18.02094,8502,5,49111
5921030,Nanaimo E (RDA),2006,75.02123,5462,4.9,59773
5921032,Nanaimo F (RDA),2006,268.27447,6680,8.5,43235
5921034,Nanaimo G (RDA),2006,49.59413,7023,7,55661
5921036,Nanaimo H (RDA),2006,287.12668,3474,9.9,43284
5921801,Nanaimo River 3 (IRI),2006,1.02099,50,NA,NA
5921802,Nanaimo River 2 (IRI),2006,0.51745,21,NA,NA
5921803,Nanaimo River 4 (IRI),2006,0.80064,208,21.4,0
5921804,Nanaimo Town 1 (IRI),2006,0.22021,279,NA,NA
5921805,Nanoose (IRI),2006,0.73152,191,14.3,0
5921806,Qualicum (IRI),2006,0.80026,86,NA,NA
5923008,Port Alberni (CY),2006,21.36594,17548,7.7,43624
5923019,Ucluelet (DM),2006,6.43797,1487,6.9,48442
5923025,Tofino (DM),2006,10.39101,1655,5.2,43842
5923033,Alberni-Clayoquot B (RDA),2006,92.96896,476,9.5,43710
5923035,Alberni-Clayoquot D (RDA),2006,1537.55312,2027,5.9,53925
5923037,Alberni-Clayoquot E (RDA),2006,22.38221,2822,10.3,59090
5923039,Alberni-Clayoquot F (RDA),2006,193.21004,1882,4.2,59587
5923047,Alberni-Clayoquot A (RDA),2006,1724.39398,303,4.8,52708
5923049,Alberni-Clayoquot C (RDA),2006,3309.26537,401,3.8,52159
5923801,Ahahswinis 1 (IRI),2006,0.40899,148,25,0
5923802,Alberni 2 (IRI),2006,0.53346,5,NA,NA
5923803,Anacla 12 (IRI),2006,0.96171,95,NA,NA
5923804,Clakamucus 2 (IRI),2006,0.07988,5,NA,NA
5923805,Elhlateese 2 (IRI),2006,2.38429,27,NA,NA
5923806,Hesquiat 1 (IRI),2006,1.64245,10,NA,NA
5923807,Ittatsoo 1 (IRI),2006,0.75619,200,25,0
5923808,Marktosis 15 (IRI),2006,1.00805,661,NA,NA
5923809,Numukamis 1 (IRI),2006,6.76351,5,NA,NA
5923810,Macoah 1 (IRI),2006,0.45924,19,NA,NA
5923812,Openit 27 (IRI),2006,0.22015,0,NA,NA
5923813,Opitsat 1 (IRI),2006,0.76194,174,13.3,0
5923814,Sachsa 4 (IRI),2006,0.08658,0,NA,NA
5923815,Stuart Bay 6 (IRI),2006,0.30464,0,NA,NA
5923816,Tsahaheh 1 (IRI),2006,4.26767,425,15,30160
5923821,Keeshan 9 (IRI),2006,1.31379,0,NA,NA
5923822,Klehkoot 2 (IRI),2006,1.25591,10,NA,NA
5923823,Esowista 3 (IRI),2006,0.10502,160,21.4,0
5923824,Refuge Cove 6 (IRI),2006,0.09309,103,27.3,0
5923825,Tin Wis 11 (IRI),2006,0.10625,16,NA,NA
5925005,Comox (T),2006,15.16147,12136,6.2,56295
5925010,Courtenay (CY),2006,26.68446,21940,7.3,42434
5925014,Cumberland (VL),2006,30.53059,2762,6.5,43464
5925018,Comox-Strathcona A (RDA),2006,415.77853,4885,6.2,48626
5925019,Comox-Strathcona K (RDA),2006,81.3925,2169,7.1,35921
5925022,Comox-Strathcona B (RDA),2006,57.6663,7219,3.1,57190
5925024,Comox-Strathcona C (RDA),2006,1091.678,7441,5.1,56248
5925025,Gold River (VL),2006,10.38818,1362,6.6,55174
5925029,Zeballos (VL),2006,1.44164,189,8,0
5925030,Tahsis (VL),2006,5.708,366,10,31933
5925034,Campbell River (CY),2006,147.95623,29572,8.9,51011
5925039,Sayward (VL),2006,4.71623,341,14.3,30953
5925042,Comox-Strathcona D (RDA),2006,1718.01924,4984,6.4,61162
5925046,Comox-Strathcona H (RDA),2006,2081.97774,755,5.3,33435
5925049,Comox-Strathcona G (RDA),2006,5147.92825,74,0,0
5925052,Comox-Strathcona I (RDA),2006,137.59785,1042,12.8,23459
5925054,Comox-Strathcona J (RDA),2006,9376.92581,2472,8.4,38396
5925801,Comox 1 (IRI),2006,0.58273,272,22.6,30536
5925802,Pentledge 2 (IRI),2006,0.90054,0,NA,NA
5925803,Ahaminaquus 12 (IRI),2006,0.13958,0,NA,NA
5925804,Campbell River 11 (IRI),2006,1.09871,381,12.8,38528
5925805,Chenahkint 12 (IRI),2006,0.21187,10,NA,NA
5925806,Houpsitas 6 (IRI),2006,0.36029,182,NA,NA
5925808,Nuchatl 2 (IRI),2006,0.21983,0,NA,NA
5925809,Nuchatl 1 (IRI),2006,0.02747,0,NA,NA
5925812,Quinsam 12 (IRI),2006,1.31875,208,22.7,0
5925813,Village Island 1 (IRI),2006,0.49968,0,NA,NA
5925814,Yuquot 1 (IRI),2006,0.98774,5,NA,NA
5925815,Aupe 6 (IRI),2006,0.07247,0,NA,NA
5925816,Aupe 6A (IRI),2006,0.09757,0,NA,NA
5925817,Cape Mudge 10 (IRI),2006,4.96632,175,33.3,0
5925818,Squirrel Cove 8 (IRI),2006,0.15883,5,NA,NA
5925819,Tatpo-oose 10 (IRI),2006,0.16615,0,NA,NA
5925820,Tork 7 (IRI),2006,2.51997,74,25,0
5925825,Matsayno 5 (IRI),2006,0.66495,0,NA,NA
5925830,Saaiyouck 6 (IRI),2006,0.32726,0,NA,NA
5925833,Oclucje 7 (IRI),2006,0.13663,54,NA,NA
5925835,Tsa Xana 18 (IRI),2006,1.86416,221,NA,NA
5925836,Ehatis 11 (IRI),2006,0.24347,79,0,0
5925840,Homalco 9 (IRI),2006,0.5556,220,40,0
5927008,Powell River (CY),2006,31.81195,12957,7,46777
5927010,Powell River A (RDA),2006,4036.66484,914,7.5,28949
5927012,Powell River B (RDA),2006,156.02774,1489,2.9,50661
5927016,Powell River C (RDA),2006,701.32804,2074,3.4,49529
5927018,Powell River D (RDA),2006,302.33201,1107,2,38205
5927020,Powell River E (RDA),2006,72.98306,359,9.5,16395
5927802,Sliammon 1 (IRI),2006,8.04087,682,NA,NA
5927805,Harwood Island 2 (IRI),2006,9.06365,0,NA,NA
5927806,Sechelt (Part) (IGD),2006,0.24024,17,NA,NA
5929005,Gibsons (T),2006,4.32819,4182,7.5,46709
5929011,Sechelt (DM),2006,39.6906,8454,3.4,44255
5929018,Sunshine Coast A (RDA),2006,1938.18965,2624,4.1,41493
5929022,Sunshine Coast B (RDA),2006,1292.66588,2558,5.1,52808
5929024,Sunshine Coast D (RDA),2006,144.41102,3307,2.1,55486
5929026,Sunshine Coast E (RDA),2006,21.31809,3552,4.6,50639
5929028,Sunshine Coast F (RDA),2006,380.93817,2235,3.5,52302
5929801,Chekwelp 26 (IRI),2006,0.13808,20,NA,NA
5929802,Chekwelp 26A (IRI),2006,0.00267,0,NA,NA
5929803,Sechelt (Part) (IGD),2006,10.71168,827,12.2,35918
5929804,Schaltuuch 27 (IRI),2006,0.00456,0,NA,NA
5931006,Squamish (DM),2006,112.48505,14949,6.2,64322
5931012,Pemberton (VL),2006,4.55954,2192,3.5,51440
5931017,Squamish-Lillooet C (RDA),2006,5684.0393,1887,6.6,45473
5931020,Whistler (DM),2006,164.88422,9248,5.3,62299
5931021,Squamish-Lillooet D (RDA),2006,3164.17596,839,6,64925
5931026,Lillooet (DM),2006,29.72982,2324,9.2,51273
5931032,Squamish-Lillooet A (RDA),2006,3808.6316,207,16,0
5931034,Squamish-Lillooet B (RDA),2006,3522.86528,575,4.6,29046
5931801,Cheakamus 11 (IRI),2006,18.87799,82,33.3,0
5931802,Kowtain 17 (IRI),2006,0.27027,34,NA,NA
5931803,Mount Currie  1 (IRI),2006,0.82183,114,NA,NA
5931804,Mount Currie 10 (IRI),2006,0.38422,181,26.7,0
5931805,Nequatque 1 (IRI),2006,1.81502,154,NA,NA
5931806,Seaichem 16 (IRI),2006,0.05647,54,NA,NA
5931807,Stawamus 24 (IRI),2006,0.2681,96,25,0
5931808,Waiwakum 14 (IRI),2006,0.1695,103,22.2,0
5931809,Yekwaupsum 18 (IRI),2006,0.02927,20,NA,NA
5931810,Nequatque 3A (IRI),2006,0.09488,10,NA,NA
5931811,Mount Currie  2 (IRI),2006,0.50377,15,NA,NA
5931812,Nesuch 3 (IRI),2006,5.06903,116,0,0
5931813,Bridge River 1 (IRI),2006,40.08062,208,23.5,0
5931814,Cayoosh Creek 1 (IRI),2006,1.64202,52,NA,NA
5931815,Chilhil 6 (IRI),2006,2.71917,51,50,0
5931816,Fountain  1 (IRI),2006,1.42871,165,16.7,0
5931817,Fountain  3 (IRI),2006,2.59983,5,NA,NA
5931818,Fountain 10 (IRI),2006,0.88643,0,NA,NA
5931819,Fountain 11 (IRI),2006,0.23192,10,NA,NA
5931820,Fountain 12 (IRI),2006,0.3084,5,NA,NA
5931821,Lillooet 1 (IRI),2006,3.63889,195,22.2,0
5931822,Fountain Creek 8 (IRI),2006,0.20635,5,NA,NA
5931823,McCartney's Flat 4 (IRI),2006,1.96144,49,NA,NA
5931824,Seton Lake 5 (IRI),2006,0.02256,5,NA,NA
5931826,Necait 6 (IRI),2006,0.35091,16,NA,NA
5931827,Nesikep 6 (IRI),2006,6.35965,0,NA,NA
5931828,Pashilqua 2 (IRI),2006,3.07938,39,NA,NA
5931829,Pavilion 1 (IRI),2006,9.63213,56,NA,NA
5931830,Seton Lake 5A (IRI),2006,3.55221,0,NA,NA
5931831,Slosh 1 (IRI),2006,7.61703,227,NA,NA
5931832,Towinock 2 (IRI),2006,0.88505,5,NA,NA
5931833,Mission 5 (IRI),2006,0.26661,51,NA,NA
5931837,Mount Currie  8 (IRI),2006,3.6574,72,NA,NA
5931838,Mount Currie  6 (IRI),2006,17.92026,799,23.3,28608
5931839,Slosh 1A (IRI),2006,6.13529,0,NA,NA
5931840,Nequatque 2 (IRI),2006,0.09633,10,NA,NA
5931842,Fountain  1B (IRI),2006,0.87073,0,NA,NA
5933006,Merritt (CY),2006,25.1247,6998,8,44280
5933008,Thompson-Nicola M (RDA),2006,3936.02516,1797,8.5,57394
5933012,Thompson-Nicola N (RDA),2006,2359.84289,839,3.2,55080
5933015,Lytton (VL),2006,7.31877,235,0,0
5933019,Ashcroft (VL),2006,52.58985,1664,9.8,43479
5933024,Cache Creek (VL),2006,10.57098,1037,8.9,41234
5933028,Clinton (VL),2006,4.3637,578,21.3,31715
5933032,Thompson-Nicola E (Bonaparte Plateau) (RDA),2006,6797.50525,1404,8.3,48447
5933035,Logan Lake (DM),2006,329.10684,2162,4.3,52237
5933037,Thompson-Nicola I (Blue Sky Country) (RDA),2006,5780.0997,1320,NA,NA
5933039,Thompson-Nicola J (Copper Desert Country) (RDA),2006,3385.83066,1609,5.9,49826
5933042,Kamloops (CY),2006,315.21974,80376,6,54764
