sgc,name,year,ohibc_pop,fn,rgn_id
5923804,Clakamucus 2,2001,5,FALSE,5
5923805,Elhlateese 2,2001,21,FALSE,5
5923806,Hesquiat 1,2001,5,FALSE,5
5923807,Ittatsoo 1,2001,208,FALSE,5
5923808,Marktosis 15,2001,557,FALSE,5
5923809,Numukamis 1,2001,5,FALSE,5
5923810,Macoah 1,2001,10,FALSE,5
5923812,Openit 27,2001,0,FALSE,5
5923813,Opitsat 1,2001,148,FALSE,5
5923814,Sachsa 4,2001,10,FALSE,5
5923815,Stuart Bay 6,2001,0,FALSE,5
5923816,Tsahaheh 1,2001,322,FALSE,5
5923821,Keeshan 9,2001,0,FALSE,5
5923822,Klehkoot 2,2001,10,FALSE,5
5923823,Esowista 3,2001,140,FALSE,5
5923824,Refuge Cove 6,2001,77,FALSE,5
5925005,Comox,2001,11172,FALSE,6
5925010,Courtenay,2001,18304,FALSE,6
5925014,Cumberland,2001,2618,FALSE,6
5925018,Comox-Strathcona A,2001,244,FALSE,5
5925018,Comox-Strathcona A,2001,4536,FALSE,6
5925019,Comox-Strathcona K,2001,1982,FALSE,6
5925022,Comox-Strathcona B,2001,7941,FALSE,6
5925024,Comox-Strathcona C,2001,7,FALSE,5
5925024,Comox-Strathcona C,2001,7577,FALSE,6
5925025,Gold River,2001,1359,FALSE,5
5925029,Zeballos,2001,224,FALSE,5
5925030,Tahsis,2001,600,FALSE,5
5925034,Campbell River,2001,15613,FALSE,4
5925034,Campbell River,2001,12843,FALSE,6
5925039,Sayward,2001,379,FALSE,4
5925042,Comox-Strathcona D,2001,240,FALSE,4
5925042,Comox-Strathcona D,2001,25,FALSE,5
5925042,Comox-Strathcona D,2001,4656,FALSE,6
5925046,Comox-Strathcona H,2001,785,FALSE,4
5925046,Comox-Strathcona H,2001,0,FALSE,6
5925049,Comox-Strathcona G,2001,3,FALSE,4
5925049,Comox-Strathcona G,2001,153,FALSE,5
5925049,Comox-Strathcona G,2001,1,FALSE,6
5925052,Comox-Strathcona I,2001,938,FALSE,6
5925054,Comox-Strathcona J,2001,1634,FALSE,4
5925054,Comox-Strathcona J,2001,906,FALSE,6
5925801,Comox 1,2001,254,FALSE,6
5925802,Pentledge 2,2001,0,FALSE,6
5925803,Ahaminaquus 12,2001,0,FALSE,5
5925804,Campbell River 11,2001,284,FALSE,4
5925805,Chenahkint 12,2001,10,FALSE,5
5925806,Houpsitas 6,2001,160,FALSE,5
5925808,Nuchatl 2,2001,0,FALSE,5
5925809,Nuchatl 1,2001,0,FALSE,5
5925812,Quinsam 12,2001,212,FALSE,4
5925813,Village Island 1,2001,10,FALSE,5
5925814,Yuquot 1,2001,5,FALSE,5
5925815,Aupe 6,2001,0,FALSE,6
5925816,Aupe 6A,2001,0,FALSE,6
5925817,Cape Mudge 10,2001,181,FALSE,4
5925818,Squirrel Cove 8,2001,0,FALSE,6
5925819,Tatpo-oose 10,2001,0,FALSE,4
5925820,Tork 7,2001,62,FALSE,6
5925825,Matsayno 5,2001,0,FALSE,4
5925830,Saaiyouck 6,2001,0,FALSE,4
5925833,Oclucje 7,2001,32,FALSE,5
5925835,Tsa Xana 18,2001,175,FALSE,5
5927008,Powell River,2001,12983,FALSE,6
5927010,Powell River A,2001,988,FALSE,6
5927012,Powell River B,2001,1450,FALSE,6
5927016,Powell River C,2001,2135,FALSE,6
5927018,Powell River D,2001,1129,FALSE,6
5927020,Powell River E,2001,367,FALSE,6
5927802,Sliammon 1,2001,677,FALSE,6
5927805,Harwood Island 2,2001,0,FALSE,6
5927806,Sechelt (Part),2001,36,TRUE,6
5929005,Gibsons,2001,3906,FALSE,6
5929011,Sechelt,2001,7775,FALSE,6
5929018,Sunshine Coast A,2001,2374,FALSE,6
5929022,Sunshine Coast B,2001,2353,FALSE,6
5929024,Sunshine Coast D,2001,3090,FALSE,6
5929026,Sunshine Coast E,2001,3311,FALSE,6
5929028,Sunshine Coast F,2001,1971,FALSE,6
5929801,Chekwelp 26,2001,24,FALSE,6
5929802,Chekwelp 26A,2001,0,FALSE,6
5929803,Sechelt (Part),2001,795,TRUE,6
5929804,Schaltuuch 27,2001,0,FALSE,6
5931006,Squamish,2001,14247,FALSE,6
5931012,Pemberton,2001,1637,FALSE,6
5931017,Squamish-Lillooet C,2001,1402,FALSE,6
5931020,Whistler,2001,8896,FALSE,6
5931021,Squamish-Lillooet D,2001,750,FALSE,6
5931032,Squamish-Lillooet A,2001,1,FALSE,6
5931034,Squamish-Lillooet B,2001,0,FALSE,6
5931801,Cheakamus 11,2001,45,FALSE,6
5931802,Kowtain 17,2001,23,FALSE,6
5931803,Mount Currie  1,2001,117,FALSE,6
5931804,Mount Currie 10,2001,183,FALSE,6
5931806,Seaichem 16,2001,0,FALSE,6
5931807,Stawamus 24,2001,50,FALSE,6
5931808,Waiwakum 14,2001,91,FALSE,6
5931809,Yekwaupsum 18,2001,24,FALSE,6
5931811,Mount Currie  2,2001,0,FALSE,6
5931812,Nesuch 3,2001,88,FALSE,6
5931837,Mount Currie  8,2001,50,FALSE,6
5931838,Mount Currie  6,2001,704,FALSE,6
5933037,Thompson-Nicola I,2001,0,FALSE,6
5941039,Cariboo J,2001,55,FALSE,3
5941039,Cariboo J,2001,190,FALSE,4
5941039,Cariboo J,2001,0,FALSE,6
5943008,Alert Bay,2001,583,FALSE,4
5943012,Port McNeill,2001,2821,FALSE,4
5943017,Port Alice,2001,1126,FALSE,4
5943023,Port Hardy,2001,4574,FALSE,4
5943027,Mount Waddington B,2001,166,FALSE,4
5943027,Mount Waddington B,2001,3,FALSE,5
5943031,Mount Waddington C,2001,825,FALSE,4
5943031,Mount Waddington C,2001,4,FALSE,5
5943033,Mount Waddington D,2001,400,FALSE,4
5943033,Mount Waddington D,2001,1,FALSE,5
5943037,Mount Waddington A,2001,10,FALSE,3
5943037,Mount Waddington A,2001,876,FALSE,4
5943801,Alert Bay 1,2001,281,FALSE,4
5943802,Alert Bay 1A,2001,411,FALSE,4
5943804,Fort Rupert 1,2001,36,FALSE,4
5943805,Quattishe 1,2001,0,FALSE,4
5943806,Tsulquate 4,2001,387,FALSE,4
5943807,Dead Point 5,2001,0,FALSE,4
5943808,Gwayasdums 1,2001,35,FALSE,4
5943809,Hopetown 10A,2001,5,FALSE,4
5943810,Karlukwees 1,2001,0,FALSE,4
5943813,Quaee 7,2001,95,FALSE,4
5943815,Kippase 2,2001,269,FALSE,4
5943816,Quatsino Subdivision 18,2001,198,FALSE,4
5943817,Thomas Point 5,2001,0,FALSE,4
5943820,Apsagayu 1A,2001,0,FALSE,4
5943824,Compton Island 6,2001,0,FALSE,4
5943828,Mahmalillikullah 1,2001,0,FALSE,4
5943832,Glen-Gla-Ouch 5,2001,0,FALSE,4
5943836,Hope Island 1,2001,5,FALSE,4
5945006,Central Coast A,2001,132,FALSE,3
5945006,Central Coast A,2001,10,FALSE,4
5945010,Central Coast C,2001,566,FALSE,3
5945010,Central Coast C,2001,0,FALSE,4
5945012,Central Coast D,2001,516,FALSE,3
5945014,Central Coast E,2001,167,FALSE,3
5945801,Bella Bella 1,2001,1253,FALSE,3
5945802,Bella Coola 1,2001,909,FALSE,3
5945803,Katit 1,2001,96,FALSE,3
5947007,Port Edward,2001,659,FALSE,1
5947012,Prince Rupert,2001,14643,FALSE,1
5947016,Skeena-Queen Charlotte A,2001,91,FALSE,1
5947021,Skeena-Queen Charlotte C,2001,50,FALSE,1
5947023,Masset,2001,926,FALSE,2
5947025,Skeena-Queen Charlotte F,2001,1045,FALSE,2
5947027,Skeena-Queen Charlotte D,2001,538,FALSE,2
5947030,Port Clements,2001,516,FALSE,2
5947032,Skeena-Queen Charlotte E,2001,460,FALSE,2
5947803,Masset 1,2001,707,FALSE,2
5947804,Skidegate 1,2001,743,FALSE,2
5947806,Kulkayu (Hartley Bay) 4,2001,162,FALSE,1
5947807,Dolphin Island 1,2001,368,FALSE,1
5947809,Lax Kw'alaams,2001,785,FALSE,1
5949005,Kitimat,2001,10285,FALSE,1
5949011,Terrace,2001,12109,FALSE,1
5949013,Kitimat-Stikine C (Part 1),2001,2627,FALSE,1
5949018,Kitimat-Stikine E,2001,4475,FALSE,1
5949020,Kitimat-Stikine C (Part 2),2001,6,FALSE,1
5949020,Kitimat-Stikine C (Part 2),2001,2,FALSE,3
5949028,Kitimat-Stikine B,2001,75,FALSE,1
5949032,Stewart,2001,45,FALSE,1
5949035,Nisga'a,2001,33,TRUE,1
5949039,Kitimat-Stikine A,2001,14,FALSE,1
5949802,Kitasoo 1,2001,295,FALSE,3
5949803,Kitamaat 2,2001,511,FALSE,1
5949804,Kitsumkaylum 1,2001,265,FALSE,1
5949805,Kshish 4,2001,58,FALSE,1
5949807,Kulspai 6,2001,75,FALSE,1
5949831,Gitzault 24,2001,0,FALSE,1
5949842,Gingolx,2001,339,TRUE,1
5951031,Bulkley-Nechako E,2001,1,FALSE,1
5951031,Bulkley-Nechako E,2001,21,FALSE,3
5951051,Bulkley-Nechako A,2001,478,FALSE,1
5951053,Bulkley-Nechako G,2001,1,FALSE,1
5909014,Fraser Valley A,2006,1,FALSE,6
5909016,Fraser Valley B,2006,13,FALSE,6
5909020,Chilliwack,2006,69217,FALSE,6
5909027,Harrison Hot Springs,2006,1573,FALSE,6
5909032,Kent,2006,4718,FALSE,6
5909034,Fraser Valley D,2006,1130,FALSE,6
5909036,Fraser Valley E,2006,3473,FALSE,6
5909048,Fraser Valley C,2006,950,FALSE,6
5909052,Abbotsford,2006,123864,FALSE,6
5909056,Mission,2006,34505,FALSE,6
5909060,Fraser Valley F,2006,1339,FALSE,6
5909062,Fraser Valley G,2006,1914,FALSE,6
5909064,Fraser Valley H,2006,394,FALSE,6
5909807,Ohamil 1,2006,89,TRUE,6
5909810,Lukseetsissum 9,2006,15,TRUE,6
5909821,Kwawkwawapilt 6,2006,351,TRUE,6
5909822,Skowkale 10,2006,423,TRUE,6
5909823,Skowkale 11,2006,215,TRUE,6
5909824,Skwah 4,2006,230,TRUE,6
5909825,Skwali 3,2006,10,TRUE,6
5909826,Skway 5,2006,89,TRUE,6
5909827,Soowahlie 14,2006,211,TRUE,6
5909828,Squiaala 7,2006,99,TRUE,6
5909829,Squiaala 8,2006,15,TRUE,6
5909830,Tzeachten 13,2006,1188,TRUE,6
5909831,Yakweakwioose 12,2006,37,TRUE,6
5909832,Seabird Island,2006,548,TRUE,6
5909833,Scowlitz 1,2006,10,TRUE,6
5909834,Tseatah 2,2006,10,TRUE,6
5909835,Aitchelitch 9,2006,15,TRUE,6
5909837,Cheam 1,2006,205,TRUE,6
5909838,Schelowat 1,2006,5,TRUE,6
5909839,Chehalis 5,2006,560,TRUE,6
5909842,Douglas 8,2006,10,TRUE,6
5909843,Peters 1,2006,43,TRUE,6
5909844,Popkum 1,2006,15,TRUE,6
5909845,Skookumchuck 4,2006,72,TRUE,6
5909846,Franks 10,2006,0,TRUE,6
5909848,Tipella 7,2006,34,TRUE,6
5909849,Skwahla 2,2006,0,TRUE,6
5909852,Baptiste Smith 1A,2006,10,TRUE,6
5909855,Sachteen 2,2006,0,TRUE,6
5909860,Sachteen 2A,2006,0,TRUE,6
5909865,Samahquam 1,2006,0,TRUE,6
5909875,Baptiste Smith 1B,2006,71,TRUE,6
5909877,Upper Sumas 6,2006,182,TRUE,6
5909878,Matsqui Main 2,2006,75,TRUE,6
5909879,Holachten 8,2006,266,TRUE,6
5909880,Lakahahmen 11,2006,214,TRUE,6
5909881,Skweahm 10,2006,304,TRUE,6
5909882,Squawkum Creek 3,2006,97,TRUE,6
5915001,Langley,2006,93726,FALSE,6
5915002,Langley,2006,23606,FALSE,6
5915004,Surrey,2006,394976,FALSE,6
5915007,White Rock,2006,18755,FALSE,6
5915011,Delta,2006,96723,FALSE,6
5915015,Richmond,2006,174461,FALSE,6
5915020,Greater Vancouver A,2006,11050,FALSE,6
5915022,Vancouver,2006,578041,FALSE,6
5915025,Burnaby,2006,202799,FALSE,6
5915029,New Westminster,2006,58549,FALSE,6
5915034,Coquitlam,2006,114565,FALSE,6
5915036,Belcarra,2006,676,FALSE,6
5915038,Anmore,2006,1785,FALSE,6
5915039,Port Coquitlam,2006,52687,FALSE,6
5915043,Port Moody,2006,27512,FALSE,6
5915046,North Vancouver,2006,82562,FALSE,6
5915051,North Vancouver,2006,45165,FALSE,6
5915055,West Vancouver,2006,42131,FALSE,6
5915062,Bowen Island,2006,3362,FALSE,6
5915065,Lions Bay,2006,1328,FALSE,6
5915070,Pitt Meadows,2006,15623,FALSE,6
5915075,Maple Ridge,2006,68949,FALSE,6
5915801,Semiahmoo,2006,109,TRUE,6
5915802,Tsawwassen,2006,674,TRUE,6
5915803,Musqueam 2,2006,1371,TRUE,6
5915804,Coquitlam 2,2006,5,TRUE,6
5915805,Coquitlam 1,2006,24,TRUE,6
5915806,Burrard Inlet 3,2006,1405,TRUE,6
5915807,Mission 1,2006,569,TRUE,6
5915808,Capilano 5,2006,2492,TRUE,6
5915809,Barnston Island 3,2006,49,TRUE,6
5915810,Musqueam 4,2006,5,TRUE,6
5915811,Seymour Creek 2,2006,75,TRUE,6
5915813,Katzie 2,2006,37,TRUE,6
5915816,McMillan Island 6,2006,63,TRUE,6
5915825,Matsqui 4,2006,426,TRUE,6
5915830,Katzie 1,2006,246,TRUE,6
5915835,Langley 5,2006,0,TRUE,6
5915840,Whonnock 1,2006,0,TRUE,6
5917005,North Saanich,2006,10823,FALSE,6
5917010,Sidney,2006,11315,FALSE,6
5917015,Central Saanich,2006,1290,FALSE,5
5917015,Central Saanich,2006,14455,FALSE,6
5917021,Saanich,2006,93375,FALSE,5
5917021,Saanich,2006,14890,FALSE,6
5917027,Capital F,2006,9640,FALSE,6
5917029,Capital G,2006,22,FALSE,5
5917029,Capital G,2006,5079,FALSE,6
5917030,Oak Bay,2006,17908,FALSE,5
5917034,Victoria,2006,78057,FALSE,5
5917040,Esquimalt,2006,16840,FALSE,5
5917041,Colwood,2006,14687,FALSE,5
5917042,Metchosin,2006,4795,FALSE,5
5917044,Langford,2006,16165,FALSE,5
5917044,Langford,2006,6294,FALSE,6
5917047,View Royal,2006,8730,FALSE,5
5917047,View Royal,2006,38,FALSE,6
5917049,Highlands,2006,125,FALSE,5
5917049,Highlands,2006,1778,FALSE,6
5917052,Sooke,2006,9704,FALSE,5
5917054,Capital H (Part 1),2006,3112,FALSE,5
5917054,Capital H (Part 1),2006,1138,FALSE,6
5917056,Capital H (Part 2),2006,227,FALSE,5
5917056,Capital H (Part 2),2006,7,FALSE,6
5917801,Cole Bay 3,2006,258,TRUE,6
5917802,Union Bay 4,2006,111,TRUE,6
5917803,East Saanich 2,2006,1637,TRUE,6
5917804,South Saanich 1,2006,571,TRUE,6
5917805,Galiano Island 9,2006,0,TRUE,6
5917806,Mayne Island 6,2006,0,TRUE,6
5917809,Becher Bay 1,2006,140,TRUE,5
5917812,New Songhees 1A,2006,1643,TRUE,5
5917815,Gordon River 2,2006,101,TRUE,5
5917816,Pacheena 1,2006,0,TRUE,5
5917817,T'Sou-ke 1 (Sooke 1),2006,88,TRUE,5
5917818,T'Sou-ke 2 (Sooke 2),2006,121,TRUE,5
5919008,North Cowichan,2006,27557,FALSE,6
5919012,Duncan,2006,4986,FALSE,6
5919013,Cowichan Valley D,2006,2823,FALSE,6
5919015,Cowichan Valley G,2006,2249,FALSE,6
5919016,Lake Cowichan,2006,2948,FALSE,6
5919017,Cowichan Valley H,2006,2274,FALSE,6
5919021,Ladysmith,2006,7538,FALSE,6
5919033,Cowichan Valley F,2006,1117,FALSE,5
5919033,Cowichan Valley F,2006,627,FALSE,6
5919035,Cowichan Valley I,2006,366,FALSE,5
5919035,Cowichan Valley I,2006,810,FALSE,6
5919043,Cowichan Valley A,2006,4073,FALSE,6
5919046,Cowichan Valley B,2006,439,FALSE,5
5919046,Cowichan Valley B,2006,7123,FALSE,6
5919049,Cowichan Valley C,2006,4530,FALSE,6
5919051,Cowichan Valley E,2006,3878,FALSE,6
5919801,Halalt 2,2006,152,TRUE,6
5919802,Squaw-hay-one 11,2006,43,TRUE,6
5919803,Tsussie 6,2006,73,TRUE,6
5919804,Chemainus 13,2006,684,TRUE,6
5919805,Claoose 4,2006,0,TRUE,5
5919806,Cowichan 9,2006,29,TRUE,6
5919807,Cowichan 1,2006,1768,TRUE,6
5919808,Kil-pah-las 3,2006,5,TRUE,6
5919809,Kuper Island 7,2006,361,TRUE,6
5919810,Lyacksun 3,2006,0,TRUE,6
5919811,Shingle Point 4,2006,0,TRUE,6
5919812,Cowichan Lake,2006,15,TRUE,6
5919814,Malachan 11,2006,199,TRUE,5
5919815,Malahat 11,2006,90,TRUE,6
5919816,Oyster Bay 12,2006,84,TRUE,6
5919817,Portier Pass 5,2006,0,TRUE,6
5919818,Theik 2,2006,41,TRUE,6
5919819,Wyah 3,2006,0,TRUE,5
5919820,Est-Patrolas 4,2006,15,TRUE,6
5919821,Tzart-Lam 5,2006,32,TRUE,6
5921007,Nanaimo,2006,78692,FALSE,6
5921008,Lantzville,2006,3661,FALSE,6
5921010,Nanaimo A,2006,6751,FALSE,6
5921014,Nanaimo B,2006,4050,FALSE,6
5921016,Nanaimo C,2006,44,FALSE,5
5921016,Nanaimo C,2006,2464,FALSE,6
5921018,Parksville,2006,10993,FALSE,6
5921023,Qualicum Beach,2006,8502,FALSE,6
5921030,Nanaimo E,2006,5462,FALSE,6
5921032,Nanaimo F,2006,10,FALSE,5
5921032,Nanaimo F,2006,6670,FALSE,6
5921034,Nanaimo G,2006,7023,FALSE,6
5921036,Nanaimo H,2006,193,FALSE,5
5921036,Nanaimo H,2006,3281,FALSE,6
5921801,Nanaimo River 3,2006,50,TRUE,6
5921802,Nanaimo River 2,2006,21,TRUE,6
5921803,Nanaimo River 4,2006,208,TRUE,6
5921804,Nanaimo Town 1,2006,279,TRUE,6
5921805,Nanoose,2006,191,TRUE,6
5921806,Qualicum,2006,86,TRUE,6
5923008,Port Alberni,2006,17548,FALSE,5
5923019,Ucluelet,2006,1487,FALSE,5
5923025,Tofino,2006,1655,FALSE,5
5923033,Alberni-Clayoquot B,2006,468,FALSE,5
5923033,Alberni-Clayoquot B,2006,8,FALSE,6
5923035,Alberni-Clayoquot D,2006,1897,FALSE,5
5923035,Alberni-Clayoquot D,2006,130,FALSE,6
5923037,Alberni-Clayoquot E,2006,2822,FALSE,5
5923039,Alberni-Clayoquot F,2006,1872,FALSE,5
5923039,Alberni-Clayoquot F,2006,10,FALSE,6
5923047,Alberni-Clayoquot A,2006,303,FALSE,5
5923049,Alberni-Clayoquot C,2006,401,FALSE,5
5923049,Alberni-Clayoquot C,2006,0,FALSE,6
5923801,Ahahswinis 1,2006,148,TRUE,5
5923802,Alberni 2,2006,5,TRUE,5
5923803,Anacla 12,2006,95,TRUE,5
5923804,Clakamucus 2,2006,5,TRUE,5
5923805,Elhlateese 2,2006,27,TRUE,5
5923806,Hesquiat 1,2006,10,TRUE,5
5923807,Ittatsoo 1,2006,200,TRUE,5
5923808,Marktosis 15,2006,661,TRUE,5
5923809,Numukamis 1,2006,5,TRUE,5
5923810,Macoah 1,2006,19,TRUE,5
5923812,Openit 27,2006,0,TRUE,5
5923813,Opitsat 1,2006,174,TRUE,5
5923814,Sachsa 4,2006,0,TRUE,5
5923815,Stuart Bay 6,2006,0,TRUE,5
5923816,Tsahaheh 1,2006,425,TRUE,5
5923821,Keeshan 9,2006,0,TRUE,5
5923822,Klehkoot 2,2006,10,TRUE,5
5923823,Esowista 3,2006,160,TRUE,5
5923824,Refuge Cove 6,2006,103,TRUE,5
5923825,Tin Wis 11,2006,16,TRUE,5
5925005,Comox,2006,12136,FALSE,6
5925010,Courtenay,2006,21940,FALSE,6
5925014,Cumberland,2006,2762,FALSE,6
5925018,Comox-Strathcona A,2006,261,FALSE,5
5925018,Comox-Strathcona A,2006,4624,FALSE,6
5925019,Comox-Strathcona K,2006,2169,FALSE,6
5925022,Comox-Strathcona B,2006,7219,FALSE,6
5925024,Comox-Strathcona C,2006,7,FALSE,5
5925024,Comox-Strathcona C,2006,7434,FALSE,6
5925025,Gold River,2006,1362,FALSE,5
5925029,Zeballos,2006,189,FALSE,5
5925030,Tahsis,2006,366,FALSE,5
5925034,Campbell River,2006,17017,FALSE,4
5925034,Campbell River,2006,12555,FALSE,6
5925039,Sayward,2006,341,FALSE,4
5925042,Comox-Strathcona D,2006,243,FALSE,4
5925042,Comox-Strathcona D,2006,25,FALSE,5
5925042,Comox-Strathcona D,2006,4716,FALSE,6
5925046,Comox-Strathcona H,2006,755,FALSE,4
5925046,Comox-Strathcona H,2006,0,FALSE,6
5925049,Comox-Strathcona G,2006,1,FALSE,4
5925049,Comox-Strathcona G,2006,72,FALSE,5
5925049,Comox-Strathcona G,2006,0,FALSE,6
5925052,Comox-Strathcona I,2006,1042,FALSE,6
5925054,Comox-Strathcona J,2006,1561,FALSE,4
5925054,Comox-Strathcona J,2006,903,FALSE,6
5925801,Comox 1,2006,272,TRUE,6
5925802,Pentledge 2,2006,0,TRUE,6
5925803,Ahaminaquus 12,2006,0,TRUE,5
5925804,Campbell River 11,2006,381,TRUE,4
5925805,Chenahkint 12,2006,10,TRUE,5
5925806,Houpsitas 6,2006,182,TRUE,5
5925808,Nuchatl 2,2006,0,TRUE,5
5925809,Nuchatl 1,2006,0,TRUE,5
5925812,Quinsam 12,2006,208,TRUE,4
5925813,Village Island 1,2006,0,TRUE,5
5925814,Yuquot 1,2006,5,TRUE,5
5925815,Aupe 6,2006,0,TRUE,6
5925816,Aupe 6A,2006,0,TRUE,6
5925817,Cape Mudge 10,2006,175,TRUE,4
5925818,Squirrel Cove 8,2006,5,TRUE,6
5925819,Tatpo-oose 10,2006,0,TRUE,4
5925820,Tork 7,2006,74,TRUE,6
5925825,Matsayno 5,2006,0,TRUE,4
5925830,Saaiyouck 6,2006,0,TRUE,4
5925833,Oclucje 7,2006,54,TRUE,5
5925835,Tsa Xana 18,2006,221,TRUE,5
5925836,Ehatis 11,2006,79,TRUE,5
5925840,Homalco 9,2006,220,TRUE,6
5927008,Powell River,2006,12957,FALSE,6
5927010,Powell River A,2006,914,FALSE,6
5927012,Powell River B,2006,1489,FALSE,6
5927016,Powell River C,2006,2074,FALSE,6
5927018,Powell River D,2006,1107,FALSE,6
5927020,Powell River E,2006,359,FALSE,6
5927802,Sliammon 1,2006,682,TRUE,6
5927805,Harwood Island 2,2006,0,TRUE,6
5927806,Sechelt (Part),2006,17,TRUE,6
5929005,Gibsons,2006,4182,FALSE,6
5929011,Sechelt,2006,8454,FALSE,6
5929018,Sunshine Coast A,2006,2624,FALSE,6
5929022,Sunshine Coast B,2006,2558,FALSE,6
5929024,Sunshine Coast D,2006,3307,FALSE,6
5929026,Sunshine Coast E,2006,3552,FALSE,6
5929028,Sunshine Coast F,2006,2235,FALSE,6
5929801,Chekwelp 26,2006,20,TRUE,6
5929802,Chekwelp 26A,2006,0,TRUE,6
5929803,Sechelt (Part),2006,827,TRUE,6
5929804,Schaltuuch 27,2006,0,TRUE,6
5931006,Squamish,2006,14949,FALSE,6
5931012,Pemberton,2006,2192,FALSE,6
5931017,Squamish-Lillooet C,2006,1759,FALSE,6
5931020,Whistler,2006,9248,FALSE,6
5931021,Squamish-Lillooet D,2006,839,FALSE,6
5931032,Squamish-Lillooet A,2006,1,FALSE,6
5931034,Squamish-Lillooet B,2006,0,FALSE,6
5931801,Cheakamus 11,2006,82,TRUE,6
5931802,Kowtain 17,2006,34,TRUE,6
5931803,Mount Currie  1,2006,114,TRUE,6
5931804,Mount Currie 10,2006,181,TRUE,6
5931806,Seaichem 16,2006,54,TRUE,6
5931807,Stawamus 24,2006,96,TRUE,6
5931808,Waiwakum 14,2006,103,TRUE,6
5931809,Yekwaupsum 18,2006,20,TRUE,6
5931811,Mount Currie  2,2006,15,TRUE,6
5931812,Nesuch 3,2006,116,TRUE,6
5931837,Mount Currie  8,2006,72,TRUE,6
5931838,Mount Currie  6,2006,799,TRUE,6
5933037,Thompson-Nicola I (Blue Sky Country),2006,0,FALSE,6
5941039,Cariboo J,2006,51,FALSE,3
5941039,Cariboo J,2006,174,FALSE,4
5941039,Cariboo J,2006,0,FALSE,6
5943008,Alert Bay,2006,556,FALSE,4
5943012,Port McNeill,2006,2623,FALSE,4
5943017,Port Alice,2006,821,FALSE,4
5943023,Port Hardy,2006,3822,FALSE,4
5943027,Mount Waddington B,2006,0,FALSE,3
5943027,Mount Waddington B,2006,147,FALSE,4
5943027,Mount Waddington B,2006,3,FALSE,5
5943031,Mount Waddington C,2006,733,FALSE,4
5943031,Mount Waddington C,2006,3,FALSE,5
5943033,Mount Waddington D,2006,303,FALSE,4
5943033,Mount Waddington D,2006,1,FALSE,5
5943037,Mount Waddington A,2006,11,FALSE,3
5943037,Mount Waddington A,2006,1040,FALSE,4
5943801,Alert Bay 1,2006,150,TRUE,4
5943802,Alert Bay 1A,2006,303,TRUE,4
5943804,Fort Rupert 1,2006,5,TRUE,4
5943805,Quattishe 1,2006,0,TRUE,4
5943806,Tsulquate 4,2006,432,TRUE,4
5943807,Dead Point 5,2006,0,TRUE,4
5943808,Gwayasdums 1,2006,40,TRUE,4
5943809,Hopetown 10A,2006,0,TRUE,4
5943810,Karlukwees 1,2006,0,TRUE,4
5943813,Quaee 7,2006,148,TRUE,4
5943815,Kippase 2,2006,271,TRUE,4
5943816,Quatsino Subdivision 18,2006,234,TRUE,4
5943817,Thomas Point 5,2006,0,TRUE,4
5943820,Apsagayu 1A,2006,0,TRUE,4
5943824,Compton Island 6,2006,0,TRUE,4
5943828,Mahmalillikullah 1,2006,0,TRUE,4
5943832,Glen-Gla-Ouch 5,2006,0,TRUE,4
5943836,Hope Island 1,2006,5,TRUE,4
5945006,Central Coast A,2006,127,FALSE,3
5945006,Central Coast A,2006,11,FALSE,4
5945010,Central Coast C,2006,451,FALSE,3
5945010,Central Coast C,2006,0,FALSE,4
5945012,Central Coast D,2006,421,FALSE,3
5945014,Central Coast E,2006,135,FALSE,3
5945801,Bella Bella 1,2006,1066,TRUE,3
5945802,Bella Coola 1,2006,788,TRUE,3
5945803,Katit 1,2006,85,TRUE,3
5947007,Port Edward,2006,577,FALSE,1
5947012,Prince Rupert,2006,12815,FALSE,1
5947016,Skeena-Queen Charlotte A,2006,52,FALSE,1
5947021,Skeena-Queen Charlotte C,2006,37,FALSE,1
5947023,Masset,2006,940,FALSE,2
5947026,Queen Charlotte,2006,948,FALSE,2
5947027,Skeena-Queen Charlotte D,2006,607,FALSE,2
5947030,Port Clements,2006,440,FALSE,2
5947032,Skeena-Queen Charlotte E,2006,402,FALSE,2
5947803,Masset 1,2006,694,TRUE,2
5947804,Skidegate 1,2006,781,TRUE,2
5947806,Kulkayu (Hartley Bay) 4,2006,157,TRUE,1
5947807,Dolphin Island 1,2006,417,TRUE,1
5947809,Lax Kw'alaams 1,2006,679,TRUE,1
5947810,S1/2 Tsimpsean 2,2006,118,TRUE,1
5949005,Kitimat,2006,8987,FALSE,1
5949011,Terrace,2006,11320,FALSE,1
5949013,Kitimat-Stikine C (Part 1),2006,2473,FALSE,1
5949018,Kitimat-Stikine E,2006,4002,FALSE,1
5949020,Kitimat-Stikine C (Part 2),2006,3,FALSE,1
5949020,Kitimat-Stikine C (Part 2),2006,1,FALSE,3
5949028,Kitimat-Stikine B,2006,62,FALSE,1
5949032,Stewart,2006,34,FALSE,1
5949035,Nisga'a,2006,37,TRUE,1
5949039,Kitimat-Stikine A,2006,8,FALSE,1
5949802,Kitasoo 1,2006,282,TRUE,3
5949803,Kitamaat 2,2006,514,TRUE,1
5949804,Kitsumkaylum 1,2006,251,TRUE,1
5949805,Kshish 4,2006,10,TRUE,1
5949807,Kulspai 6,2006,98,TRUE,1
