filename,layer,date,prep_script,dir_prep
ao_closures.csv,ao_closures,Mon Aug 14 13:32:13 2017 -0700,ohibc:prep/ao/v2017/ao_closures_prep.rmd,ohibc:prep/ao/v2017/output
ao_licenses.csv,ao_licenses,Mon Aug 14 13:59:25 2017 -0700,ohibc:prep/ao/v2017/ao_licenses_prep.rmd,ohibc:prep/ao/v2017/output
ao_licenses_fn_pop.csv,ao_licenses_fn_pop,Mon Aug 14 15:44:00 2017 -0700,ohibc:prep/ao/v2017/ao_licenses_prep.rmd,ohibc:prep/ao/v2017/output
ao_spawn_hab_index.csv,ao_spawn_hab_index,Tue Apr 18 15:28:14 2017 -0700,ohibc:prep/ao/v2017/ao_herringspawn_prep.rmd,ohibc:prep/ao/v2017/output
prs_oa_layer.csv,cc_acid,Wed Jul 19 12:14:33 2017 -0700,ohibc:prep/_pressures/v2017/pressures_oa_prep.Rmd,ohibc:prep/_pressures/v2017/output
prs_slr_layer.csv,cc_slr,Mon Jul 31 17:23:53 2017 -0700,ohibc:prep/_pressures/v2017/pressures_slr_prep.Rmd,ohibc:prep/_pressures/v2017/output
prs_sst_layer.csv,cc_sst,Wed Jul 19 19:46:33 2017,ohibc:prep/_pressures/v2017/pressures_sst_prep.Rmd,ohibc:prep/_pressures/v2017/output
prs_uv_layer.csv,cc_uv,Fri Aug 18 14:28:35 2017 -0700,ohibc:prep/_pressures/v2017/pressures_uv_prep.Rmd,ohibc:prep/_pressures/v2017/output
cp_cf_exposure.csv,cp_cf_health,Tue Aug 22 16:36:27 2017 -0700,ohibc:prep/hab_cs_cp/v2017/2_data_prep_hab_sm_cf.Rmd,ohibc:prep/hab_cs_cp/v2017/output
cp_cf_exposure.csv,cp_cf_health,Thu Apr 6 09:10:31 2017 -0700,ohibc:prep/hab_cs_cp/v2017/data_prep_hab_sm_cf.Rmd,ohibc:prep/hab_cs_cp/v2017/output
cp_sm_exposure.csv,cp_sm_health,Tue Aug 22 16:36:27 2017 -0700,ohibc:prep/hab_cs_cp/v2017/2_data_prep_hab_sm_cf.Rmd,ohibc:prep/hab_cs_cp/v2017/output
cp_sm_exposure.csv,cp_sm_health,Thu Apr 6 09:10:31 2017 -0700,ohibc:prep/hab_cs_cp/v2017/data_prep_hab_sm_cf.Rmd,ohibc:prep/hab_cs_cp/v2017/output
cs_cf_area.csv,cs_cf_health,Tue Aug 22 16:36:27 2017 -0700,ohibc:prep/hab_cs_cp/v2017/2_data_prep_hab_sm_cf.Rmd,ohibc:prep/hab_cs_cp/v2017/output
cs_sm_area.csv,cs_sm_health,Tue Aug 22 16:36:27 2017 -0700,ohibc:prep/hab_cs_cp/v2017/2_data_prep_hab_sm_cf.Rmd,ohibc:prep/hab_cs_cp/v2017/output
cwb_score_all.csv,cwbi_all,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,ohibc:prep/_resilience/v2017/output
cwb_score_fn.csv,cwbi_fn,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,ohibc:prep/_resilience/v2017/output
ram_b_bmsy.csv,fis_ram_b_bmsy,Mon Jul 10 15:45:17 2017 -0700,ohibc:prep/fis/v2017/1_data_prep_fis_ram.Rmd,ohibc:prep/fis/v2017/output
ram_b_bmsy.csv,fis_ram_b_bmsy,Tue May 2 09:52:52 2017 -0700,ohibc:prep/fis/v2017/data_prep_fis_ram.Rmd,ohibc:prep/fis/v2017/output
ram_catch.csv,fis_ram_catch,Mon Jul 10 15:45:17 2017 -0700,ohibc:prep/fis/v2017/1_data_prep_fis_ram.Rmd,ohibc:prep/fis/v2017/output
ram_catch.csv,fis_ram_catch,Tue May 2 09:52:52 2017 -0700,ohibc:prep/fis/v2017/data_prep_fis_ram.Rmd,ohibc:prep/fis/v2017/output
ram_f_fmsy.csv,fis_ram_f_fmsy,Mon Jul 10 15:45:17 2017 -0700,ohibc:prep/fis/v2017/1_data_prep_fis_ram.Rmd,ohibc:prep/fis/v2017/output
ram_f_fmsy.csv,fis_ram_f_fmsy,Tue May 2 09:52:52 2017 -0700,ohibc:prep/fis/v2017/data_prep_fis_ram.Rmd,ohibc:prep/fis/v2017/output
ram_stock_area.csv,fis_stock_area,Mon Jul 10 15:45:17 2017 -0700,ohibc:prep/fis/v2017/2_data_prep_fis_ram_spatial.Rmd,ohibc:prep/fis/v2017/output
ram_stock_area.csv,fis_stock_area,Mon Jul 10 15:45:17 2017 -0700,ohibc:prep/fis/v2017/3_data_prep_fis_ram_spatial.Rmd,ohibc:prep/fis/v2017/output
mpa_pct_3nm.csv,fp_mpa_coast,Mon Aug 21 17:09:27 2017 -0700,ohibc:prep/lsp/v2017/data_prep_lsp.Rmd,ohibc:prep/lsp/v2017/output
mpa_pct_eez.csv,fp_mpa_eez,Mon Aug 21 17:09:27 2017 -0700,ohibc:prep/lsp/v2017/data_prep_lsp.Rmd,ohibc:prep/lsp/v2017/output
hab_cf_area.csv,hab_cf_health,Thu Apr 6 09:10:31 2017 -0700,ohibc:prep/hab_cs_cp/v2017/data_prep_hab_sm_cf.Rmd,ohibc:prep/hab_cs_cp/v2017/output
hab_ebsa_trawl.csv,hab_ebsa_health,Wed Aug 23 11:30:55 2017 -0700,ohibc:prep/hab_cs_cp/v2017/3_data_prep_hab_ebsa_sb.Rmd,ohibc:prep/hab_cs_cp/v2017/output
hab_ebsa_trawl.csv,hab_ebsa_health,Thu Apr 6 09:10:31 2017 -0700,ohibc:prep/hab_cs_cp/v2017/data_prep_hab_ebsa_sb.Rmd,ohibc:prep/hab_cs_cp/v2017/output
hab_soft_btm_trawl.csv,hab_sb_health,Wed Aug 23 11:30:55 2017 -0700,ohibc:prep/hab_cs_cp/v2017/3_data_prep_hab_ebsa_sb.Rmd,ohibc:prep/hab_cs_cp/v2017/output
hab_sm_area.csv,hab_sm_health,Tue Aug 22 16:36:27 2017 -0700,ohibc:prep/hab_cs_cp/v2017/2_data_prep_hab_sm_cf.Rmd,ohibc:prep/hab_cs_cp/v2017/output
hab_sm_area.csv,hab_sm_health,Thu Apr 6 09:10:31 2017 -0700,ohibc:prep/hab_cs_cp/v2017/data_prep_hab_sm_cf.Rmd,ohibc:prep/hab_cs_cp/v2017/output
prs_hd_intertidal.csv,hd_intertidal,Mon Aug 28 16:53:58 2017,ohibc:prep/_pressures/v2017/pressures_hd_intertidal_prep.Rmd,ohibc:prep/_pressures/v2017/output
mpa_pct_3nm.csv,hd_mpa_coast,Mon Aug 21 17:09:27 2017 -0700,ohibc:prep/lsp/v2017/data_prep_lsp.Rmd,ohibc:prep/lsp/v2017/output
mpa_pct_eez.csv,hd_mpa_eez,Mon Aug 21 17:09:27 2017 -0700,ohibc:prep/lsp/v2017/data_prep_lsp.Rmd,ohibc:prep/lsp/v2017/output
prs_hd_soft_btm.csv,hd_subtidal_sb,Mon Aug 28 16:53:58 2017,ohibc:prep/_pressures/v2017/pressures_hd_intertidal_prep.Rmd,ohibc:prep/_pressures/v2017/output
ico_spp_by_rgn.csv,ico_spp_presence,Mon May 22 09:43:10 2017 -0700,ohibc:prep/spp_ico/v2017/data_prep_ico.Rmd,ohibc:prep/spp_ico/v2017/output
ico_risk_by_year.csv,ico_spp_risk_score,Mon May 22 09:09:21 2017 -0700,ohibc:prep/spp_ico/v2017/data_prep_ico.Rmd,ohibc:prep/spp_ico/v2017/output
ico_trend_by_id.csv,ico_spp_trend,Thu Jun 1 15:33:18 2017 -0700,ohibc:prep/spp_ico/v2017/data_prep_ico.Rmd,ohibc:prep/spp_ico/v2017/output
le_income.csv,le_income,Wed May 31 15:15:15 2017 -0700,ohibc:prep/le/v2017/data_prep_le.Rmd,ohibc:prep/le/v2017/output
le_unemployment.csv,le_unemployment,Wed May 31 15:15:15 2017 -0700,ohibc:prep/le/v2017/data_prep_le.Rmd,ohibc:prep/le/v2017/output
