layer_name,scenario_year,data_year
ao_closures,2001,2009
ao_closures,2002,2009
ao_closures,2003,2009
ao_closures,2004,2009
ao_closures,2005,2009
ao_closures,2006,2009
ao_closures,2007,2009
ao_closures,2008,2009
ao_closures,2009,2009
ao_closures,2010,2010
ao_closures,2011,2011
ao_closures,2012,2012
ao_closures,2013,2013
ao_closures,2014,2014
ao_closures,2015,2015
ao_closures,2016,2015
ao_licenses,2001,2001
ao_licenses,2002,2002
ao_licenses,2003,2003
ao_licenses,2004,2004
ao_licenses,2005,2005
ao_licenses,2006,2006
ao_licenses,2007,2007
ao_licenses,2008,2008
ao_licenses,2009,2009
ao_licenses,2010,2010
ao_licenses,2011,2011
ao_licenses,2012,2012
ao_licenses,2013,2013
ao_licenses,2014,2014
ao_licenses,2015,2015
ao_licenses,2016,2016
ao_sal_catch,2001,2003
ao_sal_catch,2002,2003
ao_sal_catch,2003,2003
ao_sal_catch,2004,2004
ao_sal_catch,2005,2005
ao_sal_catch,2006,2006
ao_sal_catch,2007,2007
ao_sal_catch,2008,2008
ao_sal_catch,2009,2009
ao_sal_catch,2010,2010
ao_sal_catch,2011,2011
ao_sal_catch,2012,2012
ao_sal_catch,2013,2013
ao_sal_catch,2014,2014
ao_sal_catch,2015,2015
ao_sal_catch,2016,2016
ao_sal_escapes,2001,2003
ao_sal_escapes,2002,2003
ao_sal_escapes,2003,2003
ao_sal_escapes,2004,2004
ao_sal_escapes,2005,2005
ao_sal_escapes,2006,2006
ao_sal_escapes,2007,2007
ao_sal_escapes,2008,2008
ao_sal_escapes,2009,2009
ao_sal_escapes,2010,2010
ao_sal_escapes,2011,2011
ao_sal_escapes,2012,2012
ao_sal_escapes,2013,2013
ao_sal_escapes,2014,2014
ao_sal_escapes,2015,2015
ao_sal_escapes,2016,2016
ao_spawn_hab_index,2001,2001
ao_spawn_hab_index,2002,2002
ao_spawn_hab_index,2003,2003
ao_spawn_hab_index,2004,2004
ao_spawn_hab_index,2005,2005
ao_spawn_hab_index,2006,2006
ao_spawn_hab_index,2007,2007
ao_spawn_hab_index,2008,2008
ao_spawn_hab_index,2009,2009
ao_spawn_hab_index,2010,2010
ao_spawn_hab_index,2011,2011
ao_spawn_hab_index,2012,2012
ao_spawn_hab_index,2013,2013
ao_spawn_hab_index,2014,2014
ao_spawn_hab_index,2015,2015
ao_spawn_hab_index,2016,2016
aq_benthic,2001,2011
aq_benthic,2002,2011
aq_benthic,2003,2011
aq_benthic,2004,2011
aq_benthic,2005,2011
aq_benthic,2006,2011
aq_benthic,2007,2011
aq_benthic,2008,2011
aq_benthic,2009,2011
aq_benthic,2010,2011
aq_benthic,2011,2011
aq_benthic,2012,2012
aq_benthic,2013,2013
aq_benthic,2014,2014
aq_benthic,2015,2015
aq_benthic,2016,2016
aq_incidental,2001,2011
aq_incidental,2002,2011
aq_incidental,2003,2011
aq_incidental,2004,2011
aq_incidental,2005,2011
aq_incidental,2006,2011
aq_incidental,2007,2011
aq_incidental,2008,2011
aq_incidental,2009,2011
aq_incidental,2010,2011
aq_incidental,2011,2011
