ws_id,rgn_id
63,5
64,5
69,5
70,5
75,5
76,5
77,5
80,5
82,5
84,5
112,5
113,5
114,5
116,5
117,5
119,5
120,5
121,5
122,5
124,5
126,5
127,5
128,5
129,5
130,5
131,5
132,5
133,5
134,5
135,5
136,5
137,5
138,5
139,5
140,5
805,3
806,3
807,3
849,3
855,3
856,3
857,3
1223,5
1224,5
1225,5
1226,5
1227,5
1228,4
1229,4
1230,4
1231,4
1232,4
1233,4
1235,4
1236,4
1237,4
1238,4
1239,4
1251,4
1252,4
1254,5
1255,5
1256,5
1257,5
1258,4
1259,4
1260,4
1261,4
1262,4
1263,4
1264,4
1265,4
1266,5
1519,4
1545,4
1935,5
1936,5
1946,5
1947,5
1948,5
1949,5
1952,5
1953,5
1954,5
1958,5
1959,5
1960,5
1964,5
1965,5
1966,5
1967,5
1968,5
1970,5
1971,5
1972,5
1973,5
1974,5
1980,5
1981,5
1982,5
1983,5
1984,5
1985,5
1986,5
1987,5
1988,5
1989,5
1990,5
1991,5
1992,5
1993,5
1994,5
1995,5
1996,5
1997,5
1998,5
1999,5
2421,4
2423,4
2424,4
2425,6
2426,6
2427,4
2428,4
2429,4
2430,4
2431,4
2432,4
2433,6
2434,6
2435,6
2457,6
2458,6
2467,6
2468,6
2469,6
2470,6
2566,6
2567,6
2574,6
2590,6
2595,6
2596,6
2603,6
2604,6
2605,6
2606,6
2622,6
2626,6
2627,6
2628,6
2629,6
2630,6
2631,6
4404,5
4424,5
4426,5
4427,5
4428,5
4429,5
4431,5
4432,5
4433,5
4434,5
4436,5
4438,5
4439,5
4440,5
4443,5
4444,5
4445,5
4446,5
4447,5
4448,5
4449,5
4450,5
4451,5
4452,5
4453,5
4454,5
4455,5
4456,5
4457,5
4458,5
4459,5
4460,5
4461,2
4462,2
4464,2
4468,2
4470,2
4471,2
4479,2
4480,2
4481,2
4482,2
4483,2
4484,2
4485,2
4486,2
4487,2
4488,2
4489,2
4490,2
4491,2
4492,2
4493,2
4494,2
4496,2
4498,2
4499,2
4502,2
4503,2
4504,2
4508,2
4509,2
4511,2
4515,2
4518,2
4519,2
4521,2
4523,2
4528,2
4529,2
4530,2
4531,2
4532,2
4538,2
4539,2
4540,2
4543,2
4544,2
4555,2
4556,2
4557,2
4558,2
4559,2
4560,2
4562,2
4563,2
4564,2
4566,2
4567,2
4568,2
4569,2
4570,2
4571,2
4572,2
4573,2
4574,2
4575,2
4576,2
4577,2
4578,2
4579,2
4580,2
4581,2
4582,2
4583,2
4584,2
4585,2
4586,2
4587,2
4588,2
4589,2
4590,2
4591,2
4592,2
4593,2
4594,2
4595,2
4596,2
4597,2
4598,2
4599,2
4600,2
4601,2
4602,2
4603,2
4815,4
4816,4
4817,4
4818,4
4819,4
4820,4
4822,4
4823,4
4824,4
4825,4
4826,4
4828,4
4832,4
4833,4
4834,4
4835,4
4836,4
4837,4
4838,4
4839,4
4840,4
4841,4
4842,4
4843,4
4844,4
4845,6
4884,4
4887,4
4888,4
4983,4
5362,6
5363,6
5364,6
5365,6
5366,6
5367,6
5368,6
5369,6
5370,6
5371,6
5372,6
5373,6
5374,6
5382,6
5384,6
5387,6
5388,6
5389,6
5390,6
5394,6
5395,6
5397,6
5400,6
5401,6
5402,6
5403,6
5410,6
5411,6
5412,6
5413,6
5414,6
5415,6
5417,6
5425,6
5426,6
5429,6
5430,6
5431,6
5432,6
5433,6
5434,6
5435,6
5436,6
5437,6
5438,6
5439,6
5440,6
5441,6
5442,6
5443,6
5444,6
5445,6
5446,6
5447,6
5448,6
5449,6
5450,6
5451,6
5452,6
5453,6
5454,6
5455,6
5456,6
5457,6
5652,1
5653,1
5654,1
5655,1
5656,1
5657,1
5658,1
5659,1
5660,1
5661,1
5662,1
5663,1
5664,1
5665,1
5666,1
5667,1
5668,1
5669,1
5977,3
5978,3
5979,3
5985,3
5986,3
5992,3
5993,3
5995,3
5996,8
5997,8
5998,8
6000,1
6001,1
6002,1
6003,1
6004,1
6005,1
6007,1
6019,3
6020,3
6021,3
6022,3
6023,3
6024,3
6025,3
6026,1
6027,1
6028,1
6029,1
6030,1
6031,1
6033,3
6034,1
6035,1
6036,1
6037,1
6038,1
6039,1
6040,1
6041,1
6042,1
6043,1
6044,1
6045,1
6046,1
6047,1
6048,1
6288,3
6309,3
6311,3
6312,3
6313,3
6314,3
6377,3
6378,3
6379,3
6381,1
6392,1
6393,1
6396,1
6428,1
6434,1
6435,1
6437,1
6438,1
6442,1
6446,1
6450,1
6452,1
6453,1
6454,1
6455,1
6456,1
6457,1
6458,1
6459,1
6460,1
6541,4
6542,4
6552,4
6631,4
6756,4
6757,4
6758,4
6763,4
6764,4
6770,4
6771,4
6772,4
6773,4
6774,4
6776,4
6777,4
6778,4
6780,4
6787,4
6788,4
6792,4
6793,4
6794,4
6795,4
6796,4
6797,4
6798,4
6805,4
6806,4
6833,4
6834,4
6835,4
6836,4
6837,4
6838,4
6839,4
6840,4
6841,4
6842,4
6843,4
6844,4
6845,4
6846,4
6847,4
6848,4
6849,4
6850,4
6851,4
6852,4
6853,4
6854,4
6855,4
6856,4
6857,4
6858,4
6859,4
6860,4
6862,4
6863,4
6864,4
6865,4
6866,4
6867,4
7174,1
7175,1
7176,1
7177,1
7178,1
7180,1
7181,1
7182,1
7183,1
7184,1
7186,1
7195,1
7197,1
7198,1
7199,1
7205,1
7208,1
7209,1
7210,1
7211,1
7212,1
7213,1
7214,1
7215,1
7216,1
7217,1
7220,1
7221,1
7223,1
7232,1
7236,1
7237,1
7238,1
7239,1
7240,1
7241,1
7242,1
7243,1
7244,1
7245,1
7246,1
7247,1
7248,1
7249,1
7250,1
7251,1
7253,3
7254,3
7255,3
7256,3
7257,3
7258,3
7259,3
7260,3
7261,3
7262,3
7263,8
7264,8
7265,8
7266,8
7267,8
7268,8
7269,8
7270,8
7271,8
7272,1
7273,1
7276,1
7277,1
7278,1
7279,1
7280,1
7283,1
7284,1
7285,1
7286,1
7287,1
7288,1
7289,1
7290,1
7291,1
7292,1
7293,1
7294,1
7295,1
7296,1
7297,1
7298,1
7299,1
7300,1
7301,1
7302,1
7303,1
7304,1
7305,1
7306,1
7307,1
7308,1
7309,1
7310,1
7311,1
7312,1
