year,rgn_id,taxonkey,taxonsciname,taxoncomname,rgn_taxon_total,rgn_total
1950,2,600241,Oncorhynchus keta,Chum salmon,27349.7,138411.19
1950,2,600243,Oncorhynchus nerka,Sockeye salmon,4971.32,138411.19
1950,2,600244,Oncorhynchus tshawytscha,Chinook salmon,4978.16,138411.19
1950,2,600245,Oncorhynchus kisutch,Coho salmon,7386.36,138411.19
1950,2,600255,Hypomesus pretiosus,Surf smelt,42.26,138411.19
1950,2,600256,Thaleichthys pacificus,Eulachon,34.379999999999995,138411.19
1950,2,600308,Gadus macrocephalus,Pacific cod,1185.4,138411.19
1950,2,600318,Theragra chalcogramma,Alaska pollock,0.48,138411.19
1950,2,600509,Ophiodon elongatus,Lingcod,1666.89,138411.19
1950,2,600512,Anoplopoma fimbria,Sablefish,511.21,138411.19
1950,2,600514,Hippoglossus stenolepis,Pacific halibut,7591.27,138411.19
1950,2,600517,Atheresthes stomias,Arrowtooth flounder,98.68,138411.19
1950,2,601520,Clupea pallasii pallasii,Pacific herring,57074.45,138411.19
1950,2,690064,Saxidomus gigantea,Butter clam,879.04,138411.19
1950,2,690115,Cancer magister,Dungeness crab,515.79,138411.19
1950,2,690283,Crassostrea gigas,Pacific cupped oyster,94.43,138411.19
1950,3,100039,Marine fishes not identified,Marine fishes nei,811.5400000000001,42660.42
1950,3,100239,Marine groundfishes not identified,Groundfishes,467.21,42660.42
1950,3,290004,Bivalvia,Clams,98.92,42660.42
1950,3,300061,Pleuronectiformes,Flatfishes,471.43,42660.42
1950,3,390013,Decapoda,"Crabs, lobsters, shrimps",12.74,42660.42
1950,3,400019,Rajidae,Stingrays,17.52,42660.42
1950,3,400416,Scombridae,"Mackerels, tunas, bonitos",59.59,42660.42
1950,3,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",9.55,42660.42
1950,3,490097,Brachyura,Marine crabs,23.95,42660.42
1950,3,490143,Ostreidae,True oysters,249.09,42660.42
1950,3,600239,Oncorhynchus mykiss,Rainbow trout,17.6,42660.42
1950,3,600240,Oncorhynchus gorbuscha,Pink salmon,3818.03,42660.42
1950,3,600241,Oncorhynchus keta,Chum salmon,7541.5,42660.42
1950,3,600243,Oncorhynchus nerka,Sockeye salmon,1892.99,42660.42
1950,3,600244,Oncorhynchus tshawytscha,Chinook salmon,1518.0,42660.42
1950,3,600245,Oncorhynchus kisutch,Coho salmon,2155.74,42660.42
1950,3,600255,Hypomesus pretiosus,Surf smelt,13.0,42660.42
1950,3,600256,Thaleichthys pacificus,Eulachon,22.459999999999997,42660.42
1950,3,600308,Gadus macrocephalus,Pacific cod,204.04,42660.42
1950,3,600318,Theragra chalcogramma,Alaska pollock,0.12,42660.42
1950,3,600509,Ophiodon elongatus,Lingcod,504.94,42660.42
1950,3,600512,Anoplopoma fimbria,Sablefish,76.5,42660.42
1950,3,600514,Hippoglossus stenolepis,Pacific halibut,1654.12,42660.42
1950,3,600517,Atheresthes stomias,Arrowtooth flounder,46.73,42660.42
1950,3,601520,Clupea pallasii pallasii,Pacific herring,20616.97,42660.42
1950,3,690064,Saxidomus gigantea,Butter clam,278.47,42660.42
1950,3,690115,Cancer magister,Dungeness crab,36.93,42660.42
1950,3,690283,Crassostrea gigas,Pacific cupped oyster,40.74,42660.42
1950,4,100039,Marine fishes not identified,Marine fishes nei,640.38,38546.479999999996
1950,4,100239,Marine groundfishes not identified,Groundfishes,368.66999999999996,38546.479999999996
1950,4,290004,Bivalvia,Clams,152.27,38546.479999999996
1950,4,300061,Pleuronectiformes,Flatfishes,532.58,38546.479999999996
1950,4,390013,Decapoda,"Crabs, lobsters, shrimps",20.6,38546.479999999996
1950,4,400019,Rajidae,Stingrays,18.73,38546.479999999996
1950,4,400416,Scombridae,"Mackerels, tunas, bonitos",40.42,38546.479999999996
1950,4,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",11.27,38546.479999999996
1950,4,490097,Brachyura,Marine crabs,57.84,38546.479999999996
1950,4,490143,Ostreidae,True oysters,335.44,38546.479999999996
1950,4,600239,Oncorhynchus mykiss,Rainbow trout,21.810000000000002,38546.479999999996
1950,4,600240,Oncorhynchus gorbuscha,Pink salmon,4251.5199999999995,38546.479999999996
1950,4,600241,Oncorhynchus keta,Chum salmon,9360.970000000001,38546.479999999996
1950,4,600243,Oncorhynchus nerka,Sockeye salmon,962.8399999999999,38546.479999999996
1950,4,600244,Oncorhynchus tshawytscha,Chinook salmon,1671.05,38546.479999999996
1950,4,600245,Oncorhynchus kisutch,Coho salmon,2673.2400000000002,38546.479999999996
1950,4,600255,Hypomesus pretiosus,Surf smelt,17.630000000000003,38546.479999999996
1950,4,600256,Thaleichthys pacificus,Eulachon,14.56,38546.479999999996
1950,4,600308,Gadus macrocephalus,Pacific cod,571.68,38546.479999999996
1950,4,600318,Theragra chalcogramma,Alaska pollock,0.18,38546.479999999996
1950,4,600509,Ophiodon elongatus,Lingcod,1161.38,38546.479999999996
1950,4,600512,Anoplopoma fimbria,Sablefish,145.94,38546.479999999996
1950,4,600514,Hippoglossus stenolepis,Pacific halibut,3703.14,38546.479999999996
1950,4,600517,Atheresthes stomias,Arrowtooth flounder,34.52,38546.479999999996
1950,4,601520,Clupea pallasii pallasii,Pacific herring,11436.34,38546.479999999996
1950,4,690064,Saxidomus gigantea,Butter clam,262.29,38546.479999999996
1950,4,690115,Cancer magister,Dungeness crab,51.65,38546.479999999996
1950,4,690283,Crassostrea gigas,Pacific cupped oyster,27.54,38546.479999999996
1950,5,100039,Marine fishes not identified,Marine fishes nei,1578.97,58654.09
1950,5,100239,Marine groundfishes not identified,Groundfishes,909.0400000000001,58654.09
1950,5,290004,Bivalvia,Clams,304.11,58654.09
1950,5,300061,Pleuronectiformes,Flatfishes,61.82,58654.09
1950,5,390013,Decapoda,"Crabs, lobsters, shrimps",41.34,58654.09
1950,5,400019,Rajidae,Stingrays,2.24,58654.09
1950,5,400416,Scombridae,"Mackerels, tunas, bonitos",112.85,58654.09
1950,5,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",1.3,58654.09
1950,5,490097,Brachyura,Marine crabs,128.28,58654.09
1950,5,490143,Ostreidae,True oysters,317.78,58654.09
1950,5,600239,Oncorhynchus mykiss,Rainbow trout,30.77,58654.09
1950,5,600240,Oncorhynchus gorbuscha,Pink salmon,4849.610000000001,58654.09
1950,5,600241,Oncorhynchus keta,Chum salmon,11907.54,58654.09
1950,5,600243,Oncorhynchus nerka,Sockeye salmon,2057.37,58654.09
1950,5,600244,Oncorhynchus tshawytscha,Chinook salmon,2029.1299999999999,58654.09
1950,5,600245,Oncorhynchus kisutch,Coho salmon,3552.4500000000003,58654.09
1950,5,600255,Hypomesus pretiosus,Surf smelt,25.05,58654.09
1950,5,600256,Thaleichthys pacificus,Eulachon,33.03,58654.09
1950,5,600308,Gadus macrocephalus,Pacific cod,109.02,58654.09
1950,5,600318,Theragra chalcogramma,Alaska pollock,0.0,58654.09
1950,5,600509,Ophiodon elongatus,Lingcod,847.6400000000001,58654.09
1950,5,600512,Anoplopoma fimbria,Sablefish,21.310000000000002,58654.09
1950,5,600514,Hippoglossus stenolepis,Pacific halibut,731.89,58654.09
1950,5,600517,Atheresthes stomias,Arrowtooth flounder,39.25,58654.09
1950,5,601520,Clupea pallasii pallasii,Pacific herring,28798.739999999998,58654.09
1950,5,690064,Saxidomus gigantea,Butter clam,62.48,58654.09
1950,5,690115,Cancer magister,Dungeness crab,33.22,58654.09
1950,5,690283,Crassostrea gigas,Pacific cupped oyster,67.86,58654.09
1950,6,100039,Marine fishes not identified,Marine fishes nei,347.0,14418.87
1950,6,100239,Marine groundfishes not identified,Groundfishes,199.76,14418.87
1950,6,290004,Bivalvia,Clams,1.54,14418.87
1950,6,300061,Pleuronectiformes,Flatfishes,2.21,14418.87
1950,6,390013,Decapoda,"Crabs, lobsters, shrimps",0.04,14418.87
1950,6,400019,Rajidae,Stingrays,0.08,14418.87
1950,6,400416,Scombridae,"Mackerels, tunas, bonitos",12.85,14418.87
1950,6,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",0.05,14418.87
1950,6,490097,Brachyura,Marine crabs,0.15,14418.87
1950,6,490143,Ostreidae,True oysters,24.42,14418.87
1950,6,600239,Oncorhynchus mykiss,Rainbow trout,12.5,14418.87
1950,6,600240,Oncorhynchus gorbuscha,Pink salmon,1983.78,14418.87
1950,6,600241,Oncorhynchus keta,Chum salmon,4815.240000000001,14418.87
1950,6,600243,Oncorhynchus nerka,Sockeye salmon,258.58,14418.87
1950,6,600244,Oncorhynchus tshawytscha,Chinook salmon,854.83,14418.87
1950,6,600245,Oncorhynchus kisutch,Coho salmon,1423.23,14418.87
1950,6,600255,Hypomesus pretiosus,Surf smelt,9.81,14418.87
1950,6,600256,Thaleichthys pacificus,Eulachon,7.71,14418.87
1950,6,600308,Gadus macrocephalus,Pacific cod,2.63,14418.87
1950,6,600509,Ophiodon elongatus,Lingcod,30.270000000000003,14418.87
1950,6,600512,Anoplopoma fimbria,Sablefish,0.58,14418.87
1950,6,600514,Hippoglossus stenolepis,Pacific halibut,16.59,14418.87
1950,6,600517,Atheresthes stomias,Arrowtooth flounder,16.03,14418.87
1950,6,601520,Clupea pallasii pallasii,Pacific herring,4257.9400000000005,14418.87
1950,6,690064,Saxidomus gigantea,Butter clam,73.59,14418.87
1950,6,690115,Cancer magister,Dungeness crab,55.98,14418.87
1950,6,690283,Crassostrea gigas,Pacific cupped oyster,11.48,14418.87
1950,7,100039,Marine fishes not identified,Marine fishes nei,254.53,222865.47
1950,7,100239,Marine groundfishes not identified,Groundfishes,146.54,222865.47
1950,7,290004,Bivalvia,Clams,180.1,222865.47
1950,7,300061,Pleuronectiformes,Flatfishes,1339.89,222865.47
1950,7,390013,Decapoda,"Crabs, lobsters, shrimps",49.83,222865.47
1950,7,400019,Rajidae,Stingrays,60.48,222865.47
1950,7,400416,Scombridae,"Mackerels, tunas, bonitos",570.25,222865.47
1950,7,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",23.31,222865.47
1950,7,490097,Brachyura,Marine crabs,77.41,222865.47
1950,7,490143,Ostreidae,True oysters,180.14,222865.47
1950,7,600239,Oncorhynchus mykiss,Rainbow trout,5.4799999999999995,222865.47
1950,7,600240,Oncorhynchus gorbuscha,Pink salmon,1277.33,222865.47
1950,7,600241,Oncorhynchus keta,Chum salmon,2624.54,222865.47
1950,7,600243,Oncorhynchus nerka,Sockeye salmon,16324.83,222865.47
1950,7,600244,Oncorhynchus tshawytscha,Chinook salmon,472.08,222865.47
1950,7,600245,Oncorhynchus kisutch,Coho salmon,721.2900000000001,222865.47
1950,7,600255,Hypomesus pretiosus,Surf smelt,4.79,222865.47
1950,7,600256,Thaleichthys pacificus,Eulachon,91.0,222865.47
1950,7,600308,Gadus macrocephalus,Pacific cod,438.9,222865.47
1950,7,600318,Theragra chalcogramma,Alaska pollock,0.21,222865.47
1950,7,600509,Ophiodon elongatus,Lingcod,367.08,222865.47
1950,7,600512,Anoplopoma fimbria,Sablefish,275.38,222865.47
1950,7,600514,Hippoglossus stenolepis,Pacific halibut,2823.0,222865.47
1950,7,600517,Atheresthes stomias,Arrowtooth flounder,8.29,222865.47
1950,7,601520,Clupea pallasii pallasii,Pacific herring,194533.66,222865.47
1950,7,690283,Crassostrea gigas,Pacific cupped oyster,15.13,222865.47
1950,8,100039,Marine fishes not identified,Marine fishes nei,228.53,9376.6
1950,8,100239,Marine groundfishes not identified,Groundfishes,131.57,9376.6
1950,8,290004,Bivalvia,Clams,12.41,9376.6
1950,8,300061,Pleuronectiformes,Flatfishes,17.69,9376.6
1950,8,390013,Decapoda,"Crabs, lobsters, shrimps",0.3,9376.6
1950,8,400019,Rajidae,Stingrays,0.65,9376.6
1950,8,400416,Scombridae,"Mackerels, tunas, bonitos",9.16,9376.6
1950,8,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",0.37,9376.6
1950,8,490097,Brachyura,Marine crabs,2.09,9376.6
1950,8,490143,Ostreidae,True oysters,56.1,9376.6
1950,8,600239,Oncorhynchus mykiss,Rainbow trout,4.38,9376.6
1950,8,600240,Oncorhynchus gorbuscha,Pink salmon,1054.02,9376.6
1950,8,600241,Oncorhynchus keta,Chum salmon,1956.38,9376.6
1950,8,600243,Oncorhynchus nerka,Sockeye salmon,373.64,9376.6
1950,8,600244,Oncorhynchus tshawytscha,Chinook salmon,354.3,9376.6
1950,8,600245,Oncorhynchus kisutch,Coho salmon,557.26,9376.6
1950,8,600255,Hypomesus pretiosus,Surf smelt,3.18,9376.6
1950,8,600256,Thaleichthys pacificus,Eulachon,3.7199999999999998,9376.6
1950,8,600308,Gadus macrocephalus,Pacific cod,25.4,9376.6
1950,8,600318,Theragra chalcogramma,Alaska pollock,0.0,9376.6
1950,8,600509,Ophiodon elongatus,Lingcod,110.64,9376.6
1950,8,600512,Anoplopoma fimbria,Sablefish,5.390000000000001,9376.6
1950,8,600514,Hippoglossus stenolepis,Pacific halibut,178.45,9376.6
1950,8,600517,Atheresthes stomias,Arrowtooth flounder,10.87,9376.6
1950,8,601520,Clupea pallasii pallasii,Pacific herring,4241.52,9376.6
1950,8,690064,Saxidomus gigantea,Butter clam,6.74,9376.6
1950,8,690115,Cancer magister,Dungeness crab,23.11,9376.6
1950,8,690283,Crassostrea gigas,Pacific cupped oyster,8.73,9376.6
1951,1,100039,Marine fishes not identified,Marine fishes nei,1482.26,48712.12
1951,1,100239,Marine groundfishes not identified,Groundfishes,715.28,48712.12
1951,1,290004,Bivalvia,Clams,20.86,48712.12
1951,1,300061,Pleuronectiformes,Flatfishes,42.96,48712.12
1951,1,390013,Decapoda,"Crabs, lobsters, shrimps",1.52,48712.12
1951,1,400019,Rajidae,Stingrays,4.25,48712.12
1951,1,400416,Scombridae,"Mackerels, tunas, bonitos",3.33,48712.12
1951,1,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",3.61,48712.12
1951,1,490097,Brachyura,Marine crabs,8.76,48712.12
1951,1,490143,Ostreidae,True oysters,269.67,48712.12
1951,1,600239,Oncorhynchus mykiss,Rainbow trout,27.13,48712.12
1951,1,600240,Oncorhynchus gorbuscha,Pink salmon,9698.5,48712.12
1951,1,600241,Oncorhynchus keta,Chum salmon,8583.22,48712.12
1951,1,600243,Oncorhynchus nerka,Sockeye salmon,1807.33,48712.12
1951,1,600244,Oncorhynchus tshawytscha,Chinook salmon,2116.39,48712.12
1951,1,600245,Oncorhynchus kisutch,Coho salmon,4643.639999999999,48712.12
1951,1,600255,Hypomesus pretiosus,Surf smelt,20.509999999999998,48712.12
1951,1,600256,Thaleichthys pacificus,Eulachon,34.8,48712.12
1951,1,600308,Gadus macrocephalus,Pacific cod,58.09,48712.12
1951,1,600509,Ophiodon elongatus,Lingcod,343.48,48712.12
1951,1,600512,Anoplopoma fimbria,Sablefish,19.57,48712.12
1951,1,600514,Hippoglossus stenolepis,Pacific halibut,475.71000000000004,48712.12
1951,1,600517,Atheresthes stomias,Arrowtooth flounder,30.4,48712.12
1951,1,601520,Clupea pallasii pallasii,Pacific herring,17947.96,48712.12
1951,1,690064,Saxidomus gigantea,Butter clam,258.64,48712.12
1951,1,690115,Cancer magister,Dungeness crab,82.89,48712.12
1951,1,690283,Crassostrea gigas,Pacific cupped oyster,11.36,48712.12
1951,2,100039,Marine fishes not identified,Marine fishes nei,3418.23,146548.12
1951,2,100239,Marine groundfishes not identified,Groundfishes,1649.54,146548.12
1951,2,290004,Bivalvia,Clams,393.82,146548.12
1951,2,300061,Pleuronectiformes,Flatfishes,2487.47,146548.12
1951,2,390013,Decapoda,"Crabs, lobsters, shrimps",158.18,146548.12
1951,2,400019,Rajidae,Stingrays,273.08,146548.12
1951,2,400416,Scombridae,"Mackerels, tunas, bonitos",11.45,146548.12
1951,2,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",186.02,146548.12
1951,2,490097,Brachyura,Marine crabs,286.52,146548.12
1951,2,490143,Ostreidae,True oysters,1380.79,146548.12
1951,2,600239,Oncorhynchus mykiss,Rainbow trout,63.11,146548.12
1951,2,600240,Oncorhynchus gorbuscha,Pink salmon,23351.98,146548.12
1951,2,600241,Oncorhynchus keta,Chum salmon,22434.17,146548.12
1951,2,600243,Oncorhynchus nerka,Sockeye salmon,5005.95,146548.12
1951,2,600244,Oncorhynchus tshawytscha,Chinook salmon,4953.32,146548.12
1951,2,600245,Oncorhynchus kisutch,Coho salmon,11829.77,146548.12
1951,2,600255,Hypomesus pretiosus,Surf smelt,56.78,146548.12
1951,2,600256,Thaleichthys pacificus,Eulachon,63.129999999999995,146548.12
1951,2,600308,Gadus macrocephalus,Pacific cod,1094.22,146548.12
1951,2,600509,Ophiodon elongatus,Lingcod,1688.99,146548.12
1951,2,600512,Anoplopoma fimbria,Sablefish,855.5799999999999,146548.12
1951,2,600514,Hippoglossus stenolepis,Pacific halibut,8105.35,146548.12
1951,2,600517,Atheresthes stomias,Arrowtooth flounder,65.79,146548.12
1951,2,601520,Clupea pallasii pallasii,Pacific herring,55210.9,146548.12
1951,2,690064,Saxidomus gigantea,Butter clam,976.71,146548.12
1951,2,690115,Cancer magister,Dungeness crab,515.79,146548.12
1951,2,690283,Crassostrea gigas,Pacific cupped oyster,31.48,146548.12
1951,3,100039,Marine fishes not identified,Marine fishes nei,1202.01,44447.57
1951,3,100239,Marine groundfishes not identified,Groundfishes,580.05,44447.57
1951,3,290004,Bivalvia,Clams,93.28,44447.57
1951,3,300061,Pleuronectiformes,Flatfishes,482.11,44447.57
1951,3,390013,Decapoda,"Crabs, lobsters, shrimps",27.08,44447.57
1951,3,400019,Rajidae,Stingrays,48.44,44447.57
1951,3,400416,Scombridae,"Mackerels, tunas, bonitos",5.12,44447.57
1951,3,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",39.24,44447.57
1951,3,490097,Brachyura,Marine crabs,43.05,44447.57
1951,3,490143,Ostreidae,True oysters,362.51,44447.57
1951,3,600239,Oncorhynchus mykiss,Rainbow trout,20.95,44447.57
1951,3,600240,Oncorhynchus gorbuscha,Pink salmon,5512.56,44447.57
1951,3,600241,Oncorhynchus keta,Chum salmon,6210.06,44447.57
1951,3,600243,Oncorhynchus nerka,Sockeye salmon,1898.57,44447.57
1951,3,600244,Oncorhynchus tshawytscha,Chinook salmon,1527.86,44447.57
1951,3,600245,Oncorhynchus kisutch,Coho salmon,3401.2,44447.57
1951,3,600255,Hypomesus pretiosus,Surf smelt,17.46,44447.57
1951,3,600256,Thaleichthys pacificus,Eulachon,42.29,44447.57
1951,3,600308,Gadus macrocephalus,Pacific cod,188.35,44447.57
1951,3,600509,Ophiodon elongatus,Lingcod,516.3399999999999,44447.57
1951,3,600512,Anoplopoma fimbria,Sablefish,128.01999999999998,44447.57
1951,3,600514,Hippoglossus stenolepis,Pacific halibut,1766.1399999999999,44447.57
1951,3,600517,Atheresthes stomias,Arrowtooth flounder,31.16,44447.57
1951,3,601520,Clupea pallasii pallasii,Pacific herring,19943.8,44447.57
1951,3,690064,Saxidomus gigantea,Butter clam,309.41,44447.57
1951,3,690115,Cancer magister,Dungeness crab,36.93,44447.57
1951,3,690283,Crassostrea gigas,Pacific cupped oyster,13.58,44447.57
1951,4,100039,Marine fishes not identified,Marine fishes nei,948.49,40971.22
1951,4,100239,Marine groundfishes not identified,Groundfishes,457.71000000000004,40971.22
1951,4,290004,Bivalvia,Clams,110.09,40971.22
1951,4,300061,Pleuronectiformes,Flatfishes,544.64,40971.22
1951,4,390013,Decapoda,"Crabs, lobsters, shrimps",43.78,40971.22
1951,4,400019,Rajidae,Stingrays,51.79,40971.22
1951,4,400416,Scombridae,"Mackerels, tunas, bonitos",3.47,40971.22
1951,4,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",46.31,40971.22
1951,4,490097,Brachyura,Marine crabs,103.96,40971.22
1951,4,490143,Ostreidae,True oysters,488.19,40971.22
1951,4,600239,Oncorhynchus mykiss,Rainbow trout,26.229999999999997,40971.22
1951,4,600240,Oncorhynchus gorbuscha,Pink salmon,6165.94,40971.22
1951,4,600241,Oncorhynchus keta,Chum salmon,7695.88,40971.22
1951,4,600243,Oncorhynchus nerka,Sockeye salmon,964.68,40971.22
1951,4,600244,Oncorhynchus tshawytscha,Chinook salmon,1674.31,40971.22
1951,4,600245,Oncorhynchus kisutch,Coho salmon,4245.27,40971.22
1951,4,600255,Hypomesus pretiosus,Surf smelt,23.69,40971.22
1951,4,600256,Thaleichthys pacificus,Eulachon,27.509999999999998,40971.22
1951,4,600308,Gadus macrocephalus,Pacific cod,527.71,40971.22
1951,4,600509,Ophiodon elongatus,Lingcod,1185.2,40971.22
1951,4,600512,Anoplopoma fimbria,Sablefish,244.26,40971.22
1951,4,600514,Hippoglossus stenolepis,Pacific halibut,3953.92,40971.22
1951,4,600517,Atheresthes stomias,Arrowtooth flounder,23.01,40971.22
1951,4,601520,Clupea pallasii pallasii,Pacific herring,11062.919999999998,40971.22
1951,4,690064,Saxidomus gigantea,Butter clam,291.43,40971.22
1951,4,690115,Cancer magister,Dungeness crab,51.65,40971.22
1951,4,690283,Crassostrea gigas,Pacific cupped oyster,9.18,40971.22
1951,5,100039,Marine fishes not identified,Marine fishes nei,2338.7,61124.2
1951,5,100239,Marine groundfishes not identified,Groundfishes,1128.59,61124.2
1951,5,290004,Bivalvia,Clams,331.29,61124.2
1951,5,300061,Pleuronectiformes,Flatfishes,63.22,61124.2
1951,5,390013,Decapoda,"Crabs, lobsters, shrimps",87.84,61124.2
1951,5,400019,Rajidae,Stingrays,6.1899999999999995,61124.2
1951,5,400416,Scombridae,"Mackerels, tunas, bonitos",9.69,61124.2
1951,5,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",5.33,61124.2
1951,5,490097,Brachyura,Marine crabs,230.56,61124.2
1951,5,490143,Ostreidae,True oysters,462.49,61124.2
1951,5,600239,Oncorhynchus mykiss,Rainbow trout,36.65,61124.2
1951,5,600240,Oncorhynchus gorbuscha,Pink salmon,7005.72,61124.2
1951,5,600241,Oncorhynchus keta,Chum salmon,9804.02,61124.2
1951,5,600243,Oncorhynchus nerka,Sockeye salmon,2071.51,61124.2
1951,5,600244,Oncorhynchus tshawytscha,Chinook salmon,2043.3700000000001,61124.2
1951,5,600245,Oncorhynchus kisutch,Coho salmon,5607.6900000000005,61124.2
1951,5,600255,Hypomesus pretiosus,Surf smelt,33.65,61124.2
1951,5,600256,Thaleichthys pacificus,Eulachon,60.949999999999996,61124.2
1951,5,600308,Gadus macrocephalus,Pacific cod,100.63,61124.2
1951,5,600509,Ophiodon elongatus,Lingcod,869.13,61124.2
1951,5,600512,Anoplopoma fimbria,Sablefish,35.67,61124.2
1951,5,600514,Hippoglossus stenolepis,Pacific halibut,781.45,61124.2
1951,5,600517,Atheresthes stomias,Arrowtooth flounder,26.17,61124.2
1951,5,601520,Clupea pallasii pallasii,Pacific herring,27858.43,61124.2
1951,5,690064,Saxidomus gigantea,Butter clam,69.42,61124.2
1951,5,690115,Cancer magister,Dungeness crab,33.22,61124.2
1951,5,690283,Crassostrea gigas,Pacific cupped oyster,22.62,61124.2
1951,6,100039,Marine fishes not identified,Marine fishes nei,513.96,15355.0
1951,6,100239,Marine groundfishes not identified,Groundfishes,248.01,15355.0
1951,6,290004,Bivalvia,Clams,1.06,15355.0
1951,6,300061,Pleuronectiformes,Flatfishes,2.2600000000000002,15355.0
1951,6,390013,Decapoda,"Crabs, lobsters, shrimps",0.08,15355.0
1951,6,400019,Rajidae,Stingrays,0.22,15355.0
1951,6,400416,Scombridae,"Mackerels, tunas, bonitos",1.1,15355.0
1951,6,400573,Sebastidae,"Rockfishes, rockcods, thornyheads",0.19,15355.0
1951,6,490097,Brachyura,Marine crabs,0.27,15355.0
1951,6,490143,Ostreidae,True oysters,35.54,15355.0
1951,6,600239,Oncorhynchus mykiss,Rainbow trout,14.82,15355.0
1951,6,600240,Oncorhynchus gorbuscha,Pink salmon,2858.55,15355.0
1951,6,600241,Oncorhynchus keta,Chum salmon,3968.19,15355.0
1951,6,600243,Oncorhynchus nerka,Sockeye salmon,257.45,15355.0
1951,6,600244,Oncorhynchus tshawytscha,Chinook salmon,863.44,15355.0
1951,6,600245,Oncorhynchus kisutch,Coho salmon,2238.45,15355.0
1951,6,600255,Hypomesus pretiosus,Surf smelt,13.18,15355.0
1951,6,600256,Thaleichthys pacificus,Eulachon,14.84,15355.0
1951,6,600308,Gadus macrocephalus,Pacific cod,2.43,15355.0
1951,6,600509,Ophiodon elongatus,Lingcod,31.1,15355.0
1951,6,600512,Anoplopoma fimbria,Sablefish,0.98,15355.0
1951,6,600514,Hippoglossus stenolepis,Pacific halibut,17.71,15355.0
1951,6,600517,Atheresthes stomias,Arrowtooth flounder,10.68,15355.0
