rgn_id,pressure,rgn_name
1,0.0822455188198518,North Coast
2,0.324033197290282,Haida Gwaii
3,0.00965117118933661,Central Coast
4,0.052075997525128,North Vancouver Island
5,0.198603559883714,West Vancouver Island
6,0.200687926896557,Strait of Georgia
7,0.417694585547335,Pacific Offshore
8,0,Aristazabal Island
