year,rgn_id,prod,n_sources,score,sources,values
2002,1.0,0.15828288664253512,3,0.5409344663901348,"nutr_score, chem_score, trash_score","0.9898, 0.6824, 0.2343"
2002,2.0,0.1798662997340761,3,0.5644817862935859,"nutr_score, chem_score, trash_score","0.9957, 0.7963, 0.2268"
2002,3.0,0.11329183962433796,3,0.4838746568057406,"nutr_score, chem_score, trash_score","0.9874, 0.699, 0.1641"
2002,4.0,0.15834545678450818,3,0.541005735175981,"nutr_score, chem_score, trash_score","0.9847, 0.6254, 0.2571"
2002,5.0,0.10168742040721147,3,0.466755105177338,"nutr_score, chem_score, trash_score","0.9599, 0.4836, 0.2191"
2002,6.0,0.04707081036494894,3,0.3610637527411331,"nutr_score, chem_score, trash_score","0.9193, 0.2254, 0.2272"
2002,7.0,0.30507837716969044,1,0.30507837716969044,trash_score,0.3051
2002,8.0,0.11633764065071588,3,0.4881726196782258,"nutr_score, chem_score, trash_score","0.9979, 0.7469, 0.1561"
2003,1.0,0.15834819689062848,3,0.5410088557887758,"nutr_score, chem_score, trash_score","0.9902, 0.6825, 0.2343"
2003,2.0,0.17996026362400197,3,0.5645800660914702,"nutr_score, chem_score, trash_score","0.9962, 0.7964, 0.2268"
2003,3.0,0.1135272522071468,3,0.4842095775876057,"nutr_score, chem_score, trash_score","0.9893, 0.6992, 0.1641"
2003,4.0,0.1587768664598222,3,0.5414966101551014,"nutr_score, chem_score, trash_score","0.9867, 0.6258, 0.2571"
2003,5.0,0.10485566017026177,3,0.4715531239329329,"nutr_score, chem_score, trash_score","0.9849, 0.486, 0.2191"
2003,6.0,0.04853086799355875,3,0.36475900271544126,"nutr_score, chem_score, trash_score","0.9373, 0.2279, 0.2272"
2003,7.0,0.30507837716969044,1,0.30507837716969044,trash_score,0.3051
2003,8.0,0.11633643465704557,3,0.48817093282055757,"nutr_score, chem_score, trash_score","0.9979, 0.7469, 0.1561"
2004,1.0,0.15821825870474374,3,0.5408608340075788,"nutr_score, chem_score, trash_score","0.9896, 0.6823, 0.2343"
2004,2.0,0.18012002989860376,3,0.5647470921748678,"nutr_score, chem_score, trash_score","0.997, 0.7964, 0.2268"
2004,3.0,0.11356499376339642,3,0.48426322931117544,"nutr_score, chem_score, trash_score","0.9897, 0.6992, 0.1641"
2004,4.0,0.15880857002277665,3,0.5415326486321478,"nutr_score, chem_score, trash_score","0.987, 0.6257, 0.2571"
2004,5.0,0.10519910462561446,3,0.47206740488818316,"nutr_score, chem_score, trash_score","0.9878, 0.4862, 0.2191"
2004,6.0,0.04882947480438986,3,0.3655055852259294,"nutr_score, chem_score, trash_score","0.9428, 0.228, 0.2272"
2004,7.0,0.30507837716969044,1,0.30507837716969044,trash_score,0.3051
2004,8.0,0.11633816048556297,3,0.488173346782425,"nutr_score, chem_score, trash_score","0.9979, 0.7469, 0.1561"
2005,1.0,0.1578965790208155,3,0.5404940369259377,"nutr_score, chem_score, trash_score","0.9876, 0.6823, 0.2343"
2005,2.0,0.1799362462004355,3,0.5645549487654138,"nutr_score, chem_score, trash_score","0.996, 0.7964, 0.2268"
2005,3.0,0.11351413497855543,3,0.48419092793233226,"nutr_score, chem_score, trash_score","0.9891, 0.6992, 0.1641"
2005,4.0,0.15828563997548686,3,0.5409376028927322,"nutr_score, chem_score, trash_score","0.984, 0.6256, 0.2571"
2005,5.0,0.10432827942139074,3,0.47076122218620475,"nutr_score, chem_score, trash_score","0.9806, 0.4857, 0.2191"
2005,6.0,0.048529996818151594,3,0.3647568201116176,"nutr_score, chem_score, trash_score","0.9372, 0.228, 0.2272"
2005,7.0,0.30507837716969044,1,0.30507837716969044,trash_score,0.3051
2005,8.0,0.11633224387528715,3,0.48816507096420325,"nutr_score, chem_score, trash_score","0.9978, 0.7469, 0.1561"
2006,1.0,0.15837696827318481,3,0.5410416203553409,"nutr_score, chem_score, trash_score","0.9905, 0.6823, 0.2343"
2006,2.0,0.17982546587903625,3,0.5644390662065322,"nutr_score, chem_score, trash_score","0.9956, 0.7962, 0.2268"
2006,3.0,0.11378968232727468,3,0.4845823908341166,"nutr_score, chem_score, trash_score","0.9915, 0.6992, 0.1641"
2006,4.0,0.1591936344377884,3,0.5419699815414347,"nutr_score, chem_score, trash_score","0.9894, 0.6258, 0.2571"
2006,5.0,0.10540699139842168,3,0.47237815530485966,"nutr_score, chem_score, trash_score","0.9897, 0.4862, 0.2191"
2006,6.0,0.04906460748458173,3,0.3660913293055326,"nutr_score, chem_score, trash_score","0.9457, 0.2284, 0.2272"
2006,7.0,0.30507837716969044,1,0.30507837716969044,trash_score,0.3051
2006,8.0,0.11641166943622443,3,0.4882761435342745,"nutr_score, chem_score, trash_score","0.9985, 0.7469, 0.1561"
2007,1.0,0.1570017373098326,3,0.5394710610654492,"nutr_score, chem_score, trash_score","0.9829, 0.6817, 0.2343"
2007,2.0,0.17966923390233425,3,0.564275557697876,"nutr_score, chem_score, trash_score","0.9947, 0.7963, 0.2268"
2007,3.0,0.1137567848364974,3,0.4845356874748158,"nutr_score, chem_score, trash_score","0.9911, 0.6993, 0.1641"
2007,4.0,0.15793403815465576,3,0.5405367755289059,"nutr_score, chem_score, trash_score","0.9822, 0.6254, 0.2571"
2007,5.0,0.09957615658544654,3,0.4635021857422919,"nutr_score, chem_score, trash_score","0.9435, 0.4818, 0.2191"
2007,6.0,0.04848875797804054,3,0.36465347227233824,"nutr_score, chem_score, trash_score","0.9316, 0.2291, 0.2272"
2007,7.0,0.30507837716969044,1,0.30507837716969044,trash_score,0.3051
2007,8.0,0.11634166477551591,3,0.4881782482517601,"nutr_score, chem_score, trash_score","0.9979, 0.7469, 0.1561"
2008,1.0,0.15833683582644836,3,0.5409959168279792,"nutr_score, chem_score, trash_score","0.9902, 0.6824, 0.2343"
2008,2.0,0.17775721102196249,3,0.5622667593561859,"nutr_score, chem_score, trash_score","0.986, 0.7948, 0.2268"
2008,3.0,0.11371924683192976,3,0.4844823851483202,"nutr_score, chem_score, trash_score","0.9911, 0.6991, 0.1641"
2008,4.0,0.15922547491694686,3,0.5420061124533025,"nutr_score, chem_score, trash_score","0.9897, 0.6257, 0.2571"
2008,5.0,0.1046039034199324,3,0.4711754243373985,"nutr_score, chem_score, trash_score","0.9841, 0.4853, 0.2191"
2008,6.0,0.04867646615362942,3,0.36512341145799715,"nutr_score, chem_score, trash_score","0.9456, 0.2266, 0.2272"
2008,7.0,0.30507837716969044,1,0.30507837716969044,trash_score,0.3051
2008,8.0,0.11634384984858341,3,0.48818130447547387,"nutr_score, chem_score, trash_score","0.998, 0.7468, 0.1561"
2009,1.0,0.15843980578169892,3,0.5411131652954221,"nutr_score, chem_score, trash_score","0.9906, 0.6826, 0.2343"
2009,2.0,0.1789858314479256,3,0.5635592093624611,"nutr_score, chem_score, trash_score","0.9914, 0.7959, 0.2268"
2009,3.0,0.11367601124934416,3,0.4844209779724394,"nutr_score, chem_score, trash_score","0.9905, 0.6992, 0.1641"
2009,4.0,0.1591894590185496,3,0.5419652431365759,"nutr_score, chem_score, trash_score","0.9891, 0.6259, 0.2571"
2009,5.0,0.10367841299569716,3,0.46978171997132395,"nutr_score, chem_score, trash_score","0.9761, 0.4849, 0.2191"
2009,6.0,0.04940591973765023,3,0.3669382591029246,"nutr_score, chem_score, trash_score","0.9402, 0.2313, 0.2272"
2009,7.0,0.30507837716969044,1,0.30507837716969044,trash_score,0.3051
2009,8.0,0.11631701661086959,3,0.48814377064160297,"nutr_score, chem_score, trash_score","0.9977, 0.7469, 0.1561"
2010,1.0,0.15629397437931725,3,0.5386591957303283,"nutr_score, chem_score, trash_score","0.9798, 0.6807, 0.2343"
2010,2.0,0.18013319842284625,3,0.5647608546726673,"nutr_score, chem_score, trash_score","0.9972, 0.7963, 0.2268"
2010,3.0,0.11358707321709502,3,0.48429461097300386,"nutr_score, chem_score, trash_score","0.9903, 0.6989, 0.1641"
2010,4.0,0.1589615335865129,3,0.5417064599545702,"nutr_score, chem_score, trash_score","0.9884, 0.6254, 0.2571"
2010,5.0,0.10046372382985765,3,0.46487524896390925,"nutr_score, chem_score, trash_score","0.9551, 0.4802, 0.2191"
2010,6.0,0.047336934067528244,3,0.36174292174540784,"nutr_score, chem_score, trash_score","0.9364, 0.2225, 0.2272"
2010,7.0,0.30507837716969044,1,0.30507837716969044,trash_score,0.3051
2010,8.0,0.11626119434218128,3,0.4880656689909194,"nutr_score, chem_score, trash_score","0.9974, 0.7468, 0.1561"
2011,1.0,0.1576438026002929,3,0.540205457483905,"nutr_score, chem_score, trash_score","0.9858, 0.6825, 0.2343"
2011,2.0,0.1800803922971037,3,0.5647056626487755,"nutr_score, chem_score, trash_score","0.9967, 0.7965, 0.2268"
2011,3.0,0.11363925608973675,3,0.48436876264724343,"nutr_score, chem_score, trash_score","0.9899, 0.6994, 0.1641"
2011,4.0,0.15846985833741845,3,0.5411473755651787,"nutr_score, chem_score, trash_score","0.9848, 0.6258, 0.2571"
2011,5.0,0.09524978006598862,3,0.4566898160654161,"nutr_score, chem_score, trash_score","0.9076, 0.4791, 0.2191"
2011,6.0,0.04892354793708741,3,0.36574015801213977,"nutr_score, chem_score, trash_score","0.9227, 0.2334, 0.2272"
2011,7.0,0.30507837716969044,1,0.30507837716969044,trash_score,0.3051
2011,8.0,0.11627241671113737,3,0.48808137235843313,"nutr_score, chem_score, trash_score","0.9973, 0.7469, 0.1561"
2012,1.0,0.15794143608786354,3,0.5405452153235021,"nutr_score, chem_score, trash_score","0.988, 0.6822, 0.2343"
2012,2.0,0.17991103352277227,3,0.5645285790425832,"nutr_score, chem_score, trash_score","0.996, 0.7963, 0.2268"
2012,3.0,0.11343540375607591,3,0.4840789602013464,"nutr_score, chem_score, trash_score","0.9887, 0.699, 0.1641"
2012,4.0,0.1592956857490278,3,0.5420857670188439,"nutr_score, chem_score, trash_score","0.9898, 0.6259, 0.2571"
