rgn_id,year,lsp_st_1km,a_prot_1km,a_tot_1km,lsp_st_3nm,a_prot_3nm,a_tot_3nm,lsp_st_ws,a_prot_ws,a_tot_ws,lsp_status_areawt,lsp_status_3nm_1km,lsp_status
1,1.0,0.0,0.0,208.5,1.27,1.75,457.25,0.03,0.25,4705.25,0.13982857142857144,0.635,0.65
1,1960.0,0.4,0.25,208.5,1.47,2.0,457.25,36.9,520.75,4705.25,33.76191428571429,0.935,19.185
1,1961.0,0.4,0.25,208.5,1.47,2.0,457.25,36.9,520.75,4705.25,33.76191428571429,0.935,19.185
1,1962.0,0.8,0.5,208.5,1.47,2.0,457.25,36.9,521.0,4705.25,33.76191428571429,1.135,19.185
1,1963.0,0.8,0.5,208.5,1.47,2.0,457.25,36.9,521.0,4705.25,33.76191428571429,1.135,19.185
1,1964.0,0.8,0.5,208.5,1.47,2.0,457.25,36.9,521.0,4705.25,33.76191428571429,1.135,19.185
1,1965.0,0.8,0.5,208.5,1.47,2.0,457.25,36.9,521.0,4705.25,33.76191428571429,1.135,19.185
1,1966.0,0.8,0.5,208.5,1.47,2.0,457.25,36.9,521.0,4705.25,33.76191428571429,1.135,19.185
1,1967.0,0.8,0.5,208.5,1.47,2.0,457.25,36.9,521.0,4705.25,33.76191428571429,1.135,19.185
1,1968.0,0.8,0.5,208.5,1.47,2.0,457.25,36.9,521.0,4705.25,33.76191428571429,1.135,19.185
1,1969.0,0.8,0.5,208.5,1.47,2.0,457.25,36.9,521.0,4705.25,33.76191428571429,1.135,19.185
1,1970.0,0.8,0.5,208.5,1.47,2.0,457.25,36.9,521.0,4705.25,33.76191428571429,1.135,19.185
1,1971.0,0.8,0.5,208.5,1.47,2.0,457.25,36.9,521.0,4705.25,33.76191428571429,1.135,19.185
1,1972.0,0.8,0.5,208.5,1.47,2.0,457.25,36.9,521.0,4705.25,33.76191428571429,1.135,19.185
1,1973.0,2.4,1.5,208.5,1.47,2.0,457.25,37.5,529.25,4705.25,34.308771428571426,1.935,19.485
1,1974.0,2.4,1.5,208.5,1.47,2.0,457.25,37.5,529.25,4705.25,34.308771428571426,1.935,19.485
1,1975.0,6.4,4.0,208.5,1.47,2.0,457.25,39.43,556.5,4705.25,36.06782857142857,3.935,20.45
1,1976.0,6.4,4.0,208.5,1.47,2.0,457.25,39.43,556.5,4705.25,36.06782857142857,3.935,20.45
1,1977.0,6.4,4.0,208.5,1.47,2.0,457.25,39.43,556.5,4705.25,36.06782857142857,3.935,20.45
