fn,year,rgn_id,rgn_mean_unemp,mean_unemp,category_pop
FALSE,2001,1,15.47,14.03,37741
FALSE,2002,1,14.9,13.41,36939.4
FALSE,2003,1,14.33,12.79,36137.8
FALSE,2004,1,13.76,12.17,35336.2
FALSE,2005,1,13.19,11.549999999999999,34534.6
FALSE,2006,1,12.62,10.93,33733
FALSE,2007,1,12.399999999999999,11.036,33452.2
FALSE,2008,1,12.18,11.142,33171.4
FALSE,2009,1,11.959999999999999,11.248000000000001,32890.6
FALSE,2010,1,11.74,11.354000000000001,32609.8
FALSE,2011,1,11.52,11.46,32329
TRUE,2001,1,15.47,20.68,10414
TRUE,2002,1,14.9,20.24,10288
TRUE,2003,1,14.33,19.8,10162
TRUE,2004,1,13.76,19.36,10036
TRUE,2005,1,13.19,18.92,9910
TRUE,2006,1,12.62,18.48,9784
TRUE,2007,1,12.399999999999999,17.138,9446.8
TRUE,2008,1,12.18,15.796,9109.6
TRUE,2009,1,11.959999999999999,14.454,8772.4
TRUE,2010,1,11.74,13.111999999999998,8435.2
TRUE,2011,1,11.52,11.77,8098
FALSE,2001,2,10.58,9.73,1442
FALSE,2002,2,11.208,9.572000000000001,1619.2
FALSE,2003,2,11.836,9.414,1796.4
FALSE,2004,2,12.464,9.256,1973.6
FALSE,2005,2,13.092,9.097999999999999,2150.8
FALSE,2006,2,13.72,8.94,2328
TRUE,2001,2,10.58,10.93,3493
TRUE,2002,2,11.208,12.386,3291.2
TRUE,2003,2,11.836,13.842,3089.4
TRUE,2004,2,12.464,15.298,2887.6
TRUE,2005,2,13.092,16.754,2685.8
TRUE,2006,2,13.72,18.21,2484
TRUE,2007,2,13.598,17.19,2251.8
TRUE,2008,2,13.476,16.17,2019.6
TRUE,2009,2,13.354,15.15,1787.4
TRUE,2010,2,13.232,14.129999999999999,1555.1999999999998
TRUE,2011,2,13.11,13.11,1323
TRUE,2001,3,20.41,20.41,4022
TRUE,2002,3,19.868,19.868,3905.4
TRUE,2003,3,19.326,19.326,3788.8
TRUE,2004,3,18.784,18.784,3672.2
TRUE,2005,3,18.242,18.242,3555.6
TRUE,2006,3,17.7,17.7,3439
TRUE,2007,3,17.354,17.354,3307.8
TRUE,2008,3,17.008,17.008,3176.6
TRUE,2009,3,16.662,16.662,3045.4
TRUE,2010,3,16.316,16.316,2914.2
TRUE,2011,3,15.97,15.97,2783
FALSE,2001,4,12.57,10.9,25096
FALSE,2002,4,12.052,10.486,25112.8
FALSE,2003,4,11.534,10.072000000000001,25129.6
FALSE,2004,4,11.016,9.658,25146.4
FALSE,2005,4,10.498000000000001,9.244,25163.2
FALSE,2006,4,9.98,8.83,25180
FALSE,2007,4,10.018,8.78,25183.6
FALSE,2008,4,10.056000000000001,8.73,25187.2
FALSE,2009,4,10.094,8.68,25190.8
FALSE,2010,4,10.132,8.63,25194.4
FALSE,2011,4,10.17,8.58,25198
TRUE,2001,4,12.57,18.15,7528
TRUE,2002,4,12.052,17.305999999999997,7486.4
TRUE,2003,4,11.534,16.462,7444.8
TRUE,2004,4,11.016,15.617999999999999,7403.2
TRUE,2005,4,10.498000000000001,14.774,7361.6
TRUE,2006,4,9.98,13.93,7320
TRUE,2007,4,10.018,14.582,7000.6
TRUE,2008,4,10.056000000000001,15.234,6681.2
TRUE,2009,4,10.094,15.886000000000001,6361.8
TRUE,2010,4,10.132,16.538,6042.4
TRUE,2011,4,10.17,17.19,5723
FALSE,2001,5,7.8,7.48,269927
FALSE,2002,5,7.216,6.92,272798.2
FALSE,2003,5,6.632,6.36,275669.4
FALSE,2004,5,6.048,5.8,278540.6
FALSE,2005,5,5.464,5.24,281411.8
FALSE,2006,5,4.88,4.68,284283
FALSE,2007,5,5.236,5.036,285630.2
FALSE,2008,5,5.5920000000000005,5.3919999999999995,286977.4
FALSE,2009,5,5.948,5.747999999999999,288324.6
FALSE,2010,5,6.304,6.104,289671.8
FALSE,2011,5,6.66,6.46,291019
TRUE,2001,5,7.8,12.73,17787
TRUE,2002,5,7.216,11.756,17943.8
TRUE,2003,5,6.632,10.782,18100.6
TRUE,2004,5,6.048,9.808,18257.4
TRUE,2005,5,5.464,8.834,18414.2
TRUE,2006,5,4.88,7.86,18571
TRUE,2007,5,5.236,8.342,18074.2
TRUE,2008,5,5.5920000000000005,8.824,17577.4
TRUE,2009,5,5.948,9.306,17080.6
TRUE,2010,5,6.304,9.788,16583.8
TRUE,2011,5,6.66,10.27,16087
FALSE,2001,6,7.7,7.55,2469746
FALSE,2002,6,7.2940000000000005,7.156,2503337.4
FALSE,2003,6,6.888,6.762,2536928.8
FALSE,2004,6,6.482,6.368,2570520.2
FALSE,2005,6,6.076,5.974,2604111.6
FALSE,2006,6,5.67,5.58,2637703
FALSE,2007,6,6.01,5.914,2683528.8
FALSE,2008,6,6.35,6.248,2729354.6
FALSE,2009,6,6.6899999999999995,6.582,2775180.4
FALSE,2010,6,7.03,6.916,2821006.2
FALSE,2011,6,7.37,7.25,2866832
TRUE,2001,6,7.7,10.01,164348
TRUE,2002,6,7.2940000000000005,9.4,166511.2
TRUE,2003,6,6.888,8.79,168674.4
TRUE,2004,6,6.482,8.18,170837.6
TRUE,2005,6,6.076,7.57,173000.8
TRUE,2006,6,5.67,6.96,175164
TRUE,2007,6,6.01,7.426,174495.4
TRUE,2008,6,6.35,7.8919999999999995,173826.8
TRUE,2009,6,6.6899999999999995,8.357999999999999,173158.2
TRUE,2010,6,7.03,8.824,172489.6
TRUE,2011,6,7.37,9.29,171821
